date,year,month,collisions,fatalities,serious_injuries,moderate_injuries,minor_injuries,total_injuries,weekend_collisions,weekend_fatalities,weekend_total_injuries,weekend_collision_share,weekend_fatality_share,weekend_injury_share,night_collisions,night_fatalities,night_total_injuries,peak_collisions,peak_fatalities,peak_total_injuries,night_collision_share,night_fatality_share,peak_collision_share,injuries_per_collision,fatalities_per_collision
2012-01-01,2012,1,5529.0,119.0,637.0,389.0,3851.0,4877.0,1676.0,52.0,1663.0,0.30312895641164767,0.4369747899159664,0.34098831248718475,911.0,38.0,839.0,2189.0,26.0,1943.0,0.16476758907578223,0.31932773109243695,0.39591246156628684,0.8820763248327003,0.021522879363356846
2012-02-01,2012,2,4998.0,113.0,647.0,351.0,4079.0,5077.0,1412.0,33.0,1520.0,0.28251300520208084,0.2920353982300885,0.29938940319086077,807.0,45.0,973.0,1988.0,26.0,1929.0,0.16146458583433373,0.39823008849557523,0.39775910364145656,1.0158063225290117,0.022609043617446978
2012-03-01,2012,3,5201.0,122.0,524.0,330.0,3679.0,4533.0,1345.0,54.0,1216.0,0.2586041145933474,0.4426229508196721,0.2682550187513788,663.0,41.0,591.0,2325.0,41.0,2052.0,0.12747548548356086,0.3360655737704918,0.44702941741972696,0.8715631609305903,0.023457027494712554
2012-04-01,2012,4,5080.0,114.0,555.0,308.0,3411.0,4274.0,1346.0,40.0,1286.0,0.26496062992125985,0.3508771929824561,0.30088909686476367,658.0,31.0,624.0,2164.0,41.0,1850.0,0.12952755905511812,0.2719298245614035,0.4259842519685039,0.8413385826771653,0.022440944881889763
2012-05-01,2012,5,5283.0,152.0,487.0,316.0,3620.0,4423.0,1282.0,44.0,1113.0,0.2426651523755442,0.2894736842105263,0.25163915894189465,660.0,28.0,614.0,2384.0,72.0,2081.0,0.1249290176036343,0.18421052631578946,0.45125875449555175,0.8372137043346584,0.028771531326897595
2012-06-01,2012,6,5644.0,120.0,613.0,367.0,3793.0,4773.0,1572.0,53.0,1403.0,0.27852586817859676,0.44166666666666665,0.2939451078985963,747.0,37.0,652.0,2610.0,54.0,2193.0,0.1323529411764706,0.30833333333333335,0.46243798724309,0.8456768249468463,0.021261516654854713
2012-07-01,2012,7,5032.0,142.0,554.0,335.0,3346.0,4235.0,1365.0,40.0,1170.0,0.2712639109697933,0.28169014084507044,0.2762691853600944,743.0,26.0,590.0,2119.0,67.0,1840.0,0.1476550079491256,0.18309859154929578,0.4211049284578696,0.8416136724960255,0.02821939586645469
2012-08-01,2012,8,5103.0,116.0,515.0,291.0,3272.0,4078.0,1239.0,44.0,1109.0,0.24279835390946503,0.3793103448275862,0.2719470328592447,627.0,36.0,565.0,2311.0,56.0,1869.0,0.12286890064667842,0.3103448275862069,0.4528708602782677,0.7991377621007251,0.02273172643543014
2012-09-01,2012,9,4713.0,132.0,500.0,309.0,3264.0,4073.0,1587.0,65.0,1427.0,0.33672819859961806,0.49242424242424243,0.35035600294623126,779.0,45.0,675.0,1837.0,48.0,1650.0,0.1652875026522385,0.3409090909090909,0.3897729683853172,0.8642053893486102,0.028007638446849142
2012-10-01,2012,10,4869.0,118.0,489.0,303.0,3175.0,3967.0,1238.0,37.0,1075.0,0.25426165537071266,0.3135593220338983,0.2709856314595412,664.0,44.0,496.0,2068.0,33.0,1811.0,0.1363729718628055,0.3728813559322034,0.42472787019921954,0.8147463544875745,0.02423495584308893
2012-11-01,2012,11,4912.0,120.0,517.0,301.0,3464.0,4282.0,1269.0,46.0,1250.0,0.25834690553745926,0.38333333333333336,0.2919196637085474,722.0,39.0,634.0,2033.0,38.0,1780.0,0.1469869706840391,0.325,0.4138843648208469,0.871742671009772,0.024429967426710098
2012-12-01,2012,12,5427.0,155.0,532.0,320.0,3781.0,4633.0,1700.0,68.0,1617.0,0.31324857195503963,0.43870967741935485,0.3490179149579106,869.0,47.0,802.0,2217.0,54.0,1923.0,0.160125299428782,0.3032258064516129,0.4085129906025428,0.8536944905104109,0.028560899207665375
2013-01-01,2013,1,6350.0,118.0,714.0,421.0,4392.0,5527.0,1616.0,34.0,1531.0,0.2544881889763779,0.288135593220339,0.27700379952958204,990.0,22.0,865.0,2518.0,55.0,2262.0,0.15590551181102363,0.1864406779661017,0.39653543307086614,0.8703937007874015,0.01858267716535433
2013-02-01,2013,2,5685.0,142.0,690.0,401.0,4105.0,5196.0,1707.0,63.0,1792.0,0.30026385224274404,0.44366197183098594,0.3448806774441878,956.0,66.0,954.0,2205.0,32.0,2036.0,0.1681618293755497,0.4647887323943662,0.38786279683377306,0.9139841688654353,0.02497801231310466
2013-03-01,2013,3,6173.0,144.0,639.0,360.0,4057.0,5056.0,1837.0,64.0,1543.0,0.2975862627571683,0.4444444444444444,0.30518196202531644,881.0,52.0,826.0,2654.0,51.0,2099.0,0.14271828932447755,0.3611111111111111,0.4299368216426373,0.8190507046816783,0.023327393487769316
2013-04-01,2013,4,5793.0,119.0,567.0,328.0,3639.0,4534.0,1407.0,38.0,1183.0,0.2428793371310202,0.31932773109243695,0.260917512130569,749.0,28.0,651.0,2539.0,44.0,1998.0,0.12929397548765753,0.23529411764705882,0.4382875884688417,0.7826687381322286,0.02054203348869325
2013-05-01,2013,5,6412.0,152.0,642.0,422.0,4282.0,5346.0,1547.0,41.0,1375.0,0.24126637554585154,0.26973684210526316,0.257201646090535,856.0,31.0,778.0,2871.0,71.0,2421.0,0.13349968808484092,0.20394736842105263,0.44775421085464756,0.8337492202121023,0.023705552089831567
2013-06-01,2013,6,6240.0,121.0,627.0,342.0,3926.0,4895.0,1964.0,70.0,1662.0,0.31474358974358974,0.5785123966942148,0.33953013278855976,912.0,38.0,733.0,2766.0,51.0,2156.0,0.14615384615384616,0.3140495867768595,0.44326923076923075,0.7844551282051282,0.01939102564102564
2013-07-01,2013,7,5636.0,139.0,546.0,318.0,3750.0,4614.0,1432.0,48.0,1206.0,0.2540809084457062,0.34532374100719426,0.2613784135240572,763.0,38.0,612.0,2421.0,61.0,1982.0,0.13537970191625265,0.2733812949640288,0.4295599716110717,0.818665720369056,0.024662881476224273
2013-08-01,2013,8,6078.0,156.0,594.0,329.0,3778.0,4701.0,1751.0,50.0,1449.0,0.28808818690358673,0.32051282051282054,0.30823229100191446,869.0,39.0,738.0,2641.0,61.0,2097.0,0.14297466271799933,0.25,0.4345179335307667,0.7734452122408687,0.02566633761105627
2013-09-01,2013,9,5772.0,155.0,598.0,372.0,3793.0,4763.0,1655.0,56.0,1431.0,0.2867290367290367,0.36129032258064514,0.3004408985933235,961.0,59.0,780.0,2338.0,52.0,2041.0,0.1664934164934165,0.38064516129032255,0.40505890505890507,0.8251905751905751,0.026853776853776854
2013-10-01,2013,10,5803.0,114.0,582.0,357.0,3765.0,4704.0,1448.0,31.0,1342.0,0.24952610718593832,0.2719298245614035,0.28528911564625853,777.0,27.0,705.0,2420.0,37.0,1965.0,0.1338962605548854,0.23684210526315788,0.41702567637428917,0.8106151990349819,0.019645011201102878
2013-11-01,2013,11,6046.0,101.0,577.0,380.0,3845.0,4802.0,1744.0,47.0,1439.0,0.2884551769765134,0.46534653465346537,0.2996668054977093,873.0,34.0,659.0,2448.0,30.0,2051.0,0.14439298709890838,0.33663366336633666,0.4048957988752894,0.7942441283493219,0.016705259675818724
2013-12-01,2013,12,7288.0,162.0,654.0,386.0,4414.0,5454.0,2106.0,69.0,1719.0,0.2889681668496158,0.42592592592592593,0.31518151815181517,1172.0,56.0,941.0,2881.0,45.0,2258.0,0.16081229418221735,0.345679012345679,0.3953073545554336,0.7483534577387486,0.022228320526893525
2014-01-01,2014,1,7119.0,138.0,779.0,414.0,4513.0,5706.0,1860.0,52.0,1703.0,0.2612726506531816,0.37681159420289856,0.2984577637574483,1155.0,45.0,990.0,2818.0,41.0,2308.0,0.16224188790560473,0.32608695652173914,0.39584211265627195,0.8015170670037927,0.01938474504846186
2014-02-01,2014,2,6224.0,137.0,598.0,406.0,4212.0,5216.0,1892.0,54.0,1762.0,0.30398457583547556,0.39416058394160586,0.3378067484662577,1117.0,47.0,1031.0,2360.0,52.0,2015.0,0.17946658097686374,0.34306569343065696,0.3791773778920309,0.8380462724935732,0.022011568123393315
2014-03-01,2014,3,7401.0,136.0,652.0,388.0,4243.0,5283.0,2285.0,63.0,1808.0,0.30874206188352926,0.4632352941176471,0.34222979367783457,1063.0,33.0,829.0,3113.0,53.0,2276.0,0.14362923929198756,0.2426470588235294,0.420618835292528,0.7138224564248075,0.01837589514930415
2014-04-01,2014,4,6887.0,146.0,644.0,367.0,4091.0,5102.0,1657.0,50.0,1395.0,0.24059822854653695,0.3424657534246575,0.273422187377499,921.0,41.0,733.0,3026.0,56.0,2278.0,0.13373021634964427,0.2808219178082192,0.4393785392768985,0.7408160302018295,0.021199361115144474
2014-05-01,2014,5,6811.0,115.0,627.0,314.0,3766.0,4707.0,1755.0,45.0,1338.0,0.2576714138892967,0.391304347826087,0.28425748884639895,972.0,32.0,718.0,2970.0,51.0,2114.0,0.14271032153868743,0.2782608695652174,0.436059315812656,0.6910879459697548,0.01688445162237557
2014-06-01,2014,6,6500.0,151.0,599.0,331.0,3581.0,4511.0,1777.0,47.0,1304.0,0.2733846153846154,0.31125827814569534,0.28907115938816225,884.0,38.0,618.0,2956.0,69.0,2135.0,0.136,0.25165562913907286,0.45476923076923076,0.694,0.023230769230769232
2014-07-01,2014,7,6094.0,135.0,592.0,315.0,3447.0,4354.0,1528.0,44.0,1195.0,0.2507384312438464,0.32592592592592595,0.2744602664216812,835.0,36.0,577.0,2529.0,62.0,1912.0,0.13702001969149982,0.26666666666666666,0.41499835904168036,0.7144732523793895,0.02215293731539219
2014-08-01,2014,8,6444.0,148.0,552.0,272.0,3528.0,4352.0,2007.0,74.0,1448.0,0.31145251396648044,0.5,0.3327205882352941,950.0,50.0,639.0,2716.0,49.0,1901.0,0.1474239602731223,0.33783783783783783,0.42147734326505276,0.675356921166977,0.022967101179391682
2014-09-01,2014,9,6207.0,139.0,551.0,272.0,3558.0,4381.0,1520.0,38.0,1143.0,0.24488480747543095,0.2733812949640288,0.26089933805067334,930.0,54.0,656.0,2510.0,37.0,1869.0,0.1498308361527308,0.38848920863309355,0.4043821491864025,0.7058160141775415,0.022394071209924277
2014-10-01,2014,10,6076.0,114.0,596.0,291.0,3763.0,4650.0,1513.0,47.0,1196.0,0.2490125082290981,0.41228070175438597,0.2572043010752688,799.0,32.0,729.0,2575.0,39.0,1969.0,0.13150098749177092,0.2807017543859649,0.42379855167873604,0.7653061224489796,0.018762343647136272
2014-11-01,2014,11,6240.0,112.0,628.0,325.0,3775.0,4728.0,1947.0,46.0,1592.0,0.31201923076923077,0.4107142857142857,0.33671742808798644,853.0,39.0,697.0,2681.0,30.0,2104.0,0.13669871794871793,0.3482142857142857,0.42964743589743587,0.7576923076923077,0.017948717948717947
2014-12-01,2014,12,6442.0,159.0,639.0,317.0,3939.0,4895.0,1596.0,54.0,1261.0,0.24774914622787955,0.33962264150943394,0.2576098059244127,1023.0,57.0,807.0,2579.0,44.0,1977.0,0.15880161440546414,0.3584905660377358,0.4003415088481838,0.7598571872089414,0.024681775846010556
2015-01-01,2015,1,6728.0,148.0,717.0,374.0,4435.0,5526.0,1861.0,70.0,1698.0,0.27660523186682523,0.47297297297297297,0.30727470141150925,1101.0,52.0,957.0,2636.0,51.0,2106.0,0.16364447086801426,0.35135135135135137,0.39179548156956007,0.8213436385255648,0.021997621878715814
2015-02-01,2015,2,5956.0,135.0,660.0,344.0,4167.0,5171.0,1615.0,48.0,1559.0,0.2711551376762928,0.35555555555555557,0.3014890736801392,1001.0,49.0,823.0,2307.0,32.0,2050.0,0.1680658159838818,0.362962962962963,0.38734049697783746,0.8682001343183344,0.02266621893888516
2015-03-01,2015,3,6819.0,132.0,731.0,310.0,4104.0,5145.0,1827.0,55.0,1540.0,0.267927848658161,0.4166666666666667,0.29931972789115646,926.0,44.0,808.0,2987.0,47.0,2366.0,0.13579703768881068,0.3333333333333333,0.4380407684411204,0.7545094588649363,0.01935767707875055
2015-04-01,2015,4,6461.0,137.0,653.0,292.0,3847.0,4792.0,1535.0,55.0,1262.0,0.23757932208636434,0.40145985401459855,0.26335559265442404,840.0,42.0,682.0,2782.0,47.0,2095.0,0.13001083423618634,0.30656934306569344,0.4305835010060362,0.7416808543569107,0.021204147964711345
2015-05-01,2015,5,6793.0,156.0,643.0,326.0,3978.0,4947.0,2045.0,63.0,1563.0,0.3010451935816281,0.40384615384615385,0.3159490600363857,1067.0,46.0,805.0,2847.0,61.0,2142.0,0.15707345797144118,0.2948717948717949,0.41910790519652585,0.7282496687766818,0.022964816723097307
2015-06-01,2015,6,6584.0,153.0,660.0,293.0,3683.0,4636.0,1680.0,51.0,1237.0,0.2551640340218712,0.3333333333333333,0.2668248490077653,890.0,39.0,671.0,2884.0,74.0,2104.0,0.13517618469015796,0.2549019607843137,0.4380315917375456,0.704131227217497,0.02323815309842041
2015-07-01,2015,7,6238.0,135.0,585.0,304.0,3378.0,4267.0,1623.0,36.0,1225.0,0.2601795447258737,0.26666666666666666,0.2870869463323178,865.0,38.0,605.0,2623.0,57.0,1856.0,0.1386662391792241,0.2814814814814815,0.42048733568451424,0.6840333440205194,0.02164155177941648
2015-08-01,2015,8,6665.0,125.0,566.0,280.0,3528.0,4374.0,2090.0,60.0,1368.0,0.31357839459864967,0.48,0.31275720164609055,1027.0,32.0,796.0,2887.0,54.0,1860.0,0.15408852213053265,0.256,0.4331582895723931,0.6562640660165041,0.018754688672168042
2015-09-01,2015,9,6823.0,125.0,641.0,278.0,3718.0,4637.0,1637.0,48.0,1292.0,0.23992378719038546,0.384,0.27862842354970885,935.0,46.0,658.0,2838.0,38.0,2049.0,0.13703649421075773,0.368,0.4159460647808882,0.6796130734281108,0.01832038692657189
2015-10-01,2015,10,7111.0,124.0,697.0,355.0,3849.0,4901.0,1924.0,48.0,1498.0,0.27056672760511885,0.3870967741935484,0.3056519077739237,941.0,37.0,778.0,2975.0,37.0,2075.0,0.1323301926592603,0.29838709677419356,0.4183659119673745,0.6892138939670932,0.01743777246519477
2015-11-01,2015,11,6641.0,131.0,585.0,280.0,3654.0,4519.0,1825.0,57.0,1354.0,0.2748080108417407,0.4351145038167939,0.29962381057756143,950.0,38.0,721.0,2889.0,52.0,1959.0,0.14305074536967324,0.2900763358778626,0.4350248456557747,0.6804698087637404,0.0197259448878181
2015-12-01,2015,12,7061.0,145.0,635.0,355.0,4040.0,5030.0,1685.0,51.0,1439.0,0.23863475428409572,0.35172413793103446,0.2860834990059642,1082.0,39.0,864.0,2872.0,47.0,2129.0,0.15323608554029175,0.2689655172413793,0.40674125477977624,0.7123636878629089,0.020535334938393997
2016-01-01,2016,1,7538.0,144.0,847.0,435.0,4505.0,5787.0,2253.0,59.0,1921.0,0.2988856460599629,0.4097222222222222,0.33195092448591673,1361.0,53.0,1207.0,2892.0,43.0,2215.0,0.18055187052268507,0.3680555555555556,0.38365614221278854,0.7677102679755904,0.019103210400636773
2016-02-01,2016,2,7368.0,144.0,817.0,422.0,4764.0,6003.0,2044.0,48.0,1816.0,0.2774158523344191,0.3333333333333333,0.3025154089621856,1247.0,46.0,1090.0,2841.0,39.0,2267.0,0.16924538545059717,0.3194444444444444,0.38558631921824105,0.8147394136807817,0.019543973941368076
2016-03-01,2016,3,7954.0,143.0,809.0,358.0,4419.0,5586.0,1861.0,40.0,1511.0,0.2339703293940156,0.27972027972027974,0.2704976727533118,1032.0,40.0,765.0,3480.0,52.0,2497.0,0.1297460397284385,0.27972027972027974,0.4375157153633392,0.7022881569021876,0.01797837566004526
2016-04-01,2016,4,8063.0,136.0,711.0,387.0,4177.0,5275.0,2195.0,56.0,1541.0,0.2722311794617388,0.4117647058823529,0.2921327014218009,1097.0,34.0,737.0,3524.0,46.0,2365.0,0.13605357807267765,0.25,0.43705816693538385,0.6542229939228575,0.016867171028153292
2016-05-01,2016,5,7955.0,128.0,755.0,315.0,4326.0,5396.0,2253.0,46.0,1661.0,0.283218101822753,0.359375,0.30782060785767235,1113.0,30.0,799.0,3553.0,53.0,2447.0,0.1399120050282841,0.234375,0.44663733500942804,0.6783155248271527,0.016090509113764927
2016-06-01,2016,6,7925.0,148.0,733.0,308.0,4234.0,5275.0,2023.0,48.0,1542.0,0.2552681388012618,0.32432432432432434,0.2923222748815166,1089.0,27.0,760.0,3564.0,73.0,2570.0,0.13741324921135648,0.18243243243243243,0.4497160883280757,0.6656151419558359,0.018675078864353312
2016-07-01,2016,7,7796.0,154.0,739.0,369.0,3910.0,5018.0,2441.0,61.0,1737.0,0.31310928681375066,0.3961038961038961,0.34615384615384615,1195.0,50.0,884.0,3273.0,56.0,2114.0,0.15328373524884556,0.3246753246753247,0.4198306824012314,0.6436634171369934,0.019753719856336584
2016-08-01,2016,8,7575.0,128.0,671.0,330.0,3885.0,4886.0,1849.0,45.0,1257.0,0.2440924092409241,0.3515625,0.257265656979124,982.0,37.0,654.0,3469.0,50.0,2355.0,0.12963696369636965,0.2890625,0.45795379537953795,0.645016501650165,0.016897689768976897
2016-09-01,2016,9,7280.0,163.0,698.0,348.0,3958.0,5004.0,1891.0,62.0,1360.0,0.2597527472527473,0.3803680981595092,0.2717825739408473,978.0,52.0,636.0,3071.0,55.0,2219.0,0.13434065934065934,0.31901840490797545,0.42184065934065934,0.6873626373626374,0.02239010989010989
2016-10-01,2016,10,7409.0,124.0,685.0,382.0,4147.0,5214.0,2423.0,57.0,1800.0,0.32703468754217846,0.4596774193548387,0.34522439585730724,1100.0,42.0,817.0,3057.0,32.0,2233.0,0.14846807936293696,0.3387096774193548,0.4126062896477257,0.7037386961803213,0.016736401673640166
2016-11-01,2016,11,7278.0,112.0,705.0,331.0,4124.0,5160.0,1851.0,37.0,1580.0,0.2543281121187139,0.33035714285714285,0.3062015503875969,1071.0,40.0,779.0,3015.0,35.0,2209.0,0.1471558120362737,0.35714285714285715,0.4142621599340478,0.7089859851607585,0.01538884308876065
2016-12-01,2016,12,7570.0,151.0,660.0,359.0,3940.0,4959.0,2047.0,65.0,1525.0,0.2704095112285337,0.4304635761589404,0.3075216777576124,1211.0,54.0,881.0,3017.0,39.0,1982.0,0.15997357992073977,0.3576158940397351,0.3985468956406869,0.6550858652575958,0.019947159841479524
2017-01-01,2017,1,7602.0,153.0,782.0,378.0,4293.0,5453.0,2149.0,33.0,1448.0,0.2826887661141805,0.21568627450980393,0.26554190353933615,1310.0,45.0,1003.0,2997.0,53.0,2044.0,0.17232307287555906,0.29411764705882354,0.39423835832675613,0.7173112338858195,0.020126282557221785
2017-02-01,2017,2,6976.0,124.0,708.0,378.0,4013.0,5099.0,2140.0,42.0,1513.0,0.30676605504587157,0.3387096774193548,0.2967248480094136,1251.0,47.0,965.0,2631.0,40.0,1998.0,0.17932912844036697,0.3790322580645161,0.3771502293577982,0.7309346330275229,0.017775229357798166
2017-03-01,2017,3,8080.0,120.0,743.0,387.0,4109.0,5239.0,2554.0,39.0,1687.0,0.3160891089108911,0.325,0.3220080167970987,1119.0,37.0,750.0,3469.0,43.0,2271.0,0.138490099009901,0.30833333333333335,0.4293316831683168,0.6483910891089109,0.01485148514851485
2017-04-01,2017,4,7726.0,136.0,730.0,352.0,4013.0,5095.0,2341.0,43.0,1558.0,0.30300284752782813,0.3161764705882353,0.3057899901864573,1091.0,37.0,842.0,3308.0,56.0,2174.0,0.14121149365777894,0.27205882352941174,0.42816463888169815,0.6594615583743205,0.01760289930106135
2017-05-01,2017,5,8305.0,127.0,724.0,320.0,4295.0,5339.0,2386.0,35.0,1467.0,0.2872968091511138,0.2755905511811024,0.2747705562839483,1144.0,33.0,759.0,3769.0,54.0,2568.0,0.13774834437086092,0.25984251968503935,0.45382299819385913,0.6428657435279952,0.015291992775436485
2017-06-01,2017,6,8323.0,126.0,679.0,317.0,4077.0,5073.0,2800.0,51.0,1700.0,0.33641715727502103,0.40476190476190477,0.3351074315000986,1160.0,30.0,786.0,3708.0,64.0,2361.0,0.13937282229965156,0.23809523809523808,0.4455124354199207,0.6095157995914935,0.015138772077375946
2017-07-01,2017,7,7879.0,116.0,694.0,318.0,4167.0,5179.0,2505.0,43.0,1630.0,0.3179337479375555,0.3706896551724138,0.31473257385595677,1198.0,35.0,807.0,3332.0,51.0,2252.0,0.15204975250666328,0.3017241379310345,0.42289630663789823,0.6573169183906588,0.014722680543216144
2017-08-01,2017,8,7943.0,120.0,622.0,342.0,3791.0,4755.0,2249.0,40.0,1268.0,0.28314238952536824,0.3333333333333333,0.26666666666666666,1044.0,31.0,666.0,3457.0,42.0,2168.0,0.13143648495530655,0.25833333333333336,0.43522598514415206,0.5986403122246002,0.015107641948885812
2017-09-01,2017,9,7389.0,119.0,625.0,314.0,3836.0,4775.0,2819.0,45.0,1846.0,0.38151305995398566,0.37815126050420167,0.38659685863874343,1133.0,26.0,803.0,3063.0,46.0,1990.0,0.15333604005954798,0.2184873949579832,0.414535119772635,0.646230883746109,0.016105020977128164
2017-10-01,2017,10,7784.0,117.0,686.0,348.0,3989.0,5023.0,2098.0,31.0,1419.0,0.26952723535457346,0.26495726495726496,0.28250049771053154,1100.0,36.0,789.0,3355.0,34.0,2199.0,0.14131551901336073,0.3076923076923077,0.43101233299075026,0.6452980472764646,0.015030832476875642
2017-11-01,2017,11,8224.0,103.0,699.0,318.0,4324.0,5341.0,2372.0,39.0,1520.0,0.28842412451361865,0.3786407766990291,0.28459090058041564,1230.0,40.0,890.0,3417.0,34.0,2254.0,0.14956225680933852,0.3883495145631068,0.4154912451361868,0.6494406614785992,0.01252431906614786
2017-12-01,2017,12,8648.0,122.0,842.0,429.0,4529.0,5800.0,2979.0,47.0,2067.0,0.344472710453284,0.38524590163934425,0.35637931034482756,1404.0,33.0,987.0,3447.0,43.0,2382.0,0.16234967622571692,0.27049180327868855,0.39858926919518967,0.6706753006475485,0.014107308048103609
2018-01-01,2018,1,7553.0,158.0,761.0,361.0,4247.0,5369.0,1848.0,55.0,1525.0,0.24467099165894346,0.34810126582278483,0.2840379959024027,1285.0,63.0,974.0,2984.0,45.0,2137.0,0.17013107374553157,0.3987341772151899,0.39507480471335893,0.7108433734939759,0.02091884019594863
2018-02-01,2018,2,6757.0,129.0,738.0,369.0,3989.0,5096.0,1977.0,50.0,1655.0,0.29258546692319076,0.3875968992248062,0.3247645211930926,1136.0,48.0,962.0,2639.0,43.0,2041.0,0.16812194760988605,0.37209302325581395,0.3905579399141631,0.7541808494894183,0.01909131271274234
2018-03-01,2018,3,8199.0,124.0,731.0,396.0,4323.0,5450.0,2149.0,47.0,1553.0,0.2621051347725332,0.3790322580645161,0.284954128440367,1217.0,39.0,807.0,3446.0,44.0,2378.0,0.14843273569947554,0.31451612903225806,0.420295157946091,0.6647152091718502,0.015123795584827418
2018-04-01,2018,4,7695.0,138.0,674.0,362.0,3876.0,4912.0,1990.0,51.0,1356.0,0.2586094866796621,0.3695652173913043,0.2760586319218241,1031.0,41.0,711.0,3287.0,54.0,2176.0,0.13398310591293047,0.2971014492753623,0.4271604938271605,0.6383365821962314,0.01793372319688109
2018-05-01,2018,5,8129.0,132.0,759.0,382.0,3974.0,5115.0,2047.0,48.0,1379.0,0.2518144913273465,0.36363636363636365,0.26959921798631475,1125.0,20.0,692.0,3614.0,66.0,2442.0,0.13839340632304095,0.15151515151515152,0.4445811292901956,0.6292286874154263,0.016238159675236806
2018-06-01,2018,6,7699.0,133.0,635.0,343.0,3907.0,4885.0,2197.0,46.0,1500.0,0.28536173529029746,0.3458646616541353,0.3070624360286592,1038.0,38.0,681.0,3486.0,68.0,2391.0,0.13482270424730483,0.2857142857142857,0.452786076113781,0.6344979867515261,0.01727497077542538
2018-07-01,2018,7,7269.0,135.0,640.0,357.0,3625.0,4622.0,2136.0,47.0,1415.0,0.29385059843169625,0.34814814814814815,0.30614452617914323,1090.0,35.0,667.0,3073.0,50.0,2087.0,0.1499518503232907,0.25925925925925924,0.42275416150777273,0.635850873572706,0.018572018159306643
2018-08-01,2018,8,7269.0,125.0,554.0,298.0,3622.0,4474.0,1754.0,43.0,1141.0,0.24129866556610263,0.344,0.2550290567724631,1020.0,39.0,623.0,3218.0,48.0,2095.0,0.140321914981428,0.312,0.4427018847159169,0.6154904388499106,0.017196313110469114
2018-09-01,2018,9,6714.0,110.0,499.0,277.0,3233.0,4009.0,2170.0,48.0,1353.0,0.32320524277628837,0.43636363636363634,0.3374906460463956,1137.0,43.0,723.0,2640.0,39.0,1572.0,0.16934763181411974,0.39090909090909093,0.3932082216264522,0.5971105153410784,0.016383675901102176
2018-10-01,2018,10,7062.0,102.0,602.0,295.0,3447.0,4344.0,1725.0,30.0,1148.0,0.24426508071367883,0.29411764705882354,0.26427255985267034,1007.0,29.0,675.0,3023.0,33.0,1937.0,0.14259416595865193,0.28431372549019607,0.42806570376663833,0.6151231945624469,0.014443500424808835
2018-11-01,2018,11,7072.0,96.0,558.0,287.0,3585.0,4430.0,1796.0,32.0,1194.0,0.25395927601809953,0.3333333333333333,0.2695259593679458,1059.0,28.0,668.0,2953.0,30.0,1879.0,0.14974547511312217,0.2916666666666667,0.41756221719457015,0.6264140271493213,0.013574660633484163
2018-12-01,2018,12,7893.0,125.0,708.0,365.0,4160.0,5233.0,2478.0,55.0,1817.0,0.31394906879513496,0.44,0.3472195681253583,1327.0,39.0,879.0,3089.0,41.0,2138.0,0.16812365387051817,0.312,0.3913594324084632,0.6629925250221715,0.01583681743316863
2019-01-01,2019,1,7165.0,163.0,682.0,327.0,3821.0,4830.0,1817.0,57.0,1384.0,0.25359385903698534,0.3496932515337423,0.2865424430641822,1271.0,49.0,926.0,2805.0,45.0,1941.0,0.17739009071877182,0.3006134969325153,0.39148639218422887,0.6741102581995813,0.02274947662247034
2019-02-01,2019,2,6804.0,130.0,655.0,349.0,3857.0,4861.0,1977.0,43.0,1591.0,0.29056437389770723,0.33076923076923076,0.3272989096893643,1150.0,36.0,873.0,2611.0,50.0,1893.0,0.16901822457378013,0.27692307692307694,0.3837448559670782,0.7144326866549089,0.019106407995296885
2019-03-01,2019,3,8199.0,131.0,727.0,405.0,4102.0,5234.0,2418.0,65.0,1674.0,0.29491401390413463,0.4961832061068702,0.31983186855177687,1161.0,43.0,799.0,3563.0,47.0,2353.0,0.141602634467618,0.3282442748091603,0.43456519087693624,0.6383705329918282,0.01597755823880961
2019-04-01,2019,4,7687.0,130.0,635.0,353.0,3971.0,4959.0,1858.0,46.0,1363.0,0.24170677767659685,0.35384615384615387,0.27485380116959063,1003.0,32.0,737.0,3459.0,49.0,2310.0,0.13048003122154286,0.24615384615384617,0.44998048653570966,0.6451151294393132,0.016911669051645636
2019-05-01,2019,5,8184.0,132.0,675.0,347.0,4071.0,5093.0,1932.0,46.0,1311.0,0.23607038123167157,0.3484848484848485,0.2574121343019831,1080.0,29.0,685.0,3583.0,63.0,2325.0,0.13196480938416422,0.2196969696969697,0.4378054740957967,0.6223118279569892,0.016129032258064516
2019-06-01,2019,6,7955.0,152.0,632.0,328.0,4003.0,4963.0,2491.0,57.0,1602.0,0.31313639220615963,0.375,0.32278863590570217,1255.0,52.0,799.0,3457.0,57.0,2159.0,0.15776241357636706,0.34210526315789475,0.43456945317410434,0.6238843494657448,0.019107479572595853
2019-07-01,2019,7,7508.0,147.0,649.0,356.0,3879.0,4884.0,1918.0,49.0,1404.0,0.25546084176878,0.3333333333333333,0.28746928746928746,997.0,48.0,701.0,3261.0,50.0,2211.0,0.13279168886521045,0.32653061224489793,0.4343367075119872,0.6505061267980821,0.019579115610015983
