date,year,month,collisions,fatalities,serious_injuries,moderate_injuries,minor_injuries,total_injuries,weekend_collisions,weekend_fatalities,weekend_total_injuries,weekend_collision_share,weekend_fatality_share,weekend_injury_share,night_collisions,night_fatalities,night_total_injuries,peak_collisions,peak_fatalities,peak_total_injuries,night_collision_share,night_fatality_share,peak_collision_share,injuries_per_collision,fatalities_per_collision
2002-09-01,2002,9,3123.0,131.0,529.0,480.0,2379.0,3388.0,913.0,44.0,1175.0,0.292347102145373,0.33587786259541985,0.34681227863046044,457.0,46.0,575.0,1279.0,44.0,1379.0,0.1463336535382645,0.3511450381679389,0.409542106948447,1.084854306756324,0.041946845981428116
2002-10-01,2002,10,3650.0,133.0,597.0,535.0,2553.0,3685.0,1000.0,54.0,1202.0,0.273972602739726,0.40601503759398494,0.32618724559023066,522.0,35.0,633.0,1530.0,43.0,1525.0,0.143013698630137,0.2631578947368421,0.4191780821917808,1.0095890410958903,0.03643835616438356
2002-11-01,2002,11,3806.0,113.0,596.0,529.0,2659.0,3784.0,1076.0,59.0,1245.0,0.28271150814503415,0.5221238938053098,0.3290169133192389,533.0,45.0,521.0,1586.0,29.0,1558.0,0.14004203888596953,0.39823008849557523,0.4167104571728849,0.9942196531791907,0.029689963215974776
2002-12-01,2002,12,3708.0,138.0,666.0,586.0,2621.0,3873.0,1104.0,53.0,1308.0,0.2977346278317152,0.38405797101449274,0.337722695584818,650.0,55.0,748.0,1486.0,29.0,1550.0,0.17529665587918014,0.39855072463768115,0.4007551240560949,1.0444983818770226,0.0372168284789644
2003-01-01,2003,1,3722.0,151.0,674.0,563.0,2877.0,4114.0,924.0,47.0,1091.0,0.24825362708221385,0.31125827814569534,0.2651920272241128,634.0,48.0,754.0,1449.0,53.0,1663.0,0.17033852767329394,0.31788079470198677,0.3893068242880172,1.1053197205803331,0.04056958624395486
2003-02-01,2003,2,3190.0,134.0,668.0,491.0,2627.0,3786.0,926.0,52.0,1349.0,0.290282131661442,0.3880597014925373,0.35631273111463285,579.0,48.0,779.0,1225.0,40.0,1444.0,0.18150470219435735,0.3582089552238806,0.384012539184953,1.186833855799373,0.04200626959247649
2003-03-01,2003,3,3597.0,142.0,590.0,499.0,2436.0,3525.0,1150.0,63.0,1226.0,0.31971087016958577,0.44366197183098594,0.3478014184397163,531.0,54.0,659.0,1506.0,41.0,1414.0,0.14762301918265222,0.38028169014084506,0.4186822351959967,0.9799833194328608,0.03947734222963581
2003-04-01,2003,4,3661.0,131.0,587.0,448.0,2495.0,3530.0,951.0,46.0,1108.0,0.2597650915050533,0.3511450381679389,0.3138810198300283,470.0,25.0,471.0,1576.0,59.0,1546.0,0.12838022398251844,0.19083969465648856,0.4304834744605299,0.9642174269325321,0.035782573067467904
2003-05-01,2003,5,3851.0,146.0,639.0,526.0,2727.0,3892.0,1108.0,50.0,1243.0,0.28771747598026487,0.3424657534246575,0.3193730729701953,574.0,43.0,705.0,1627.0,62.0,1674.0,0.14905219423526356,0.2945205479452055,0.4224876655414178,1.0106465853025188,0.03791223058945729
2003-06-01,2003,6,3749.0,144.0,563.0,466.0,2523.0,3552.0,1143.0,58.0,1233.0,0.30488130168044814,0.4027777777777778,0.3471283783783784,562.0,34.0,595.0,1581.0,72.0,1491.0,0.14990664177113897,0.2361111111111111,0.42171245665510804,0.9474526540410776,0.03841024273139504
2003-07-01,2003,7,3848.0,149.0,645.0,497.0,2955.0,4097.0,1091.0,49.0,1255.0,0.2835239085239085,0.3288590604026846,0.30632169880400295,535.0,30.0,558.0,1698.0,71.0,1822.0,0.13903326403326402,0.20134228187919462,0.4412681912681913,1.0647089397089398,0.038721413721413724
2003-08-01,2003,8,3745.0,126.0,617.0,446.0,2553.0,3616.0,1150.0,57.0,1251.0,0.30707610146862485,0.4523809523809524,0.345962389380531,564.0,33.0,630.0,1545.0,49.0,1473.0,0.1506008010680908,0.2619047619047619,0.41255006675567424,0.9655540720961282,0.03364485981308411
2003-09-01,2003,9,3514.0,136.0,633.0,429.0,2534.0,3596.0,936.0,44.0,1022.0,0.2663631189527604,0.3235294117647059,0.28420467185761955,512.0,26.0,662.0,1416.0,63.0,1378.0,0.14570290267501423,0.19117647058823528,0.40295959021058625,1.0233352305065453,0.03870233352305066
2003-10-01,2003,10,3596.0,151.0,593.0,440.0,2561.0,3594.0,951.0,56.0,1064.0,0.2644605116796441,0.3708609271523179,0.29604897050639956,481.0,50.0,511.0,1511.0,46.0,1487.0,0.13375973303670746,0.33112582781456956,0.4201890989988877,0.9994438264738599,0.04199110122358176
2003-11-01,2003,11,3733.0,151.0,617.0,465.0,2773.0,3855.0,1210.0,74.0,1403.0,0.32413608357889095,0.4900662251655629,0.36394293125810634,618.0,57.0,709.0,1545.0,37.0,1578.0,0.1655504955799625,0.37748344370860926,0.4138762389499062,1.0326814894186982,0.04045004018215912
2003-12-01,2003,12,4244.0,142.0,671.0,502.0,3005.0,4178.0,1099.0,47.0,1208.0,0.25895381715362864,0.33098591549295775,0.28913355672570606,690.0,49.0,731.0,1660.0,49.0,1614.0,0.16258246936852028,0.34507042253521125,0.3911404335532517,0.9844486333647502,0.03345900094250707
2004-01-01,2004,1,3761.0,149.0,672.0,479.0,2759.0,3910.0,1055.0,59.0,1175.0,0.28051050252592397,0.3959731543624161,0.30051150895140666,671.0,51.0,788.0,1462.0,46.0,1466.0,0.17840999734113266,0.3422818791946309,0.3887264025525126,1.039617123105557,0.03961712310555703
2004-02-01,2004,2,3358.0,157.0,618.0,437.0,2730.0,3785.0,998.0,58.0,1279.0,0.29720071471113757,0.36942675159235666,0.33791281373844123,649.0,60.0,815.0,1225.0,47.0,1324.0,0.19326980345443717,0.3821656050955414,0.3648004764740917,1.127159023228112,0.046754020250148895
2004-03-01,2004,3,3940.0,144.0,624.0,509.0,2886.0,4019.0,958.0,59.0,1064.0,0.2431472081218274,0.4097222222222222,0.26474247325205275,587.0,48.0,716.0,1635.0,43.0,1626.0,0.14898477157360407,0.3333333333333333,0.4149746192893401,1.02005076142132,0.03654822335025381
2004-04-01,2004,4,3716.0,163.0,536.0,408.0,2605.0,3549.0,960.0,61.0,1015.0,0.25834230355220666,0.37423312883435583,0.2859960552268245,523.0,42.0,574.0,1646.0,71.0,1566.0,0.1407427341227126,0.25766871165644173,0.4429494079655544,0.9550592034445641,0.04386437029063509
2004-05-01,2004,5,3834.0,160.0,564.0,390.0,2694.0,3648.0,1216.0,73.0,1308.0,0.3171622326551904,0.45625,0.35855263157894735,637.0,38.0,667.0,1551.0,66.0,1472.0,0.16614501825769432,0.2375,0.4045383411580595,0.9514866979655712,0.041731872717788214
2004-06-01,2004,6,3783.0,161.0,595.0,421.0,2800.0,3816.0,1057.0,47.0,1112.0,0.2794078773460217,0.2919254658385093,0.2914046121593291,570.0,33.0,621.0,1673.0,85.0,1727.0,0.1506740681998414,0.20496894409937888,0.4422416071900608,1.0087232355273592,0.042558815754692045
2004-07-01,2004,7,3989.0,124.0,655.0,419.0,2806.0,3880.0,1101.0,51.0,1111.0,0.2760090248182502,0.4112903225806452,0.286340206185567,650.0,34.0,767.0,1617.0,57.0,1555.0,0.16294810729506143,0.27419354838709675,0.4053647530709451,0.9726748558535974,0.031085485083980947
2004-08-01,2004,8,4203.0,137.0,586.0,446.0,2828.0,3860.0,1148.0,46.0,1250.0,0.2731382345943374,0.3357664233576642,0.3238341968911917,564.0,34.0,574.0,1829.0,70.0,1608.0,0.13418986438258387,0.24817518248175183,0.4351653580775636,0.9183916250297407,0.03259576492981204
2004-09-01,2004,9,4057.0,132.0,596.0,454.0,2851.0,3901.0,1064.0,45.0,1198.0,0.2622627557308356,0.3409090909090909,0.3071007433991284,594.0,38.0,646.0,1791.0,50.0,1658.0,0.1464136061128913,0.2878787878787879,0.44145920631008134,0.9615479418289377,0.03253635691397584
2004-10-01,2004,10,3992.0,126.0,564.0,428.0,2912.0,3904.0,1299.0,66.0,1497.0,0.3254008016032064,0.5238095238095238,0.383452868852459,642.0,44.0,691.0,1554.0,43.0,1554.0,0.16082164328657314,0.3492063492063492,0.38927855711422843,0.9779559118236473,0.03156312625250501
2004-11-01,2004,11,3884.0,149.0,512.0,448.0,2983.0,3943.0,999.0,49.0,1038.0,0.25720906282183315,0.3288590604026846,0.26325133147349733,574.0,51.0,655.0,1618.0,44.0,1613.0,0.1477857878475798,0.3422818791946309,0.41658084449021626,1.01519052523172,0.03836251287332647
2004-12-01,2004,12,4103.0,155.0,644.0,493.0,3158.0,4295.0,964.0,56.0,1166.0,0.23495003655861565,0.36129032258064514,0.27147846332945286,701.0,52.0,774.0,1609.0,51.0,1764.0,0.17085059712405556,0.33548387096774196,0.3921520838410919,1.046795028028272,0.03777723616865708
2005-01-01,2005,1,3786.0,158.0,567.0,476.0,3159.0,4202.0,1258.0,76.0,1562.0,0.3322768092974115,0.4810126582278481,0.3717277486910995,730.0,75.0,984.0,1448.0,45.0,1540.0,0.19281563655573164,0.47468354430379744,0.3824617010036978,1.109878499735869,0.04173269941891178
2005-02-01,2005,2,3452.0,143.0,585.0,436.0,2981.0,4002.0,1021.0,65.0,1373.0,0.2957705677867903,0.45454545454545453,0.3430784607696152,609.0,46.0,797.0,1263.0,54.0,1398.0,0.17641946697566627,0.32167832167832167,0.36587485515643103,1.1593279258400928,0.0414252607184241
2005-03-01,2005,3,4067.0,135.0,623.0,448.0,2970.0,4041.0,1006.0,42.0,1115.0,0.24735677403491518,0.3111111111111111,0.2759218015342737,631.0,49.0,680.0,1707.0,38.0,1665.0,0.15515121711335136,0.362962962962963,0.41971969510695845,0.9936070813867716,0.03319400049176297
2005-04-01,2005,4,4136.0,130.0,657.0,451.0,3132.0,4240.0,1206.0,45.0,1364.0,0.2915860735009671,0.34615384615384615,0.32169811320754715,585.0,36.0,691.0,1847.0,60.0,1857.0,0.14144100580270794,0.27692307692307694,0.4465667311411992,1.0251450676982592,0.031431334622823985
2005-05-01,2005,5,4247.0,153.0,630.0,478.0,3376.0,4484.0,1226.0,58.0,1431.0,0.28867435837061456,0.3790849673202614,0.31913470115967885,643.0,39.0,860.0,1825.0,72.0,1838.0,0.15140098893336473,0.2549019607843137,0.42971509300682836,1.0558040970096538,0.03602542971509301
2005-06-01,2005,6,3857.0,130.0,523.0,393.0,2885.0,3801.0,992.0,46.0,998.0,0.25719471091521906,0.35384615384615387,0.2625624835569587,594.0,29.0,624.0,1663.0,63.0,1658.0,0.15400570391495982,0.2230769230769231,0.4311641171895255,0.985480943738657,0.03370495203526057
2005-07-01,2005,7,3670.0,136.0,560.0,323.0,2717.0,3600.0,1151.0,77.0,1186.0,0.3136239782016349,0.5661764705882353,0.32944444444444443,599.0,50.0,693.0,1565.0,49.0,1524.0,0.16321525885558583,0.36764705882352944,0.4264305177111717,0.9809264305177112,0.037057220708446865
2005-08-01,2005,8,3734.0,144.0,528.0,360.0,2899.0,3787.0,941.0,46.0,1111.0,0.25200856989823245,0.3194444444444444,0.29337206231845786,546.0,35.0,609.0,1651.0,56.0,1602.0,0.146223888591323,0.24305555555555555,0.4421531869309052,1.0141938939475095,0.0385645420460632
2005-09-01,2005,9,3630.0,130.0,556.0,328.0,2830.0,3714.0,980.0,35.0,1046.0,0.2699724517906336,0.2692307692307692,0.2816370490037695,570.0,34.0,610.0,1507.0,58.0,1595.0,0.15702479338842976,0.26153846153846155,0.41515151515151516,1.0231404958677686,0.03581267217630854
2005-10-01,2005,10,3655.0,132.0,520.0,350.0,2670.0,3540.0,1190.0,68.0,1294.0,0.32558139534883723,0.5151515151515151,0.3655367231638418,532.0,37.0,563.0,1460.0,50.0,1447.0,0.14555403556771546,0.2803030303030303,0.399452804377565,0.9685362517099864,0.036114911080711354
2005-11-01,2005,11,3901.0,107.0,492.0,386.0,3041.0,3919.0,984.0,35.0,1066.0,0.25224301461163806,0.32710280373831774,0.27200816534830313,555.0,49.0,618.0,1587.0,23.0,1554.0,0.14227121250961292,0.45794392523364486,0.40681876441937964,1.0046142014867983,0.027428864393745193
2005-12-01,2005,12,4193.0,128.0,603.0,449.0,3410.0,4462.0,1208.0,44.0,1398.0,0.2880992129740043,0.34375,0.31331241595696996,709.0,49.0,855.0,1650.0,26.0,1722.0,0.16909134271404722,0.3828125,0.39351299785356547,1.0641545432864297,0.030527068924397806
2006-01-01,2006,1,3965.0,138.0,645.0,464.0,3460.0,4569.0,1230.0,48.0,1594.0,0.31021437578814626,0.34782608695652173,0.348872838695557,673.0,49.0,901.0,1534.0,46.0,1700.0,0.16973518284993694,0.35507246376811596,0.38688524590163936,1.1523329129886506,0.03480453972257251
2006-02-01,2006,2,3173.0,134.0,487.0,359.0,2763.0,3609.0,967.0,41.0,1270.0,0.3047589032461393,0.30597014925373134,0.3518980326960377,622.0,46.0,793.0,1186.0,42.0,1324.0,0.19602899464229437,0.34328358208955223,0.37377875827292784,1.13740939174283,0.04223132682004412
2006-03-01,2006,3,3995.0,151.0,605.0,386.0,3209.0,4200.0,1011.0,60.0,1229.0,0.25306633291614516,0.3973509933774834,0.2926190476190476,576.0,50.0,701.0,1664.0,49.0,1704.0,0.14418022528160201,0.33112582781456956,0.4165206508135169,1.0513141426783479,0.037797246558197745
2006-04-01,2006,4,3646.0,162.0,558.0,406.0,2774.0,3738.0,1174.0,67.0,1339.0,0.321996708721887,0.41358024691358025,0.35821294810058857,613.0,52.0,676.0,1495.0,57.0,1546.0,0.16812945693911135,0.32098765432098764,0.41003839824465166,1.0252331321996708,0.044432254525507406
2006-05-01,2006,5,3904.0,155.0,592.0,380.0,3116.0,4088.0,997.0,46.0,1151.0,0.25537909836065575,0.2967741935483871,0.28155577299412915,615.0,58.0,790.0,1673.0,50.0,1718.0,0.15753073770491804,0.3741935483870968,0.42853483606557374,1.0471311475409837,0.039702868852459015
2006-06-01,2006,6,3834.0,121.0,554.0,337.0,2953.0,3844.0,1056.0,50.0,1168.0,0.27543035993740217,0.4132231404958678,0.30385015608740895,557.0,30.0,598.0,1653.0,56.0,1755.0,0.1452790818988002,0.24793388429752067,0.43114241001564946,1.0026082420448617,0.03155972874282734
2006-07-01,2006,7,3751.0,150.0,531.0,338.0,3002.0,3871.0,1136.0,54.0,1317.0,0.30285257264729404,0.36,0.3402221648152932,642.0,55.0,700.0,1524.0,57.0,1534.0,0.1711543588376433,0.36666666666666664,0.4062916555585177,1.0319914689416156,0.03998933617701946
2006-08-01,2006,8,3534.0,126.0,506.0,354.0,2654.0,3514.0,944.0,45.0,1058.0,0.26711941143180534,0.35714285714285715,0.3010813887307911,491.0,27.0,513.0,1501.0,59.0,1490.0,0.13893604980192417,0.21428571428571427,0.42473118279569894,0.9943406904357668,0.035653650254668934
2006-09-01,2006,9,3712.0,155.0,473.0,372.0,2914.0,3759.0,1144.0,52.0,1290.0,0.3081896551724138,0.33548387096774196,0.34317637669592976,639.0,45.0,667.0,1486.0,52.0,1520.0,0.17214439655172414,0.2903225806451613,0.40032327586206895,1.0126616379310345,0.04175646551724138
2006-10-01,2006,10,3707.0,109.0,495.0,332.0,3012.0,3839.0,1013.0,45.0,1097.0,0.2732667925546264,0.41284403669724773,0.2857514977858817,545.0,28.0,616.0,1507.0,44.0,1571.0,0.14701915295387105,0.25688073394495414,0.4065281899109792,1.0356083086053411,0.02940383059077421
2006-11-01,2006,11,3683.0,127.0,526.0,367.0,2919.0,3812.0,994.0,63.0,1164.0,0.2698886777083899,0.49606299212598426,0.30535152151101785,584.0,32.0,660.0,1520.0,36.0,1631.0,0.15856638609828944,0.25196850393700787,0.41270703231061634,1.0350257941895193,0.034482758620689655
2006-12-01,2006,12,3935.0,124.0,543.0,395.0,3244.0,4182.0,1255.0,55.0,1464.0,0.3189326556543837,0.4435483870967742,0.3500717360114778,748.0,55.0,866.0,1527.0,38.0,1616.0,0.1900889453621347,0.4435483870967742,0.3880559085133418,1.0627700127064803,0.031512071156289706
2007-01-01,2007,1,4231.0,126.0,653.0,471.0,3728.0,4852.0,1109.0,48.0,1360.0,0.2621129756558733,0.38095238095238093,0.2802967848309975,755.0,39.0,897.0,1653.0,49.0,1889.0,0.17844481210115812,0.30952380952380953,0.3906877806665091,1.1467738123375089,0.029780193807610492
2007-02-01,2007,2,4091.0,135.0,617.0,463.0,3629.0,4709.0,1200.0,55.0,1652.0,0.29332681495966756,0.4074074074074074,0.3508175833510299,745.0,35.0,1049.0,1564.0,55.0,1734.0,0.1821070642874603,0.25925925925925924,0.3823026154974334,1.1510633097042289,0.0329992666829626
