year,month,avg_temperature,max_temperature,min_temperature,avg_precipitation_sum,avg_rain_sum,avg_snowfall_sum,avg_precipitation_hours,max_wind_speed,max_wind_gust,avg_rain_days,weather_locations,country,region,source_id,feature_scope,feature_semantics,aggregation_rule
2023,3,16.967025089605734,33.4,1.1,34.855555555555554,34.84444444444445,0.007777777777777778,57.111111111111114,55.6,100.8,8.777777777777779,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,4,14.763333333333334,31.7,-0.8,65.93333333333334,64.94444444444444,0.6922222222222223,82.44444444444444,57.2,102.2,10.222222222222221,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,5,12.628673835125447,25.7,-0.8,75.19999999999999,73.82222222222222,0.9644444444444447,85.33333333333333,57.3,107.3,12.11111111111111,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,6,11.518148148148148,23.5,-2.8,126.24444444444445,120.65555555555557,3.92,127.44444444444444,53.3,97.9,14.0,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,7,10.758422939068101,22.4,-6.8,90.73333333333333,87.98888888888888,1.9288888888888889,107.88888888888889,51.0,95.8,11.333333333333334,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,8,11.289247311827957,25.0,-3.9,137.74444444444444,134.60000000000002,2.2088888888888887,140.44444444444446,50.6,87.8,13.666666666666666,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,9,11.68,24.1,-2.9,89.62222222222222,88.55555555555556,0.7466666666666666,119.44444444444444,57.2,99.7,13.555555555555555,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,10,12.68637992831541,26.1,-0.6,37.333333333333336,35.400000000000006,1.3533333333333333,71.66666666666667,66.0,118.8,9.333333333333334,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,11,13.801111111111112,30.9,0.2,51.55555555555556,50.24444444444444,0.9177777777777779,90.0,56.4,103.3,11.88888888888889,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2023,12,15.998924731182797,34.1,2.5,20.799999999999997,20.77777777777778,0.015555555555555557,50.44444444444444,58.7,103.3,9.0,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,1,18.059139784946236,36.7,3.2,15.133333333333333,15.133333333333333,0.0,44.333333333333336,63.1,110.2,7.444444444444445,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,2,18.807279693486592,35.9,3.8,23.177777777777777,23.177777777777777,0.0,47.55555555555556,60.5,106.6,8.333333333333334,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,3,16.655913978494624,32.1,0.3,48.62222222222223,48.388888888888886,0.16333333333333333,66.22222222222223,65.5,114.5,9.11111111111111,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,4,14.185555555555556,29.6,-0.9,69.16666666666667,68.52222222222221,0.4511111111111112,94.11111111111111,62.2,113.8,10.666666666666666,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,5,10.387096774193548,23.7,-2.3,80.87777777777778,79.80000000000001,0.7544444444444445,97.33333333333333,55.8,103.0,10.88888888888889,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,6,10.535185185185185,22.8,-9.1,209.36666666666667,205.92222222222222,2.418888888888889,168.88888888888889,52.9,95.4,14.333333333333334,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,7,9.171326164874552,23.9,-6.0,35.44444444444444,31.77777777777778,2.566666666666667,63.0,62.0,110.9,7.888888888888889,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,8,9.843727598566309,23.0,-4.9,94.63333333333333,90.82222222222222,2.6755555555555555,107.33333333333333,61.2,110.2,12.0,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,9,11.00925925925926,24.9,-2.8,68.38888888888889,66.5,1.3222222222222224,109.33333333333333,61.9,107.6,11.88888888888889,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,10,13.304301075268818,32.4,-0.7,32.455555555555556,32.41111111111111,0.031111111111111114,74.66666666666667,72.2,127.8,11.0,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,11,14.954444444444444,31.6,1.8,46.666666666666664,46.21111111111111,0.3188888888888889,76.77777777777777,47.2,99.4,10.444444444444445,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2024,12,16.169175627240143,33.9,2.9,17.77777777777778,17.744444444444444,0.023333333333333334,46.111111111111114,42.8,98.3,6.777777777777778,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,1,18.137275985663084,33.4,4.7,20.622222222222224,20.355555555555554,0.18666666666666668,44.888888888888886,46.7,97.6,7.555555555555555,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,2,18.13373015873016,35.2,3.7,18.766666666666666,18.744444444444444,0.015555555555555557,49.77777777777778,57.4,117.7,7.333333333333333,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,3,16.69068100358423,33.4,1.8,36.333333333333336,36.32222222222222,0.007777777777777778,56.666666666666664,50.9,103.7,8.222222222222221,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,4,14.027407407407408,27.7,1.2,58.21111111111111,58.18888888888888,0.015555555555555557,68.22222222222223,49.1,97.9,8.333333333333334,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,5,11.959498207885305,23.9,-2.0,94.07777777777778,92.61111111111111,1.0266666666666666,95.44444444444444,65.3,127.1,10.444444444444445,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,6,9.963333333333333,23.0,-5.1,97.02222222222223,95.38888888888889,1.1433333333333335,96.77777777777777,52.3,108.0,12.666666666666666,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,7,10.270250896057348,22.3,-2.3,75.93333333333334,74.03333333333333,1.33,85.44444444444444,43.9,87.1,10.0,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,8,10.952329749103944,23.2,-3.9,85.26666666666667,79.71111111111111,3.888888888888889,116.44444444444444,49.5,96.8,12.666666666666666,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,9,11.93925925925926,25.3,-0.8,57.67777777777778,57.3111111111111,0.25666666666666665,85.33333333333333,50.8,100.1,10.88888888888889,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,10,13.335842293906811,30.4,0.9,48.25555555555555,47.02222222222222,0.8633333333333334,85.22222222222223,48.3,96.5,10.11111111111111,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,11,15.163333333333334,31.5,3.5,28.72222222222222,28.688888888888886,0.023333333333333334,58.333333333333336,51.4,106.6,9.333333333333334,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2025,12,16.991756272401435,33.7,2.6,35.84444444444445,35.644444444444446,0.14,86.77777777777777,56.0,114.1,10.777777777777779,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2026,1,18.55985663082437,33.7,3.2,24.38888888888889,24.322222222222223,0.04666666666666666,48.888888888888886,49.9,96.8,9.11111111111111,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2026,2,18.53095238095238,33.2,4.3,30.033333333333335,30.033333333333335,0.0,52.55555555555556,50.4,97.6,7.888888888888889,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2026,3,16.578853046594983,32.2,1.8,84.0,83.85555555555555,0.1011111111111111,92.44444444444444,45.9,91.8,10.11111111111111,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
2026,4,14.106666666666667,30.2,0.6,37.86666666666666,37.25555555555555,0.4277777777777778,59.333333333333336,49.6,96.8,8.666666666666666,9,Chile,national,cl_weather_open_meteo_daily,national_weather_context,national_weather_context,location_average_not_sum
