date,year,month,conaset_available_asof_year,conaset_available_expected5y_collisions,conaset_available_expected3y_collisions,conaset_available_last_collisions,conaset_available_expected5y_fatalities,conaset_available_expected3y_fatalities,conaset_available_last_fatalities,conaset_available_expected5y_total_injuries,conaset_available_expected3y_total_injuries,conaset_available_last_total_injuries,conaset_available_expected5y_serious_injuries,conaset_available_expected3y_serious_injuries,conaset_available_last_serious_injuries,conaset_available_expected5y_weekend_collision_share,conaset_available_expected3y_weekend_collision_share,conaset_available_last_weekend_collision_share,conaset_available_expected5y_weekend_fatality_share,conaset_available_expected3y_weekend_fatality_share,conaset_available_last_weekend_fatality_share,conaset_available_expected5y_night_collision_share,conaset_available_expected3y_night_collision_share,conaset_available_last_night_collision_share,conaset_available_expected5y_night_fatality_share,conaset_available_expected3y_night_fatality_share,conaset_available_last_night_fatality_share,conaset_available_expected5y_peak_collision_share,conaset_available_expected3y_peak_collision_share,conaset_available_last_peak_collision_share,conaset_available_expected5y_injuries_per_collision,conaset_available_expected3y_injuries_per_collision,conaset_available_last_injuries_per_collision,conaset_available_expected5y_fatalities_per_collision,conaset_available_expected3y_fatalities_per_collision,conaset_available_last_fatalities_per_collision,conaset_available_collision_yoy
2023-07-01,2023,7,2022,6680.8,6209.0,7048.0,137.8,135.66666666666666,139.0,4168.6,3779.0,4230.0,611.0,588.6666666666666,682.0,0.27206809986670955,0.27034301971102387,0.31058456299659476,0.36973097526200804,0.38905779827618625,0.4316546762589928,0.13463680928766075,0.13014683574993421,0.16685584562996594,0.2582514619618109,0.23515581276829903,0.23741007194244604,0.42521941197791036,0.42300206362326387,0.4164301929625426,0.6184635369519851,0.6019868947963793,0.6001702610669694,0.020714293515731057,0.021806777936444224,0.019721906923950056,-0.047824912185895685
2023-08-01,2023,8,2022,6836.0,6443.333333333333,7057.0,131.2,135.0,143.0,4158.8,3939.6666666666665,4118.0,615.6,637.6666666666666,681.0,0.2758973604063834,0.28657627676855907,0.27320391101034436,0.3737847128961053,0.37603272255170994,0.3916083916083916,0.1342057966074222,0.12967903455701238,0.14737140427943884,0.24797321721878687,0.23256911864506802,0.32867132867132864,0.43017071447908484,0.4216900999999271,0.4295026215105569,0.6109558623003122,0.6151892425613226,0.5835340796372396,0.019366813521364844,0.021005751960465547,0.02026356808842284,-0.051350988036026335
2023-09-01,2023,9,2022,6596.0,6335.333333333333,6846.0,121.6,130.33333333333334,147.0,4050.2,4001.3333333333335,4094.0,593.6,637.3333333333334,661.0,0.27406750534474805,0.25515061439203407,0.2659947414548642,0.37512402719437976,0.35514157463577595,0.3945578231292517,0.14641355357340005,0.1376192923665708,0.15147531405200118,0.3322809196892248,0.3113489698020639,0.3945578231292517,0.40683415850620663,0.409751527307955,0.4100204498977505,0.6157554261504508,0.6326400196457819,0.598013438504236,0.01858384793044974,0.020599090580042407,0.02147239263803681,-0.046916330224140324
2023-10-01,2023,10,2022,6836.6,6801.333333333333,6861.0,119.8,128.0,124.0,4284.8,4320.666666666667,4225.0,634.8,679.6666666666666,701.0,0.27828541697840414,0.3050710725058768,0.3330418306369334,0.4017315120312796,0.46826846660774607,0.45161290322580644,0.14290186317971448,0.1483576032031386,0.15362192100276928,0.2921827620238406,0.2889551904515569,0.2903225806451613,0.4114646742531975,0.40463122190427914,0.415099839673517,0.6271979694205392,0.6359317803142699,0.6157994461448768,0.017708614408334357,0.019092195054859235,0.018073167176796384,-0.11687475865619767
2023-11-01,2023,11,2022,6885.6,6773.0,6535.0,126.0,134.66666666666666,132.0,4431.4,4368.666666666667,4002.0,654.2,688.3333333333334,645.0,0.2685149645130005,0.2680397707853989,0.2538638102524866,0.37153102366226987,0.4081072616593387,0.5378787878787878,0.15068287516559078,0.15394903388424383,0.15348125478194338,0.3321004211521972,0.31781694123656795,0.3181818181818182,0.41358847261435033,0.4113365111334247,0.42264728385615913,0.6438287824809181,0.6453526693449544,0.6123947972456006,0.018359993504863552,0.019917175149959544,0.020198928844682478,-0.1588364010812202
2023-12-01,2023,12,2022,7585.4,7382.666666666667,7073.0,145.2,148.33333333333334,130.0,4918.2,4637.0,4352.0,731.2,733.3333333333334,730.0,0.27175887095121554,0.25042902718268634,0.2766859889721476,0.3836236676019785,0.3431334630973146,0.3153846153846154,0.1592168367834848,0.15656846478780537,0.16739714406899478,0.3287035803062093,0.3113606680317163,0.36153846153846153,0.39505880964355267,0.3985082585287066,0.39459917998020644,0.6473916120621928,0.6277492692234092,0.6152976106319807,0.019118947300043408,0.019992009035537397,0.018379753994061925,-0.12549455984174085
2024-01-01,2024,1,2022,7055.4,6853.0,7180.0,154.2,150.0,178.0,4894.4,4757.666666666667,4927.0,709.0,700.6666666666666,768.0,0.2663636844405236,0.2778511905022298,0.3416434540389972,0.3700898603614685,0.38421826148360516,0.4887640449438202,0.16235591463557783,0.1547528029045286,0.18050139275766017,0.3302439918082843,0.31729076163123876,0.29775280898876405,0.3954886419213238,0.3969606709030103,0.3896935933147632,0.6934242709534015,0.69405590769115,0.6862116991643454,0.021772012189972673,0.021730581377148128,0.02479108635097493,0.1861886667768049
2024-02-01,2024,2,2022,6394.4,6137.0,6334.0,138.6,144.66666666666666,148.0,4567.0,4292.666666666667,4332.0,664.6,643.3333333333334,683.0,0.28915267070555234,0.28753783756895457,0.292863909062204,0.36964196582296893,0.3766145663736025,0.3918918918918919,0.1607658341779013,0.15556299956861344,0.16971897694979476,0.33454706026154607,0.3412397337096132,0.3918918918918919,0.38630778200149984,0.3857453713754193,0.3817492895484686,0.7123873128381952,0.6977743426822164,0.6839280075781496,0.021739699179057714,0.02350025839574978,0.023365961477739186,0.1946435307431158
2024-03-01,2024,3,2022,7271.2,6652.666666666667,8172.0,138.2,145.33333333333334,149.0,4598.6,4103.0,4856.0,671.8,633.6666666666666,766.0,0.24756177212746344,0.22692990398688317,0.23690651003426333,0.37109515098453394,0.3267534302504278,0.3288590604026846,0.13705675421266966,0.13174946696541823,0.14304943710230053,0.298698465644446,0.28357730812693727,0.3288590604026846,0.421823286901431,0.41808536189470913,0.429637787567303,0.6323937504401014,0.6196276700122763,0.5942241801272639,0.01960226870635523,0.022303329902713036,0.018232990699951053,0.39763981528989234
2024-04-01,2024,4,2022,6418.4,5570.0,7978.0,119.6,110.0,133.0,4043.4,3448.6666666666665,4796.0,603.2,569.0,775.0,0.2444708764878641,0.24067937269435388,0.2780145399849586,0.3515539896183931,0.3447861922848358,0.41353383458646614,0.11949225160012078,0.11099937362204353,0.14151416395086489,0.25144867167401314,0.23799602098028574,0.3684210526315789,0.4388758255992681,0.4390793825444901,0.4524943594885936,0.6308595007064625,0.6236152639655893,0.6011531712208573,0.019487042353921544,0.02086327317369366,0.016670844823263975,0.6036180904522612
2024-05-01,2024,5,2022,6894.4,6053.0,7664.0,138.2,142.33333333333334,168.0,4224.0,3637.3333333333335,4463.0,647.4,601.0,762.0,0.2659309444216601,0.28058994984976077,0.27218162839248433,0.35639322451249056,0.35661497014708027,0.35119047619047616,0.12380958552577233,0.11622990397388548,0.14639874739039666,0.20130751816990347,0.21177515654579873,0.21428571428571427,0.4318625912675433,0.42564211765057464,0.44024008350730687,0.6110989214464259,0.6013180306199047,0.5823329853862212,0.02086524729318428,0.02398634817754003,0.021920668058455117,0.1986237097278698
2024-06-01,2024,6,2022,6706.2,5959.0,7302.0,138.0,135.0,154.0,4122.4,3588.0,4195.0,599.6,577.0,682.0,0.2666887572245036,0.2449818862086869,0.2648589427554095,0.3399537684101706,0.3263013934655726,0.3246753246753247,0.13277466571214314,0.12376273691234792,0.1598192276088743,0.2881137976974584,0.2709164798717038,0.35714285714285715,0.4343922512208354,0.42820190893876386,0.4224869898657902,0.6147166180911691,0.6050669180795247,0.5745001369487811,0.021383566945732048,0.02351179479354634,0.02109011229800055,0.11822358346094952
2024-07-01,2024,7,2023,6547.0,7016.666666666667,6600.0,137.2,149.33333333333334,132.0,3996.8,4248.333333333333,3763.0,596.4,651.0,567.0,0.2793888892712794,0.3035653193170918,0.33045454545454545,0.3728286183596512,0.38939079860918663,0.36363636363636365,0.13540401498057836,0.14988763614072265,0.15378787878787878,0.27458142829177723,0.2718690994815858,0.3409090909090909,0.4268200948278709,0.4246998047404447,0.4307575757575758,0.6053236652677471,0.604103475978079,0.5701515151515152,0.02099988988386973,0.02121145433896597,0.02,-0.06356413166855845
2024-08-01,2024,8,2023,6708.4,7042.333333333333,6631.0,131.0,141.66666666666666,124.0,3987.4,4101.666666666667,3617.0,612.0,647.6666666666666,536.0,0.2779769426302161,0.27090266290127013,0.2516965766852662,0.39046858386384725,0.37427507160051054,0.4274193548387097,0.1338898678412678,0.14179323527017412,0.13874227115065602,0.23557321721878682,0.26462040069635007,0.25,0.4319032978737086,0.4333365936811298,0.45136480168903637,0.5969514255633568,0.5811107392837234,0.5454682551651334,0.01966755994768001,0.02006767574339516,0.01870004524204494,-0.06036559444523171
