year,month,avg_temperature,max_temperature,min_temperature,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,max_wind_speed,max_wind_gust,rain_days,weather_days,country,region,weather_location_weight,source_id,feature_scope,feature_semantics,aggregation_rule
2022,2,15.12142857142857,23.5,9.4,82.60000000000001,82.60000000000001,0.0,133.0,34.0,62.3,17,28,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,3,12.480645161290322,19.7,6.2,158.5,158.5,0.0,205.0,49.2,93.6,22,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,4,10.253333333333334,16.5,3.1,258.3,257.8,0.35,276.0,50.3,100.4,21,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,5,8.929032258064517,16.1,-0.3,174.5,173.4,0.77,222.0,49.5,93.6,19,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,6,6.766666666666667,12.3,-2.3,280.4,280.4,0.0,231.0,51.2,94.0,20,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,7,6.683870967741935,13.3,-0.7,371.8,369.1,1.89,366.0,47.4,86.8,27,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,8,6.787096774193548,12.1,0.8,158.9,157.0,1.33,224.0,50.1,95.8,20,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,9,8.116666666666667,15.2,1.7,148.7,148.7,0.0,228.0,43.4,76.7,23,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,10,9.861290322580645,18.2,3.4,170.1,169.4,0.49000000000000005,228.0,39.6,73.1,19,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,11,12.823333333333332,19.7,6.9,98.0,98.0,0.0,180.0,36.1,65.9,18,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,12,14.251612903225807,21.6,8.4,111.4,111.4,0.0,196.0,46.7,87.5,22,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,1,14.593548387096773,24.6,8.9,87.0,87.0,0.0,183.0,33.2,62.6,22,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,2,14.614285714285714,22.8,7.5,72.2,72.2,0.0,118.0,35.0,63.7,14,28,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,3,12.754838709677419,23.7,3.5,140.7,140.7,0.0,135.0,55.6,100.8,21,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,4,11.383333333333333,17.9,5.7,217.4,217.4,0.0,244.0,57.2,102.2,21,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,5,9.64516129032258,16.6,0.9,210.5,210.4,0.07,239.0,57.3,107.3,24,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,6,8.326666666666666,13.8,0.7,313.2,312.3,0.6300000000000001,324.0,52.0,97.2,26,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,7,7.874193548387097,14.6,-2.3,246.9,246.0,0.63,326.0,51.0,95.8,27,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,8,7.287096774193548,13.6,-0.5,311.3,306.2,3.5700000000000003,345.0,46.5,86.8,26,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,9,7.776666666666667,17.7,-0.7,225.7,221.4,3.01,328.0,49.5,87.5,26,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,10,9.448387096774193,19.6,2.2,112.9,108.3,3.22,233.0,43.5,86.0,24,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,11,10.526666666666667,20.1,1.8,202.2,201.6,0.42,284.0,44.0,80.6,27,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,12,12.745161290322581,21.5,4.0,82.4,82.4,0.0,152.0,41.8,76.7,18,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,1,15.329032258064515,25.3,8.6,60.4,60.4,0.0,129.0,35.3,66.2,17,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,2,15.39655172413793,26.0,9.1,70.8,70.8,0.0,119.0,36.4,69.5,17,29,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,3,13.0,21.9,4.1,168.6,168.6,0.0,221.0,49.6,90.0,26,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,4,10.889999999999999,18.1,4.5,208.6,207.7,0.6300000000000001,283.0,62.2,113.8,21,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,5,7.132258064516129,13.1,-0.6,188.2,187.0,0.84,266.0,55.8,103.0,19,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,6,8.59,15.3,-0.1,330.4,330.4,0.0,375.0,46.2,82.4,27,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,7,5.974193548387096,13.8,-0.4,129.7,126.8,2.0300000000000002,168.0,52.9,99.7,18,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,8,7.241935483870968,14.2,-0.5,173.79999999999998,172.6,0.84,233.0,61.2,109.4,21,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,9,7.863333333333333,16.7,1.3,252.4,252.1,0.21000000000000002,312.0,49.6,89.6,26,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,10,10.064516129032258,17.8,1.4,71.6,71.6,0.0,139.0,30.4,58.3,18,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,11,11.683333333333334,20.9,5.1,222.1,222.1,0.0,271.0,45.0,81.4,26,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,12,12.94516129032258,20.8,6.0,65.8,65.8,0.0,148.0,31.8,66.2,19,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,1,14.970967741935485,24.7,8.1,65.9,65.9,0.0,100.0,26.9,54.0,17,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,2,14.435714285714285,23.7,7.8,67.3,67.3,0.0,162.0,32.0,62.3,20,28,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,3,13.40967741935484,23.3,5.9,123.9,123.9,0.0,176.0,47.0,95.8,19,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,4,11.146666666666667,20.8,4.1,187.1,187.1,0.0,217.0,49.1,97.9,21,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,5,9.516129032258064,16.2,2.3,304.8,304.6,0.14,339.0,44.9,92.9,26,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,6,7.2,15.0,-3.9,224.9,224.4,0.35,260.0,49.6,102.6,21,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,7,8.616129032258065,14.4,-0.4,188.0,188.0,0.0,197.0,35.5,71.3,21,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,8,8.735483870967743,18.0,-0.3,228.4,212.8,10.920000000000002,257.0,36.1,74.2,22,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,9,9.873333333333333,18.9,2.2,165.9,165.8,0.07,250.0,44.1,87.1,22,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,10,10.683870967741935,21.2,3.6,188.9,188.9,0.0,287.0,42.5,87.5,25,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,11,13.17,24.5,6.8,84.9,84.9,0.0,152.0,23.4,50.0,17,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,12,14.106451612903227,20.3,8.0,123.2,123.2,0.0,241.0,29.1,60.5,25,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,1,15.951612903225806,29.1,7.8,45.7,45.7,0.0,109.0,30.8,65.9,17,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,2,14.342857142857143,23.1,6.7,113.10000000000001,113.10000000000001,0.0,193.0,36.8,79.6,20,28,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,3,12.919354838709678,22.3,3.4,301.3,301.3,0.0,286.0,39.2,77.4,25,31,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,4,10.493333333333334,19.2,2.3,129.7,129.7,0.0,172.0,42.3,85.7,23,30,Chile,Puerto Montt,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,1,9.95483870967742,18.3,3.6,66.2,66.1,0.07,210.0,56.5,110.9,25,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,2,11.642857142857142,22.7,4.5,36.0,36.0,0.0,116.0,59.8,115.6,22,28,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,3,9.206451612903225,17.0,2.5,94.9,94.9,0.0,207.0,66.3,126.7,22,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,4,7.41,15.3,1.8,98.2,98.2,0.0,219.0,52.5,101.2,23,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,5,5.04516129032258,10.0,-1.5,20.6,20.3,0.28,86.0,46.4,90.7,17,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,6,3.4,7.5,-3.5,38.5,24.9,9.52,143.0,50.3,97.2,22,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,7,3.393548387096774,7.8,-2.1,79.8,60.800000000000004,13.37,237.0,45.5,92.9,26,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,8,3.7806451612903227,10.9,-1.5,72.60000000000001,56.1,11.62,208.0,58.6,119.9,20,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,9,5.510000000000001,12.6,-1.3,38.6,30.8,5.46,130.0,54.0,104.4,16,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,10,6.361290322580645,14.3,0.8,56.3,41.5,10.360000000000001,185.0,55.3,104.4,25,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,11,8.02,19.2,1.3,58.6,55.699999999999996,2.0300000000000002,172.0,50.9,101.2,24,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2021,12,10.209677419354838,18.3,3.0,56.0,56.0,0.0,119.0,56.9,103.0,22,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,1,9.941935483870967,23.2,3.1,57.2,55.9,0.91,129.0,56.9,105.5,20,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,2,9.910714285714286,19.9,2.8,61.6,61.6,0.0,186.0,61.8,114.5,23,28,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,3,8.325806451612904,15.4,2.3,68.9,68.9,0.0,166.0,50.8,93.6,25,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,4,5.963333333333334,13.0,-0.8,53.6,53.0,0.42,172.0,45.7,83.5,20,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,5,5.212903225806452,11.0,0.9,58.9,56.800000000000004,1.47,140.0,48.2,92.2,19,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,6,3.69,10.3,-1.4,30.700000000000003,21.1,6.72,112.0,48.1,88.6,16,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,7,1.0741935483870966,6.8,-6.3,48.3,22.3,18.34,129.0,62.6,126.0,9,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,8,3.4000000000000004,8.8,-2.6,64.7,41.7,16.17,180.0,54.7,102.6,20,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,9,4.91,13.7,-0.9,38.199999999999996,37.3,0.7000000000000001,103.0,52.7,99.7,20,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,10,6.232258064516128,11.8,-0.6,60.099999999999994,59.199999999999996,0.63,171.0,56.6,104.4,23,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,11,9.56,20.1,2.4,22.6,22.6,0.0,108.0,57.8,107.6,22,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2022,12,9.283870967741937,19.9,2.8,70.9,70.7,0.14,210.0,63.0,115.6,24,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,1,11.296774193548387,20.4,4.8,38.800000000000004,38.800000000000004,0.0,137.0,55.7,101.9,22,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,2,9.964285714285714,22.4,3.3,77.5,77.1,0.28,206.0,68.3,123.5,26,28,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,3,6.66774193548387,13.3,1.1,85.6,85.5,0.07,224.0,55.5,99.7,25,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,4,5.826666666666666,16.9,-0.8,93.6,84.7,6.23,199.0,51.0,94.0,23,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,5,5.225806451612903,12.9,-0.8,91.4,79.1,8.610000000000001,157.0,56.3,106.2,24,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,6,2.81,7.7,-2.8,85.6,36.199999999999996,34.65,207.0,53.3,97.9,23,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,7,0.3870967741935484,6.3,-6.8,32.8,9.0,16.73,90.0,37.2,66.6,10,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,8,1.9838709677419355,7.7,-3.9,72.2,50.7,15.12,162.0,50.6,87.8,23,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,9,3.4366666666666665,11.5,-2.9,34.9,29.7,3.64,111.0,57.2,99.7,16,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,10,5.690322580645161,13.6,-0.6,47.5,34.9,8.82,155.0,66.0,118.8,20,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,11,6.760000000000001,12.9,0.2,63.3,52.1,7.840000000000001,182.0,56.4,103.3,25,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2023,12,8.890322580645162,16.5,2.5,44.5,44.3,0.14,148.0,58.7,103.3,25,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,1,10.793548387096775,20.5,3.2,64.5,64.5,0.0,208.0,63.1,110.2,28,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,2,10.924137931034483,19.7,3.8,104.2,104.2,0.0,202.0,60.5,106.6,25,29,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,3,7.964516129032258,16.6,0.3,76.8,74.7,1.47,214.0,65.5,114.5,27,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,4,6.163333333333333,14.4,-0.9,82.3,77.8,3.1500000000000004,189.0,50.8,91.4,23,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,5,3.2193548387096773,7.7,-2.3,47.6,39.1,5.95,109.0,52.1,92.5,16,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,6,-0.16333333333333336,4.9,-9.1,37.6,6.6,21.770000000000003,115.0,52.9,94.3,11,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,7,2.896774193548387,9.7,-6.0,69.8,39.7,21.07,199.0,62.0,110.9,20,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,8,3.3096774193548386,9.2,-4.9,75.8,46.3,20.72,161.0,44.6,81.0,18,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,9,3.503333333333333,8.6,-2.8,52.0,35.3,11.690000000000001,195.0,61.9,107.6,21,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,10,7.109677419354839,15.4,-0.7,79.2,78.8,0.28,234.0,72.2,127.8,26,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,11,8.436666666666666,17.8,1.8,89.5,85.4,2.87,196.0,47.2,99.4,23,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2024,12,10.05483870967742,19.0,2.9,72.0,71.7,0.21000000000000002,186.0,42.8,98.3,24,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,1,11.27741935483871,18.2,4.7,91.5,89.1,1.6800000000000002,216.0,46.7,97.6,26,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,2,9.467857142857143,15.1,3.7,83.0,82.8,0.14,230.0,57.4,117.7,28,28,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,3,8.845161290322581,17.4,1.8,67.89999999999999,67.8,0.07,174.0,50.9,103.7,25,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,4,7.13,16.1,1.2,34.0,33.8,0.14,117.0,41.7,84.2,19,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,5,3.770967741935484,9.4,-2.0,101.3,88.3,9.1,133.0,65.3,127.1,19,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,6,3.4633333333333334,9.4,-3.0,44.0,33.0,7.7,132.0,45.7,91.4,20,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,7,2.861290322580645,7.6,-2.3,70.0,52.9,11.97,133.0,43.9,87.1,17,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,8,3.6903225806451614,9.3,-3.9,31.599999999999998,28.4,2.24,113.0,49.5,96.8,15,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,9,5.413333333333333,12.5,-0.8,33.699999999999996,30.5,2.24,88.0,50.8,100.1,17,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,10,6.632258064516129,15.2,0.9,84.1,73.0,7.7700000000000005,194.0,48.3,96.5,27,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,11,8.353333333333333,16.4,3.5,93.0,92.7,0.21000000000000002,188.0,51.4,106.6,22,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2025,12,8.864516129032259,15.9,2.6,124.7,122.9,1.26,350.0,56.0,114.1,31,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,1,11.316129032258065,22.1,3.2,85.5,84.9,0.42,186.0,49.9,96.8,23,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,2,10.678571428571429,19.0,4.3,38.4,38.4,0.0,113.0,50.4,97.6,23,28,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,3,8.719354838709679,18.7,1.8,130.9,129.6,0.9099999999999999,232.0,45.9,91.8,27,31,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
2026,4,6.616666666666666,15.1,0.7,75.6,70.1,3.85,195.0,49.6,96.8,25,30,Chile,Punta Arenas,1.0,cl_weather_open_meteo_daily,regional_weather_proxy,regional_weather_context,daily_weather_to_monthly_by_location
