sku_id,actual_total,forecast_total,absolute_error,wmape,strategy
17700M50U00000,18.0,9.680567906747571,14.021483610567515,77.89713116981953,New-SKU short-history blend incumbent
3495561M00000,1.0,15.581958568844087,14.581958568844087,1458.1958568844086,New-SKU short-history blend incumbent
35601M74TA0000,61.0,9.604958529056768,51.39504147094323,84.25416634580857,New-SKU short-history blend incumbent
35650M53T00000,24.0,9.200845796180054,15.871304001176767,66.13043333823653,New-SKU short-history blend incumbent
35670M76T00000,20.0,9.789949262479233,11.477305514511562,57.3865275725578,New-SKU short-history blend incumbent
35701M76T00000,28.0,12.910782979616766,19.671330249455856,70.25475089091377,New-SKU short-history blend incumbent
35750M53T01000,31.0,9.200845796180054,21.799154203819946,70.31985227038692,New-SKU short-history blend incumbent
35750M73T00000,43.0,13.236000000000002,29.764,69.21860465116279,New-SKU short-history blend incumbent
43210M74T50QC8,19.0,14.925945624947179,15.029702788649708,79.10369888763005,New-SKU short-history blend incumbent
43210M76T50QC8,29.0,9.305327937056768,19.694672062943233,67.91266228601116,New-SKU short-history blend incumbent
7171163T20799,7.0,9.020575650079598,8.03254280203784,114.75061145768343,New-SKU short-history blend incumbent
71712M74T005PK,34.0,17.70510396837507,20.160879830512897,59.296705383861465,New-SKU short-history blend incumbent
71722M76T005PK,28.0,10.659466611248547,17.340533388751453,61.93047638839805,New-SKU short-history blend incumbent
71732M76T01000,41.0,15.608459113858963,29.77187656087284,72.61433307529961,New-SKU short-history blend incumbent
71740M74T00C48,70.0,15.546612352211367,54.45338764778863,77.7905537825552,New-SKU short-history blend incumbent
71740M74T20KDJ,54.0,11.199466611248546,42.800533388751454,79.26024701620639,New-SKU short-history blend incumbent
71751M76T005PK,37.0,22.4456929599684,23.49141244126298,63.49030389530536,New-SKU short-history blend incumbent
71831M76T00000,34.0,7.5500741110528535,26.449925888947146,77.79389967337396,New-SKU short-history blend incumbent
72321M76T00000,39.0,10.359836019248547,30.07225258534115,77.10833996241321,New-SKU short-history blend incumbent
72390M76T00000,35.0,12.209746197586451,24.85529450058707,71.01512714453449,New-SKU short-history blend incumbent
72432M74T00000,45.0,14.291047415945222,33.45115959941551,74.33591022092335,New-SKU short-history blend incumbent
75110M76T60R3F,19.0,10.363327837554635,15.604850991174501,82.13079469039211,New-SKU short-history blend incumbent
75139M70F005PK,44.0,62.453251289898844,57.53970667925337,130.77206063466676,New-SKU short-history blend incumbent
77210M76T015PK,42.0,11.6866547884175,34.205401482651,81.44143210155,New-SKU short-history blend incumbent
77220M74T005PK,66.0,13.347475224947182,52.65252477505282,79.77655268947396,New-SKU short-history blend incumbent
77250M74T005PK,30.0,12.009361597549917,17.99841076145074,59.99470253816913,New-SKU short-history blend incumbent
77510M73T005PK,31.0,17.4,23.2,74.83870967741936,New-SKU short-history blend incumbent
77540M74T005PK,55.0,9.33453982455579,45.66546017544421,83.02810940989858,New-SKU short-history blend incumbent
83924M74T000CB,23.0,11.469361597549918,15.358410761450738,66.7756989628293,New-SKU short-history blend incumbent
83924M76T100CB,19.0,9.998842447168878,10.29803719809579,54.200195779451526,New-SKU short-history blend incumbent
83940M74T01ZHJ,6.0,6.440219597549917,6.315525964576657,105.25876607627761,New-SKU short-history blend incumbent
84510M76T21000,18.0,13.299453806990233,8.02068860078278,44.55938111545989,New-SKU short-history blend incumbent
84510M76T31000,46.0,19.469589680265837,26.997770692608164,58.69080585349601,New-SKU short-history blend incumbent
84701M80TA05PK,12.0,17.4,17.599999999999998,146.66666666666666,New-SKU short-history blend incumbent
84702M53T005PK,18.0,17.4,8.2,45.55555555555555,New-SKU short-history blend incumbent
84702M80TA05PK,8.0,17.4,11.8,147.5,New-SKU short-history blend incumbent
84702M80TJ0WB3,20.0,12.696000000000003,14.0,70.0,New-SKU short-history blend incumbent
84730M74T00000,8.0,31.800818891560578,23.800818891560578,297.51023614450725,New-SKU short-history blend incumbent
84740M74T00000,11.0,35.9854210323321,24.985421032332102,227.1401912030191,New-SKU short-history blend incumbent
17700M50U00000,18.0,10.16459630208495,14.02255779109589,77.9030988394216,New-SKU level calibration locked challenger
3495561M00000,1.0,16.36105649728629,15.361056497286292,1536.1056497286293,New-SKU level calibration locked challenger
35601M74TA0000,61.0,10.085206455509606,50.914793544490394,83.466874663099,New-SKU level calibration locked challenger
35650M53T00000,24.0,9.660888085989058,15.564869201235606,64.85362167181502,New-SKU level calibration locked challenger
35670M76T00000,20.0,10.279446725603195,11.15117079023714,55.7558539511857,New-SKU level calibration locked challenger
35701M76T00000,28.0,13.556322128597607,19.45489676192865,69.48177414974518,New-SKU level calibration locked challenger
35750M53T01000,31.0,9.660888085989058,21.339111914010942,68.83584488390626,New-SKU level calibration locked challenger
35750M73T00000,43.0,13.897800000000004,29.102199999999996,67.67953488372092,New-SKU level calibration locked challenger
43210M74T50QC8,19.0,15.67224290619454,15.031187928082193,79.11151541095892,New-SKU level calibration locked challenger
43210M76T50QC8,29.0,9.770594333909607,19.229405666090393,66.30829540031169,New-SKU level calibration locked challenger
7171163T20799,7.0,9.471604432583579,8.184169942139732,116.91671345913903,New-SKU level calibration locked challenger
71712M74T005PK,34.0,18.590359166793824,19.67543418475814,57.86892407281806,New-SKU level calibration locked challenger
71722M76T005PK,28.0,11.192439941810976,16.807560058189026,60.02700020781795,New-SKU level calibration locked challenger
71732M76T01000,41.0,16.38888206955191,29.510470388916485,71.97675704613776,New-SKU level calibration locked challenger
71740M74T00C48,70.0,16.323942969821935,53.676057030178065,76.68008147168295,New-SKU level calibration locked challenger
