candidate_id,positive_cases,under_50,under_70,under_100,median_wmape,portfolio_wmape,actual_total,forecast_total,pct_below_50,pct_below_70,pct_below_100,bias_pct
New-SKU short-history blend incumbent,39,2,13,31,74.83870967741936,79.93430827185811,1174.0,589.9875810282732,5.128205128205129,33.333333333333336,79.48717948717949,-49.74552120713175
New-SKU level calibration locked challenger,39,2,16,31,74.19354838709677,79.61899618935516,1174.0,619.4869600796869,5.128205128205129,41.02564102564103,79.48717948717949,-47.23279726748834
