sku_id,actual_total,forecast_total,absolute_error,mean_absolute_error,block_naive_scale,wmape,mase,cohort
021620616A000,8.0,2.2553250789642334,10.255325078964233,1.7092208464940388,1.1428571428571428,128.19156348705292,1.4955682406822841,occasional_a
0911912007000,74.0,4.681559858713143,69.31844014128686,11.553073356881143,17.0,93.67356775849575,0.6795925504047731,occasional_a
0915912079000,0.0,4.1405633235059724,4.1405633235059724,0.6900938872509954,3.0,,0.2300312957503318,occasional_a
0916435003000,3.0,4.378245234489441,1.378245234489441,0.2297075390815735,3.7142857142857144,45.9415078163147,0.06184433744503901,occasional_a
0928948004000,3.0,7.690218305587768,10.690218305587768,1.7817030509312948,4.142857142857143,356.34061018625897,0.4300662536730711,occasional_a
09409063095ES,2.0,5.3224998760927065,7.3224998760927065,1.220416646015451,16.142857142857142,366.1249938046353,0.07560103116909875,occasional_a
1161073K00000,1.0,3.8537795543670654,4.853779554367065,0.8089632590611776,5.714285714285714,485.37795543670654,0.14156857033570608,occasional_a
7171584A00ZM2,0.0,6.319659233093262,6.319659233093262,1.053276538848877,5.714285714285714,,0.18432339429855346,occasional_a
7171754GA0000,0.0,3.6896915435791016,3.6896915435791016,0.614948590596517,2.4285714285714284,,0.2532141255397423,occasional_a
7181165DD1799,1.0,3.0400596857070923,2.0400596857070923,0.3400099476178487,2.142857142857143,204.00596857070923,0.1586713088883294,occasional_a
7287078A33000,2.0,6.326305552990448,6.326305552990448,1.0543842588317414,3.4285714285714284,316.3152776495224,0.3075287421592579,occasional_a
76237M70F005PK,1.0,14.572811126708984,15.572811126708984,2.595468521118164,11.714285714285714,1557.2811126708984,0.22156438594911157,occasional_a
0914806007000,12.0,4.784066232471709,11.968455291189109,1.9947425485315182,3.142857142857143,99.73712742657591,0.6346908108963921,occasional_b
0940910318000,6.0,7.014072381864011,13.014072381864011,2.169012063644002,5.571428571428571,216.9012063644002,0.3893098575771286,occasional_b
1161061M01000,2.0,4.883099555969238,4.883099555969238,0.813849925994873,1.4285714285714286,244.1549777984619,0.5696949481964111,occasional_b
3565050J10000,1.0,3.313942700624466,4.313942700624466,0.7189904501040777,0.5714285714285714,431.3942700624466,1.258233287682136,occasional_b
3882165J00000,5.0,1.9022393822669983,6.902239382266998,1.1503732303778331,1.1428571428571428,138.04478764533997,1.006576576580604,occasional_b
41710M76M00000,15.0,4.0514929095904035,15.033023436864216,2.505503906144036,4.0,100.22015624576144,0.626375976536009,occasional_b
4321057M100BK,0.0,6.042073369026184,6.042073369026184,1.0070122281710308,1.1428571428571428,,0.881135699649652,occasional_b
4321071L91QC8,0.0,5.826152761777242,5.826152761777242,0.971025460296207,1.7142857142857142,,0.5664315185061207,occasional_b
4321079K510BK,3.0,4.444724893569946,7.444724893569946,1.2407874822616576,2.4285714285714284,248.15749645233154,0.5109124926959767,occasional_b
4325079P00ZH1,9.0,4.0184026658535,7.379727751016617,1.2299546251694362,2.5714285714285716,81.99697501129575,0.4783156875658918,occasional_b
4325251K20DB7,16.0,2.55700843334198,15.995300126075744,2.6658833543459575,1.8571428571428572,99.9706257879734,1.4354756523401309,occasional_b
44119M53M00000,0.0,2.7408769130706787,2.7408769130706787,0.4568128188451131,1.4285714285714286,,0.31976897319157915,occasional_b
4982162A51000,46.0,2.410669684410095,43.589330315589905,7.264888385931651,1.4285714285714286,94.75941372954327,5.085421870152156,occasional_b
58230M79G01000,3.0,2.018454841205052,5.0184548412050525,0.8364091402008421,1.8571428571428572,167.28182804016842,0.45037415241583806,occasional_b
68001M74L21000,13.0,2.6829559803009033,10.317044019699097,1.7195073366165161,2.0,79.36187707460843,0.8597536683082581,occasional_b
69330M74L00000,6.0,1.493335247039795,6.111001491546631,1.0185002485911052,0.7142857142857143,101.85002485911052,1.4259003480275472,occasional_b
71751M67P005PK,5.0,1.3950594663619995,3.6049405336380005,0.6008234222730001,1.2857142857142858,72.09881067276001,0.4673071062123334,occasional_b
7178277KA05PK,24.0,4.0,22.0,3.6666666666666665,2.5714285714285716,91.66666666666667,1.4259259259259258,occasional_b
7382273R505PK,1.0,2.0,3.0,0.5,1.1428571428571428,300.0,0.4375,occasional_b
82504M84500000,3.0,3.702055275440216,6.702055275440216,1.1170092125733693,4.285714285714286,223.40184251467386,0.2606354829337862,occasional_b
83755M74L005PK,14.0,3.471762472780327,12.040583259686443,2.006763876614407,1.4285714285714286,86.00416614061746,1.404734713630085,occasional_b
83811M74L01000,7.0,1.868249092783247,5.1317509072167535,0.855291817869459,1.8571428571428572,73.31072724595363,0.4605417480835548,occasional_b
8458080J01000,1.0,5.885753865622945,6.885753865622945,1.1476256442704909,1.4285714285714286,688.5753865622945,0.8033379509893436,occasional_b
8471573K00RX0OTS,0.0,3.0046068282791936,3.0046068282791936,0.5007678047131989,1.1428571428571428,,0.43817182912404906,occasional_b
8485165D006GS,1.0,5.419694967870868,6.419694967870868,1.0699491613118113,1.4285714285714286,641.9694967870868,0.7489644129182679,occasional_b
87211M76G00T01,1.0,2.7308975607720356,1.7308975607720356,0.28848292679533927,0.8571428571428571,173.08975607720356,0.3365634145945625,occasional_b
0915918024000,2.0,3.764788269996643,5.764788269996643,0.9607980449994405,1.1428571428571428,288.23941349983215,0.8406982893745105,occasional_c
0915924009000,5.0,3.1825565521631347,6.182556552163135,1.030426092027189,0.7142857142857143,123.6511310432627,1.4425965288380647,occasional_c
0928314005000,2.0,4.369868040084839,6.369868040084839,1.0616446733474731,0.5714285714285714,318.49340200424194,1.857878178358078,occasional_c
0938168001000,5.0,2.5360262393951416,5.3284382820129395,0.8880730470021566,0.5714285714285714,106.56876564025879,1.5541278322537742,occasional_c
1161060R00000,11.0,1.4333586692810059,11.019726276397705,1.8366210460662842,0.7142857142857143,100.17932978543368,2.5712694644927976,occasional_c
11620M67P00000,1.0,3.350874423980713,4.350874423980713,0.7251457373301188,2.4285714285714284,435.0874423980713,0.29858942125357835,occasional_c
11710M68K10000,10.0,6.461081862449646,13.740984082221985,2.2901640137036643,4.285714285714286,137.40984082221985,0.5343716031975216,occasional_c
1172080JA0000,5.0,2.9142208993434906,3.9142208993434906,0.6523701498905817,3.4285714285714284,78.28441798686981,0.19027462705141968,occasional_c
1787880G00000,1.0,2.047555297613144,1.047555297613144,0.17459254960219064,0.7142857142857143,104.75552976131439,0.2444295694430669,occasional_c
1793160A10000,1.0,7.182247519493103,6.182247519493103,1.0303745865821838,1.4285714285714286,618.2247519493103,0.7212622106075287,occasional_c
28113M62S015PK,7.0,1.9681540330251057,6.980355342229207,1.163392557038201,0.8571428571428571,99.7193620318458,1.3572913165445681,occasional_c
28300M55R42000,11.0,8.17117691040039,13.17117691040039,2.1951961517333984,4.857142857142857,119.73797191273083,0.45195214888628793,occasional_c
3515379P00000,4.0,4.12451434135437,8.12451434135437,1.3540857235590618,2.5714285714285716,203.11285853385925,0.5265888924951907,occasional_c
