sku_id,actual_total,forecast_total,absolute_error,wmape,strategy
01550M0612A,1.0,26.666666666666668,25.666666666666668,2566.666666666667,Notebook 13 incumbent
083100012A000,0.0,4.166666666666666,4.166666666666666,,Notebook 13 incumbent
083161010A000,9.0,4.333333333333333,12.666666666666666,140.74074074074073,Notebook 13 incumbent
0911912006XC0,1.0,4.999999999999999,5.999999999999999,599.9999999999999,Notebook 13 incumbent
0915912024000,11.0,29.583333333333336,40.583333333333336,368.93939393939394,Notebook 13 incumbent
0924130010000,14.0,4.0,12.666666666666668,90.47619047619048,Notebook 13 incumbent
0930508011000,6.0,6.666666666666667,12.666666666666668,211.11111111111111,Notebook 13 incumbent
0940908322000,5.0,15.666666666666668,12.666666666666668,253.33333333333334,Notebook 13 incumbent
0940909309000,4.0,16.06160071942447,12.061600719424467,301.54001798561166,Notebook 13 incumbent
0940910313000,1.0,17.833333333333336,16.833333333333336,1683.3333333333335,Notebook 13 incumbent
09409M06L05000,23.0,58.99999999999999,52.33333333333333,227.53623188405797,Notebook 13 incumbent
09409M07308P4Z,0.0,15.333333333333334,15.333333333333334,,Notebook 13 incumbent
09409M07308R8J,1.0,10.0,9.0,900.0,Notebook 13 incumbent
09409M08308R8J,15.0,31.166666666666668,27.166666666666668,181.11111111111114,Notebook 13 incumbent
0944829004000,1.0,6.666666666666666,7.666666666666666,766.6666666666666,Notebook 13 incumbent
13870M71L00000,2.0,1.75,2.75,137.5,Notebook 13 incumbent
1435772J00000,7.0,6.666666666666666,7.0,100.0,Notebook 13 incumbent
1793168P00000,0.0,4.25,4.25,,Notebook 13 incumbent
2371081A40000,1.0,1.0,0.0,0.0,Notebook 13 incumbent
3512150A30000,1.0,10.5,10.833333333333332,1083.3333333333333,Notebook 13 incumbent
3526779P00000,3.0,8.833333333333332,7.833333333333333,261.1111111111111,Notebook 13 incumbent
3532065D41000,1.0,4.166666666666666,3.1666666666666665,316.66666666666663,Notebook 13 incumbent
35612M60B50000,1.0,4.25,5.25,525.0,Notebook 13 incumbent
35750M68P11000,1.0,7.833333333333333,6.833333333333333,683.3333333333333,Notebook 13 incumbent
3591075F61000,2.0,5.0,5.166666666666667,258.33333333333337,Notebook 13 incumbent
3834651K42000,1.0,18.592433168684057,17.592433168684057,1759.2433168684056,Notebook 13 incumbent
3845061J12000,0.0,4.481972510568601,4.481972510568601,,Notebook 13 incumbent
3F11779S00000,5.0,4.333333333333333,3.0,60.0,Notebook 13 incumbent
432006682227S,3.0,0.6666666666666666,3.666666666666667,122.22222222222223,Notebook 13 incumbent
4325261J0027S,2.0,15.312217194570145,13.312217194570145,665.6108597285073,Notebook 13 incumbent
4345965J00000,3.0,5.749999999999999,6.083333333333333,202.77777777777774,Notebook 13 incumbent
69100M66L01000,1.0,6.25,5.25,525.0,Notebook 13 incumbent
7112073R00000,0.0,3.833333333333333,3.833333333333333,,Notebook 13 incumbent
71721M76M005PK,0.0,4.666666666666666,4.666666666666666,,Notebook 13 incumbent
71740M68P20C48,9.0,4.5,10.0,111.11111111111111,Notebook 13 incumbent
71811M68P20799,2.0,5.916666666666667,5.916666666666667,295.83333333333337,Notebook 13 incumbent
72211M60M005PK,1.0,10.0,9.0,900.0,Notebook 13 incumbent
7283165D10000,1.0,1.0,2.0,200.0,Notebook 13 incumbent
7755365D00000,10.0,0.5,10.5,105.0,Notebook 13 incumbent
77831M80E50000,2.0,7.666666666666666,5.666666666666666,283.3333333333333,Notebook 13 incumbent
7783278R000PG,1.0,2.5,2.5,250.0,Notebook 13 incumbent
7821965J105PK,5.0,33.833333333333336,32.833333333333336,656.6666666666667,Notebook 13 incumbent
8143061A00000,1.0,18.0,17.0,1700.0,Notebook 13 incumbent
8185080G00000,0.0,5.11193018350574,5.11193018350574,,Notebook 13 incumbent
82840M68P005PK,5.0,0.5,5.0,100.0,Notebook 13 incumbent
82960M60G00V6N,3.0,1.5833333333333333,3.0833333333333335,102.77777777777779,Notebook 13 incumbent
83714M62B00000,4.0,41.666666666666664,39.0,975.0,Notebook 13 incumbent
8392364J010CB,1.0,8.25,8.583333333333332,858.3333333333333,Notebook 13 incumbent
8470381A14V12,0.0,3.5,3.5,,Notebook 13 incumbent
8687761JA0000,8.0,6.5,13.166666666666666,164.58333333333331,Notebook 13 incumbent
8721174G10P4Z,1.0,13.871183959758529,12.871183959758529,1287.118395975853,Notebook 13 incumbent
8721176G11T01,3.0,11.497812008607893,8.665208005738595,288.84026685795317,Notebook 13 incumbent
88912M76M00000,5.0,0.8333333333333333,4.833333333333333,96.66666666666666,Notebook 13 incumbent
01550M0612A,1.0,15.838173680319857,14.838173680319857,1483.8173680319858,Notebook 39 locked challenger
083100012A000,0.0,4.322595500358035,4.322595500358035,,Notebook 39 locked challenger
083161010A000,9.0,4.761539446949943,11.208769773528461,124.54188637253846,Notebook 39 locked challenger
0911912006XC0,1.0,6.244611706793985,5.90416229459367,590.416229459367,Notebook 39 locked challenger
