sku_id,block_count,actual_total,forecast_total,absolute_error,mean_block_absolute_error,block_naive_scale,block_wmape_percent,block_mase,tournament_cohort,abc_units_tier
5730079P02000,6,16.0,11.281988739967346,10.331501126289368,1.7219168543815613,3.8461538461538463,64.57188203930855,0.44769838213920593,recurring_a,A
57300M66L00000,6,14.0,10.122592091560364,7.274181962013245,1.2123636603355408,3.230769230769231,51.95844258580889,0.37525541867528645,recurring_a,A
57300M68K10000,6,8.0,8.838739037513733,4.640546679496765,0.7734244465827942,2.1538461538461537,58.006833493709564,0.3590899216277259,recurring_a,A
5741079P00000,6,12.0,3.0095647871494293,9.923016875982285,1.6538361459970474,2.3076923076923075,82.69180729985237,0.7166623299320539,recurring_b,B
57410M67P00000,6,15.0,9.094290256500244,5.905709743499756,0.9842849572499593,1.6153846153846154,39.371398289998375,0.6093192592499749,recurring_a,A
5742071L01000,6,7.0,5.542589843273163,5.461270272731781,0.9102117121219635,4.0,78.01814675331116,0.22755292803049088,recurring_b,B
57611M68K10000,6,22.0,10.128201603889465,16.89665400981903,2.816109001636505,3.1538461538461537,76.80297277190469,0.8929126102749895,recurring_a,A
57711M66L00000,6,8.0,5.8272218108177185,4.561268627643585,0.7602114379405975,4.461538461538462,57.015857845544815,0.1703922188487546,recurring_b,B
5811077K00000,6,5.0,4.376237690448761,4.772113382816315,0.7953522304693857,1.6923076923076923,95.4422676563263,0.4699808634591825,recurring_b,B
58110M74L00000,6,12.0,10.807486057281494,7.431097984313965,1.2385163307189941,2.6153846153846154,61.92581653594971,0.47355036174549775,recurring_a,A
5812165J00000,6,3.0,3.84829443693161,3.893384277820587,0.6488973796367645,4.230769230769231,129.7794759273529,0.1533757442777807,recurring_b,B
5823054P00000,6,1.0,3.6165505945682526,3.3236962854862213,0.5539493809143702,2.8461538461538463,332.36962854862213,0.19463086356450843,recurring_b,B
5823065J00000,6,12.0,11.248515009880066,7.6736778020858765,1.278946300347646,5.307692307692308,63.9473150173823,0.24096089716694777,recurring_a,A
58240M53M00000,6,11.0,9.096647381782532,7.215896010398865,1.2026493350664775,4.153846153846154,65.59905463998967,0.2895266917752631,recurring_a,A
58240M67P00000,6,19.0,9.329721570014954,10.483319640159607,1.747219940026601,3.769230769230769,55.17536652715582,0.4635481473539962,recurring_a,A
58251M53M00000,6,10.0,8.656843423843384,6.216091156005859,1.0360151926676433,3.5384615384615383,62.160911560058594,0.29278690227563836,recurring_a,A
5827080J20000,6,8.0,3.889056146144867,6.421960771083832,1.0703267951806386,1.8461538461538465,80.2745096385479,0.5797603473895124,recurring_b,B
6570079P11000,6,6.0,9.011075377464294,6.623775362968445,1.1039625604947407,3.1538461538461537,110.39625604947408,0.3500369094251617,recurring_a,A
65700M72P00000,6,14.0,8.81129789352417,5.750609874725342,0.9584349791208903,5.538461538461538,41.075784819466726,0.17305076011904963,recurring_a,A
6800153R00000,6,23.0,11.360524296760559,13.35520350933075,2.2258672515551248,3.076923076923077,58.06610221448152,0.7234068567554155,recurring_a,A
6800164J01000,6,7.0,8.874515891075134,5.1140183210372925,0.8523363868395487,4.0,73.05740458624703,0.21308409670988718,recurring_a,A
6800261M01000,6,13.0,8.699606537818909,8.1428724527359,1.3571454087893169,1.6923076923076923,62.637480405660774,0.8019495597391418,recurring_a,A
6800271L00000,6,11.0,7.901073336601257,6.668224215507507,1.1113707025845845,3.1538461538461537,60.62022014097734,0.3523858325268195,recurring_a,A
68002M53M00000,6,9.0,8.536671876907349,6.855727434158325,1.1426212390263875,3.923076923076923,76.17474926842584,0.2912563942616282,recurring_a,A
68002M74L31000,6,16.0,9.92038345336914,10.68292760848999,1.7804879347483318,4.307692307692308,66.76829755306244,0.41332755628086265,recurring_a,A
68003M74L31000,6,11.0,7.964114189147949,4.789016008377075,0.7981693347295126,3.3076923076923075,43.53650916706432,0.2413070081740387,recurring_a,A
69100M66L21000,6,18.0,4.584611713886261,13.415388286113739,2.235898047685623,3.0,74.52993492285411,0.745299349228541,recurring_b,B
6932068LA0000,6,8.0,8.287617444992065,2.86517596244812,0.4775293270746867,3.692307692307693,35.8146995306015,0.12933085941606096,recurring_a,A
7171152S005PK,6,48.0,14.448155879974367,33.551844120025635,5.5919740200042725,3.8181818181818175,69.8996752500534,1.4645646242868335,recurring_a,A
7171154L30799,6,8.0,5.039275944232941,6.20629495382309,1.0343824923038483,2.769230769230769,77.57868692278862,0.373527011109723,recurring_b,B
7171161J00799,6,8.0,12.635135769844055,6.615164875984192,1.1025274793306987,4.307692307692308,82.6895609498024,0.2559438791303407,recurring_a,A
7171171L00799,6,8.0,11.252217173576355,6.0977076292037955,1.0162846048672993,4.076923076923077,76.22134536504744,0.24927735591084701,recurring_a,A
7171177KD0799,6,10.0,2.6865270137786865,9.698599815368652,1.6164333025614421,0.8461538461538461,96.98599815368652,1.9103302666635225,recurring_b,B
71711M53M005PK,6,2.0,11.371192574501038,9.371192574501038,1.5618654290835063,8.538461538461538,468.5596287250519,0.1829211763791494,recurring_a,A
71711M53M00799,6,6.0,13.692545413970947,11.930891990661621,1.9884819984436035,5.6923076923076925,198.84819984436035,0.3493279186454979,recurring_a,A
71711M76M00799,6,3.0,4.716510653495789,4.572954773902893,0.7621591289838155,3.615384615384616,152.4318257967631,0.21080997184658726,recurring_b,B
71711M79G105PK,6,10.0,10.5448317527771,5.251347541809082,0.8752245903015137,26.923076923076923,52.51347541809082,0.032508341925484796,recurring_a,A
71712M60MA05PK,6,10.0,9.364292025566101,4.384503483772278,0.730750580628713,4.6923076923076925,43.84503483772278,0.15573373029792245,recurring_a,A
71731M60M00000,6,18.0,10.982357263565063,8.440730333328247,1.4067883888880413,2.4615384615384617,46.892946296268036,0.5715077829857668,recurring_a,A
7173277M10000,6,13.0,10.454855561256409,5.065811991691589,0.8443019986152649,3.1538461538461537,38.96778455147376,0.2677055117560596,recurring_a,A
