sku_id,total_months,months_with_demand,total_demand,positive_demand_sum,positive_demand_sum_sq,average_demand_interval,squared_coefficient_of_variation,demand_type,zero_month_share
3397065J00000,22,5,5.0,5.0,5.0,4.4,0.0,Intermittent,0.7727272727272727
3397068L00000,22,2,2.0,2.0,2.0,11.0,0.0,Intermittent,0.9090909090909091
33970M68P01000,27,2,2.0,2.0,2.0,13.5,0.0,Intermittent,0.9259259259259259
3410052SL1000,24,1,1.0,1.0,1.0,24.0,,Intermittent,0.9583333333333334
34100M55RL0000,8,2,2.0,2.0,2.0,4.0,0.0,Intermittent,0.75
34100M62SD0000,5,1,1.0,1.0,1.0,5.0,,Intermittent,0.8
34100M62SE0000,21,1,1.0,1.0,1.0,21.0,,Intermittent,0.9523809523809523
34100M68T80000,22,2,2.0,2.0,2.0,11.0,0.0,Intermittent,0.9090909090909091
34100M81RR0000,26,2,2.0,2.0,2.0,13.0,0.0,Intermittent,0.9230769230769231
3410186RH0000,10,1,1.0,1.0,1.0,10.0,,Intermittent,0.9
34101M76M21000,19,1,1.0,1.0,1.0,19.0,,Intermittent,0.9473684210526316
34102M76TC0000,28,1,1.0,1.0,1.0,28.0,,Intermittent,0.9642857142857143
34102M76TF0000,9,1,1.0,1.0,1.0,9.0,,Intermittent,0.8888888888888888
3410680S80000,18,1,1.0,1.0,1.0,18.0,,Intermittent,0.9444444444444444
34112M62S00000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
34112M62S10000,13,1,1.0,1.0,1.0,13.0,,Intermittent,0.9230769230769231
34112M66T00000,27,4,4.0,4.0,4.0,6.75,0.0,Intermittent,0.8518518518518519
34112M68P00000,8,1,1.0,1.0,1.0,8.0,,Intermittent,0.875
34810M68P00000,21,4,4.0,4.0,4.0,5.25,0.0,Intermittent,0.8095238095238095
3495559J00000,26,16,48.0,48.0,178.0,1.625,0.2518518518518518,Intermittent,0.3846153846153846
3495561M00000,5,1,1.0,1.0,1.0,5.0,,Intermittent,0.8
3510077RB1000,27,17,28.0,28.0,58.0,1.588235294117647,0.27375637755102045,Intermittent,0.37037037037037035
35100M73TB2000,17,12,17.0,17.0,33.0,1.4166666666666667,0.40390059767222397,Intermittent,0.2941176470588235
35100M74TB1000,27,22,98.0,98.0,608.0,1.2272727272727273,0.41145554431685216,Smooth,0.18518518518518523
35100M75T50000,15,14,87.0,87.0,741.0,1.0714285714285714,0.39909753346138604,Smooth,0.06666666666666665
35100M76T13000,28,20,54.0,54.0,194.0,1.4,0.34798931485091317,Intermittent,0.2857142857142857
35118M68K00000,26,5,12.0,12.0,34.0,5.2,0.22569444444444442,Intermittent,0.8076923076923077
3512052R21000,28,8,9.0,9.0,11.0,3.5,0.09876543209876543,Intermittent,0.7142857142857143
3512052R61000,28,26,85.0,85.0,405.0,1.0769230769230769,0.4757370242214535,Smooth,0.0714285714285714
3512052R70000,19,2,2.0,2.0,2.0,9.5,0.0,Intermittent,0.8947368421052632
3512052RE2000,28,28,211.0,211.0,1809.0,1.0,0.1428106752784995,Smooth,0.0
3512052S10000,28,24,98.0,98.0,562.0,1.1666666666666667,0.4219980805099325,Smooth,0.1428571428571429
3512054P00000,28,6,7.0,7.0,9.0,4.666666666666667,0.1224489795918368,Intermittent,0.7857142857142857
3512054P20000,28,26,85.0,85.0,367.0,1.0769230769230769,0.3335197231833911,Smooth,0.0714285714285714
3512054P50000,28,25,75.0,75.0,293.0,1.12,0.3148148148148148,Smooth,0.1071428571428571
3512054P70000,22,4,4.0,4.0,4.0,5.5,0.0,Intermittent,0.8181818181818181
3512057L30000,6,1,1.0,1.0,1.0,6.0,,Intermittent,0.8333333333333334
3512057LB1000,28,4,4.0,4.0,4.0,7.0,0.0,Intermittent,0.8571428571428572
3512060K11000,17,4,5.0,5.0,7.0,4.25,0.16,Intermittent,0.7647058823529411
3512061J10000,28,9,14.0,14.0,24.0,3.111111111111111,0.1147959183673469,Intermittent,0.6785714285714286
3512061M31000,28,14,22.0,22.0,42.0,2.0,0.23140495867768604,Intermittent,0.5
3512061MA1000,28,9,11.0,11.0,17.0,3.111111111111111,0.29752066115702475,Intermittent,0.6785714285714286
3512062R20000,25,4,4.0,4.0,4.0,6.25,0.0,Intermittent,0.84
3512062R60000,28,6,7.0,7.0,9.0,4.666666666666667,0.1224489795918368,Intermittent,0.7857142857142857
3512063J30000,21,7,7.0,7.0,7.0,3.0,0.0,Intermittent,0.6666666666666667
3512064J31000,28,28,99.0,99.0,463.0,1.0,0.33467484421468713,Smooth,0.0
3512064R20000,28,22,46.0,46.0,122.0,1.2727272727272727,0.2812134305518048,Smooth,0.2142857142857143
3512064RA3000,28,23,58.0,58.0,194.0,1.2173913043478262,0.3412333801751161,Smooth,0.1785714285714286
3512065D41000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3512065J12000,26,5,5.0,5.0,5.0,5.2,0.0,Intermittent,0.8076923076923077
3512065J32000,28,27,101.0,101.0,529.0,1.037037037037037,0.4155474953435937,Smooth,0.0357142857142857
3512065JB2000,27,10,13.0,13.0,19.0,2.7,0.13806706114398432,Intermittent,0.6296296296296297
3512071L20000,28,22,50.0,50.0,148.0,1.2727272727272727,0.3167999999999999,Smooth,0.2142857142857143
3512072L51000,28,8,9.0,9.0,11.0,3.5,0.09876543209876543,Intermittent,0.7142857142857143
3512073R21000,26,17,37.0,37.0,111.0,1.5294117647058822,0.40202702702702703,Intermittent,0.34615384615384615
3512073RB1000,28,22,42.0,42.0,102.0,1.2727272727272727,0.285066407515387,Smooth,0.2142857142857143
3512077M30000,8,1,1.0,1.0,1.0,8.0,,Intermittent,0.875
3512077R10000,28,14,20.0,20.0,36.0,2.0,0.2799999999999999,Intermittent,0.5
3512079P30000,28,20,38.0,38.0,96.0,1.4,0.34698935704913253,Intermittent,0.2857142857142857
3512080G21000,28,9,11.0,11.0,15.0,3.111111111111111,0.1301652892561983,Intermittent,0.6785714285714286
3512080J51000,27,14,17.0,17.0,23.0,1.9285714285714286,0.122970455150386,Intermittent,0.4814814814814815
3512081A11000,28,5,5.0,5.0,5.0,5.6,0.0,Intermittent,0.8214285714285714
35120M68K20000,28,23,43.0,43.0,113.0,1.2173913043478262,0.4240621466148777,Smooth,0.1785714285714286
35120M70F10000,19,1,2.0,2.0,4.0,19.0,,Intermittent,0.9473684210526316
3512150A30000,19,2,10.0,10.0,82.0,9.5,1.28,Lumpy,0.8947368421052632
35121M50SB0000,28,27,174.0,174.0,1386.0,1.037037037037037,0.2451065581267722,Smooth,0.0357142857142857
35121M53MA0000,19,1,1.0,1.0,1.0,19.0,,Intermittent,0.9473684210526316
35121M53MB0000,28,26,111.0,111.0,701.0,1.0769230769230769,0.4984335687038391,Erratic,0.0714285714285714
35121M53T30000,25,20,40.0,40.0,110.0,1.25,0.39473684210526316,Smooth,0.19999999999999996
35121M55R20000,28,28,815.0,815.0,25539.0,1.0,0.07941731034357784,Smooth,0.0
35121M55RA1000,28,26,84.0,84.0,442.0,1.0769230769230769,0.6538321995464853,Erratic,0.0714285714285714
35121M55T13000,28,28,354.0,354.0,5394.0,1.0,0.21280957295512504,Smooth,0.0
35121M55T53000,28,28,215.0,215.0,2121.0,1.0,0.2953059711956413,Smooth,0.0
35121M60M10000,28,15,22.0,22.0,40.0,1.8666666666666667,0.25678866587957505,Intermittent,0.4642857142857143
35121M62S30000,28,28,216.0,216.0,2054.0,1.0,0.24129959863841896,Smooth,0.0
35121M66L10000,27,8,11.0,11.0,19.0,3.375,0.2927981109799292,Intermittent,0.7037037037037037
35121M67P00000,24,1,1.0,1.0,1.0,24.0,,Intermittent,0.9583333333333334
35121M67P10000,28,18,61.0,61.0,399.0,1.5555555555555556,0.9848396224923722,Lumpy,0.3571428571428571
35121M68P10000,28,28,284.0,284.0,3540.0,1.0,0.23740145620724878,Smooth,0.0
35121M68P32000,28,27,137.0,137.0,947.0,1.037037037037037,0.37623413402623795,Smooth,0.0357142857142857
35121M73T10000,20,9,19.0,19.0,71.0,2.2222222222222223,0.866343490304709,Lumpy,0.55
35121M74L01000,28,25,166.0,166.0,1444.0,1.12,0.3229786616344898,Smooth,0.1071428571428571
35121M74L11000,24,1,1.0,1.0,1.0,24.0,,Intermittent,0.9583333333333334
35121M75L10000,28,10,10.0,10.0,10.0,2.8,0.0,Intermittent,0.6428571428571428
35121M76M50000,28,27,127.0,127.0,863.0,1.037037037037037,0.4617673850732319,Smooth,0.0357142857142857
35121M79G50000,28,10,12.0,12.0,16.0,2.8,0.12345679012345676,Intermittent,0.6428571428571428
35121M79M12000,28,18,72.0,72.0,368.0,1.5555555555555556,0.29411764705882354,Intermittent,0.3571428571428571
35121M81R30000,28,26,117.0,117.0,641.0,1.0769230769230769,0.22617283950617284,Smooth,0.0714285714285714
35121M82R10000,11,1,1.0,1.0,1.0,11.0,,Intermittent,0.9090909090909091
35125M79F00000,21,2,3.0,3.0,5.0,10.5,0.2222222222222222,Intermittent,0.9047619047619048
3513065J00000,28,28,195.0,195.0,1691.0,1.0,0.2542615725521709,Smooth,0.0
3514150A00000,24,1,1.0,1.0,1.0,24.0,,Intermittent,0.9583333333333334
3515354G00000,28,7,11.0,11.0,21.0,4.0,0.25068870523415987,Intermittent,0.75
3515363G00000,28,5,7.0,7.0,11.0,5.6,0.15306122448979584,Intermittent,0.8214285714285714
3515365J00000,27,12,28.0,28.0,96.0,2.25,0.5120593692022264,Lumpy,0.5555555555555556
3515368R00000,26,2,3.0,3.0,5.0,13.0,0.2222222222222222,Intermittent,0.9230769230769231
3515368R10000,14,1,1.0,1.0,1.0,14.0,,Intermittent,0.9285714285714286
3515379P00000,26,3,6.0,6.0,12.0,8.666666666666666,0.0,Intermittent,0.8846153846153846
35153M55T00000,27,6,7.0,7.0,9.0,4.5,0.1224489795918368,Intermittent,0.7777777777777778
35153M59K10000,28,15,64.0,64.0,550.0,1.8666666666666667,1.0866001674107144,Lumpy,0.4642857142857143
35153M59K20000,27,13,34.0,34.0,228.0,2.076923076923077,1.6943483275663207,Lumpy,0.5185185185185186
35153M75L00000,28,10,47.0,47.0,375.0,2.8,0.7751119158996024,Lumpy,0.6428571428571428
3526772L50000,12,1,1.0,1.0,1.0,12.0,,Intermittent,0.9166666666666666
3526779P00000,19,3,4.0,4.0,6.0,6.333333333333333,0.18750000000000008,Intermittent,0.8421052631578947
3530063T02000,27,15,17.0,17.0,21.0,1.8,0.09639149777558088,Intermittent,0.4444444444444444
3530077RB1000,26,16,25.0,25.0,47.0,1.625,0.21674666666666667,Intermittent,0.3846153846153846
35300M74TB1000,27,22,85.0,85.0,497.0,1.2272727272727273,0.5378019443071345,Erratic,0.18518518518518523
35300M75T01000,10,4,5.0,5.0,7.0,2.5,0.16,Intermittent,0.6
35300M75T50000,15,12,54.0,54.0,308.0,1.25,0.29180695847362514,Smooth,0.19999999999999996
35300M76T13000,28,20,37.0,37.0,93.0,1.4,0.37753258236899767,Intermittent,0.2857142857142857
3532052R20000,28,5,6.0,6.0,8.0,5.6,0.13888888888888887,Intermittent,0.8214285714285714
3532052R61000,28,25,72.0,72.0,278.0,1.12,0.354857896090535,Smooth,0.1071428571428571
3532052R71000,23,2,2.0,2.0,2.0,11.5,0.0,Intermittent,0.9130434782608696
3532052RE2000,28,28,205.0,205.0,1755.0,1.0,0.17557450371251684,Smooth,0.0
3532052S10000,28,22,77.0,77.0,375.0,1.2727272727272727,0.4101068999028183,Smooth,0.2142857142857143
3532054G40000,25,3,3.0,3.0,3.0,8.333333333333334,0.0,Intermittent,0.88
3532054P00000,28,5,5.0,5.0,5.0,5.6,0.0,Intermittent,0.8214285714285714
3532054P20000,28,25,76.0,76.0,288.0,1.12,0.25680978762696216,Smooth,0.1071428571428571
3532054P50000,28,27,80.0,80.0,364.0,1.037037037037037,0.5562259615384616,Erratic,0.0357142857142857
3532054P70000,27,7,7.0,7.0,7.0,3.857142857142857,0.0,Intermittent,0.7407407407407407
3532057L30000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3532057LB1000,23,2,2.0,2.0,2.0,11.5,0.0,Intermittent,0.9130434782608696
3532060K11000,28,10,16.0,16.0,40.0,2.8,0.6249999999999998,Lumpy,0.6428571428571428
3532061J10000,27,16,23.0,23.0,39.0,1.6875,0.19155639571518587,Intermittent,0.40740740740740744
3532061M31000,28,19,25.0,25.0,43.0,1.4736842105263157,0.3242666666666667,Intermittent,0.3214285714285714
3532061MA1000,27,8,10.0,10.0,14.0,3.375,0.13714285714285712,Intermittent,0.7037037037037037
3532062R20000,25,5,6.0,6.0,8.0,5.0,0.13888888888888887,Intermittent,0.8
3532062R60000,28,9,9.0,9.0,9.0,3.111111111111111,0.0,Intermittent,0.6785714285714286
3532063J30000,24,7,11.0,11.0,23.0,3.4285714285714284,0.38567493112947665,Intermittent,0.7083333333333333
3532064J31000,28,24,60.0,60.0,216.0,1.1666666666666667,0.4591304347826087,Smooth,0.1428571428571429
3532064J40000,23,2,2.0,2.0,2.0,11.5,0.0,Intermittent,0.9130434782608696
3532064R00000,22,1,1.0,1.0,1.0,22.0,,Intermittent,0.9545454545454546
3532064R20000,25,18,33.0,33.0,73.0,1.3888888888888888,0.21876519202722416,Intermittent,0.28
3532064RA3000,28,20,44.0,44.0,122.0,1.4,0.274032187907786,Intermittent,0.2857142857142857
3532065D41000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3532065J12000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3532065J32000,28,26,92.0,92.0,456.0,1.0769230769230769,0.41678638941398866,Smooth,0.0714285714285714
3532065JB2000,28,9,12.0,12.0,20.0,3.111111111111111,0.28125,Intermittent,0.6785714285714286
3532071L20000,28,26,59.0,59.0,203.0,1.0769230769230769,0.5368802068371158,Erratic,0.0714285714285714
3532072L51000,26,13,14.0,14.0,16.0,2.0,0.06632653061224492,Intermittent,0.5
3532073R21000,28,16,34.0,34.0,102.0,1.75,0.4392156862745098,Intermittent,0.4285714285714286
3532073RB1000,28,20,38.0,38.0,98.0,1.4,0.3761481265490596,Intermittent,0.2857142857142857
3532077R10000,23,12,19.0,19.0,41.0,1.9166666666666667,0.3958700579199195,Intermittent,0.4782608695652174
3532079P30000,28,24,54.0,54.0,156.0,1.1666666666666667,0.2962962962962963,Smooth,0.1428571428571429
3532079P50000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3532080G21000,23,3,5.0,5.0,11.0,7.666666666666667,0.4799999999999998,Intermittent,0.8695652173913043
3532080J51000,28,14,27.0,27.0,75.0,2.0,0.4742006964229187,Intermittent,0.5
3532081A11000,27,13,16.0,16.0,24.0,2.076923076923077,0.23697916666666657,Intermittent,0.5185185185185186
35320M79G30000,8,1,1.0,1.0,1.0,8.0,,Intermittent,0.875
3532150A30000,23,1,3.0,3.0,9.0,23.0,,Intermittent,0.9565217391304348
35321M50SB0000,28,28,154.0,154.0,1072.0,1.0,0.27548209366391185,Smooth,0.0
35321M53MB0000,28,26,118.0,118.0,670.0,1.0769230769230769,0.26112036771042807,Smooth,0.0714285714285714
35321M53T30000,24,18,40.0,40.0,112.0,1.3333333333333333,0.27529411764705886,Intermittent,0.25
35321M55R20000,28,28,838.0,838.0,27256.0,1.0,0.08996936170966843,Smooth,0.0
35321M55RA1000,28,24,64.0,64.0,242.0,1.1666666666666667,0.43614130434782616,Smooth,0.1428571428571429
35321M55T13000,28,28,311.0,311.0,4195.0,1.0,0.22236237333269002,Smooth,0.0
35321M55T53000,28,28,188.0,188.0,1690.0,1.0,0.3513907751119159,Smooth,0.0
35321M60M10000,28,18,30.0,30.0,62.0,1.5555555555555556,0.2541176470588235,Intermittent,0.3571428571428571
35321M62S30000,28,28,200.0,200.0,1562.0,1.0,0.09685925925925917,Smooth,0.0
35321M66L10000,28,10,13.0,13.0,19.0,2.8,0.13806706114398432,Intermittent,0.6428571428571428
35321M67P10000,28,21,60.0,60.0,346.0,1.3333333333333333,1.06925,Lumpy,0.25
35321M68K21000,28,21,35.0,35.0,73.0,1.3333333333333333,0.2639999999999999,Intermittent,0.25
35321M68P10000,28,28,260.0,260.0,3060.0,1.0,0.27736138505369273,Smooth,0.0
35321M68P32000,28,28,159.0,159.0,1035.0,1.0,0.15173450417309445,Smooth,0.0
35321M73T10000,18,13,19.0,19.0,35.0,1.3846153846153846,0.2820867959372115,Intermittent,0.2777777777777778
35321M74L01000,28,27,142.0,142.0,958.0,1.037037037037037,0.29365739398470997,Smooth,0.0357142857142857
35321M74L20000,23,2,6.0,6.0,26.0,11.5,0.8888888888888888,Lumpy,0.9130434782608696
35321M75L10000,28,12,16.0,16.0,26.0,2.3333333333333335,0.23863636363636373,Intermittent,0.5714285714285714
35321M76M50000,28,27,138.0,138.0,922.0,1.037037037037037,0.31899810964083175,Smooth,0.0357142857142857
35321M79G50000,23,4,10.0,10.0,36.0,5.75,0.5866666666666667,Lumpy,0.8260869565217391
35321M79M12000,28,20,62.0,62.0,276.0,1.4,0.4589517498220056,Intermittent,0.2857142857142857
35321M81R30000,28,27,94.0,94.0,464.0,1.037037037037037,0.4339067451335447,Smooth,0.0357142857142857
3533065J00000,28,27,150.0,150.0,1022.0,1.037037037037037,0.23510769230769227,Smooth,0.0357142857142857
3534150A00000,25,1,1.0,1.0,1.0,25.0,,Intermittent,0.96
3550054P01000,28,20,44.0,44.0,186.0,1.4,0.9699869508481948,Lumpy,0.2857142857142857
3550062J02000,28,28,566.0,566.0,14062.0,1.0,0.2375412908694633,Smooth,0.0
3550065P02000,28,10,15.0,15.0,31.0,2.8,0.41975308641975306,Intermittent,0.6428571428571428
3550074F50000,22,2,3.0,3.0,5.0,11.0,0.2222222222222222,Intermittent,0.9090909090909091
3550077M00000,17,3,3.0,3.0,3.0,5.666666666666667,0.0,Intermittent,0.8235294117647058
35500M66R00000,28,24,65.0,65.0,221.0,1.1666666666666667,0.26648829431438126,Smooth,0.1428571428571429
35500M85S01000,28,28,255.0,255.0,2633.0,1.0,0.13873410511626585,Smooth,0.0
3550165D30000,13,0,0.0,0.0,0.0,,,No demand observed,1.0
35501M55R00000,28,28,322.0,322.0,4122.0,1.0,0.11734229503605685,Smooth,0.0
35501M66R00000,28,27,247.0,247.0,2773.0,1.037037037037037,0.23595131613620685,Smooth,0.0357142857142857
35501M67P00000,28,20,42.0,42.0,120.0,1.4,0.37952022914428923,Intermittent,0.2857142857142857
35501M75T00000,14,6,32.0,32.0,684.0,2.3333333333333335,3.6093750000000004,Lumpy,0.5714285714285714
3550257L01000,22,1,1.0,1.0,1.0,22.0,,Intermittent,0.9545454545454546
3550265D30000,18,2,3.0,3.0,5.0,9.0,0.2222222222222222,Intermittent,0.8888888888888888
35502M75T00000,11,4,29.0,29.0,631.0,2.75,2.668252080856124,Lumpy,0.6363636363636364
3551054GA0000,27,5,5.0,5.0,5.0,5.4,0.0,Intermittent,0.8148148148148149
3552654P00000,28,17,29.0,29.0,69.0,1.6470588235294117,0.41944114149821643,Intermittent,0.3928571428571429
3552660K00000,16,1,1.0,1.0,1.0,16.0,,Intermittent,0.9375
3552664R00000,26,16,21.0,21.0,33.0,1.625,0.21043083900226756,Intermittent,0.3846153846153846
3552678R00000,28,13,16.0,16.0,22.0,2.1538461538461537,0.12695312499999992,Intermittent,0.5357142857142857
3552686R11000,28,19,40.0,40.0,116.0,1.4736842105263157,0.39847222222222217,Intermittent,0.3214285714285714
3552686R20000,28,20,33.0,33.0,65.0,1.4,0.20395340969503645,Intermittent,0.2857142857142857
35526M73T00000,18,8,9.0,9.0,11.0,2.25,0.09876543209876543,Intermittent,0.5555555555555556
3556054GA0000,27,8,8.0,8.0,8.0,3.375,0.0,Intermittent,0.7037037037037037
3556654P00000,28,20,38.0,38.0,86.0,1.4,0.20119550954949697,Intermittent,0.2857142857142857
3556660K00000,16,1,1.0,1.0,1.0,16.0,,Intermittent,0.9375
3556664R00000,28,6,7.0,7.0,9.0,4.666666666666667,0.1224489795918368,Intermittent,0.7857142857142857
3556678R00000,26,10,13.0,13.0,19.0,2.6,0.13806706114398432,Intermittent,0.6153846153846154
3556686R01000,28,20,30.0,30.0,60.0,1.4,0.3508771929824561,Intermittent,0.2857142857142857
35566M73T00000,16,6,8.0,8.0,12.0,2.6666666666666665,0.15000000000000008,Intermittent,0.625
35601M73T00000,19,6,8.0,8.0,14.0,3.1666666666666665,0.37500000000000006,Intermittent,0.6842105263157895
35601M74TA0000,27,19,68.0,68.0,426.0,1.4210526315789473,0.7921232218377546,Lumpy,0.2962962962962963
35601M76T00000,28,17,32.0,32.0,72.0,1.6470588235294117,0.20751953125,Intermittent,0.3928571428571429
35602M60B30000,27,2,2.0,2.0,2.0,13.5,0.0,Intermittent,0.9259259259259259
35602M73T00000,20,7,11.0,11.0,25.0,2.857142857142857,0.5206611570247934,Lumpy,0.65
35602M74TA0000,26,19,67.0,67.0,305.0,1.368421052631579,0.30709635900101484,Intermittent,0.2692307692307693
35602M76T00000,28,15,19.0,19.0,29.0,1.8666666666666667,0.21962801741195095,Intermittent,0.4642857142857143
3560352S00000,23,7,8.0,8.0,10.0,3.2857142857142856,0.10937500000000007,Intermittent,0.6956521739130435
3560353RV0000,28,25,89.0,89.0,505.0,1.12,0.6186087615200101,Erratic,0.1071428571428571
3560361J10000,28,9,14.0,14.0,26.0,3.111111111111111,0.21811224489795913,Intermittent,0.6785714285714286
3560373R00000,27,13,25.0,25.0,55.0,2.076923076923077,0.15599999999999992,Intermittent,0.5185185185185186
3560373R10000,27,23,45.0,45.0,117.0,1.173913043478261,0.3438383838383839,Smooth,0.14814814814814814
35603M79G30000,28,7,7.0,7.0,7.0,4.0,0.0,Intermittent,0.75
35603M84400000,19,2,2.0,2.0,2.0,9.5,0.0,Intermittent,0.8947368421052632
3560452S00000,28,11,15.0,15.0,25.0,2.5454545454545454,0.24444444444444455,Intermittent,0.6071428571428572
3560453RV0000,28,26,90.0,90.0,394.0,1.0769230769230769,0.275279012345679,Smooth,0.0714285714285714
3560461J10000,28,11,21.0,21.0,75.0,2.5454545454545454,0.9578231292517005,Lumpy,0.6071428571428572
3560473R00000,27,11,13.0,13.0,17.0,2.4545454545454546,0.11715976331360947,Intermittent,0.5925925925925926
3560473R10000,28,19,32.0,32.0,70.0,1.4736842105263157,0.3154296875000001,Intermittent,0.3214285714285714
35604M74T00000,26,19,56.0,56.0,222.0,1.368421052631579,0.3641935941043084,Intermittent,0.2692307692307693
35604M84400000,24,2,3.0,3.0,5.0,12.0,0.2222222222222222,Intermittent,0.9166666666666666
3561063T00000,25,2,3.0,3.0,5.0,12.5,0.2222222222222222,Intermittent,0.92
3561077R01000,28,11,14.0,14.0,22.0,2.5454545454545454,0.25816326530612255,Intermittent,0.6071428571428572
35612M60B50000,19,2,4.0,4.0,10.0,9.5,0.5,Lumpy,0.8947368421052632
35618M55K00000,22,1,2.0,2.0,4.0,22.0,,Intermittent,0.9545454545454546
3563077R01000,27,10,14.0,14.0,28.0,2.7,0.47619047619047616,Intermittent,0.6296296296296297
3565050J10000,26,3,6.0,6.0,18.0,8.666666666666666,0.75,Lumpy,0.8846153846153846
3565053RA3000,28,25,92.0,92.0,434.0,1.12,0.29364563642091995,Smooth,0.1071428571428571
3565054G00000,28,2,2.0,2.0,2.0,14.0,0.0,Intermittent,0.9285714285714286
3565054G10000,28,3,5.0,5.0,11.0,9.333333333333334,0.4799999999999998,Intermittent,0.8928571428571429
3565054P00000,28,22,62.0,62.0,270.0,1.2727272727272727,0.5712303651949854,Erratic,0.2142857142857143
3565055G00000,14,1,1.0,1.0,1.0,14.0,,Intermittent,0.9285714285714286
3565057L20000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3565060K00000,28,25,86.0,86.0,378.0,1.12,0.28928925545339834,Smooth,0.1071428571428571
3565061J00000,24,7,8.0,8.0,10.0,3.4285714285714284,0.10937500000000007,Intermittent,0.7083333333333333
3565061M10000,28,19,43.0,43.0,137.0,1.4736842105263157,0.43044288203833914,Intermittent,0.3214285714285714
3565062R00000,24,11,17.0,17.0,37.0,2.1818181818181817,0.44913494809688587,Intermittent,0.5416666666666667
3565063G00000,21,2,2.0,2.0,2.0,10.5,0.0,Intermittent,0.9047619047619048
3565063T00000,25,16,19.0,19.0,27.0,1.5625,0.2097876269621422,Intermittent,0.36
3565064J21000,28,24,45.0,45.0,113.0,1.1666666666666667,0.35400966183574883,Smooth,0.1428571428571429
3565064R00000,28,21,44.0,44.0,138.0,1.3333333333333333,0.521745867768595,Lumpy,0.25
3565065D10000,24,3,5.0,5.0,9.0,8.0,0.11999999999999988,Intermittent,0.875
3565065J21000,28,25,90.0,90.0,530.0,1.12,0.6622942386831275,Erratic,0.1071428571428571
3565071L00000,28,23,48.0,48.0,120.0,1.2173913043478262,0.20691287878787876,Smooth,0.1785714285714286
3565072L01000,22,7,9.0,9.0,13.0,3.142857142857143,0.1440329218106996,Intermittent,0.6818181818181819
3565073K00000,26,9,12.0,12.0,18.0,2.888888888888889,0.140625,Intermittent,0.6538461538461539
3565077A00000,23,1,1.0,1.0,1.0,23.0,,Intermittent,0.9565217391304348
3565077R00000,28,27,69.0,69.0,225.0,1.037037037037037,0.2866075323542242,Smooth,0.0357142857142857
3565079P00000,28,20,31.0,31.0,63.0,1.4,0.32750972123336436,Intermittent,0.2857142857142857
3565080J60000,26,10,11.0,11.0,13.0,2.6,0.08264462809917357,Intermittent,0.6153846153846154
3565080JA0000,28,15,23.0,23.0,47.0,1.8666666666666667,0.356467728868485,Intermittent,0.4642857142857143
3565081A11000,21,2,3.0,3.0,5.0,10.5,0.2222222222222222,Intermittent,0.9047619047619048
3565081A32000,24,11,16.0,16.0,28.0,2.1818181818181817,0.22343749999999996,Intermittent,0.5416666666666667
3565085521000,23,1,1.0,1.0,1.0,23.0,,Intermittent,0.9565217391304348
3565086R01000,28,28,108.0,108.0,526.0,1.0,0.2724178224864096,Smooth,0.0
35650M53M00000,28,24,105.0,105.0,577.0,1.1666666666666667,0.26718722271517303,Smooth,0.1428571428571429
35650M53T00000,25,15,26.0,26.0,66.0,1.6666666666666667,0.49767540152155526,Lumpy,0.4
35650M55RA0000,28,28,265.0,265.0,2823.0,1.0,0.130233244992946,Smooth,0.0
35650M55T12000,28,26,124.0,124.0,722.0,1.0769230769230769,0.2296982310093653,Smooth,0.0714285714285714
35650M55T22000,18,10,13.0,13.0,21.0,1.8,0.26955950032873116,Intermittent,0.4444444444444444
35650M56R00000,28,28,322.0,322.0,4888.0,1.0,0.33186305398025623,Smooth,0.0
35650M60M00000,25,8,10.0,10.0,14.0,3.125,0.13714285714285712,Intermittent,0.6799999999999999
35650M62S00000,28,27,143.0,143.0,865.0,1.037037037037037,0.14757539394440958,Smooth,0.0357142857142857
35650M66L00000,28,15,26.0,26.0,68.0,1.8666666666666667,0.5452240067624682,Lumpy,0.4642857142857143
35650M67P00000,28,23,110.0,110.0,798.0,1.2173913043478262,0.5403531179564238,Erratic,0.1785714285714286
35650M68K10000,18,1,1.0,1.0,1.0,18.0,,Intermittent,0.9444444444444444
35650M68P00000,28,4,4.0,4.0,4.0,7.0,0.0,Intermittent,0.8571428571428572
35650M68P01000,28,27,136.0,136.0,800.0,1.037037037037037,0.17427468725046574,Smooth,0.0357142857142857
35650M68P20000,24,3,4.0,4.0,6.0,8.0,0.18750000000000008,Intermittent,0.875
35650M68P21000,28,28,198.0,198.0,1564.0,1.0,0.12136327736776673,Smooth,0.0
35650M73T00000,23,16,45.0,45.0,171.0,1.4375,0.37451851851851853,Intermittent,0.30434782608695654
35650M74L00000,28,25,161.0,161.0,1349.0,1.12,0.3136131579285779,Smooth,0.1071428571428571
