sku_id,top_expert,top_expert_weight,effective_experts,cohort
84730M67P00000,candidate_12,0.5121704811109412,1.998815736771395,recurring_a
84730M74L20000,candidate_12,0.5286155692517407,1.9934705800542687,recurring_a
84740M74L20000,candidate_12,0.5316348305102454,1.9920258210258912,recurring_a
8485177K006GS,candidate_11,0.509562440800131,1.999268745272083,recurring_a
84901M62S51BHE,candidate_07,0.5426264628404214,1.9855687644309994,recurring_a
84902M62S43BHE,candidate_10,0.50479631178596,1.9998159800792386,recurring_a
85355M68PA1000,candidate_11,0.502700237270879,1.999941671450607,recurring_a
87491M68P105PK,candidate_08,0.5074124633909795,1.9995605396757292,recurring_a
87991M68P105PK,candidate_08,0.5035018397799859,1.9999019017571107,recurring_a
88921M68P01000,candidate_10,0.527801625197563,1.9938356156503412,recurring_a
89969M52R00000,candidate_12,0.605274161819896,1.9151023694366858,recurring_a
89969M63J00000,candidate_04,0.5009625681329456,1.9999925877281863,recurring_a
9531071L01000,candidate_09,0.5075035205994497,1.9995496788463152,recurring_a
95310M68K00000,candidate_04,0.5024014808956386,1.9999538641803443,recurring_a
083313124A000,candidate_08,0.5131024919816315,1.9986275401008087,recurring_b
0928022020000,candidate_11,0.506251998185534,1.9996873490324605,recurring_b
0938019004000,candidate_11,0.5056641052071843,1.999743376229721,recurring_b
0940307333000,candidate_08,0.5018042838059767,1.9999739568187078,recurring_b
09409063145PK,candidate_11,0.5048843400288654,1.999809163990788,recurring_b
11620M68K00000,candidate_09,0.5140246235696531,1.9984277164800346,recurring_b
11710M68K00000,candidate_09,0.5066350850592607,1.9996478671797304,recurring_b
15910M79GC0000,candidate_11,0.5050037775897539,1.9997997177371594,recurring_b
1711279P01000,candidate_11,0.501460051216638,1.9999829461489764,recurring_b
1770054P30000,candidate_11,0.5009726773796459,1.9999924312183643,recurring_b
1770079P21000,candidate_11,0.5033085869266332,1.999912429854824,recurring_b
1770081P00000,candidate_11,0.5013638403465185,1.9999851196267873,recurring_b
17700M79F02000,candidate_08,0.5023366044238905,1.9999563231919826,recurring_b
1793163J01000,candidate_08,0.5016580765706459,1.9999780064985468,recurring_b
1793276G00000,candidate_10,0.5001772006696269,1.999999748799413,recurring_b
2818084A20000,candidate_09,0.5016630659928782,1.9999778739368106,recurring_b
3512062R60000,candidate_11,0.512605208855363,1.9987296770507113,recurring_b
3512080G21000,candidate_11,0.5033442837226332,1.999910530133668,recurring_b
3532052R20000,candidate_09,0.5047999927692661,1.999815697540583,recurring_b
35321M66L10000,candidate_09,0.5023914167351348,1.9999542500545444,recurring_b
35603M79G30000,candidate_09,0.5115550437530251,1.9989324178810677,recurring_b
3560461J10000,candidate_11,0.5046734997060041,1.9998252824684253,recurring_b
35650M60M00000,candidate_05,0.5001429385903771,1.9999998365484886,recurring_b
3570273R10000,candidate_10,0.5085803616022109,1.9994111925563542,recurring_b
36230M70CA1000,candidate_09,0.5069603646090636,1.9996125016880908,recurring_b
37019M79MK0000,candidate_09,0.5058404129742302,1.999727153837916,recurring_b
37145M56R20000,candidate_09,0.5011661614696671,1.9999891205985945,recurring_b
38315M68K00000,candidate_09,0.503971719864893,1.9998738114927905,recurring_b
3845062R00000,candidate_09,0.5069515976478061,1.999613477035584,recurring_b
39321M56R00000,candidate_11,0.5291945804043908,1.9932045793874935,recurring_b
39321M67P00000,synthetic_mean,0.5008364223452172,1.9999944031969457,recurring_b
39322M67P00000,candidate_04,0.5008933138223055,1.999993615943697,recurring_b
39322M67P10000,candidate_09,0.5001640613986973,1.9999997846708828,recurring_b
4171080J00000,candidate_11,0.5139520154329382,1.9984439417242126,recurring_b
4321052R5027N,candidate_09,0.5056349250462219,1.9997460132165275,recurring_b
4321061J01ZBP,candidate_08,0.5092398269292289,1.9993172379481503,recurring_b
43210M55RH1QC8,candidate_09,0.5025182330532607,1.99994926930515,recurring_b
43210M76M5127N,candidate_07,0.5075430735667669,1.9995449199018458,recurring_b
43210M83P0027N,candidate_11,0.5043601548364844,1.9998479239628553,recurring_b
43250M68K1027N,candidate_12,0.5012776968881374,1.9999869400105788,recurring_b
43250M74L1027N,candidate_09,0.5021755558626169,1.9999621363703493,recurring_b
5741079P00000,candidate_08,0.5005629764690187,1.9999974644631775,recurring_b
5742071L01000,candidate_12,0.5136259345746859,1.9985157735378452,recurring_b
57711M66L00000,candidate_07,0.5012497414489386,1.9999875052485463,recurring_b
5811077K00000,candidate_09,0.5040090109000475,1.9998714309183625,recurring_b
5812165J00000,candidate_09,0.5049199825886805,1.9998063689189294,recurring_b
5823054P00000,candidate_09,0.5000408556817725,1.9999999866465066,recurring_b
5827080J20000,candidate_11,0.511386099391888,1.9989633914823317,recurring_b
