another_demand_only_model,oracle_headroom_skus,missing_required_signal_groups,next_modelling_gate,recommended_first_signal
no,80,6,obtain at least one cutoff-safe leading-signal history and rerun candidate routing,"supersession chain, then vehicle fitment/parc"
