cohort,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,pct_below_50,pct_below_70,pct_below_100
recurring_a,215,213,38,112,178,68.67550675384845,83.41435294550588,0.3946705654916193,76.97383924366042,4299.0,2748.1933344036997,-36.0736605163131,17.84037558685446,52.582159624413144,83.5680751173709
recurring_b,110,110,13,39,79,80.94940316991992,101.43288193900253,0.5383277102934687,82.98618897290402,1023.0,636.9665107767551,-37.73543394166617,11.818181818181818,35.45454545454545,71.81818181818181
recurring_c,35,35,0,0,14,104.30432572050374,130.90719734531746,0.3989559328831858,103.59782532362877,178.0,76.90443425011985,-56.79526165723604,0.0,0.0,40.0
all_abc,360,358,51,151,271,74.9858379280115,99.77257080737893,0.42976612406870984,78.95378529734235,5500.0,3462.064279430575,-37.05337673762591,14.245810055865922,42.17877094972067,75.69832402234637
