holdout_cutoff,old_development_rows,old_development_block_starts,rows_with_outcome_known_at_cutoff_before_dedup,strict_rows_after_calendar_block_dedup,strict_known_block_starts,strict_first_known_block,strict_last_known_block,future_or_overlapping_rows_removed
2024-07-01,148416,10,48616,19608,4,2023-08-01,2024-05-01,99800
