sku_id,month,demand,demand_type,row_is_collision,collision_flag,Country,Brand,Channel,REGION
71744M53M00000,2023-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7175160B00000,2025-10-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7175163J105PK,2025-05-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7175173K105PK,2025-11-01,4.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7175360B00000,2026-03-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
71761M68K005PK,2023-02-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7177161M005PK,2023-05-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
71781M66L00000,2025-06-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7179086R10C48,2021-08-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7181172L10799,2023-09-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7181177MJ0799,2026-01-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
71811M79G005PK,2026-03-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
71813M66L00000,2026-02-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
71821M60M00000,2021-05-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
71821M60M00000,2024-10-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7187161M005PK,2024-04-01,2.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
72111M8450009E,2023-01-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
72111M8450009E,2026-03-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
72311M68P01000,2025-07-01,3.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
72312M79M00000,2025-08-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
72321M79G00000,2024-06-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7243179M00000,2025-01-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7246073R00000,2022-12-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
72460M60M00000,2022-02-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7252261M00000,2021-10-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7252261M00000,2025-01-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7283165D10000,2025-12-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7287078A33000,2022-12-01,2.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7382273R505PK,2021-04-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
73841M68P60C8J,2025-04-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
73910M68P01000,2025-06-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
75139M70F005PK,2024-09-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
75463M75J00000,2022-11-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7594165J00000,2022-12-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
77146M50S000CB,2022-03-01,4.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7755078K000PG,2025-06-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7781163J200PG,2021-04-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7781163J200PG,2022-01-01,4.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
77831M80E50000,2024-12-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7821565J105PK,2024-05-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7821565J105PK,2025-08-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7822565J105PK,2026-02-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
7877361M00000,2023-04-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8143061A00000,2023-07-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
81850M79G10000,2023-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
81860M67P00000,2021-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8211065J01000,2024-09-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82150M820005ES,2021-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82150M820005ES,2022-09-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82200M84880000,2025-09-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82510M53M00000,2024-10-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82570M53M00000,2022-04-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8276161A00000,2023-12-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8276161A00000,2025-03-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82811M75J00000,2025-12-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82814M75J00000,2023-01-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82960M60G005ES,2024-02-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
82960M60G005ES,2025-10-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83101M53M10GCY,2024-09-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83401M55R01000,2024-03-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83402M79G50000,2024-03-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8344060A00000,2023-09-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83665M68P01000,2026-02-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83714M62B00000,2023-07-01,5.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8381180J00000,2026-02-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83811M74L01000,2023-09-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83821M74L01000,2022-11-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83841M79G01000,2023-12-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8392364J010CB,2023-11-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
83943M68P00000,2024-01-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8450162R02000,2026-01-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84503M62S00000,2023-09-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84511M53M00000,2021-01-01,9.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84511M53M00000,2025-11-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84541M56R00000,2024-03-01,4.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84541M56R00000,2026-01-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8458065J02000,2024-08-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84701M56R50ZHJ,2025-01-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84701M56R50ZHJ,2025-12-01,2.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84701M79G30000,2025-08-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8470281A215PK,2022-02-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84702M53T005PK,2026-01-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84702M67P4026U,2021-07-01,3.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84702M68K1026U,2022-10-01,4.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84702M80TJ0WB3,2025-02-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84702M84320000,2023-08-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84730M55T00000,2023-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84730M56R00000,2023-02-01,2.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84730M67P00000,2024-05-01,1.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
84740M74L20000,2022-05-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
87286M81P00000,2021-11-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
88921M68P01000,2023-05-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
8926050J00000,2022-12-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
95310M68K00000,2023-03-01,2.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
01550M0612A,2022-11-01,14.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0911912007000,2025-03-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0915912024000,2025-09-01,11.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0928340021000,2022-05-01,3.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0928340021000,2025-02-01,6.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0928340021000,2025-06-01,8.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0928906003000,2026-04-01,20.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0930508011000,2023-02-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0931912047000,2022-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0938019004000,2024-10-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
09403M07311000,2022-05-01,2.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
09409073255PK,2022-06-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0940907332000,2023-03-01,54.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0940908322000,2022-12-01,0.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0940910318000,2025-04-01,6.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0940915304000,2025-04-01,9.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
09409M15L01000,2024-12-01,6.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
0947112236000,2026-01-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
09471M12182000,2021-06-01,1.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
11610M76M00000,2024-05-01,0.0,Lumpy,True,COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
11710M65L00000,2022-01-01,9.0,Lumpy,False,NON COLLISION,CHILE,SUZUKI,DISTRIBUTION,AMERICAS
