candidate_id
established_transfer__hurdle_d1_sqrt_log__w24__cal_isotonic__size_blend50_mean__top_full__k2__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_isotonic__size_blend50_mean__top_full__k2__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_isotonic__size_blend50_median__top_full__k2__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_isotonic__size_ml__top_full__k2__s0.75
established_transfer__hurdle_d2_full_log__w24__cal_isotonic__size_ml__top_full__k2__s1.00
established_transfer__hurdle_d2_long_sqrt_log__w24__cal_isotonic__size_ml__top_full__k2__s0.50
occasional_pool__hurdle_d2_full_log__w24__cal_isotonic__size_blend50_mean__top_full__k2__s0.75
occasional_pool__hurdle_d2_full_log__w24__cal_isotonic__size_blend50_median__top_full__k2__s0.75
occasional_pool__hurdle_d2_full_log__w24__cal_isotonic__size_blend50_median__top_full__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_isotonic__size_ml__top_full__k2__s0.50
occasional_pool__hurdle_d2_full_log__w24__cal_isotonic__size_ml__top_full__k2__s0.75
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_blend50_mean__top_expected__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_blend50_mean__top_full__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_blend50_median__top_expected__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_blend50_median__top_full__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_mean__top_expected__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_median__top_full__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_raw__size_ml__top_expected__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_sigmoid__size_blend50_mean__top_full__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_sigmoid__size_blend50_median__top_full__k2__s1.00
occasional_pool__hurdle_d2_full_log__w24__cal_sigmoid__size_median__top_full__k2__s1.00
occasional_pool__hurdle_d2_long_sqrt_log__w24__cal_raw__size_ml__top_expected__k2__s0.75
occasional_pool__hurdle_d2_long_sqrt_log__w24__cal_raw__size_ml__top_expected__k2__s1.00
occasional_pool__hurdle_d2_long_sqrt_log__w24__cal_raw__size_ml__top_full__k2__s0.75
occasional_pool__hurdle_d2_long_sqrt_log__w24__cal_sigmoid__size_ml__top_full__k2__s0.75
occasional_pool__hurdle_d2_sqrt_tweedie__w24__cal_isotonic__size_blend50_mean__top_full__kadaptive__s1.00
occasional_pool__hurdle_d2_sqrt_tweedie__w24__cal_isotonic__size_blend50_median__top_full__kadaptive__s1.00
occasional_pool__hurdle_d2_sqrt_tweedie__w24__cal_isotonic__size_ml__top_full__k3__s0.50
occasional_pool__hurdle_d2_sqrt_tweedie__w24__cal_isotonic__size_ml__top_full__kadaptive__s0.50
occasional_pool__hurdle_d2_sqrt_tweedie__w24__cal_isotonic__size_ml__top_full__kadaptive__s0.75
