sku_id,actual_total,forecast_total,absolute_error,bias,mean_rolling_3m_wmape_percent,actual_positive_months,forecast_positive_months,model_key,model,selection_score
09403M07311000,230.0,187.2665975583877,185.98030965313552,-42.73340244161231,94.73622371121687,107,162,xgb_d2_full_log,XGB depth2 full-weight log-size,94.73622371121687
09409063095ES,150.0,73.50334646105766,207.68553447127343,-76.49665353894234,104.12082734137773,9,54,xgb_d2_full_log,XGB depth2 full-weight log-size,104.12082734137773
09409063145PK,431.0,86.10867195511861,490.4626586663282,-344.8913280448814,128.48427554870688,24,54,xgb_d2_full_log,XGB depth2 full-weight log-size,128.48427554870688
0940906322000,36.0,0.8075025379657745,36.26428684592247,-35.192497462034225,99.9862795526331,12,3,xgb_d2_full_log,XGB depth2 full-weight log-size,99.9862795526331
09409073255PK,40.0,43.34956200866718,82.30385657100696,3.3495620086671796,100.88046827316285,9,54,xgb_d2_sqrt_tweedie,XGB depth2 sqrt-weight Tweedie-size,100.88046827316285
0940907332000,1311.0,2922.236983697718,2304.1922390733203,1611.2369836977182,751.293799278011,75,162,xgb_d2_full_log,XGB depth2 full-weight log-size,751.293799278011
0940908322000,31.0,33.48269408941269,61.5531741976738,2.482694089412689,100.02142914703914,12,36,xgb_d1_sqrt_log,XGB depth1 sqrt-weight log-size,100.02142914703914
0940908327000,1655.0,2341.6173943323524,2068.3661278746454,686.6173943323525,205.76454975659163,99,162,xgb_d2_long_sqrt_log,XGB depth2 long sqrt-weight log-size,205.76454975659163
0940908352000,30.0,1.2221280634403229,30.667151600122452,-28.777871936559677,99.35450404882431,7,5,xgb_d2_sqrt_tweedie,XGB depth2 sqrt-weight Tweedie-size,99.35450404882431
0940909309000,39.0,26.184851395375656,59.48855936869536,-12.815148604624342,110.83739028435157,16,36,xgb_d1_sqrt_log,XGB depth1 sqrt-weight log-size,110.83739028435157
0940910313000,23.0,46.0956880812645,64.07777399396896,23.095688081264495,104.9556665725708,11,36,xgb_d2_none_log,XGB depth2 unweighted log-size,104.9556665725708
0940910318000,62.0,99.05673104382593,140.80191852538593,37.056731043825934,117.38719422268143,12,54,xgb_d3_sqrt_log,XGB depth3 sqrt-weight log-size,117.38719422268143
0940915304000,169.0,46.16585744380951,210.04640268802643,-122.83414255619049,101.19197942747999,28,36,xgb_d1_sqrt_log,XGB depth1 sqrt-weight log-size,101.19197942747999
09409M06L05000,137.0,94.59849893163646,223.84977554489953,-42.401501068363544,99.98141303658485,22,36,xgb_d2_none_log,XGB depth2 unweighted log-size,99.98141303658485
09409M07308P4Z,26.0,28.810309549570082,52.321431194543834,2.8103095495700825,100.32180935144424,7,36,xgb_d2_none_log,XGB depth2 unweighted log-size,100.32180935144424
09409M07308R8J,68.0,12.542337025466718,79.21097521562325,-55.457662974533285,100.32914751662726,11,36,xgb_d2_none_log,XGB depth2 unweighted log-size,100.32914751662726
09409M07L025PK,704.0,231.80527062061992,807.8570106085377,-472.1947293793801,167.06768313324676,32,54,xgb_d3_sqrt_log,XGB depth3 sqrt-weight log-size,167.06768313324676
