segment,q25,q50,q75,raw_factor_q1,raw_factor_q2,raw_factor_q3,raw_factor_q4
developing,0.9683025697815768,5.083387843970598,14.176436805316712,19.696469496356237,3.0353831093449517,1.3318476116276639,0.8862821833948422
new,5.376000000000001,10.240135314285716,18.0,3.9313728183997942,3.2240935942395095,2.1511604564042157,0.5089531796291605
occasional,2.5190322450918448,4.452661564538747,8.326764086497471,3.6025587642669854,1.295842632263065,0.8580650525413467,0.40493526772086635
rare,1.1484230958411916,2.1204791819448703,4.302034243032151,8.16091147058443,3.438246210414356,1.6330518235524123,0.5746375597870504
recurring,12.837779804084409,21.0733077009117,31.544276205254665,0.8403942572939985,0.6110959656132104,0.5531318189193765,0.4799797998551735
