cohort,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,pct_below_50,pct_below_70,pct_below_100
rare_a,22,10,0,2,3,198.42947125434875,314.8398458957672,0.313281860616472,209.90052374582442,63.0,104.8850359916687,66.48418411375984,0.0,20.0,30.0
rare_b,11,3,0,0,0,169.44444444444446,322.22222222222223,,409.65909090909093,22.0,68.125,209.6590909090909,0.0,0.0,0.0
rare_c,23,20,1,3,4,150.0,178.125,,142.53246753246754,77.0,46.25,-39.935064935064936,5.0,15.0,20.0
all_rare,56,33,1,5,7,162.5,225.0,0.313281860616472,205.00761108633912,162.0,219.2600359916687,35.345701229425124,3.0303030303030303,15.151515151515152,21.21212121212121
