candidate_id,architecture,training_scope,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
pooled_transfer__tsb_a0.40_b0.20__w24__classical__s1.00,classical,pooled_transfer,35,35,6,12,24,90.93470171800692,116.62174182796853,0.5278053079458382,99.04307087211343,195.0,263.68332632339866,35.22221862738393,35.22221862738393
pooled_transfer__hurdle_d1_sqrt_log__w24__soft__p0.75__t0.00__s1.00__tsb__b0.50,hurdle,pooled_transfer,35,35,6,12,20,94.41625846576255,141.33024222886803,0.5587273915371409,100.04512875203233,195.0,274.7208751565433,40.88250008027861,40.88250008027861
pooled_transfer__hurdle_d1_sqrt_log__w24__expected__p1.00__t0.00__s1.25__none__b0.00,hurdle,pooled_transfer,35,35,6,12,19,93.43688244849346,163.31203297958143,0.6494783432819895,102.30629697820356,195.0,273.241532667838,40.12386290658358,40.12386290658358
pooled_transfer__hurdle_d2_sqrt_log__w24__soft__p0.75__t0.00__s1.00__tsb__b0.50,hurdle,pooled_transfer,35,35,6,12,18,94.7097984894573,136.07340760734087,0.5440384105798528,100.59890654002055,195.0,272.00937600965545,39.491987697259205,39.491987697259205
pooled_transfer__hurdle_d1_sqrt_log__w24__soft__p0.75__t0.00__s1.25__none__b0.00,hurdle,pooled_transfer,35,35,6,12,17,100.09063583996078,190.56986360674813,0.6974313107020593,110.19100531625874,195.0,302.23980222602063,54.994770372318264,54.994770372318264
c_only__recent_9__w24__classical__s0.75,classical,c_only,35,35,5,12,25,75.0,101.25,0.42945075757575757,90.9775641025641,195.0,220.40625,13.028846153846153,13.028846153846153
pooled_transfer__recent_9__w24__classical__s0.75,classical,pooled_transfer,35,35,5,12,25,75.0,101.25,0.42945075757575757,90.9775641025641,195.0,220.40625,13.028846153846153,13.028846153846153
c_only__tsb_a0.20_b0.40__w24__classical__s0.75,classical,c_only,35,35,5,12,25,79.878080376155,102.08084547442226,0.443460667880984,94.03747508598975,195.0,221.56956747273526,13.62541921678731,13.62541921678731
pooled_transfer__tsb_a0.20_b0.40__w24__classical__s0.75,classical,pooled_transfer,35,35,5,12,25,79.878080376155,102.08084547442226,0.443460667880984,94.03747508598975,195.0,221.56956747273526,13.62541921678731,13.62541921678731
c_only__direct_d2_base_p135__w24__direct__p1.00__t0.00__s2.00__none__b0.00,direct,c_only,35,35,5,12,19,96.24063014984131,232.66912460327148,0.7846049305164453,124.68340885944856,195.0,332.62122416496277,70.57498675126295,70.57498675126295
pooled_transfer__hurdle_d2_sqrt_log__w24__soft__p0.75__t0.00__s1.25__none__b0.00,hurdle,pooled_transfer,35,35,5,12,17,100.82448589919761,190.67248988366072,0.604953483982737,110.07603153689395,195.0,295.46105435880133,51.51848941476992,51.51848941476992
c_only__tsb_a0.40_b0.40__w24__classical__s1.00,classical,c_only,35,35,4,12,23,87.70811658751096,112.29054841752213,0.545643729624194,103.02010782019741,195.0,250.13583603189687,28.274787708665063,28.274787708665063
pooled_transfer__tsb_a0.40_b0.40__w24__classical__s1.00,classical,pooled_transfer,35,35,4,12,23,87.70811658751096,112.29054841752213,0.545643729624194,103.02010782019741,195.0,250.13583603189687,28.274787708665063,28.274787708665063
pooled_transfer__hurdle_d2_full_log__w24__soft__p0.75__t0.00__s1.00__sba__b0.50,hurdle,pooled_transfer,35,35,9,11,22,85.04138965294136,114.91448148307347,0.5082574470388468,91.96514044053411,195.0,241.62718454328126,23.91137668886218,23.91137668886218
pooled_transfer__hurdle_d2_sqrt_log__w24__soft__p1.25__t0.00__s1.00__none__b0.00,hurdle,pooled_transfer,35,35,8,11,24,84.92963736223824,105.3221905807986,0.39396068517171323,85.46515031573247,195.0,195.37378202352338,0.19168308898634642,0.19168308898634642
pooled_transfer__hurdle_d2_sqrt_log__w24__soft__p0.50__t0.00__s1.00__none__b0.00,hurdle,pooled_transfer,35,35,8,11,20,89.06273338371898,154.39322667077252,0.5426727792879735,97.4223731893769,195.0,262.5415616768957,34.63669829584395,34.63669829584395
c_only__sba_a0.70__w24__classical__s1.75,classical,c_only,35,35,8,11,18,95.37421537249864,152.704794628461,0.6474706874362186,133.9794960309282,195.0,340.9615682583645,74.85208628634076,74.85208628634076
pooled_transfer__sba_a0.70__w24__classical__s1.75,classical,pooled_transfer,35,35,8,11,18,95.37421537249864,152.704794628461,0.6474706874362186,133.9794960309282,195.0,340.9615682583645,74.85208628634076,74.85208628634076
pooled_transfer__hurdle_d2_sqrt_log__w24__expected__p1.00__t0.00__s1.00__none__b0.00,hurdle,pooled_transfer,35,35,7,11,23,86.32488436344204,116.89791951471435,0.48300570712916713,87.39189513124396,195.0,214.23439182171734,9.863790677803763,9.863790677803763
pooled_transfer__hurdle_d2_sqrt_log__w24__hard__p1.00__t0.20__s1.00__none__b0.00,hurdle,pooled_transfer,35,35,7,11,23,86.32488436344204,116.89791951471435,0.48300570712916713,87.39189513124396,195.0,214.23439182171734,9.863790677803763,9.863790677803763
pooled_transfer__hurdle_d2_full_log__w24__soft__p0.75__t0.00__s1.50__none__b0.00,hurdle,pooled_transfer,35,35,7,11,22,88.86584709149794,121.96461014591645,0.4604606361259449,93.44920120199207,195.0,243.72299986639086,24.98615377763634,24.98615377763634
c_only__tsb_a0.40_b0.05__w24__classical__s1.00,classical,c_only,35,35,7,11,20,94.75850365518058,134.7736140123891,0.5259233541361278,103.64743643380606,195.0,291.8369624146955,49.65998072548487,49.65998072548487
pooled_transfer__tsb_a0.40_b0.05__w24__classical__s1.00,classical,pooled_transfer,35,35,7,11,20,94.75850365518058,134.7736140123891,0.5259233541361278,103.64743643380606,195.0,291.8369624146955,49.65998072548487,49.65998072548487
