cohort,positive_skus,below_50,below_70,below_100,median_wmape,median_mase,pct_below_50,pct_below_70,pct_below_100
recurring_a,213,36,111,178,68.570867744652,0.34380240616975005,16.901408450704224,52.11267605633803,83.5680751173709
recurring_b,110,16,43,74,75.97258422223003,0.5176672824494263,14.545454545454545,39.09090909090909,67.27272727272727
