sku_id,candidate_source,candidate_model_key,candidate_model,mean_rolling_3m_wmape_percent,horizon_wmape_percent,actual_total,forecast_total,absolute_error,bias,actual_positive_months,selection_score,champion_quality
3552686R20000,08_fair_champion,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,79.31684547924264,76.756407489669,191.0,137.8428037346754,146.6047383052678,-53.15719626532458,107,79.31684547924264,under_100
35601M74TA0000,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,80.1534857137934,88.48389396176026,226.0,82.04659220120901,199.97360035357812,-143.95340779879106,78,80.1534857137934,under_100
35602M73T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,35.0,0.0,35.0,-35.0,22,100.0,under_100
35603M79G30000,08_fair_champion,sba_croston,SBA Croston,121.1685860788054,154.02235790315564,59.0,74.58202178501182,90.8731911628618,15.582021785011818,48,121.1685860788054,under_200
3560461J10000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,101.90427997394612,103.32371012731032,110.0,6.8181740045547485,113.65608114004135,-103.18182599544525,58,101.90427997394612,under_200
35604M84400000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,107.50151384136298,128.37524924959456,77.0,35.08636820316315,98.8489419221878,-41.91363179683685,22,107.50151384136298,under_200
35612M60B50000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,32.0,0.0,32.0,-32.0,10,100.0,under_100
3565050J10000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,34.0,0.0,34.0,-34.0,16,100.0,under_100
35650M53T00000,08_fair_champion,tsb,TSB,93.28947802197804,87.54526315789475,95.0,31.122,83.168,-63.87799999999999,58,93.28947802197804,under_100
35650M60M00000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,114.9480247209149,113.97483814507723,64.0,26.025996565818787,72.94389641284943,-37.97400343418121,56,114.9480247209149,under_200
35651M79G40000,08_fair_champion,sba_croston_tuned,SBA Croston Tuned,129.26931070880323,233.4664737732712,38.0,88.6647428426713,88.71726003384308,50.66474284267129,32,129.26931070880323,under_200
35651M79M00000,08_fair_champion,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,98.97870455688113,111.449903213542,97.0,112.06631374115447,108.10640611713576,15.0663137411545,72,98.97870455688113,under_100
35670M76T00000,08_fair_champion,tsb,TSB,93.08478299350573,91.51988511524549,86.0,47.86150680200001,78.70710119911111,-38.13849319799999,63,93.08478299350573,under_100
35671M79G30000,08_fair_champion,sba_croston,SBA Croston,112.4411969066358,115.71053833507575,91.0,83.24369497427429,105.29658988491894,-7.756305025725707,67,112.4411969066358,under_200
35671M79G40000,08_fair_champion,sba_croston,SBA Croston,107.98770982214585,129.02063224253055,85.0,69.8640734447938,109.66753740615096,-15.135926555206195,61,107.98770982214585,under_200
3570186R00000,09_croston_ml_hybrid,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,71.43381795528094,70.10419349516592,217.0,127.63898020982742,152.12609988451004,-89.36101979017258,122,71.43381795528094,under_100
35701M76T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,99.4809351728494,97.05127375325524,119.0,9.623510396464992,115.49101576637376,-109.37648960353502,73,99.4809351728494,under_100
3570273R10000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,100.58750428915936,102.36072209866151,69.0,3.490749791264534,70.62889824807644,-65.50925020873547,38,100.58750428915936,under_200
35702M76T00000,08_fair_champion,tsb,TSB,97.32129283468458,93.22480194044574,133.0,62.44594704747544,123.98898658079284,-70.55405295252456,77,97.32129283468458,under_100
35750M53T01000,08_fair_champion,tsb,TSB,98.77541644863074,91.80666666666669,120.0,31.122,110.168,-88.87800000000001,55,98.77541644863074,under_100
35750M68P00000,08_fair_champion,recent_mean_6,Recent Mean 6m,118.24212271973468,231.48148148148144,36.0,81.0,83.33333333333333,45.0,31,118.24212271973468,under_200
35750M68P11000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,34.0,0.0,34.0,-34.0,10,100.0,under_100
35750M68P20000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,21.0,0.0,21.0,-21.0,14,100.0,under_100
35750M73T00000,08_fair_champion,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,89.21789254826243,84.07474622414313,140.0,68.90769247755628,117.70464471380036,-71.09230752244372,65,89.21789254826243,under_100
3591075F31000,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,100.31527488131927,102.91962365503426,169.0,26.432875398431964,173.93416397700787,-142.56712460156803,63,100.31527488131927,under_200
3591075F61000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,28.0,0.0,28.0,-28.0,8,100.0,under_100
35910M74L01000,08_fair_champion,sba_croston,SBA Croston,81.50850854105656,87.50353282766643,171.0,119.272655399774,149.6310411353096,-51.72734460022602,94,81.50850854105656,under_100
3611050A30000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,100.1344308966682,316.41677373494855,39.0,107.85090672969818,123.40254175662994,68.85090672969818,18,100.1344308966682,under_200
3613050A30000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,99.1735528916221,140.3397284056011,114.0,61.58976936340332,159.98729038238525,-52.41023063659668,18,99.1735528916221,under_100
36230M70CA1000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,102.80814129495845,152.73478552092678,40.0,28.87726791972501,61.09391420837071,-11.122732080274986,40,102.80814129495845,under_200
36250M74T55000,08_fair_champion,direct_hist_squared,Direct Hist Gradient Squared,80.19030632722693,81.49193560085112,17.0,9.651737006634011,13.85362905214469,-7.348262993365986,8,80.19030632722693,under_100
3627479P01000,08_fair_champion,sba_croston_tuned,SBA Croston Tuned,88.34958026367312,78.61280118884439,150.0,170.07333591099243,117.91920178326656,20.073335910992427,103,88.34958026367312,under_100
3641054G01000,08_fair_champion,sba_croston,SBA Croston,115.50650384556978,116.35579098995724,136.0,97.07393566438788,158.24387574634184,-38.92606433561212,63,115.50650384556978,under_200
3641063J02000,08_fair_champion,sba_croston,SBA Croston,104.51304144980148,109.484240285971,144.0,66.93613807582422,157.65730601179823,-77.06386192417578,69,104.51304144980148,under_200
3641075F01000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,101.76179962114445,111.1372808367014,80.0,25.047042548656464,88.90982466936111,-54.952957451343536,47,101.76179962114445,under_200
36410M60B30000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,72.0,0.0,72.0,-72.0,6,100.0,under_100
36410M67K10000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,86.90496189331866,83.88050982847346,241.0,203.6169779653768,202.1520286866211,-37.3830220346232,105,86.90496189331866,under_100
3641275F00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,23.0,0.0,23.0,-23.0,8,100.0,under_100
36430M76M00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,86.0,0.0,86.0,-86.0,26,100.0,under_100
3658054P00000,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,98.5061603681242,106.54020077820817,55.0,14.941126918887758,58.597110428014496,-40.05887308111224,43,98.5061603681242,under_100
3658354P01000,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,76.49827424432179,71.12363944119453,210.0,217.9450737538616,149.3596428265085,7.945073753861603,111,76.49827424432179,under_100
37019M79MK0000,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,98.4803506323396,92.92761988708745,100.0,16.630146999210712,92.92761988708745,-83.36985300078929,61,98.4803506323396,under_100
37145M55B21000,08_fair_champion,sba_croston,SBA Croston,98.44337633510104,93.93926685631344,198.0,58.39381052854762,185.9997483755006,-139.60618947145238,99,98.44337633510104,under_100
37145M56R20000,08_fair_champion,sba_croston,SBA Croston,120.73547704514708,175.76503864369337,49.0,65.22520725507567,86.12486893540975,16.225207255075695,39,120.73547704514708,under_200
37145M66L00000,08_fair_champion,sba_croston,SBA Croston,104.06243046686544,112.55162609104228,102.0,69.88528392143844,114.8026586128631,-32.114716078561564,69,104.06243046686544,under_200
37736M58R00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,98.52736618883016,100.10266382962662,151.0,15.221303701400757,151.1550223827362,-135.77869629859924,83,98.52736618883016,under_100
37736M79M00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,103.49947546914326,101.1829221000274,48.0,5.133677005767822,48.56780260801315,-42.86632299423218,32,103.49947546914326,under_200
3773773R00Z2S,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,97.2974336967681,93.61082343177502,114.0,19.576287028496928,106.71633871222352,-94.42371297150308,81,97.2974336967681,under_100
38315M68K00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,102.67734385098673,112.71760453943347,61.0,23.698645174503326,68.75773876905441,-37.301354825496674,49,102.67734385098673,under_200
38330M68K01000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,97.1858926386012,97.32205912383016,31.0,0.8301616716126472,30.16983832838736,-30.16983832838736,25,97.1858926386012,under_100
3834062R30000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,56.0,0.0,56.0,-56.0,24,100.0,under_100
38340M51K42000,08_fair_champion,hurdle_random_forest,Hurdle Random Forest Regression,87.29632052191957,80.10495243655842,333.0,169.47417177305823,266.7494916137396,-163.52582822694177,114,87.29632052191957,under_100
3834651K42000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,93.96837304035824,126.5095865284955,27.0,22.44626009464264,34.15758836269379,-4.553739905357361,21,93.96837304035824,under_100
3845061J12000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,20.0,0.0,20.0,-20.0,11,100.0,under_100
3845062R00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,103.56934038821116,101.92239921953943,72.0,10.181213676929474,73.38412743806839,-61.818786323070526,41,103.56934038821116,under_200
3845065J10000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,102.95666227044984,106.48588960369428,96.0,11.468962907791138,102.22645401954651,-84.53103709220886,39,102.95666227044984,under_200
3845071L10000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,82.71856835365502,79.88575276832502,217.0,244.1135304876181,173.3520835072653,27.11353048761811,120,82.71856835365502,under_100
38450M79M00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,97.82676776826737,100.17548404573425,123.0,11.644436806440353,123.21584537625313,-111.35556319355965,66,97.82676776826737,under_100
38450M80T10000,08_fair_champion,direct_hist_squared,Direct Hist Gradient Squared,79.42451614403255,107.77274560894492,18.0,21.218541777195345,19.399094209610084,3.218541777195348,12,79.42451614403255,under_100
38452M56R30000,08_fair_champion,sba_croston,SBA Croston,103.45830996889136,102.44034942963351,101.0,30.93897466247623,103.46475292392986,-70.06102533752377,71,103.45830996889136,under_200
38452M65L00000,09_croston_ml_hybrid,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,77.3455371090344,66.83029775070933,226.0,161.46395123004913,151.0364729166031,-64.53604876995087,119,77.3455371090344,under_100
38452M68K00000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,103.85984959809676,134.0249435769187,36.0,18.085431694984436,48.248979687690735,-17.914568305015564,28,103.85984959809676,under_200
38480M68P01000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,97.05289300892812,114.35393405596344,25.0,8.297034611142104,28.588483513990862,-16.702965388857898,24,97.05289300892812,under_100
38500M55T01000,08_fair_champion,boosted_sba_hybrid,Boosted SBA Hybrid,93.2088076955146,93.66474318301714,134.0,44.680639818685584,125.51075586524296,-89.3193601813144,74,93.2088076955146,under_100
3882151K02000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,94.52913331458107,100.18281634424774,71.0,18.313782215118408,71.1297996044159,-52.68621778488159,35,94.52913331458107,under_100
3882165J00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,103.11974787965734,118.58203102041173,54.0,12.804134249687195,64.03429675102234,-41.195865750312805,47,103.11974787965734,under_200
38821M67P00000,08_fair_champion,sba_croston,SBA Croston,99.02839862901313,99.52384815508532,120.0,48.904472341511685,119.4286177861024,-71.09552765848832,84,99.02839862901313,under_100
3910268L01000,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,100.2501910264754,101.65858131449555,33.0,2.029141716355988,33.54733183378353,-30.97085828364401,21,100.2501910264754,under_200
39102M80T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,45.0,0.0,45.0,-45.0,23,100.0,under_100
3925061J00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,97.22113936896504,98.08064136865003,106.0,18.972092032432556,103.96547985076904,-87.02790796756744,79,97.22113936896504,under_100
39321M56R00000,08_fair_champion,sba_croston,SBA Croston,116.81583747001456,203.2504502248615,37.0,60.42395154609223,75.20266658319876,23.42395154609224,35,116.81583747001456,under_200
39321M67P00000,08_fair_champion,sba_croston,SBA Croston,102.7711016967134,103.27578853888063,123.0,31.42160645931729,127.0292199028232,-91.5783935406827,88,102.7711016967134,under_200
39322M56R00000,08_fair_champion,sba_croston,SBA Croston,133.73509183031575,253.182255046382,33.0,81.16007289766233,83.55014416530607,48.16007289766233,31,133.73509183031575,under_200
39322M67P00000,08_fair_champion,sba_croston,SBA Croston,102.0406887063891,102.89468473488952,124.0,16.152340820683435,127.589409071263,-107.84765917931657,89,102.0406887063891,under_200
39322M67P10000,08_fair_champion,sba_croston,SBA Croston,108.82787682515394,111.76092782241328,144.0,55.903229770496026,160.93573606427512,-88.09677022950399,60,108.82787682515394,under_200
3F11579S10ZWG,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,99.31586188478688,101.63992164098153,48.0,1.7252603914829383,48.78716238767113,-46.274739608517066,31,99.31586188478688,under_100
3F11779S00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,20.0,0.0,20.0,-20.0,13,100.0,under_100
4161552R00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,25.0,0.0,25.0,-25.0,7,100.0,under_100
4171080J00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,101.13470666917726,99.41332413225757,343.0,27.295947194099426,340.9877017736435,-315.7040528059006,81,101.13470666917726,under_200
41710M68K00000,08_fair_champion,sba_croston,SBA Croston,133.17299240481717,122.3115527480728,337.0,312.64764375084707,412.1899327610053,-24.352356249152905,70,133.17299240481717,under_200
41710M76M00000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,116.29884285318268,117.84170023326216,116.0,39.01535964012146,136.6963722705841,-76.98464035987854,49,116.29884285318268,under_200
41710M82000000,08_fair_champion,sba_croston,SBA Croston,113.99118472001396,107.03327714039384,171.0,111.09401167788948,183.0269039100735,-59.90598832211052,72,113.99118472001396,under_200
4311052R71000,08_fair_champion,recent_mean_6,Recent Mean 6m,106.89655172413794,149.27536231884056,23.0,15.0,34.33333333333333,-8.000000000000002,23,106.89655172413794,under_200
4311078K00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,10.0,0.0,10.0,-10.0,10,100.0,under_100
43110M75J80000-OP,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,119.23900485203527,123.91693265079319,40.0,27.57277525538312,49.566773060317274,-12.427224744616876,26,119.23900485203527,under_200
432006682227S,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,12.0,0.0,12.0,-12.0,4,100.0,under_100
4321052R5027N,08_fair_champion,sba_croston,SBA Croston,103.88811621429026,107.3600635268578,130.0,57.585572966907066,139.56808258491515,-72.41442703309296,72,103.88811621429026,under_200
4321052S0039M,08_fair_champion,direct_hist_squared,Direct Hist Gradient Squared,94.4363822507113,93.91924286323292,366.0,115.53535217420956,343.74442887943246,-250.4646478257905,98,94.4363822507113,under_100
4321053R100CE,08_fair_champion,sba_croston,SBA Croston,95.37001582040004,91.50903033413864,233.0,97.35997774293328,213.21604067854304,-135.64002225706676,97,95.37001582040004,under_100
4321057M100BK,08_fair_champion,hurdle_random_forest,Hurdle Random Forest,95.26826862216969,133.91919370405964,44.0,16.786277292420394,58.92444522978624,-27.21372270757961,14,95.26826862216969,under_100
4321061J01ZBP,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,101.80237635236553,105.90536273043095,87.0,11.796595012148584,92.13766557547493,-75.20340498785143,38,101.80237635236553,under_200
4321064J01ZBP,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.14249689687036,101.6869480521211,46.0,2.2364628729023712,46.77599610397571,-43.76353712709763,40,100.14249689687036,under_200
4321068LA0ZA8,09_croston_ml_hybrid,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,87.16517461062986,74.975449973671,201.0,202.82924050092697,150.7006544470787,1.8292405009269714,108,87.16517461062986,under_100
4321071L91QC8,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,50.0,0.0,50.0,-50.0,8,100.0,under_100
4321078K6027N,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,104.97781606551922,107.46672409827882,12.0,0.8960068917934587,12.896006891793458,-11.103993108206542,12,104.97781606551922,under_200
4321079K510BK,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,103.13318997473266,118.67673581296748,55.0,13.113040745258331,65.27220469713211,-41.88695925474167,27,103.13318997473266,under_200
4321080S6027N,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,99.91648926357578,143.44073253769707,25.0,14.031531251157027,35.86018313442427,-10.968468748842973,13,99.91648926357578,under_100
43210M55R6027N,08_fair_champion,sba_croston,SBA Croston,100.96618006838716,99.36821597782811,346.0,36.34803440718999,343.8140272832853,-309.65196559281003,103,100.96618006838716,under_200
43210M55RH1QC8,08_fair_champion,sba_croston,SBA Croston,96.93575661353955,89.66756543633561,214.0,116.99350148952348,191.8885900337582,-97.0064985104765,95,96.93575661353955,under_100
43210M62S0009L,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,39.0,0.0,39.0,-39.0,7,100.0,under_100
43210M62S620CB,08_fair_champion,aggregate_allocation,Aggregate Allocation,92.61040074201505,89.44819183272112,300.0,65.02437878307525,268.3445754981633,-234.9756212169248,102,92.61040074201505,under_100
43210M68K1109L,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,107.52032891803604,99.32778174166931,181.0,45.395399254948025,179.78328495242147,-135.60460074505198,77,107.52032891803604,under_200
43210M74T50QC8,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,100.0,100.0,70.0,0.0,70.0,-70.0,45,100.0,under_100
43210M76M5127N,08_fair_champion,sba_croston,SBA Croston,112.19066238100596,118.05789556671331,65.0,56.99831341177837,76.73763211836365,-8.001686588221629,65,112.19066238100596,under_200
43210M76T50QC8,09_croston_ml_hybrid,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,91.31894708700885,106.5911740698713,94.0,87.88005191087723,100.19570362567902,-6.119948089122772,59,91.31894708700885,under_100
43210M79G5339M,08_fair_champion,sba_croston,SBA Croston,90.93668525738664,87.28479839634998,316.0,82.52129131340719,275.819962932466,-233.4787086865928,120,90.93668525738664,under_100
43210M83P0027N,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,106.5144074240736,107.06293831268947,72.0,24.75963866710663,77.08531558513641,-47.24036133289337,61,106.5144074240736,under_200
4325065DA1C48,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,101.0050818657045,107.572678574646,63.0,6.969434536850278,67.77078750202699,-56.03056546314973,41,101.0050818657045,under_200
4325079P00ZH1,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,104.08630898748035,119.01952454270112,107.0,48.08619318072384,127.3508912606902,-58.91380681927616,52,104.08630898748035,under_200
43250M53M0027N,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,216.0,0.0,216.0,-216.0,6,100.0,under_100
43250M53T0027N,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,112.0,0.0,112.0,-112.0,46,100.0,under_100
43250M68K1027N,08_fair_champion,sba_croston,SBA Croston,106.00756874718802,165.14771550221298,65.0,95.58545835142532,107.34601507643843,30.585458351425324,48,106.00756874718802,under_200
43250M68K2027N,08_fair_champion,sba_croston,SBA Croston,101.01522057065598,95.59063553944102,184.0,46.96682570170253,175.88676939257147,-137.03317429829747,100,101.01522057065598,under_200
43250M74L0027N,08_fair_champion,sba_croston,SBA Croston,91.22772655361436,88.83513219883012,250.0,84.52562415503267,222.0878304970753,-165.47437584496734,108,91.22772655361436,under_100
43250M74L1027N,08_fair_champion,sba_croston,SBA Croston,118.16004768395088,169.60104951538307,67.0,119.8875215591878,113.63270317530666,52.887521559187775,49,118.16004768395088,under_200
43250M79G6027N,08_fair_champion,sba_croston,SBA Croston,82.08995945824005,84.59961471076485,149.0,115.32862296306806,126.05342591903964,-33.67137703693195,93,82.08995945824005,under_100
43250M79M0027N,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,100.95140415083881,100.14924732968211,128.0,13.552326202392578,128.1910365819931,-114.44767379760742,72,100.95140415083881,under_200
4325251K20DB7,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,110.3047025296115,123.40543746948242,85.0,30.801990509033203,104.89462184906006,-54.1980094909668,32,110.3047025296115,under_200
4325261J0027S,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,101.98756995300452,124.05758694960521,52.0,15.878834068775177,64.50994521379471,-36.12116593122482,17,101.98756995300452,under_200
4325283S00CZ2,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,111.58371047770723,131.47893558114262,59.0,22.572571992874146,77.57257199287415,-36.427428007125854,39,111.58371047770723,under_200
43402M74L21000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,97.15531491246813,97.17828299318042,140.0,28.15503180027008,136.04959619045258,-111.84496819972992,72,97.15531491246813,under_100
4342386G01000,09_croston_ml_hybrid,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,102.93398438470912,101.16692111540253,347.0,32.31286382675171,351.0492162704468,-314.6871361732483,95,102.93398438470912,under_200
4345965J00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,21.0,0.0,21.0,-21.0,21,100.0,under_100
44119M53M00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,40.0,0.0,40.0,-40.0,8,100.0,under_100
48150M53M10C48,09_croston_ml_hybrid,croston_hist_gate_probsize,Croston HistGB gated probability size,96.80752049475163,109.55935020608085,44.0,6.08153450780067,48.20611409067557,-37.91846549219933,8,96.80752049475163,under_100
48150M68P00C48,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,118.0,0.0,118.0,-118.0,10,100.0,under_100
48150M69R00C48,09_croston_ml_hybrid,croston_rf_gate_probsize,Croston Random Forest gated probability size,97.54782852744336,96.39691751333109,217.0,34.159652336396086,209.18131100392847,-182.8403476636039,96,97.54782852744336,under_100
48150M79M11C48,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,124.0,0.0,124.0,-124.0,16,100.0,under_100
4982162A51000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,154.0,0.0,154.0,-154.0,33,100.0,under_100
5730073R02000,08_fair_champion,direct_random_forest_log1p,Direct Random Forest log1p,87.90469817169125,83.54000146475668,176.0,154.63937599780385,147.03040257797176,-21.360624002196165,100,87.90469817169125,under_100
5730079P02000,08_fair_champion,sba_croston,SBA Croston,97.69387699298576,98.39117128332816,140.0,22.386944309404186,137.7476397966594,-117.6130556905958,89,97.69387699298576,under_100
57300M66L00000,08_fair_champion,sba_croston,SBA Croston,102.24727059618505,102.54702994376169,124.0,89.72658953102345,127.15831713026448,-34.27341046897655,78,102.24727059618505,under_200
57300M68K10000,08_fair_champion,sba_croston,SBA Croston,105.72840162740106,109.4128054017436,93.0,52.38739779726811,101.75390902362156,-40.612602202731885,72,105.72840162740106,under_200
57300M74T00000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,82.54326671667057,85.09291525814186,99.0,69.08171617994552,84.24198610556044,-29.91828382005448,42,82.54326671667057,under_100
57300M75T00000,08_fair_champion,direct_random_forest_log1p,Direct Random Forest log1p,99.05362549343582,99.51151059057702,34.0,22.010102891450888,33.83391360079619,-11.989897108549112,13,99.05362549343582,under_100
5741079P00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,96.4816465324029,106.75377898578402,79.0,31.292677223682404,84.33548539876938,-47.707322776317596,59,96.4816465324029,under_100
57410M67P00000,08_fair_champion,sba_croston,SBA Croston,90.09712840696778,85.94991038033973,141.0,56.6711110032297,121.18937363627902,-84.3288889967703,106,90.09712840696778,under_100
5742071L01000,08_fair_champion,sba_croston,SBA Croston,100.77486934496876,104.63310772126268,91.0,41.68454531118226,95.21612802634904,-49.31545468881774,76,100.77486934496876,under_200
57611M68K10000,08_fair_champion,sba_croston,SBA Croston,93.6338944202878,94.56369007928863,132.0,75.54073640417565,124.824070904661,-56.45926359582436,91,93.6338944202878,under_100
57711M66L00000,08_fair_champion,sba_croston,SBA Croston,101.33117943118673,102.98114695829254,112.0,63.405637814182136,115.33888459328764,-48.59436218581787,79,101.33117943118673,under_200
57711M79G10000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,100.77874715839113,111.8512233098348,36.0,12.078415870666504,40.26644039154053,-23.921584129333496,24,100.77874715839113,under_200
5811077K00000,08_fair_champion,sba_croston,SBA Croston,117.46154328827542,149.27871771469526,58.0,70.02049699711138,86.58165627452325,12.020496997111373,49,117.46154328827542,under_200
58110M74L00000,08_fair_champion,sba_croston,SBA Croston,101.41986736145248,99.99851524964454,127.0,42.88844492702826,126.99811436704856,-84.11155507297175,81,101.41986736145248,under_200
5812165J00000,09_croston_ml_hybrid,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,112.81604272623858,115.85686030211272,54.0,40.78896141052246,62.56270456314087,-13.211038589477539,34,112.81604272623858,under_200
