sku_id,candidate_source,candidate_model_key,candidate_model,mean_rolling_3m_wmape_percent,horizon_wmape_percent,actual_total,forecast_total,absolute_error,bias,actual_positive_months,selection_score
7173368L00000,08_fair_champion,sba_croston,SBA Croston,109.03771128463926,120.9292223387135,83.0,52.50150615980383,100.3712545411322,-30.49849384019617,55,109.03771128463926
71734M58R00000,08_fair_champion,sba_croston,SBA Croston,113.39731154511006,122.5101298171304,73.0,57.00593305373323,89.43239476650518,-15.994066946266766,57,113.39731154511006
71736M74T00000,08_fair_champion,direct_random_forest_log1p,Direct Random Forest log1p,54.66225446013987,62.88330306121773,77.0,46.34690115420418,48.42014335713765,-30.653098845795828,42,54.66225446013987
7174050U10CUG,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,99.82441481019268,351.53950941459544,41.0,112.70247680391049,144.13119885998412,71.70247680391049,5,99.82441481019268
7174063T00EJ1,08_fair_champion,sba_croston,SBA Croston,100.84064021783576,104.89132760022248,106.0,38.025510204081634,111.18480725623584,-67.97448979591837,67,100.84064021783576
71740M50S00C48,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,107.21932131011664,142.96231691412282,49.0,31.00176697862616,70.05153528792017,-17.998233021373842,24,107.21932131011664
71740M68P20C48,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,23.0,0.0,23.0,-23.0,7,100.0
71740M74T00C48,08_fair_champion,tsb,TSB,91.71141830268672,88.5406032742616,237.0,44.77811652000001,209.84122976,-192.22188348,80,91.71141830268672
71740M74T20KDJ,08_fair_champion,tsb,TSB,91.87154346590908,90.57278787878786,198.0,25.56882,179.33411999999998,-172.43117999999998,79,91.87154346590908
7174173K005PK,08_fair_champion,sba_croston,SBA Croston,102.33660268029602,99.86829180275348,151.0,63.58874642535865,150.80112062215778,-87.41125357464136,84,102.33660268029602
71741M66L005PK,08_fair_champion,sba_croston,SBA Croston,109.5199855980926,104.7124110645818,158.0,41.107871613658496,165.4456094820392,-116.8921283863415,85,109.5199855980926
71741M79G10000,08_fair_champion,sba_croston,SBA Croston,114.58523324306162,125.08680170212078,81.0,46.52070871128733,101.32030937871784,-34.47929128871267,53,114.58523324306162
7174265J010PG,08_fair_champion,sba_croston,SBA Croston,114.432659218806,120.24014829128494,80.0,57.000244247743744,96.19211863302796,-22.99975575225625,58,114.432659218806
71742M53M100CB,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,36.0,0.0,36.0,-36.0,11,100.0
71742M79G000PG,08_fair_champion,sba_croston,SBA Croston,114.28276598450108,232.12200344391704,30.0,61.68768147636918,69.63660103317511,31.687681476369185,30,114.28276598450108
71743M53M100CB,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,86.0,0.0,86.0,-86.0,16,100.0
71744M53M00000,08_fair_champion,sba_croston,SBA Croston,126.4229140919945,338.2637110192761,18.0,55.41514792744511,60.887467983469705,37.41514792744511,18,126.4229140919945
71750M55T30C48,08_fair_champion,recent_mean_6,Recent Mean 6m,82.0194202742904,79.9184505606524,327.0,111.00000000000004,261.33333333333337,-216.0,122,82.0194202742904
7175160B00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,60.0,0.0,60.0,-60.0,6,100.0
7175163J105PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,90.12328595340314,91.91905214369348,22.0,1.7778085283874354,20.222191471612565,-20.222191471612565,19,90.12328595340314
7175173K105PK,08_fair_champion,sba_croston,SBA Croston,96.47125694166992,97.02697535021892,225.0,92.572445714876,218.31069453799265,-132.427554285124,87,96.47125694166992
71751M50S005PK,08_fair_champion,sba_croston,SBA Croston,112.59605771884168,118.89986248278142,83.0,45.41601092761067,98.68688586070856,-37.58398907238934,53,112.59605771884168
71751M67P005PK,08_fair_champion,sba_croston,SBA Croston,120.52009069272704,168.67543963528115,43.0,62.81378520598325,72.5304390431709,19.81378520598325,43,120.52009069272704
71751M68K005PK,08_fair_champion,sba_croston,SBA Croston,102.71844521848494,103.86071621851774,125.0,46.10649514080304,129.82589527314718,-78.89350485919697,74,102.71844521848494
71751M75T105PK,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,49.0,0.0,49.0,-49.0,17,100.0
71751M76MB0ZNZ,08_fair_champion,sba_croston,SBA Croston,105.63038094032018,101.9413468603968,178.0,82.94195020883548,181.4555974115063,-95.05804979116452,78,105.63038094032018
71751M76T005PK,08_fair_champion,direct_random_forest_log1p,Direct Random Forest log1p,88.26395804099867,72.72058800593545,168.0,131.01794851727934,122.17058784997155,-36.982051482720685,87,88.26395804099867
71751M79G10000,08_fair_champion,sba_croston,SBA Croston,103.34446855940476,100.42804145727128,167.0,101.14759242045544,167.71482923364303,-65.85240757954455,80,103.34446855940476
7175260B00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,60.0,0.0,60.0,-60.0,6,100.0
7175360B00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,120.0,0.0,120.0,-120.0,6,100.0
7176060P205PK,08_fair_champion,sba_croston,SBA Croston,99.81305611681805,96.13935372237596,148.0,52.8900493180257,142.28624350911642,-95.10995068197433,90,99.81305611681805
7176160MB05PK,08_fair_champion,sba_croston,SBA Croston,104.7260723467705,107.63116960098748,122.0,57.28200711739478,131.31002691320475,-64.71799288260523,68,104.7260723467705
7176171L105PK,08_fair_champion,sba_croston,SBA Croston,100.747018566893,94.98228429099164,93.0,67.15549326051473,88.33352439062223,-25.84450673948526,85,100.747018566893
7176173K105PK,08_fair_champion,sba_croston,SBA Croston,98.7083750847035,111.84876234496927,116.0,58.13697732794973,129.74456432016436,-57.863022672050285,61,98.7083750847035
71761M55T105PK,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,83.50909990532094,83.84891124510432,335.0,139.15688941737028,280.89385267109947,-195.84311058262972,119,83.50909990532094
71761M68K005PK,08_fair_champion,sba_croston,SBA Croston,103.58549345189589,102.5811264984366,115.0,46.58402723352949,117.96829547320206,-68.41597276647052,79,103.58549345189589
71761M75L005PK,08_fair_champion,recent_mean_6,Recent Mean 6m,125.17921146953408,178.94736842105263,38.0,57.0,68.0,19.0,38,125.17921146953408
71761M75L105PK,08_fair_champion,sba_croston,SBA Croston,103.42069398385108,101.6733163024672,113.0,63.95349869845228,114.89084742178794,-49.046501301547735,78,103.42069398385108
71761M75T105PK,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,84.77368786955812,87.62429491435044,50.0,14.405571751527669,43.81214745717522,-35.59442824847233,13,84.77368786955812
71761M76MB0ZNZ,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,121.30835856109516,207.16807030738343,47.0,106.84754130391389,97.36899304447022,59.847541303913886,42,121.30835856109516
7177161M005PK,08_fair_champion,sba_croston,SBA Croston,116.44523037050492,129.96088701296367,75.0,55.38957243145103,97.47066525972276,-19.61042756854897,48,116.44523037050492
71772M74T00000,08_fair_champion,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,95.89997291141164,92.39410821057317,57.0,50.06712227564692,52.6646416800267,-6.932877724353077,44,95.89997291141164
71781M66L00000,08_fair_champion,sba_croston,SBA Croston,100.66042248371964,102.10080282801675,185.0,27.56466835414131,188.88648523183105,-157.4353316458587,92,100.66042248371964
7178254P00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,107.43184427165164,139.60758675911865,53.0,24.61855472680873,73.99202098233289,-28.381445273191268,41,107.43184427165164
7178277KA05PK,08_fair_champion,sba_croston,SBA Croston,121.6668282315848,133.07713457489945,104.0,91.78715601429886,138.40021995789542,-12.212843985701149,51,121.6668282315848
7179086R10C48,08_fair_champion,sba_croston,SBA Croston,97.27072872455231,94.6907653466242,203.0,40.635763994921376,192.2222536536471,-162.36423600507862,105,97.27072872455231
7179154P00000,08_fair_champion,sba_croston,SBA Croston,126.9904229227628,237.49627778368404,32.0,68.06721617623487,75.99880889077889,36.06721617623485,28,126.9904229227628
7181165DD1799,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,66.0,0.0,66.0,-66.0,14,100.0
7181172L10799,08_fair_champion,recent_mean_6,Recent Mean 6m,105.14835858585856,167.9245283018868,53.0,84.0,89.0,31.0,48,105.14835858585856
7181177MJ0799,08_fair_champion,sba_croston,SBA Croston,126.50124283837742,211.78697095566693,39.0,72.70581713261458,82.5969186727101,33.70581713261459,32,126.50124283837742
7181180J20799,08_fair_champion,sba_croston,SBA Croston,102.62578706950018,97.4096954925348,139.0,54.64953818563452,135.39947673462336,-84.35046181436547,89,102.62578706950018
71811M68P20799,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,9.0,0.0,9.0,-9.0,9,100.0
71811M68P30799,08_fair_champion,aggregate_allocation,Aggregate Allocation,105.76899284017122,115.71920053759617,87.0,37.3084447272535,100.67570446770866,-49.6915552727465,50,105.76899284017122
71811M79G005PK,08_fair_champion,sba_croston,SBA Croston,99.31970908093317,98.37492902086407,158.0,56.14711268304973,155.43238785296523,-101.85288731695024,90,99.31970908093317
71812M66L00000,08_fair_champion,sba_croston,SBA Croston,100.71529937586809,114.29814471820212,99.0,89.56758112616288,113.1551632710201,-9.432418873837142,69,100.71529937586809
71813M66L00000,08_fair_champion,sba_croston,SBA Croston,105.08964103808889,106.5555994837535,130.0,74.47641949978535,138.5222793288795,-55.52358050021464,72,105.08964103808889
7182163J00000,08_fair_champion,sba_croston,SBA Croston,105.04347636408416,109.96185426380409,126.0,56.826795582114485,138.55193637239313,-69.17320441788551,64,105.04347636408416
71821M60M00000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,107.56071371114146,142.07100902535473,81.0,96.14366651699696,115.07751731053732,15.14366651699699,53,107.56071371114146
7182263J00000,08_fair_champion,sba_croston,SBA Croston,106.62686762885636,112.46257492964035,117.0,79.9349974982592,131.5812126676792,-37.06500250174082,67,106.62686762885636
71831M74T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,67.0,0.0,67.0,-67.0,46,100.0
71831M76T00000,08_fair_champion,tsb,TSB,90.67587096455752,85.790708,100.0,40.687938,85.790708,-59.312062,59,90.67587096455752
7183263J00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,8.0,0.0,8.0,-8.0,8,100.0
7185160G00000,08_fair_champion,sba_croston,SBA Croston,100.9272907910525,107.32178339040294,194.0,180.80145413437663,208.2042597773817,-13.198545865623394,75,100.9272907910525
7185261J01000,08_fair_champion,sba_croston,SBA Croston,100.29201902095728,95.6910380382596,158.0,63.62828393720193,151.19184010045018,-94.37171606279809,89,100.29201902095728
7187161M005PK,08_fair_champion,sba_croston,SBA Croston,110.58920123915392,132.1685910694988,66.0,70.20371573746704,87.23127010586921,4.203715737467049,56,110.58920123915392
7211062R00ES5,08_fair_champion,sba_croston,SBA Croston,112.97059208143888,114.04718095161331,81.0,70.30191086747374,92.3782165708068,-10.69808913252627,68,112.97059208143888
7211157M005PK,08_fair_champion,sba_croston,SBA Croston,103.06872015619209,113.14837521492755,77.0,61.61968670229537,87.12424891549423,-15.380313297704625,69,103.06872015619209
72111M8440009E,08_fair_champion,sba_croston,SBA Croston,122.33604456917044,176.53040435103364,103.0,106.47529467820183,181.82631648156465,3.4752946782018217,22,122.33604456917044
72111M8450009E,08_fair_champion,sba_croston,SBA Croston,137.46337216803798,198.527008895386,61.0,104.60258475421972,121.10147542618544,43.60258475421973,36,137.46337216803798
7211254GB0Z2S,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,73.0,0.0,73.0,-73.0,7,100.0
7211281A005PK,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,121.81681550173828,108.03355639794827,100.0,23.072957507056763,108.03355639794827,-76.92704249294323,38,121.81681550173828
72211M60M005PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,3.0,0.0,3.0,-3.0,3,100.0
72221M56R005PK,08_fair_champion,sba_croston,SBA Croston,95.17107074007292,92.70907474611542,161.0,76.0699430517162,149.26161034124584,-84.9300569482838,93,95.17107074007292
72311M68P01000,08_fair_champion,sba_croston,SBA Croston,86.93652284767506,82.850258743156,226.0,87.41632603452655,187.2415847595325,-138.58367396547345,116,86.93652284767506
7231282K00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,13.0,0.0,13.0,-13.0,13,100.0
72312M79M00000,08_fair_champion,hurdle_random_forest,Hurdle Random Forest,99.7623262219754,110.699871523672,67.0,8.416095620455646,74.16891392086023,-58.58390437954435,19,99.7623262219754
72320M80T00000,08_fair_champion,direct_hist_squared,Direct Hist Gradient Squared,90.32997557184127,79.00367699815487,72.0,56.21192438162311,56.88264743867151,-15.788075618376892,49,90.32997557184127
72321M76T00000,08_fair_champion,tsb,TSB,97.1885543550082,90.15786332394366,142.0,35.31562668000001,128.02416592,-106.68437332,72,97.1885543550082
72321M79G00000,08_fair_champion,sba_croston,SBA Croston,113.13503302051204,182.2798479336462,41.0,61.29004744215112,74.73473765279495,20.29004744215112,37,113.13503302051204
7232353R00000,08_fair_champion,sba_croston,SBA Croston,101.80311381160118,109.9676874397258,120.0,60.89525484457776,131.96122492767097,-59.10474515542223,66,101.80311381160118
72330M74L005PK,08_fair_champion,sba_croston,SBA Croston,116.16307275244084,191.31042643829213,46.0,73.83251948177397,88.0027961616144,27.83251948177397,34,116.16307275244084
72333M76M005PK,08_fair_champion,sba_croston,SBA Croston,105.46282634234154,112.74060194404916,86.0,62.29452776916376,96.95691767188228,-23.70547223083623,68,105.46282634234154
72361M79M00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,33.0,0.0,33.0,-33.0,13,100.0
72372M74L105PK,08_fair_champion,sba_croston,SBA Croston,97.28298006557776,97.94837518792848,184.0,72.84476638960754,180.22501034578843,-111.15523361039249,84,97.28298006557776
72381M80T10000,08_fair_champion,direct_hist_squared,Direct Hist Gradient Squared,83.08450547417033,80.63054755129797,102.0,50.22270658397586,82.24315850232392,-51.77729341602413,48,83.08450547417033
7239071L00000,08_fair_champion,sba_croston,SBA Croston,117.79455252581953,133.5342189122102,66.0,69.13463938305496,88.13258448205875,3.134639383054963,55,117.79455252581953
72390M76T00000,08_fair_champion,sba_croston,SBA Croston,99.47968588357,98.76522037386384,119.0,4.408163265306122,117.53061224489797,-114.59183673469389,74,99.47968588357
7243179M00000,08_fair_champion,sba_croston,SBA Croston,92.1644789175989,88.1237614591729,145.0,47.33611706468687,127.77945411580068,-97.66388293531313,107,92.1644789175989
72432M74T00000,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,82.50058229620969,80.17227228467694,205.0,95.0125211350585,164.35315818358774,-109.9874788649415,88,82.50058229620969
7246073R00000,08_fair_champion,sba_croston,SBA Croston,111.09887151255695,104.80155832577717,116.0,78.5611678450945,121.56980765790148,-37.4388321549055,75,111.09887151255695
7246079P00000,08_fair_champion,sba_croston,SBA Croston,99.76452371704468,96.3974303892346,116.0,85.41152468841446,111.82101925151213,-30.588475311585547,85,99.76452371704468
72460M60M00000,08_fair_champion,sba_croston,SBA Croston,101.11222409766737,103.10414346869676,94.0,63.81475029265957,96.91789486057496,-30.185249707340432,76,101.11222409766737
72520M68P02000,08_fair_champion,sba_croston,SBA Croston,108.69804778632478,92.25973398601236,158.0,82.3869494327052,145.77037969789953,-75.61305056729478,92,108.69804778632478
7252261M00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,111.94366402393456,184.8972282315692,22.0,20.240137105147006,40.67739021094523,-1.7598628948529915,15,111.94366402393456
72821M76MA0000,08_fair_champion,sba_croston,SBA Croston,99.45079043515923,109.60200150895136,127.0,58.5675105085332,139.19454191636822,-68.43248949146681,63,99.45079043515923
7283165D10000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,1.0,0.0,1.0,-1.0,1,100.0
7283181A01000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,33.0,0.0,33.0,-33.0,13,100.0
7287078A33000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,126.59889086400491,171.29043200465256,80.0,87.65896752389605,137.03234560372204,7.658967523896067,31,126.59889086400491
73111M62S515PK,08_fair_champion,sba_croston,SBA Croston,108.81310731515202,101.72230785412268,103.0,77.46130253847782,104.77397708974635,-25.53869746152217,79,108.81310731515202
73310M68P61C8J,08_fair_champion,sba_croston,SBA Croston,97.52671468904036,94.65466771467936,168.0,47.225601233528366,159.0198417606613,-120.77439876647162,100,97.52671468904036
73310M68P61GJL,08_fair_champion,sba_croston,SBA Croston,124.20634584209344,120.10780069959692,127.0,68.36129224734988,152.53690688848806,-58.63870775265013,64,124.20634584209344
73410M74L105PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,26.0,0.0,26.0,-26.0,26,100.0
73412M53M10U3J,08_fair_champion,sba_croston,SBA Croston,137.51546073944235,138.8128250754203,99.0,84.30103918260178,137.4246968246661,-14.698960817398202,44,137.51546073944235
7343061J00R8H,08_fair_champion,sba_croston,SBA Croston,115.76455081105154,114.91924110969478,114.0,98.22015934440849,131.00793486505205,-15.779840655591528,67,115.76455081105154
7361052R005PK,08_fair_champion,sba_croston,SBA Croston,100.0,100.0,49.0,0.0,49.0,-49.0,11,100.0
7361075H015PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,348.0,0.0,348.0,-348.0,6,100.0
73610M68P00C48,08_fair_champion,sba_croston,SBA Croston,100.462048191657,98.498638706786,172.0,22.57270117520793,169.4176585756719,-149.42729882479205,99,100.462048191657
73630M76M01GJL,08_fair_champion,tsb,TSB,117.87708711260012,160.1531532258913,54.0,66.31196789296563,86.4827027419813,12.311967892965631,40,117.87708711260012
73820M55R60PSG,08_fair_champion,sba_croston,SBA Croston,126.8784071610812,271.6031964716954,25.0,60.24677109810204,67.90079911792385,35.24677109810203,23,126.8784071610812
7382273R505PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,40.0,0.0,40.0,-40.0,16,100.0
7382276J00ZCP,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,34.0,0.0,34.0,-34.0,14,100.0
73841M68P60C8J,08_fair_champion,sba_croston,SBA Croston,98.52320951617492,95.96819512224424,143.0,71.1903355681565,137.23451902480923,-71.80966443184347,91,98.52320951617492
73841M68P60GJL,08_fair_champion,sba_croston,SBA Croston,108.0813529863865,108.79205279381011,134.0,69.39756791054499,145.78135074370556,-64.60243208945501,80,108.0813529863865
73910M68P01000,08_fair_champion,sba_croston,SBA Croston,95.72069791374126,91.69663334872986,144.0,87.99486857600685,132.043152022171,-56.00513142399314,90,95.72069791374126
74120M74LA0000,08_fair_champion,sba_croston,SBA Croston,104.2712635205713,108.21078657493514,147.0,109.27547395022984,159.06985626515467,-37.724526049770176,72,104.2712635205713
74120M79G00000,08_fair_champion,sba_croston,SBA Croston,125.9531538633032,167.00685188089432,92.0,111.07714523752,153.64630373042277,19.077145237520007,46,125.9531538633032
74461M74L00V6N,08_fair_champion,sba_croston,SBA Croston,94.99904228631074,90.65697707774038,242.0,98.38831922786112,219.3898845281317,-143.61168077213887,100,94.99904228631074
74461M76M00000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,82.76145342013703,77.65882903253934,283.0,202.78720554805824,219.7744861620864,-80.21279445194178,113,82.76145342013703
75110M76T60R3F,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,82.2102117580552,197.41008652754104,52.0,92.00632529975844,102.65324499432134,40.00632529975841,31,82.2102117580552
75139M70F005PK,08_fair_champion,sba_croston,SBA Croston,100.0,100.0,172.0,0.0,172.0,-172.0,23,100.0
75430M76M00000,08_fair_champion,sba_croston,SBA Croston,97.65448675042704,90.71967038868893,124.0,64.73121461770151,112.49239128197428,-59.2687853822985,95,97.65448675042704
75463M75J00000,08_fair_champion,sba_croston,SBA Croston,112.9651102448683,136.69961781366004,64.0,72.53885769093677,87.48775540074243,8.538857690936771,53,112.9651102448683
75463M79G00000,08_fair_champion,sba_croston,SBA Croston,127.48745654078546,187.12177017104145,52.0,98.90813635192131,97.30332048894157,46.90813635192133,44,127.48745654078546
7552171L00000,08_fair_champion,sba_croston,SBA Croston,98.3130518920495,96.17513930823044,144.0,22.96811870014161,138.4922006038518,-121.03188129985838,95,98.3130518920495
7594165J00000,08_fair_champion,sba_croston,SBA Croston,105.69149874311744,99.67943652835103,103.0,66.13002298547512,102.66981962420158,-36.869977014524885,82,105.69149874311744
7615181A01P4Z,08_fair_champion,sba_croston,SBA Croston,107.18679994864402,114.3196900353318,132.0,54.15705304706993,150.90199084663797,-77.84294695293006,53,107.18679994864402
7615181A01T01,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,48.0,0.0,48.0,-48.0,6,100.0
76237M70F005PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,107.10278238663766,146.0,10.37006228449098,156.37006228449098,-135.62993771550902,14,100.0
76295M53M10P4Z,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,120.01957236982918,149.37987465091862,41.0,37.659276724665446,61.24574860687664,-3.340723275334555,33,120.01957236982918
7666179P005PK,08_fair_champion,sba_croston,SBA Croston,98.03089940408417,97.44999267486082,112.0,65.7931017802253,109.14399179584412,-46.2068982197747,83,98.03089940408417
76661M75L005PK,08_fair_champion,sba_croston,SBA Croston,102.36785631044631,110.476654585049,95.0,78.96674555860768,104.95282185579656,-16.033254441392316,69,102.36785631044631
7672157L005PK,08_fair_champion,sba_croston,SBA Croston,109.04368412897,117.84037306789142,110.0,83.3686888077533,129.62441037468056,-26.631311192246702,61,109.04368412897
77141M55T000CB,08_fair_champion,sba_croston,SBA Croston,92.31254237055366,84.25835160027582,155.0,91.01618629403814,130.6004449804275,-63.983813705961865,93,92.31254237055366
77146M50S000CB,08_fair_champion,sba_croston,SBA Croston,113.47049998498645,105.91338661188148,89.0,85.34544910230154,94.2629140845745,-3.654550897698452,76,113.47049998498645
77171M68L00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,115.56260620550523,152.6667601894207,36.0,31.22740361742931,54.96003366819146,-4.772596382570692,31,115.56260620550523
77181M68K005PK,08_fair_champion,sba_croston,SBA Croston,107.02889504315516,147.36903964601984,68.0,61.92349554421749,100.2109469592935,-6.07650445578251,42,107.02889504315516
77181M76M005PK,08_fair_champion,sba_croston,SBA Croston,108.32538470614654,112.2238649623955,102.0,46.28448528046522,114.4683422616434,-55.71551471953478,61,108.32538470614654
77210M76T015PK,08_fair_champion,tsb,TSB,96.43347328814036,94.93864848936168,188.0,36.811623780000005,178.48465915999998,-151.18837622,76,96.43347328814036
77220M74T005PK,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,80.4302000067081,82.72637597420034,236.0,87.64177126024002,195.2342472991128,-148.35822873976008,86,80.4302000067081
77221M55T00799,08_fair_champion,tsb,TSB,88.94438238605537,86.74910403687936,234.0,64.34757808045494,202.99290344629773,-169.65242191954508,96,88.94438238605537
77230M75L000PG,08_fair_champion,sba_croston,SBA Croston,94.65966139551692,90.8366631134981,172.0,46.9438531250776,156.23906055521675,-125.0561468749224,108,94.65966139551692
7724054P105PK,08_fair_champion,sba_croston,SBA Croston,130.97208636528865,162.2495619043209,54.0,85.02498560310522,87.61476342833328,31.02498560310521,49,130.97208636528865
7724061M005PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,16.0,0.0,16.0,-16.0,16,100.0
77250M74T005PK,08_fair_champion,tsb,TSB,97.56660525695426,95.73434782608696,138.0,28.4598,132.1134,-109.5402,57,97.56660525695426
77250M79M100PG,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,105.69796358881952,29.0,1.6524094407576573,30.65240944075766,-27.34759055924234,29,100.0
77510M73T005PK,08_fair_champion,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,83.23273923111279,79.59255939279994,128.0,61.94985254486681,101.87847602278391,-66.05014745513316,63,83.23273923111279
7752061M005PK,08_fair_champion,sba_croston,SBA Croston,103.36874628750944,95.39107519438896,106.0,80.59141669800724,101.11453970605233,-25.40858330199276,86,103.36874628750944
77540M74T005PK,08_fair_champion,tsb,TSB,89.18660934484903,86.227417679558,181.0,41.725338,156.07162599999998,-139.27466199999998,79,89.18660934484903
7755078K000PG,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,68.83152841565648,67.71849559348364,179.0,204.0682872918427,121.21610711233572,25.068287291842708,118,68.83152841565648
7755365D00000,08_fair_champion,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,10.0,0.0,10.0,-10.0,1,100.0
7756178R005PK,08_fair_champion,hurdle_random_forest,Hurdle Random Forest,99.91166254998473,107.18839581542656,24.0,2.595144620674333,25.725214995702377,-21.404855379325667,12,99.91166254998473
7758064J10Z2S,08_fair_champion,sba_croston,SBA Croston,94.50386674917688,89.38780334195638,148.0,55.271003578253335,132.29394894609544,-92.72899642174669,101,94.50386674917688
7781163J200PG,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,81.9441830875181,77.8815947697252,202.0,208.63714722230583,157.3208214348449,6.63714722230586,106,81.9441830875181
77811M58J100PG,08_fair_champion,sba_croston,SBA Croston,100.7232677188592,101.8229609952678,136.0,67.41535270368591,138.4792269535642,-68.58464729631409,81,100.7232677188592
7783179J000PG,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.14951675615808,100.92768350979912,88.0,0.8163614886232247,88.81636148862322,-87.18363851137678,14,100.14951675615808
77831M79M000PG,08_fair_champion,tsb,TSB,111.24073251386515,127.03503602195856,82.0,44.78250441734264,104.168729538006,-37.21749558265736,40,111.24073251386515
77831M80E50000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,105.4201414796494,124.1029542097357,128.0,35.2840313901899,158.8517813884617,-92.71596860981008,17,105.4201414796494
77831M80EC00PG,08_fair_champion,sba_croston,SBA Croston,102.12291982306176,104.74459722760815,121.0,24.82109065505822,126.74096264540589,-96.17890934494176,81,102.12291982306176
7783278R000PG,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,96.0223019298984,105.5094367204838,30.0,2.5809605658355177,31.652831016145143,-27.41903943416448,12,96.0223019298984
77832M67P000PG,08_fair_champion,sba_croston,SBA Croston,117.1208983504166,207.0234233023152,46.0,87.58757467475579,95.23077471906495,41.58757467475577,35,117.1208983504166
7784161M00A93,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,105.64222631750864,111.61981241400504,42.0,11.45121171194046,46.88032121388212,-30.54878828805954,42,105.64222631750864
7813257L01000,08_fair_champion,sba_croston,SBA Croston,120.31576696394362,137.5892656594015,112.0,130.08166814803468,154.09997753852966,18.08166814803468,55,120.31576696394362
7821565J105PK,08_fair_champion,sba_croston,SBA Croston,115.79100000850524,126.16877286610476,116.0,60.05193665383861,146.35577652468152,-55.94806334616139,42,115.79100000850524
