sku_id,candidate_source,candidate_model,mean_rolling_3m_wmape_percent,fair08_source,fair08_model,fair08_mean_rolling_3m_wmape_percent,delta_09_champion_minus_08
72330M74L005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.87049659246054,06_intermittent_tournament,SBA Croston,116.16307275244084,-15.2925761599803
72333M76M005PK,08_fair_champion,SBA Croston,105.46282634234154,06_intermittent_tournament,SBA Croston,105.46282634234154,0.0
72361M79M00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
72372M74L105PK,08_fair_champion,SBA Croston,97.28298006557776,06_intermittent_tournament,SBA Croston,97.28298006557776,0.0
72381M80T10000,08_fair_champion,Direct Hist Gradient Squared,83.08450547417033,07_clean_regression,Direct Hist Gradient Squared,83.08450547417033,0.0
7239071L00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,105.23837960284689,06_intermittent_tournament,SBA Croston,117.79455252581953,-12.556172922972635
72390M76T00000,08_fair_champion,SBA Croston,99.47968588357,06_intermittent_tournament,SBA Croston,99.47968588357,0.0
7243179M00000,08_fair_champion,SBA Croston,92.1644789175989,06_intermittent_tournament,SBA Croston,92.1644789175989,0.0
72432M74T00000,08_fair_champion,Direct XGBoost Tweedie,82.50058229620969,07_clean_regression,Direct XGBoost Tweedie,82.50058229620969,0.0
7246073R00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.8699339426433,06_intermittent_tournament,SBA Croston,111.09887151255695,-10.228937569913654
7246079P00000,08_fair_champion,SBA Croston,99.76452371704468,06_intermittent_tournament,SBA Croston,99.76452371704468,0.0
72460M60M00000,09_croston_ml_hybrid,Croston HistGB gated probability size,95.65131611073001,06_intermittent_tournament,SBA Croston,101.11222409766737,-5.460907986937357
72520M68P02000,09_croston_ml_hybrid,Croston HistGB gated probability size,97.43886130116351,06_intermittent_tournament,SBA Croston,108.69804778632478,-11.259186485161266
7252261M00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,100.15903659225481,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,111.94366402393456,-11.784627431679752
72821M76MA0000,08_fair_champion,SBA Croston,99.45079043515923,06_intermittent_tournament,SBA Croston,99.45079043515923,0.0
7283165D10000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7283181A01000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7287078A33000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,111.16052092249629,07_clean_regression,Direct Extra Trees log1p,126.59889086400491,-15.438369941508626
73111M62S515PK,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,108.32351094460343,06_intermittent_tournament,SBA Croston,108.81310731515202,-0.48959637054859684
73310M68P61C8J,08_fair_champion,SBA Croston,97.52671468904036,06_intermittent_tournament,SBA Croston,97.52671468904036,0.0
73310M68P61GJL,09_croston_ml_hybrid,Croston Random Forest gated probability size,122.1586478051114,06_intermittent_tournament,SBA Croston,124.20634584209344,-2.047698036982041
73410M74L105PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
73412M53M10U3J,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,108.8868076031187,06_intermittent_tournament,SBA Croston,137.51546073944235,-28.62865313632365
7343061J00R8H,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,105.62865202411068,06_intermittent_tournament,SBA Croston,115.76455081105154,-10.135898786940857
7361052R005PK,09_croston_ml_hybrid,Croston HistGB gated probability size,99.97782528378755,06_intermittent_tournament,SBA Croston,100.0,-0.022174716212447265
7361075H015PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
73610M68P00C48,08_fair_champion,SBA Croston,100.462048191657,06_intermittent_tournament,SBA Croston,100.462048191657,0.0
73630M76M01GJL,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,105.77272262838152,06_intermittent_tournament,TSB,117.87708711260012,-12.104364484218607
73820M55R60PSG,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.47561136881511,06_intermittent_tournament,SBA Croston,126.8784071610812,-24.40279579226609
7382273R505PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7382276J00ZCP,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
73841M68P60C8J,08_fair_champion,SBA Croston,98.52320951617492,06_intermittent_tournament,SBA Croston,98.52320951617492,0.0
73841M68P60GJL,08_fair_champion,SBA Croston,108.0813529863865,06_intermittent_tournament,SBA Croston,108.0813529863865,0.0
73910M68P01000,08_fair_champion,SBA Croston,95.72069791374126,06_intermittent_tournament,SBA Croston,95.72069791374126,0.0
74120M74LA0000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.7995870731495,06_intermittent_tournament,SBA Croston,104.2712635205713,-1.4716764474217996
74120M79G00000,08_fair_champion,SBA Croston,125.9531538633032,06_intermittent_tournament,SBA Croston,125.9531538633032,0.0
74461M74L00V6N,08_fair_champion,SBA Croston,94.99904228631074,06_intermittent_tournament,SBA Croston,94.99904228631074,0.0
74461M76M00000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,78.55457617818526,07_clean_regression,Direct Extra Trees log1p,82.76145342013703,-4.206877241951773
75110M76T60R3F,08_fair_champion,Direct XGBoost Tweedie,82.2102117580552,07_clean_regression,Direct XGBoost Tweedie,82.2102117580552,0.0
75139M70F005PK,09_croston_ml_hybrid,Croston Random Forest gated probability size,100.0,06_intermittent_tournament,SBA Croston,100.0,0.0
75430M76M00000,08_fair_champion,SBA Croston,97.65448675042704,06_intermittent_tournament,SBA Croston,97.65448675042704,0.0
75463M75J00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,95.27910118030779,06_intermittent_tournament,SBA Croston,112.9651102448683,-17.68600906456051
75463M79G00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,108.73546084532371,06_intermittent_tournament,SBA Croston,127.48745654078546,-18.751995695461744
7552171L00000,08_fair_champion,SBA Croston,98.3130518920495,06_intermittent_tournament,SBA Croston,98.3130518920495,0.0
7594165J00000,08_fair_champion,SBA Croston,105.69149874311744,06_intermittent_tournament,SBA Croston,105.69149874311744,0.0
7615181A01P4Z,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,103.71428599156955,06_intermittent_tournament,SBA Croston,107.18679994864402,-3.4725139570744687
7615181A01T01,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
76237M70F005PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
76295M53M10P4Z,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,103.58029245540048,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,120.01957236982918,-16.439279914428695
7666179P005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,94.0582064524585,06_intermittent_tournament,SBA Croston,98.03089940408417,-3.9726929516256604
76661M75L005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,92.79111405854583,06_intermittent_tournament,SBA Croston,102.36785631044631,-9.576742251900484
7672157L005PK,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,97.9622092122833,06_intermittent_tournament,SBA Croston,109.04368412897,-11.081474916686702
77141M55T000CB,08_fair_champion,SBA Croston,92.31254237055366,06_intermittent_tournament,SBA Croston,92.31254237055366,0.0
77146M50S000CB,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,103.26157062252362,06_intermittent_tournament,SBA Croston,113.47049998498645,-10.208929362462825
77171M68L00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,104.1324430471891,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,115.56260620550523,-11.430163158316134
77181M68K005PK,08_fair_champion,SBA Croston,107.02889504315516,06_intermittent_tournament,SBA Croston,107.02889504315516,0.0
77181M76M005PK,09_croston_ml_hybrid,Croston HistGB gated probability size,102.55807463256659,06_intermittent_tournament,SBA Croston,108.32538470614654,-5.767310073579949
77210M76T015PK,08_fair_champion,TSB,96.43347328814036,06_intermittent_tournament,TSB,96.43347328814036,0.0
77220M74T005PK,08_fair_champion,Direct XGBoost Tweedie,80.4302000067081,07_clean_regression,Direct XGBoost Tweedie,80.4302000067081,0.0
77221M55T00799,08_fair_champion,TSB,88.94438238605537,06_intermittent_tournament,TSB,88.94438238605537,0.0
77230M75L000PG,08_fair_champion,SBA Croston,94.65966139551692,06_intermittent_tournament,SBA Croston,94.65966139551692,0.0
7724054P105PK,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,100.75414530136864,06_intermittent_tournament,SBA Croston,130.97208636528865,-30.21794106392001
7724061M005PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
77250M74T005PK,08_fair_champion,TSB,97.56660525695426,06_intermittent_tournament,TSB,97.56660525695426,0.0
77250M79M100PG,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
77510M73T005PK,08_fair_champion,XGBoost Tweedie depth2 reg10,83.23273923111279,08_tuned_capped_full_coverage,XGBoost Tweedie depth2 reg10,83.23273923111279,0.0
7752061M005PK,08_fair_champion,SBA Croston,103.36874628750944,06_intermittent_tournament,SBA Croston,103.36874628750944,0.0
77540M74T005PK,08_fair_champion,TSB,89.18660934484903,06_intermittent_tournament,TSB,89.18660934484903,0.0
7755078K000PG,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,61.830925833009765,07_clean_regression,Direct Extra Trees log1p,68.83152841565648,-7.000602582646714
7755365D00000,08_fair_champion,Hurdle Random Forest,100.0,06_intermittent_tournament,Hurdle Random Forest,100.0,0.0
7756178R005PK,08_fair_champion,Hurdle Random Forest,99.91166254998473,06_intermittent_tournament,Hurdle Random Forest,99.91166254998473,0.0
7758064J10Z2S,08_fair_champion,SBA Croston,94.50386674917688,06_intermittent_tournament,SBA Croston,94.50386674917688,0.0
7781163J200PG,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,78.81160762062714,07_clean_regression,Direct Extra Trees log1p,81.9441830875181,-3.1325754668909553
77811M58J100PG,08_fair_champion,SBA Croston,100.7232677188592,06_intermittent_tournament,SBA Croston,100.7232677188592,0.0
7783179J000PG,08_fair_champion,Hurdle Random Forest threshold 0.35,100.14951675615808,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.14951675615808,0.0
77831M79M000PG,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,101.19569828225808,06_intermittent_tournament,TSB,111.24073251386515,-10.045034231607076
77831M80E50000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,103.65224376872735,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,105.4201414796494,-1.7678977109220568
77831M80EC00PG,08_fair_champion,SBA Croston,102.12291982306176,06_intermittent_tournament,SBA Croston,102.12291982306176,0.0
7783278R000PG,08_fair_champion,Hurdle XGBoost threshold 0.30,96.0223019298984,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,96.0223019298984,0.0
77832M67P000PG,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,105.76780680063608,06_intermittent_tournament,SBA Croston,117.1208983504166,-11.353091549780515
7784161M00A93,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,103.94451436069276,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,105.64222631750864,-1.6977119568158798
7813257L01000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,117.83492482301766,06_intermittent_tournament,SBA Croston,120.31576696394362,-2.480842140925958
7821565J105PK,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.33679421921315,06_intermittent_tournament,SBA Croston,115.79100000850524,-13.45420578929209
7821965J105PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,114.13234404155186,07_clean_regression,Direct Extra Trees log1p,130.8046384896631,-16.67229444811123
7822565J105PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,109.93584955947986,06_intermittent_tournament,SBA Croston Tuned,134.05873718192032,-24.12288762244046
7877361M00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8143061A00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8181065J02000,08_fair_champion,SBA Croston,92.12189283906324,06_intermittent_tournament,SBA Croston,92.12189283906324,0.0
8181086R00000,08_fair_champion,SBA Croston,87.7961394139729,06_intermittent_tournament,SBA Croston,87.7961394139729,0.0
81810M55T01000,08_fair_champion,Direct XGBoost Tweedie,82.88403162782335,07_clean_regression,Direct XGBoost Tweedie,82.88403162782335,0.0
8183065J02000,08_fair_champion,Hurdle XGBoost threshold 0.30,96.69035078370092,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,96.69035078370092,0.0
8185080G00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
81850M67P00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
81850M74L00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.89713203625416,06_intermittent_tournament,SBA Croston,100.89773900634816,-0.0006069700939974609
81850M79G10000,08_fair_champion,Recent Mean 6m,125.39983164983164,06_intermittent_tournament,Recent Mean 6m,125.39983164983164,0.0
81850M79G20000,08_fair_champion,SBA Croston,139.20425161208263,06_intermittent_tournament,SBA Croston,139.20425161208263,0.0
81860M67P00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
81860M79G10000,08_fair_champion,SBA Croston Tuned,124.49628842844729,06_intermittent_tournament,SBA Croston Tuned,124.49628842844729,0.0
8211065J01000,08_fair_champion,SBA Croston,97.20127784372208,06_intermittent_tournament,SBA Croston,97.20127784372208,0.0
82110M55T10000,08_fair_champion,Hurdle XGBoost Tweedie,74.06779249715176,07_clean_regression,Hurdle XGBoost Tweedie,74.06779249715176,0.0
82150M820005ES,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
82160M67P10000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8220061870000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
82200M84880000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8228061810000,08_fair_champion,Hurdle Random Forest threshold 0.35,97.77207866075685,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,97.77207866075685,0.0
8228076872000,08_fair_champion,Hurdle Random Forest threshold 0.35,101.20556010626144,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,101.20556010626144,0.0
82280M79811000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,97.2874286662114,06_intermittent_tournament,SBA Croston,97.88666039777588,-0.5992317315644868
82302M68P15000,09_croston_ml_hybrid,Croston HistGB gated probability size,98.83620433244684,06_intermittent_tournament,SBA Croston,104.82652672265016,-5.990322390203318
82504M84500000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,101.16350815859262,06_intermittent_tournament,TSB,132.33553962299538,-31.172031464402764
82510M53M00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,92.41332441764207,06_intermittent_tournament,SBA Croston,115.80033846786507,-23.387014050223
82510M60M51000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,100.19202037878475,06_intermittent_tournament,SBA Croston,115.92572399927498,-15.733703620490232
82510M75T20000,08_fair_champion,Direct Extra Trees log1p,65.89229864619921,07_clean_regression,Direct Extra Trees log1p,65.89229864619921,0.0
82570M53810000,08_fair_champion,SBA Croston,93.36359559326226,06_intermittent_tournament,SBA Croston,93.36359559326226,0.0
82570M53M00000,09_croston_ml_hybrid,Croston HistGB gated probability size,100.02760849584187,06_intermittent_tournament,SBA Croston,103.65659008950765,-3.6289815936657703
82651M74K00000,08_fair_champion,Aggregate Allocation,96.3380267485004,06_intermittent_tournament,Aggregate Allocation,96.3380267485004,0.0
8276161A00000,08_fair_champion,Hurdle Random Forest threshold 0.35,101.63804817808251,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,101.63804817808251,0.0
82811M75J00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,100.0091504668578,06_intermittent_tournament,SBA Croston,104.97353455305203,-4.964384086194229
8281257LA0ZNL,08_fair_champion,Hurdle XGBoost threshold 0.30,100.32252846260334,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,100.32252846260334,0.0
82814M75J00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.38046869897006,06_intermittent_tournament,SBA Croston,112.84009187974716,-10.4596231807771
82840M68P005PK,08_fair_champion,Hurdle Random Forest,100.0,06_intermittent_tournament,Hurdle Random Forest,100.0,0.0
8285081A125PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8285081A225PK,08_fair_champion,Hurdle Random Forest threshold 0.35,101.7406509638366,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,101.7406509638366,0.0
8296060G00T01,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
82960M60G005ES,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.46705016787261,07_clean_regression,Direct Extra Trees log1p,119.94149500084067,-19.47444483296806
82960M60G00P4Z,08_fair_champion,SBA Croston,105.9596312545258,06_intermittent_tournament,SBA Croston,105.9596312545258,0.0
82960M60G00V6N,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8298265D00P4Z,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,108.54611306582801,07_clean_regression,Direct Extra Trees log1p,148.09435657908966,-39.54824351326165
82982M65D00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,103.38629629767793,07_clean_regression,Direct Extra Trees log1p,107.68750703745538,-4.301210739777446
82982M65D005PK,08_fair_champion,Direct Extra Trees log1p,98.5647505943998,07_clean_regression,Direct Extra Trees log1p,98.5647505943998,0.0
83101M53M10GCY,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8313063JC0C48,08_fair_champion,SBA Croston,100.0,06_intermittent_tournament,SBA Croston,100.0,0.0
83401M55R01000,08_fair_champion,Hurdle Random Forest threshold 0.35,104.19705554904836,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,104.19705554904836,0.0
83402M79G50000,08_fair_champion,SBA Croston,94.28228554906153,06_intermittent_tournament,SBA Croston,94.28228554906153,0.0
8344060A00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8366152R01000,08_fair_champion,SBA Croston,109.47821434767576,06_intermittent_tournament,SBA Croston,109.47821434767576,0.0
83661M68P01000,08_fair_champion,SBA Croston,101.17547001609906,06_intermittent_tournament,SBA Croston,101.17547001609906,0.0
83665M68P01000,08_fair_champion,SBA Croston,104.5213026641168,06_intermittent_tournament,SBA Croston,104.5213026641168,0.0
83714M62B00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
83740M62S005PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
83755M74L005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,102.70403962509305,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,104.75283926805862,-2.0487996429655766
83770M55T005PK,08_fair_champion,XGBoost Tweedie depth2 reg10,94.51499120912727,08_tuned_capped_full_coverage,XGBoost Tweedie depth2 reg10,94.51499120912727,0.0
8381065A00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8381152R02000,08_fair_champion,SBA Croston,109.8534350505404,06_intermittent_tournament,SBA Croston,109.8534350505404,0.0
8381165J00000,08_fair_champion,SBA Croston,107.1977244369246,06_intermittent_tournament,SBA Croston,107.1977244369246,0.0
8381173R00000,09_croston_ml_hybrid,Croston HistGB gated probability size,98.12312338480785,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,99.2578387615497,-1.1347153767418519
8381180J00000,08_fair_champion,Direct Extra Trees log1p,87.75804981751632,07_clean_regression,Direct Extra Trees log1p,87.75804981751632,0.0
83811M68P00000,08_fair_champion,SBA Croston,100.36295460340052,06_intermittent_tournament,SBA Croston,100.36295460340052,0.0
83811M74L01000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,103.27328351947169,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,109.04511550042172,-5.771831980950026
83811M79G11000,09_croston_ml_hybrid,Croston XGBoost depth2 gated size,98.97810152718719,06_intermittent_tournament,SBA Croston,100.16459079903602,-1.1864892718488278
8382065A00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8382165J00000,08_fair_champion,SBA Croston,103.42824461904554,06_intermittent_tournament,SBA Croston,103.42824461904554,0.0
83821M74L01000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,82.28610000832775,06_intermittent_tournament,Seasonal SBA Croston,83.73607819809092,-1.449978189763172
83821M79G11000,09_croston_ml_hybrid,Croston XGBoost depth2 gated size,102.73630472970386,06_intermittent_tournament,SBA Croston,103.13585686122072,-0.399552131516856
8383165J00000,08_fair_champion,SBA Croston,115.32371309123978,06_intermittent_tournament,SBA Croston,115.32371309123978,0.0
83831M79G00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated size,106.88487500906176,06_intermittent_tournament,SBA Croston,107.31199226052372,-0.427117251461965
8384165J00000,08_fair_champion,SBA Croston,105.24778530599085,06_intermittent_tournament,SBA Croston,105.24778530599085,0.0
83841M75T00000,08_fair_champion,Aggregate Allocation,100.0,06_intermittent_tournament,Aggregate Allocation,100.0,0.0
83841M79G01000,08_fair_champion,SBA Croston,109.27070810822164,06_intermittent_tournament,SBA Croston,109.27070810822164,0.0
8392165J010CB,08_fair_champion,SBA Croston,98.93520137543752,06_intermittent_tournament,SBA Croston,98.93520137543752,0.0
83922M68P000CB,08_fair_champion,Seasonal SBA Croston,131.28505909813194,06_intermittent_tournament,Seasonal SBA Croston,131.28505909813194,0.0
8392364J010CB,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8392471L200CE,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,105.09801850257777,06_intermittent_tournament,SBA Croston,114.80835641189036,-9.710337909312585
83924M74T000CB,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,93.71295179090623,06_intermittent_tournament,TSB,93.75776954177898,-0.044817750872752526
83924M76T100CB,08_fair_champion,Recent Mean 6m,99.66485507246377,06_intermittent_tournament,Recent Mean 6m,99.66485507246377,0.0
83932M75T000CB,08_fair_champion,Direct Hist Gradient Squared,80.09365133260927,07_clean_regression,Direct Hist Gradient Squared,80.09365133260927,0.0
83934M75T000CB,08_fair_champion,Direct Hist Gradient Squared,70.55707636066535,07_clean_regression,Direct Hist Gradient Squared,70.55707636066535,0.0
8394068L50000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,90.94460283915201,06_intermittent_tournament,SBA Croston,94.13809944469332,-3.1934966055413128
83940M55T010PG,08_fair_champion,Boosted SBA Hybrid,79.86783927359514,06_intermittent_tournament,Boosted SBA Hybrid,79.86783927359514,0.0
83940M74L00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
83940M74T01ZHJ,08_fair_champion,Aggregate Allocation,100.0,06_intermittent_tournament,Aggregate Allocation,100.0,0.0
83943M68P00000,08_fair_champion,SBA Croston,149.37600521901942,06_intermittent_tournament,SBA Croston,149.37600521901942,0.0
83970M55T00000,08_fair_champion,Aggregate Allocation,101.17680832446337,06_intermittent_tournament,Aggregate Allocation,101.17680832446337,0.0
8450162R02000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
8450171L02000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
84501M56R00000,08_fair_champion,SBA Croston,94.69465650085225,06_intermittent_tournament,SBA Croston,94.69465650085225,0.0
8450373R00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.97083651477641,06_intermittent_tournament,SBA Croston,117.91710769587984,-14.946271181103427
84503M62S00000,08_fair_champion,SBA Croston,93.9625695391566,06_intermittent_tournament,SBA Croston,93.9625695391566,0.0
84503M80T20000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,89.39164401099721,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,89.72582802706087,-0.33418401606365933
84504M68P00000,08_fair_champion,SBA Croston,101.55606393475628,06_intermittent_tournament,SBA Croston,101.55606393475628,0.0
8451061M02000,08_fair_champion,SBA Croston,91.78298055549276,06_intermittent_tournament,SBA Croston,91.78298055549276,0.0
84510M76T21000,08_fair_champion,Aggregate Allocation,98.5195402784002,06_intermittent_tournament,Aggregate Allocation,98.5195402784002,0.0
84510M76T31000,08_fair_champion,Recent Mean 6m,98.7584068936528,06_intermittent_tournament,Recent Mean 6m,98.7584068936528,0.0
84510M80T11000,08_fair_champion,Direct Random Forest log1p,63.77485357440322,07_clean_regression,Direct Random Forest log1p,63.77485357440322,0.0
84511M53M00000,09_croston_ml_hybrid,Croston Random Forest gated probability size,95.42597969846746,06_intermittent_tournament,SBA Croston,100.60842105143163,-5.182441352964176
84511M68K00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,114.52659956451987,06_intermittent_tournament,Seasonal SBA Croston,115.98524341622526,-1.4586438517053892
8454154P01000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,101.8029938686041,06_intermittent_tournament,SBA Croston,114.08538404745586,-12.282390178851756
