sku_id,recommended_model_key,recommended_model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,recommended_horizon_wmape_percent,recommended_mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,feature_count,fit_status,wmape_valid,recommended_selection_score,recommended_selection_metric,recommended_bias_percent,recommended_wmape_band,recommendation_quality
83821M74L01000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,171.0,186.36890276946252,115.48660258697464,15.368902769462496,67.53602490466353,84.23342878080975,69.27734456270942,159,113,162,124,779,fit,True,84.23342878080975,mean_rolling_3m_wmape_percent,8.987662438282161,70_to_100,under_100
71761M75T105PK,direct_extra_trees_log1p,Direct Extra Trees log1p,3,18,50.0,14.405571751527669,43.81214745717522,-35.59442824847233,87.62429491435044,84.77368786955812,88.52588932731909,18,13,18,0,779,fit,True,84.77368786955812,mean_rolling_3m_wmape_percent,-71.18885649694467,70_to_100,under_100
71750M55T30C48,direct_hist_squared,Direct Hist Gradient Squared,9,159,327.0,110.92759086183244,266.4412717056191,-216.07240913816753,81.48051122495997,84.95464397274473,85.94616798415335,154,122,126,54,779,fit,True,84.95464397274473,mean_rolling_3m_wmape_percent,-66.07718933888916,70_to_100,under_100
35321M60M10000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,208.0,247.8817831539419,153.55019922983178,39.88178315394187,73.82221116818836,85.04433850999568,68.11949430954209,156,120,162,147,779,fit,True,85.04433850999568,mean_rolling_3m_wmape_percent,19.173934208625898,70_to_100,under_100
77510M73T005PK,direct_xgboost_tweedie,Direct XGBoost Tweedie,8,87,128.0,57.36881735281748,103.87677881324245,-70.6311826471825,81.15373344784567,85.1532938227916,76.96181823555496,85,63,87,1,779,fallback_hist_poisson_xgboost_missing,True,85.1532938227916,mean_rolling_3m_wmape_percent,-55.180611443111324,70_to_100,under_100
36410M67K10000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,241.0,203.6169779653768,202.15202868662107,-37.383022034623195,83.88050982847346,86.90496189331866,76.6365446965481,147,105,162,115,779,fit,True,86.90496189331866,mean_rolling_3m_wmape_percent,-15.511627400258588,70_to_100,under_100
89969M63J00000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,159.0,129.6427728827561,149.08512349366606,-29.35722711724388,93.7642286123686,86.91496251633133,77.63655629843215,132,85,162,15,779,fit,True,86.91496251633133,mean_rolling_3m_wmape_percent,-18.463664853612503,70_to_100,under_100
95310M75T00000,hurdle_random_forest,Hurdle Random Forest Regression,3,18,95.0,35.961364569220834,92.3344072809272,-59.038635430779166,97.19411292729178,87.01982836677286,94.09411626189262,17,10,18,18,779,fit_probability_times_positive_amount,True,87.01982836677286,mean_rolling_3m_wmape_percent,-62.145932032399124,70_to_100,under_100
38340M51K42000,hurdle_random_forest,Hurdle Random Forest Regression,9,162,333.0,169.47417177305823,266.74949161373956,-163.52582822694177,80.10495243655842,87.29632052191957,79.8707380439746,156,114,162,73,779,fit_probability_times_positive_amount,True,87.29632052191957,mean_rolling_3m_wmape_percent,-49.10685532340594,70_to_100,under_100
68002M75T00000,direct_hist_squared,Direct Hist Gradient Squared,4,26,30.0,21.218541777195345,26.862866507248373,-8.781458222804652,89.54288835749458,87.50521852437406,80.54861954475953,26,15,26,2,779,fit,True,87.50521852437406,mean_rolling_3m_wmape_percent,-29.27152740934884,70_to_100,under_100
8381180J00000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,78.0,133.3666047058793,104.71423745416001,55.36660470587928,134.24902237712823,87.75804981751632,71.9308891958444,98,63,162,31,779,fit,True,87.75804981751632,mean_rolling_3m_wmape_percent,70.98282654599907,70_to_100,under_100
5730073R02000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,176.0,154.63937599780385,147.03040257797176,-21.360624002196165,83.54000146475668,87.90469817169125,72.55893455756573,147,100,162,73,779,fit,True,87.90469817169125,mean_rolling_3m_wmape_percent,-12.136718183066002,70_to_100,under_100
8721174G10P4Z,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,9,162,78.0,72.70075228708774,123.9927867985698,-5.29924771291226,158.96511128021768,87.94092524435393,102.78370779387049,50,24,162,2,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,87.94092524435393,mean_rolling_3m_wmape_percent,-6.7939073242464865,70_to_100,under_100
71751M76T005PK,direct_random_forest_log1p,Direct Random Forest log1p,9,122,168.0,131.01794851727934,122.17058784997157,-36.982051482720685,72.72058800593545,88.26395804099867,75.86925964692568,119,87,122,82,779,fit,True,88.26395804099867,mean_rolling_3m_wmape_percent,-22.013125882571835,70_to_100,under_100
35750M73T00000,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,8,99,140.0,68.90769247755628,117.70464471380036,-71.09230752244372,84.07474622414313,89.21789254826243,82.1262877474202,91,65,99,2,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,89.21789254826243,mean_rolling_3m_wmape_percent,-50.78021965888837,70_to_100,under_100
72311M68P01000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,226.0,211.36402895630948,164.92694644243133,-14.635971043690517,72.97652497452714,89.95003681898628,71.48205637092244,161,116,162,134,779,fit,True,89.95003681898628,mean_rolling_3m_wmape_percent,-6.4760933821639455,70_to_100,under_100
72320M80T00000,direct_hist_squared,Direct Hist Gradient Squared,7,81,72.0,56.211924381623106,56.88264743867151,-15.788075618376892,79.00367699815487,90.32997557184127,74.5514111054483,75,49,72,12,779,fit,True,90.32997557184127,mean_rolling_3m_wmape_percent,-21.92788280330124,70_to_100,under_100
84503M80T20000,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,6,51,54.0,30.501112803781588,55.0678447773453,-23.498887196218416,101.97749032841722,90.33010543485493,89.43299737547366,38,24,51,0,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,90.33010543485493,mean_rolling_3m_wmape_percent,-43.51645777077484,70_to_100,under_100
17920M76M00000,direct_tweedie_glm,Direct Tweedie GLM,9,162,340.0,203.8299071539248,280.25579211250954,-136.1700928460752,82.4281741507381,90.68340451177903,78.6882176599266,147,110,162,97,779,fit,True,90.68340451177903,mean_rolling_3m_wmape_percent,-40.050027307669176,70_to_100,under_100
84902M62S43BHE,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,227.0,140.98432157293698,182.5333245009901,-86.01567842706301,80.41115616783705,91.09479590515207,78.67898343410502,158,107,162,54,779,fit,True,91.09479590515207,mean_rolling_3m_wmape_percent,-37.892369351129084,70_to_100,under_100
11610M67P10000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,192.0,257.91809138935645,187.3260294889389,65.91809138935648,97.56564035882235,91.73704672580662,77.5327911409197,136,100,162,155,779,fit,True,91.73704672580662,mean_rolling_3m_wmape_percent,34.33233926528983,70_to_100,under_100
