sku_id,recommended_model_key,recommended_model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,recommended_horizon_wmape_percent,recommended_mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,feature_count,fit_status,wmape_valid,recommended_selection_score,recommended_selection_metric,recommended_bias_percent,recommended_wmape_band,recommendation_quality
72312M79M00000,direct_tweedie_glm,Direct Tweedie GLM,9,162,67.0,19.22495062405969,82.57429840332412,-47.77504937594031,123.24522149749869,106.74944300453619,107.43619879254268,56,19,162,0,779,fit,True,106.74944300453619,mean_rolling_3m_wmape_percent,-71.30604384468704,100_to_200,under_200
35602M73T00000,direct_xgboost_tweedie,Direct XGBoost Tweedie,7,75,35.0,42.842570689611904,53.98009476533727,7.842570689611903,154.22884218667792,106.78192247903873,112.81683157915474,47,22,75,0,779,fallback_hist_poisson_xgboost_missing,True,106.78192247903873,mean_rolling_3m_wmape_percent,22.40734482746258,100_to_200,under_200
35650M53T00000,direct_hist_squared,Direct Hist Gradient Squared,9,105,95.0,69.28498619965839,89.15042604963145,-25.715013800341602,93.84255373645415,106.79437473056444,94.09374157657014,91,58,87,38,779,fit,True,106.79437473056444,mean_rolling_3m_wmape_percent,-27.06843557930695,100_to_200,under_200
84541M56R00000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,129.0,160.199097326723,136.2046312375084,31.19909732672302,105.58498545543287,106.81551425823405,80.3745810437906,136,81,162,75,779,fit,True,106.81551425823405,mean_rolling_3m_wmape_percent,24.185346764901567,100_to_200,under_200
083161010A000,direct_hist_poisson,Direct Hist Gradient Poisson,9,162,20.0,29.597919971137852,47.8114678909359,9.597919971137852,239.0573394546795,107.01613565201349,106.42777532960272,18,8,162,0,779,fit,True,107.01613565201349,mean_rolling_3m_wmape_percent,47.989599855689264,100_to_200,under_200
0911912007000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,839.0,81.72271679549486,870.5717588982511,-757.2772832045052,103.76302251469025,107.0437702048451,101.25591745713714,105,47,162,17,779,fit,True,107.0437702048451,mean_rolling_3m_wmape_percent,-90.25950932115676,100_to_200,under_200
0938168001000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,40.0,34.19203396949827,69.05779400822729,-5.807966030501735,172.64448502056823,107.07405049845099,107.00194956699178,41,16,162,0,779,fit,True,107.07405049845099,mean_rolling_3m_wmape_percent,-14.519915076254339,100_to_200,under_200
0947112236000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,168.0,112.17207996950849,222.21197813885175,-55.8279200304915,132.26903460645937,107.07539662691092,107.71773702063453,102,47,162,2,779,fit,True,107.07539662691092,mean_rolling_3m_wmape_percent,-33.23090478005446,100_to_200,under_200
81860M67P00000,direct_xgboost_tweedie,Direct XGBoost Tweedie,9,162,28.0,30.672543706518496,54.87174335517648,2.6725437065184954,195.97051198277313,107.09441982261235,105.79395848034278,24,9,162,0,779,fallback_hist_poisson_xgboost_missing,True,107.09441982261235,mean_rolling_3m_wmape_percent,9.544798951851769,100_to_200,under_200
17760M67P00000,direct_tweedie_glm,Direct Tweedie GLM,9,162,132.0,220.6564162441892,123.98560160666793,88.65641624418919,93.92848606565752,107.18786055321448,67.7886460144846,157,108,162,107,779,fit,True,107.18786055321448,mean_rolling_3m_wmape_percent,67.16395170014333,100_to_200,under_200
