sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,feature_count,fit_status,wmape_valid,selection_score,selection_metric,bias_percent,wmape_band
8366152R01000,direct_hist_squared,Direct Hist Gradient Squared,9,162,72.0,276.3125158251351,210.39139389078184,204.3125158251351,292.21026929275257,301.90256984921746,224.97904522237081,131,67,162,108,779,fit,True,301.90256984921746,mean_rolling_3m_wmape_percent,283.76738309046544,over_200
83661M68P01000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,179.0,368.53954745437335,231.27146707391643,189.53954745437335,129.20193691280247,164.32011578342335,101.94416868539624,145,95,162,160,779,fit,True,164.32011578342335,mean_rolling_3m_wmape_percent,105.88801533763875,100_to_200
83661M68P01000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,179.0,395.2147275308253,254.42360429093563,216.21472753082531,142.1360917826456,180.2590731913538,124.77335762135594,145,95,162,162,779,fit,True,180.2590731913538,mean_rolling_3m_wmape_percent,120.79035057588007,100_to_200
83661M68P01000,direct_xgboost_tweedie,Direct XGBoost Tweedie,9,162,179.0,474.9142520356154,328.92878617108056,295.91425203561545,183.75909841959808,219.34580228581052,162.32523280106975,145,95,162,162,779,fallback_hist_poisson_xgboost_missing,True,219.34580228581052,mean_rolling_3m_wmape_percent,165.3152246009025,over_200
83661M68P01000,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,9,162,179.0,480.4693991469187,322.87752234093455,301.4693991469187,180.37850410108075,220.6139840001214,162.1216042320895,145,95,162,162,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,220.6139840001214,mean_rolling_3m_wmape_percent,168.41865874129536,over_200
83661M68P01000,direct_hist_poisson,Direct Hist Gradient Poisson,9,162,179.0,503.1036678532271,353.2684467861224,324.1036678532271,197.3566741821913,235.21997306086269,167.9310837310291,145,95,162,162,779,fit,True,235.21997306086269,mean_rolling_3m_wmape_percent,181.0635015939816,over_200
83661M68P01000,direct_tweedie_glm,Direct Tweedie GLM,9,162,179.0,488.76329699966396,339.25117693603033,309.763296999664,189.52579717096665,246.65673763743723,150.6612015396184,145,95,162,162,779,fit,True,246.65673763743723,mean_rolling_3m_wmape_percent,173.05212122886257,over_200
83661M68P01000,direct_hist_squared,Direct Hist Gradient Squared,9,162,179.0,608.8223748512914,438.1823597943536,429.82237485129144,244.79461441025342,288.13190011857,215.20768521526534,145,95,162,162,779,fit,True,288.13190011857,mean_rolling_3m_wmape_percent,240.12423176049802,over_200
83661M68P01000,hurdle_random_forest,Hurdle Random Forest Regression,9,162,179.0,603.9669471712323,433.3792494998344,424.9669471712322,242.11131256973988,308.4411247561209,212.75011848152906,145,95,162,162,779,fit_probability_times_positive_amount,True,308.4411247561209,mean_rolling_3m_wmape_percent,237.41170233029735,over_200
83661M68P01000,direct_random_forest,Direct Random Forest,9,162,179.0,682.4249542002595,509.5740795637562,503.42495420025944,284.6782567395286,369.29318971040504,253.4333991509433,145,95,162,162,779,fit,True,369.29318971040504,mean_rolling_3m_wmape_percent,281.2429911733293,over_200
