sku_id,lumpy_06_model_key,lumpy_06_model,lumpy_06_mean_rolling_3m_wmape_percent,lumpy_06_horizon_wmape_percent,lumpy_06_actual_total,lumpy_07_model_key,lumpy_07_model,lumpy_07_mean_rolling_3m_wmape_percent,lumpy_07_horizon_wmape_percent,lumpy_07_actual_total,rolling_wmape_delta_07_minus_06,regression_improved,regression_improved_by_10pts,regression_worse_by_10pts
3512052S10000,recent_mean_6,Recent Mean 6m,71.13167898278193,65.46355272469923,471.0,direct_random_forest,Direct Random Forest,70.53696265435858,67.96942454729547,471.0,-0.5947163284233596,True,False,False
09409073255PK,recent_mean_6,Recent Mean 6m,107.12962962962963,204.16666666666669,40.0,direct_hist_poisson,Direct Hist Gradient Poisson,106.64011033949402,216.3531913247012,40.0,-0.48951929013561823,True,False,False
82982M65D005PK,sba_croston,SBA Croston,99.0004733482239,96.40792044035368,1528.0,direct_extra_trees_log1p,Direct Extra Trees log1p,98.56475059439981,96.44489784398291,1528.0,-0.43572275382409487,True,False,False
3845065J10000,sba_croston,SBA Croston,113.84777095916652,140.87193302392555,96.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,113.4732631099263,142.883164926386,96.0,-0.3745078492402314,True,False,False
3845061J12000,tsb,TSB,108.49153283194062,179.17521005490534,20.0,direct_tweedie_glm,Direct Tweedie GLM,108.15903441078908,231.66637037068313,20.0,-0.3324984211515414,True,False,False
84902M62S43BHE,sba_croston,SBA Croston,91.36698765386306,83.83731952622448,227.0,direct_extra_trees_log1p,Direct Extra Trees log1p,91.09479590515207,80.41115616783705,227.0,-0.27219174871099483,True,False,False
0916435003000,sba_croston,SBA Croston,107.45206859977256,125.57340143929274,75.0,direct_hist_poisson,Direct Hist Gradient Poisson,107.21221072635669,130.74430537602382,75.0,-0.23985787341587184,True,False,False
38330M68K01000,recent_mean_6,Recent Mean 6m,112.42937853107344,176.34408602150535,31.0,direct_extra_trees_log1p,Direct Extra Trees log1p,112.19505219591116,214.60936396344857,31.0,-0.23432633516227952,True,False,False
8381180J00000,sba_croston_tuned,SBA Croston Tuned,87.96814443056068,136.7298341406528,78.0,direct_extra_trees_log1p,Direct Extra Trees log1p,87.75804981751632,134.24902237712823,78.0,-0.21009461304436172,True,False,False
36410M67K10000,sba_croston,SBA Croston,87.09162214232212,86.17128480315789,241.0,direct_extra_trees_log1p,Direct Extra Trees log1p,86.90496189331866,83.88050982847346,241.0,-0.18666024900346656,True,False,False
71761M76MB0ZNZ,sba_croston,SBA Croston,121.48945361681464,222.9828180228496,47.0,direct_extra_trees_log1p,Direct Extra Trees log1p,121.30835856109515,207.16807030738343,47.0,-0.1810950557194957,True,False,False
17861M68P00000,sba_croston,SBA Croston,94.97993571311832,99.44877763906618,175.0,direct_extra_trees_log1p,Direct Extra Trees log1p,94.82611568889232,101.91553983500363,175.0,-0.1538200242260075,True,False,False
71821M60M00000,sba_croston,SBA Croston,107.65197876916288,141.37261933149222,81.0,direct_extra_trees_log1p,Direct Extra Trees log1p,107.56071371114146,142.07100902535473,81.0,-0.09126505802142049,True,False,False
8485177K006GS,sba_croston,SBA Croston,106.03023140233596,100.711691348885,197.0,direct_extra_trees_log1p,Direct Extra Trees log1p,105.9399780066547,100.06600567730413,197.0,-0.09025339568125901,True,False,False
82960M60G005ES,sba_croston,SBA Croston,120.02055801320884,123.11068719258392,183.0,direct_extra_trees_log1p,Direct Extra Trees log1p,119.94149500084067,123.64294015629469,183.0,-0.0790630123681666,True,False,False
1793160A10000,tsb,TSB,110.83884946913932,218.4363346064162,26.0,direct_hist_poisson,Direct Hist Gradient Poisson,110.77549758558249,231.56639032289075,26.0,-0.06335188355683385,True,False,False
8344060A00000,tsb,TSB,110.86393798310726,173.56704538274252,31.0,direct_tweedie_glm,Direct Tweedie GLM,110.82133913682375,213.66846825260447,31.0,-0.04259884628351074,True,False,False
3560461J10000,sba_croston,SBA Croston,115.15015635484266,115.64582493637614,110.0,direct_tweedie_glm,Direct Tweedie GLM,115.11752044671276,119.07718912935638,110.0,-0.03263590812990458,True,False,False
0915912051000,aggregate_allocation,Aggregate Allocation,100.0,100.0,51.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,51.0,0.0,False,False,False
0940906322000,aggregate_allocation,Aggregate Allocation,100.0,100.0,36.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,36.0,0.0,False,False,False
35501M75T00000,aggregate_allocation,Aggregate Allocation,100.0,100.0,67.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,67.0,0.0,False,False,False
35502M75T00000,aggregate_allocation,Aggregate Allocation,100.0,100.0,59.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,59.0,0.0,False,False,False
4161552R00000,aggregate_allocation,Aggregate Allocation,100.0,100.0,25.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,25.0,0.0,False,False,False
68001M75T00000,aggregate_allocation,Aggregate Allocation,100.0,100.0,35.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,35.0,0.0,False,False,False
71751M75T105PK,aggregate_allocation,Aggregate Allocation,100.0,100.0,49.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,49.0,0.0,False,False,False
83841M75T00000,aggregate_allocation,Aggregate Allocation,100.0,100.0,55.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,55.0,0.0,False,False,False
84570M75T00000,aggregate_allocation,Aggregate Allocation,100.0,100.0,28.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,28.0,0.0,False,False,False
84701M80TJ0WB3,aggregate_allocation,Aggregate Allocation,100.0,100.0,80.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,80.0,0.0,False,False,False
84728M80T005PK,aggregate_allocation,Aggregate Allocation,100.0,100.0,46.0,direct_tweedie_glm,Direct Tweedie GLM,100.0,100.0,46.0,0.0,False,False,False
83940M74T01ZHJ,aggregate_allocation,Aggregate Allocation,100.0,100.0,30.0,direct_tweedie_glm,Direct Tweedie GLM,100.0002739710171,6.367801826444404e+76,30.0,0.0002739710170942544,False,False,False
7361075H015PK,recent_mean_6,Recent Mean 6m,100.0478927203065,151.62835249042146,348.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,100.13958610767143,106.77143775550806,348.0,0.09169338736492705,False,False,False
83940M55T010PG,boosted_sba_hybrid,Boosted SBA Hybrid,79.86783927359514,78.72758658933803,616.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,79.96708284222537,80.02148666866266,616.0,0.09924356863022865,False,False,False
37736M79M00000,sba_croston,SBA Croston,121.2685458988764,194.50146985755245,48.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,121.3938600455727,187.74818857465164,48.0,0.12531414669629726,False,False,False
7615181A01T01,hurdle_random_forest,Hurdle Random Forest,100.0,101.89841892764493,48.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.13339517811127,106.69196722454815,48.0,0.13339517811127166,False,False,False
43250M53M0027N,sba_croston,SBA Croston,100.0,106.359375,216.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,100.14474711282504,106.49113495601922,216.0,0.14474711282504416,False,False,False
7171284A20W07,hurdle_random_forest,Hurdle Random Forest,100.0,103.10248269441466,42.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.1561214112324,107.67788979118247,42.0,0.1561214112324052,False,False,False
83811M74L01000,tsb,TSB,113.63971635458172,150.88019537791243,62.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,113.8194779945509,151.85249286622735,62.0,0.17976163996917194,False,False,False
7175160B00000,sba_croston,SBA Croston,100.0,104.99591836734696,60.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.18127756417992,109.56221673855937,60.0,0.18127756417992202,False,False,False
7175260B00000,sba_croston,SBA Croston,100.0,104.99591836734696,60.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.18127756417992,109.56221673855937,60.0,0.18127756417992202,False,False,False
8381065A00000,hurdle_random_forest,Hurdle Random Forest,100.0,103.48372499316932,60.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.18733722135441,112.31707147162116,60.0,0.18733722135441155,False,False,False
8382065A00000,hurdle_random_forest,Hurdle Random Forest,100.0,103.48372499316932,60.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.18733722135441,112.31707147162116,60.0,0.18733722135441155,False,False,False
0928335036000,recent_mean_6,Recent Mean 6m,100.67632850241546,218.5185185185185,180.0,direct_extra_trees_log1p,Direct Extra Trees log1p,100.8683436757692,147.20281978452508,180.0,0.19201517335373808,False,False,False
7175360B00000,sba_croston,SBA Croston,100.0,104.99591836734696,120.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.20009631005627,108.99807549356737,120.0,0.20009631005626716,False,False,False
7181172L10799,recent_mean_6,Recent Mean 6m,105.14835858585856,167.9245283018868,53.0,direct_random_forest_log1p,Direct Random Forest log1p,105.37322467041703,181.77415929162302,53.0,0.2248660845584709,False,False,False
1770080J00000,sba_croston,SBA Croston,100.0,104.5703125,24.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.2572345426752,108.86452938307087,24.0,0.2572345426752065,False,False,False
82200M84880000,tsb,TSB,109.97483180063958,122.99238373799416,92.0,direct_tweedie_glm,Direct Tweedie GLM,110.23631779905138,146.28699213513767,92.0,0.26148599841179987,False,False,False
7148176J00000,hurdle_random_forest,Hurdle Random Forest,100.0,104.19075419086434,60.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.26266335325629,111.13281739229032,60.0,0.2626633532562863,False,False,False
8220061870000,sba_croston,SBA Croston,100.0,104.6844181459566,24.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.28584305521912,109.93143655044368,24.0,0.285843055219118,False,False,False
7112073R00000,tsb,TSB,107.5623049918898,193.04337944713583,16.0,direct_tweedie_glm,Direct Tweedie GLM,107.85044828799329,255.00583002293365,16.0,0.28814329610348466,False,False,False
43250M53T0027N,aggregate_allocation,Aggregate Allocation,100.0,100.0,112.0,direct_hist_squared,Direct Hist Gradient Squared,100.3108246556734,87.32712422129107,112.0,0.31082465567340023,False,False,False
36410M60B30000,hurdle_random_forest,Hurdle Random Forest,100.0,117.80941726879792,72.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.33303175046319,117.57627771868702,72.0,0.3330317504631921,False,False,False
7783179J000PG,tsb,TSB,105.97042984374646,124.90720675577398,88.0,direct_tweedie_glm,Direct Tweedie GLM,106.33326463575334,141.48247536097085,88.0,0.36283479200687907,False,False,False
82651M74K00000,aggregate_allocation,Aggregate Allocation,96.3380267485004,115.26025049812633,111.0,direct_extra_trees_log1p,Direct Extra Trees log1p,96.70565669512337,111.12916500460085,111.0,0.36762994662296933,False,False,False
76295M53M10P4Z,sba_croston_tuned,SBA Croston Tuned,126.9171196503898,179.1509391417053,41.0,direct_random_forest_log1p,Direct Random Forest log1p,127.31341636508809,189.4455480016549,41.0,0.39629671469829475,False,False,False
7755365D00000,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,10.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.41465746916107,142.32486609757956,10.0,0.41465746916107094,False,False,False
8470281A215PK,sba_croston,SBA Croston,100.09445100354192,102.2038567493113,32.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.52570088918915,107.66571354682452,32.0,0.4312498856472331,False,False,False
83821M74L01000,seasonal_sba_croston,Seasonal SBA Croston,83.73607819809092,70.30596366113983,171.0,direct_extra_trees_log1p,Direct Extra Trees log1p,84.23342878080975,67.53602490466353,171.0,0.4973505827188234,False,False,False
7283181A01000,sba_croston,SBA Croston,100.54009928295643,102.35497835497836,33.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,101.0703190513751,107.51123158247529,33.0,0.5302197684186609,False,False,False
432006682227S,recent_mean_6,Recent Mean 6m,100.0,100.0,12.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.53870542745385,165.66471651001464,12.0,0.5387054274538485,False,False,False
4321071L91QC8,tsb,TSB,105.94570923606308,127.7743543656038,50.0,direct_tweedie_glm,Direct Tweedie GLM,106.53127092063369,155.20515996160327,50.0,0.5855616845706066,False,False,False
71740M50S00C48,sba_croston,SBA Croston,114.78174062880284,166.3302600763949,49.0,direct_tweedie_glm,Direct Tweedie GLM,115.45649666184057,173.96524283672616,49.0,0.6747560330377382,False,False,False
7171181A405PK,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,78.0,direct_hist_poisson,Direct Hist Gradient Poisson,100.68901551037713,107.82727440511768,78.0,0.689015510377132,False,False,False
1194152R00000,sba_croston,SBA Croston,100.0,106.24349635796048,18.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.76901767333523,144.0663185764159,18.0,0.7690176733352274,False,False,False
7170059810T2G,hurdle_random_forest,Hurdle Random Forest,100.0,106.8156676035387,24.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.79332818216231,129.44434970687436,24.0,0.7933281821623126,False,False,False
09409M15L01000,sba_croston,SBA Croston,114.97290275590898,91.060059987375,1494.0,direct_extra_trees_log1p,Direct Extra Trees log1p,115.8184074048796,91.76249521694929,1494.0,0.8455046489706177,False,False,False
7232353R00000,sba_croston,SBA Croston,101.80311381160118,109.9676874397258,120.0,direct_random_forest_log1p,Direct Random Forest log1p,102.67105461700115,115.5177155062806,120.0,0.867940805399968,False,False,False
71740M74T00C48,tsb,TSB,91.71141830268672,88.5406032742616,237.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,92.59388862921526,87.31941569153894,237.0,0.8824703265285336,False,False,False
28113M62S015PK,sba_croston,SBA Croston,102.1954826581066,111.49943388480936,46.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,103.08572485244125,112.46823337272146,46.0,0.8902421943346468,False,False,False
6910077R14000,hurdle_random_forest,Hurdle Random Forest,100.0,101.82732114139657,26.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.94001830840388,109.00063149613435,26.0,0.9400183084038787,False,False,False
82960M60G00V6N,hurdle_random_forest,Hurdle Random Forest,100.0,101.18542569332536,147.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.94308081073176,110.04315061500894,147.0,0.9430808107317574,False,False,False
74120M74LA0000,sba_croston,SBA Croston,104.2712635205713,108.21078657493514,147.0,direct_extra_trees_log1p,Direct Extra Trees log1p,105.25127915378467,111.22981568782323,147.0,0.9800156332133696,False,False,False
35612M60B50000,tsb,TSB,103.1704694611199,152.6278112399694,32.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,104.1591723822759,146.4405459536856,32.0,0.9887029211560048,False,False,False
0915912024000,recent_mean_6,Recent Mean 6m,100.0,100.0,33.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.99406821723247,333.79211613374133,33.0,0.9940682172324671,False,False,False
38450M79M00000,sba_croston,SBA Croston,101.48344860872491,111.59136084625348,123.0,direct_hist_poisson,Direct Hist Gradient Poisson,102.48782051044668,120.39161839063513,123.0,1.0043719017217683,False,False,False
6800261M01000,sba_croston,SBA Croston,92.437060092805,90.15201928152642,161.0,direct_random_forest_log1p,Direct Random Forest log1p,93.47924406896307,82.94095141587684,161.0,1.0421839761580713,False,False,False
82840M68P005PK,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,9.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,101.05259455007207,125.06495799225483,9.0,1.0525945500720724,False,False,False
8450373R00000,sba_croston,SBA Croston,117.91710769587984,176.29301773637755,49.0,direct_tweedie_glm,Direct Tweedie GLM,118.96997450944195,204.32117654266867,49.0,1.0528668135621189,False,False,False
4321053R100CE,sba_croston,SBA Croston,95.37001582040004,91.50903033413864,233.0,direct_extra_trees_log1p,Direct Extra Trees log1p,96.42982837374598,88.50858497970789,233.0,1.0598125533459353,False,False,False
7756178R005PK,hurdle_random_forest,Hurdle Random Forest,99.91166254998473,107.18839581542656,24.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,100.97756007886485,109.61087788901254,24.0,1.0658975288801287,False,False,False
8296060G00T01,hurdle_random_forest,Hurdle Random Forest,100.0,118.78556083509332,42.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,101.06812360939986,133.38294220997753,42.0,1.068123609399862,False,False,False
7174050U10CUG,sba_croston,SBA Croston,100.0,100.0,41.0,direct_random_forest_log1p,Direct Random Forest log1p,101.07512822148554,367.7074954794272,41.0,1.0751282214855422,False,False,False
7177161M005PK,sba_croston,SBA Croston,116.44523037050492,129.96088701296367,75.0,direct_tweedie_glm,Direct Tweedie GLM,117.5376603343944,139.16412711571118,75.0,1.0924299638894865,False,False,False
71740M74T20KDJ,tsb,TSB,91.87154346590908,90.57278787878786,198.0,direct_hist_squared,Direct Hist Gradient Squared,92.97547856747812,88.64833568852694,198.0,1.1039351015690357,False,False,False
7176160MB05PK,sba_croston,SBA Croston,104.7260723467705,107.63116960098748,122.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,105.85471391713041,114.54629659243294,122.0,1.1286415703599175,False,False,False
83401M55R01000,recent_mean_6,Recent Mean 6m,121.8599033816425,219.04761904761904,28.0,direct_random_forest_log1p,Direct Random Forest log1p,122.98996126106347,222.87429248735046,28.0,1.1300578794209741,False,False,False
2961081A00000,hurdle_random_forest,Hurdle Random Forest,100.54560824666127,103.07879742664625,90.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,101.68446020711974,123.79234003871328,90.0,1.1388519604584673,False,False,False
2818060B00000,recent_mean_6,Recent Mean 6m,100.68627450980392,173.33333333333334,60.0,direct_tweedie_glm,Direct Tweedie GLM,101.84525940201881,169.1770091288801,60.0,1.1589848922148889,False,False,False
7171152S005PK,sba_croston_tuned,SBA Croston Tuned,73.92945562016214,73.88679509286739,321.0,direct_random_forest_log1p,Direct Random Forest log1p,75.10788029093558,74.96078403009092,321.0,1.1784246707734383,False,False,False
84730M55T00000,sba_croston,SBA Croston,98.65748183407324,94.77167123428453,298.0,direct_random_forest_log1p,Direct Random Forest log1p,99.84507121100341,82.0873386627858,298.0,1.1875893769301769,False,False,False
36430M76M00000,tsb,TSB,101.899075376941,118.6607568650192,86.0,direct_hist_poisson,Direct Hist Gradient Poisson,103.10185226759869,116.56981496179513,86.0,1.2027768906576881,False,False,False
09148M06022000,tsb,TSB,115.4961198019276,278.6738806288721,26.0,direct_random_forest_log1p,Direct Random Forest log1p,116.73171898010486,255.89796283029654,26.0,1.235599178177253,False,False,False
35651M79M00000,sba_croston,SBA Croston,99.61187392376482,107.19913841418136,97.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,100.8583438524217,112.1648337368954,97.0,1.2464699286568788,False,False,False
7187161M005PK,sba_croston,SBA Croston,110.58920123915392,132.1685910694988,66.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,111.83964404863221,134.5796756789379,66.0,1.2504428094782867,False,False,False
4982162A51000,tsb,TSB,106.32763059835982,112.34459739631598,154.0,direct_tweedie_glm,Direct Tweedie GLM,107.60775940421998,117.59501410124543,154.0,1.2801288058601585,False,False,False
2824178K00000,sba_croston,SBA Croston,172.02635747335077,717.776302210635,15.0,direct_extra_trees_log1p,Direct Extra Trees log1p,173.36768180018183,722.5762878965055,15.0,1.3413243268310566,False,False,False
88921M68P01000,sba_croston,SBA Croston,90.38944575056462,86.39222726020317,468.0,direct_tweedie_glm,Direct Tweedie GLM,91.77393269733295,81.80035367452281,468.0,1.3844869467683338,False,False,False
71074M79M00C48,hurdle_random_forest,Hurdle Random Forest,95.9775794294918,99.23532139659608,81.0,direct_random_forest,Direct Random Forest,97.37479642316484,138.96408506177121,81.0,1.397216993673041,False,False,False
2371081A40000,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,3.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,101.42049157684606,373.1729753325781,3.0,1.4204915768460609,False,False,False
7382276J00ZCP,sba_croston,SBA Croston,100.4965382817983,108.50533458970772,34.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,101.91973901864208,120.50870050867739,34.0,1.423200736843782,False,False,False
73410M74L105PK,tsb,TSB,111.54034301529796,156.68147533974883,26.0,direct_tweedie_glm,Direct Tweedie GLM,113.00876530887821,192.2802246051943,26.0,1.4684222935802467,False,False,False
77831M79M000PG,tsb,TSB,111.24073251386515,127.03503602195856,82.0,direct_tweedie_glm,Direct Tweedie GLM,112.74419774503212,138.68838250977745,82.0,1.5034652311669703,False,False,False
57711M79G10000,tsb,TSB,115.60511221290366,238.00792235845176,36.0,direct_random_forest_log1p,Direct Random Forest log1p,117.12307962728443,235.51632623813052,36.0,1.517967414380763,False,False,False
87211M76G00T01,recent_mean_6,Recent Mean 6m,109.7560975609756,249.27536231884056,23.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,111.28007424711775,215.29470585800846,23.0,1.5239766861421487,False,False,False
48150M68P00C48,tsb,TSB,103.48997633576184,125.75263830634398,118.0,direct_hist_poisson,Direct Hist Gradient Poisson,105.04590073171391,143.73982987497604,118.0,1.5559243959520757,False,False,False
1161060R00000,sba_croston,SBA Croston,100.4047876888002,104.879847425302,52.0,direct_tweedie_glm,Direct Tweedie GLM,101.96769123840345,109.11392113448134,52.0,1.5629035496032486,False,False,False
7211254GB0Z2S,recent_mean_6,Recent Mean 6m,100.43859649122808,156.62100456621002,73.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,102.0271813235715,127.28763649328953,73.0,1.5885848323434146,False,False,False
3834062R30000,tsb,TSB,106.78474536697034,117.0567884811695,56.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,108.37719860862975,121.68867568521712,56.0,1.5924532416594133,False,False,False
7877361M00000,tsb,TSB,108.622793042593,367.0355424736232,13.0,direct_random_forest_log1p,Direct Random Forest log1p,110.33443086800402,348.87173782238966,13.0,1.7116378254110174,False,False,False
82811M75J00000,sba_croston,SBA Croston,104.97353455305203,107.93880836468034,104.0,direct_tweedie_glm,Direct Tweedie GLM,106.69171622380816,113.15740319794276,104.0,1.718181670756124,False,False,False
36230M70CA1000,recent_mean_6,Recent Mean 6m,107.12851405622492,182.5,40.0,direct_random_forest_log1p,Direct Random Forest log1p,108.89226588293971,175.2038216627488,40.0,1.7637518267147954,False,False,False
13870M71L00000,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,8.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,101.76995680637948,197.77534295179296,8.0,1.7699568063794828,False,False,False
3F11579S10ZWG,seasonal_sba_croston,Seasonal SBA Croston,107.145287028038,120.18407854578044,48.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,108.92386442932862,126.71237466799289,48.0,1.7785774012906188,False,False,False
7784161M00A93,sba_croston_tuned,SBA Croston Tuned,115.5885057539171,159.9214940763173,42.0,direct_tweedie_glm,Direct Tweedie GLM,117.40640927713139,160.8164257777504,42.0,1.8179035232142837,False,False,False
7252261M00000,recent_mean_6,Recent Mean 6m,117.75067750677506,289.3939393939394,22.0,direct_extra_trees_log1p,Direct Extra Trees log1p,119.66904570335191,334.1273209703006,22.0,1.91836819657685,False,False,False
8285081A125PK,hurdle_random_forest,Hurdle Random Forest,100.10057492708404,108.48596084593336,63.0,direct_hist_poisson,Direct Hist Gradient Poisson,102.021718474474,119.40599989407303,63.0,1.9211435473899598,False,False,False
84701M53M005PK,sba_croston,SBA Croston,119.3532109205587,145.65730936470004,58.0,direct_hist_poisson,Direct Hist Gradient Poisson,121.30864688052675,151.01853588751766,58.0,1.9554359599680566,False,False,False
83924M76T100CB,recent_mean_6,Recent Mean 6m,99.66485507246377,99.59349593495936,82.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,101.62123695988663,114.08772918116028,82.0,1.9563818874228645,False,False,False
83924M74T000CB,tsb,TSB,93.75776954177898,89.30719101123596,89.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,95.79806576747515,87.63761769314448,89.0,2.040296225696167,False,False,False
83940M74L00000,tsb,TSB,108.21205727489706,174.44652454962377,33.0,direct_random_forest_log1p,Direct Random Forest log1p,110.27402852833262,195.06641550294833,33.0,2.0619712534355585,False,False,False
1428180JA0000,sba_croston,SBA Croston,102.76778015328377,98.54389272663352,213.0,direct_extra_trees_log1p,Direct Extra Trees log1p,104.84015877271804,99.00679300756121,213.0,2.072378619434275,False,False,False
3591075F61000,tsb,TSB,104.360446638157,181.0478989065277,28.0,direct_hist_poisson,Direct Hist Gradient Poisson,106.47502496783353,195.570868389098,28.0,2.114578329676533,False,False,False
83740M62S005PK,tsb,TSB,110.026059043612,182.42993322204163,19.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,112.14944075158691,211.78058858895542,19.0,2.1233817079749144,False,False,False
71740M68P20C48,recent_mean_6,Recent Mean 6m,100.0,126.08695652173913,23.0,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,102.14129836200387,258.26306885812636,23.0,2.141298362003866,False,False,False
3570273R10000,tsb,TSB,111.9766143997516,141.65698276699536,69.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,114.12160016127906,146.68940060408804,69.0,2.1449857615274652,False,False,False
0940910313000,recent_mean_6,Recent Mean 6m,117.33333333333331,239.1304347826087,23.0,direct_extra_trees_log1p,Direct Extra Trees log1p,119.49609083833644,296.2290743164992,23.0,2.1627575050031282,False,False,False
1770054P30000,sba_croston_tuned,SBA Croston Tuned,94.47201932293493,85.7547100204361,109.0,direct_hist_poisson,Direct Hist Gradient Poisson,96.64712311466232,88.28887398859284,109.0,2.1751037917273948,False,False,False
1793168P00000,tsb,TSB,108.8159239224767,167.27502734082287,33.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,111.06752350279534,176.63097561495007,33.0,2.25159958031864,False,False,False
8281257LA0ZNL,tsb,TSB,110.58977073129992,151.86042869946965,39.0,direct_hist_poisson,Direct Hist Gradient Poisson,112.85885322852548,165.45371117355594,39.0,2.269082497225554,False,False,False
0938168001000,recent_mean_6,Recent Mean 6m,104.71544715447156,149.99999999999997,40.0,direct_random_forest_log1p,Direct Random Forest log1p,107.07405049845099,172.64448502056823,40.0,2.358603343979425,False,False,False
0947112236000,sba_croston,SBA Croston,104.69393392843922,121.6982067249648,168.0,direct_random_forest_log1p,Direct Random Forest log1p,107.07539662691092,132.26903460645937,168.0,2.381462698471694,False,False,False
4325065DA1C48,tsb,TSB,111.07248950940884,141.27564451355337,63.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,113.5620672373069,148.68640844477687,63.0,2.489577727898066,False,False,False
0928948004000,tsb,TSB,108.52680569645196,158.11093512858443,69.0,direct_extra_trees_log1p,Direct Extra Trees log1p,111.03651502048919,175.68016018231847,69.0,2.5097093240372317,False,False,False
8458080J01000,sba_croston,SBA Croston,114.14167401568864,205.94640244766964,33.0,direct_hist_poisson,Direct Hist Gradient Poisson,116.65538779865287,232.05055660511724,33.0,2.5137137829642313,False,False,False
82504M84500000,tsb,TSB,132.33553962299538,165.22275993747888,77.0,direct_extra_trees_log1p,Direct Extra Trees log1p,134.8518690594917,169.4256758126161,77.0,2.5163294364963065,False,False,False
61513M56R01000,tsb,TSB,111.56642543298284,179.13135340790205,22.0,direct_xgboost_tweedie,Direct XGBoost Tweedie,114.14418214860025,213.14318352085866,22.0,2.5777567156174115,False,False,False
7171584A00ZM2,sba_croston,SBA Croston,112.08388548332938,140.25958468498374,183.0,direct_tweedie_glm,Direct Tweedie GLM,114.67015447886149,158.2161185238681,183.0,2.5862689955321088,False,False,False
