candidate_id
established_transfer__hurdle_d2_full_log__w24__cal_raw__size_median__prior_blend_p0.50__top1_expected__s0.50
established_transfer__hurdle_d2_full_log__w24__cal_raw__size_median__prior_blend_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_full_log__w24__cal_raw__size_median__prior_family_p0.50__top1_expected__s0.50
established_transfer__hurdle_d2_full_log__w24__cal_raw__size_median__prior_family_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_full_log__w24__cal_raw__size_median__prior_subfamily_p0.50__top1_expected__s0.50
established_transfer__hurdle_d2_full_log__w24__cal_raw__size_median__prior_subfamily_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_blend_p0.50__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_blend_p1.00__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_blend_p2.00__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_family_p0.50__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_family_p1.00__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_family_p2.00__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_subfamily_p0.50__top1_full__s1.00
established_transfer__hurdle_d2_full_log__w24__cal_sigmoid__size_ml__prior_subfamily_p1.00__top1_full__s1.00
established_transfer__hurdle_d2_sqrt_log__w24__cal_isotonic__size_median__prior_family_p0.50__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_log__w24__cal_raw__size_blend50_mean__prior_blend_p2.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_log__w24__cal_raw__size_blend50_mean__prior_family_p2.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_log__w24__cal_raw__size_blend50_mean__prior_subfamily_p2.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_log__w24__cal_raw__size_ml__prior_blend_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_log__w24__cal_raw__size_ml__prior_family_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_tweedie__w24__cal_isotonic__size_median__prior_family_p0.50__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_tweedie__w24__cal_raw__size_blend50_mean__prior_blend_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_tweedie__w24__cal_raw__size_blend50_mean__prior_family_p1.00__top1_expected__s0.50
established_transfer__hurdle_d2_sqrt_tweedie__w24__cal_raw__size_blend50_mean__prior_subfamily_p2.00__top1_expected__s0.50
