candidate_id,config_id,temperature,decay,shrink,neighbor_weight,top_k,memory_weight,shift_threshold,shift_decay,neighbors,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,cohort
temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,3.0,0.8,2.0,0.0,,0.5,0.75,0.25,12,215,215,99,154,205,54.125480683848814,71.35401080181374,0.4406650117562727,55.97445957655269,3699.0,2644.7846490664297,-28.500009487255213,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory0.75,3.0,0.8,2.0,0.0,,0.75,0.75,0.25,12,215,215,100,156,203,52.95086577250594,71.59185004326521,0.44341596664042104,56.092022583460356,3699.0,2678.409078765365,-27.590995437540823,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory1.00,temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory1.00,3.0,0.8,2.0,0.0,,1.0,0.75,0.25,12,215,215,98,156,204,53.38919346924956,71.49032375007454,0.4359220684564715,56.67783781320049,3699.0,2712.0335084643,-26.681981387826433,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory0.50,3.0,0.8,2.0,0.35,2.0,0.5,0.75,0.25,12,215,215,96,156,204,54.16597551352153,71.49910531949658,0.44792422916656593,56.325634863187815,3699.0,2629.9740259078108,-28.900404814603657,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,3.0,0.8,2.0,0.35,2.0,0.75,0.75,0.25,12,215,215,96,154,204,53.4332364987326,72.15494869438095,0.4422252826318025,56.91648864111487,3699.0,2656.1931440274357,-28.191588428563513,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory1.00,temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory1.00,3.0,0.8,2.0,0.35,2.0,1.0,0.75,0.25,12,215,215,94,151,205,52.28495682415811,73.6998425794649,0.4439803461798132,58.00579062268168,3699.0,2682.4122621470615,-27.482772042523347,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory0.50,3.0,0.8,2.0,0.35,4.0,0.5,0.75,0.25,12,215,215,96,154,204,53.646982348271266,71.91073749601514,0.44569810240072966,55.873816382120715,3699.0,2656.249678676166,-28.190060052009574,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,3.0,0.8,2.0,0.35,4.0,0.75,0.75,0.25,12,215,215,98,153,204,52.68277699291687,72.90793742751299,0.43717365130347613,56.25370293934855,3699.0,2695.6066231799687,-27.126071284672378,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory1.00,temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory1.00,3.0,0.8,2.0,0.35,4.0,1.0,0.75,0.25,12,215,215,95,149,205,52.680721045069966,73.73702605308108,0.43913269657809645,57.19819476885764,3699.0,2734.9635676837715,-26.062082517335185,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,3.0,0.8,2.0,0.35,,0.5,0.75,0.25,12,215,215,100,154,205,54.081377915039305,71.3516532018366,0.4418883579659239,56.010563782751476,3699.0,2643.0327847943704,-28.547369970414426,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory0.75,3.0,0.8,2.0,0.35,,0.75,0.75,0.25,12,215,215,99,156,203,52.955580056112886,71.64029794403959,0.4434977936658588,56.15275243396093,3699.0,2675.7812823572763,-27.662036162279637,recurring_a
temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory1.00,temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory1.00,3.0,0.8,2.0,0.35,,1.0,0.75,0.25,12,215,215,98,156,203,53.08715167806597,71.71094067595322,0.43515262571522223,56.68467656199023,3699.0,2708.5297799201817,-26.77670235414486,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__top2__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.00__top2__memory0.50,3.0,0.8,6.0,0.0,2.0,0.5,0.75,0.25,12,215,215,95,157,204,54.16324665427293,71.01945842252593,0.43909686093552075,56.16227840254443,3699.0,2628.1354585618465,-28.950109257587282,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__top2__memory0.75,temp3.00__decay0.80__shrink6.0__peer0.00__top2__memory0.75,3.0,0.8,6.0,0.0,2.0,0.75,0.75,0.25,12,215,215,93,154,204,52.48951753418062,71.75611326695773,0.4412380404075515,56.62981997735256,3699.0,2653.4352930084897,-28.266145093038936,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__top2__memory1.00,temp3.00__decay0.80__shrink6.0__peer0.00__top2__memory1.00,3.0,0.8,6.0,0.0,2.0,1.0,0.75,0.25,12,215,215,93,153,203,52.807999275663356,72.17832822603006,0.44312150824852564,57.55027498617478,3699.0,2678.735127455133,-27.582180928490594,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__top4__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.00__top4__memory0.50,3.0,0.8,6.0,0.0,4.0,0.5,0.75,0.25,12,215,215,93,156,204,54.36410382687217,71.46125548649061,0.4436841976870864,55.878785290439325,3699.0,2632.631575345751,-28.82855973653011,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__top4__memory0.75,temp3.00__decay0.80__shrink6.0__peer0.00__top4__memory0.75,3.0,0.8,6.0,0.0,4.0,0.75,0.75,0.25,12,215,215,92,153,206,52.44713946852976,72.40861419245084,0.44496982790509443,56.141543236148976,3699.0,2660.1794681843476,-28.083820811453162,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__top4__memory1.00,temp3.00__decay0.80__shrink6.0__peer0.00__top4__memory1.00,3.0,0.8,6.0,0.0,4.0,1.0,0.75,0.25,12,215,215,95,151,205,53.05997091571365,73.01763838808239,0.44160790191440663,56.97979587708444,3699.0,2687.727361022943,-27.339081886376235,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,3.0,0.8,6.0,0.0,,0.5,0.75,0.25,12,215,215,100,155,205,53.473079164723224,71.33327020091608,0.44202637536269956,55.95829022342542,3699.0,2644.3249325693887,-28.512437616399332,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory0.75,temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory0.75,3.0,0.8,6.0,0.0,,0.75,0.75,0.25,12,215,215,99,155,203,52.90801449226849,71.64955746831012,0.4435232844419662,56.078992441888964,3699.0,2677.719504019803,-27.609637631257016,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory1.00,temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory1.00,3.0,0.8,6.0,0.0,,1.0,0.75,0.25,12,215,215,97,156,203,53.23306986604153,71.76771244468969,0.4354286605087735,56.60976031902092,3699.0,2711.1140754702174,-26.706837646114696,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__top2__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.35__top2__memory0.50,3.0,0.8,6.0,0.35,2.0,0.5,0.75,0.25,12,215,215,96,155,203,54.159359258569154,72.2034040590917,0.4435313686843492,56.59251677385819,3699.0,2599.5305352281457,-29.72342429769814,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__top2__memory0.75,temp3.00__decay0.80__shrink6.0__peer0.35__top2__memory0.75,3.0,0.8,6.0,0.35,2.0,0.75,0.75,0.25,12,215,215,99,150,205,51.97142607640628,72.32257715933673,0.43924674862732704,57.00628959594281,3699.0,2610.527908007938,-29.426117653205242,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__top2__memory1.00,temp3.00__decay0.80__shrink6.0__peer0.35__top2__memory1.00,3.0,0.8,6.0,0.35,2.0,1.0,0.75,0.25,12,215,215,97,146,206,52.36199927481289,74.48564485016004,0.43576901851383204,57.8973925022795,3699.0,2621.525280787731,-29.12881100871233,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__top4__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.35__top4__memory0.50,3.0,0.8,6.0,0.35,4.0,0.5,0.75,0.25,12,215,215,94,154,203,54.31014257487317,71.8908786686624,0.44607356707504,56.50421745871999,3699.0,2601.0939420198356,-29.681158636933347,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__top4__memory0.75,temp3.00__decay0.80__shrink6.0__peer0.35__top4__memory0.75,3.0,0.8,6.0,0.35,4.0,0.75,0.75,0.25,12,215,215,96,154,205,53.10747751609662,72.11984783355618,0.4351473604107103,56.844450116161624,3699.0,2612.8730181954734,-29.36271916205803,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__top4__memory1.00,temp3.00__decay0.80__shrink6.0__peer0.35__top4__memory1.00,3.0,0.8,6.0,0.35,4.0,1.0,0.75,0.25,12,215,215,98,152,206,52.97532947261283,72.87005502077484,0.42943135107623814,57.742507699158466,3699.0,2624.652094371111,-29.04427968718272,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,3.0,0.8,6.0,0.35,,0.5,0.75,0.25,12,215,215,100,155,205,53.40194923718503,71.35892856741168,0.4416259492010334,56.00357668380623,3699.0,2643.0291595875306,-28.547467975465516,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory0.75,temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory0.75,3.0,0.8,6.0,0.35,,0.75,0.75,0.25,12,215,215,100,156,204,52.56610429045683,71.64239373333697,0.4434411895932281,56.135544903948045,3699.0,2675.775844547015,-27.662183169856316,recurring_a
temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory1.00,temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory1.00,3.0,0.8,6.0,0.35,,1.0,0.75,0.25,12,215,215,99,156,203,52.89405671433774,71.81236223462557,0.4346278081854411,56.63872395611121,3699.0,2708.5225295065,-26.77689836424709,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,3.0,1.0,2.0,0.0,2.0,0.5,0.75,0.25,12,215,215,95,157,204,53.70864005715827,71.13587747616477,0.4437285641997442,55.65510617838863,3699.0,2675.828153394586,-27.660769035020657,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,3.0,1.0,2.0,0.0,2.0,0.75,0.75,0.25,12,215,215,93,151,202,53.498235424749396,72.25997207198726,0.44315026862976076,56.063496839191785,3699.0,2724.9743352575997,-26.33213475918898,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,3.0,1.0,2.0,0.0,2.0,1.0,0.75,0.25,12,215,215,94,151,203,53.01866538762208,72.60312377277991,0.4331419641361032,56.93161161757764,3699.0,2774.1205171206125,-25.003500483357328,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,3.0,1.0,2.0,0.0,4.0,0.5,0.75,0.25,12,215,215,95,156,203,53.873802135063094,71.81647669313585,0.4467343921791528,55.636739966163404,3699.0,2688.4347446466977,-27.319958241505876,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,3.0,1.0,2.0,0.0,4.0,0.75,0.75,0.25,12,215,215,92,153,204,53.37650747632098,72.49170650513022,0.4418136523854577,56.091579260067036,3699.0,2743.8842221357663,-25.820918568916834,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,3.0,1.0,2.0,0.0,4.0,1.0,0.75,0.25,12,215,215,89,153,204,53.20388918991286,73.20851219837606,0.4373166934990314,57.083111764274804,3699.0,2799.333699624836,-24.321878896327767,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory0.50,3.0,1.0,2.0,0.0,,0.5,0.75,0.25,12,215,215,99,154,205,53.999240067832694,71.33320913875012,0.4410189625962371,55.988058636255694,3699.0,2644.751398075925,-28.50090840562517,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory0.75,3.0,1.0,2.0,0.0,,0.75,0.75,0.25,12,215,215,100,156,203,52.925850804020975,71.62171737279655,0.44333788154297715,56.11072474120338,3699.0,2678.3592022796065,-27.592343815095795,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory1.00,3.0,1.0,2.0,0.0,,1.0,0.75,0.25,12,215,215,98,155,204,53.32149989526601,71.63527027860121,0.43545193910711105,56.68214030529912,3699.0,2711.9670064832894,-26.683779224566383,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,3.0,1.0,2.0,0.35,2.0,0.5,0.75,0.25,12,215,215,97,157,203,54.16577971838932,70.97918027175854,0.44618990454595026,56.29802471935788,3699.0,2632.2311770558813,-28.839384237472796,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,3.0,1.0,2.0,0.35,2.0,0.75,0.75,0.25,12,215,215,97,153,204,53.498131504085556,72.95329933940724,0.44384964305140695,56.64265055650162,3699.0,2659.578870749542,-28.100057562867203,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory1.00,3.0,1.0,2.0,0.35,2.0,1.0,0.75,0.25,12,215,215,97,148,205,52.14960571218031,73.6979812299131,0.4434995724006094,57.64361807932137,3699.0,2686.926564443203,-27.360730888261614,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory0.50,3.0,1.0,2.0,0.35,4.0,0.5,0.75,0.25,12,215,215,96,156,203,53.87085557333522,72.09820623524072,0.445871042413394,55.90290512407485,3699.0,2660.9700615847187,-28.062447645722663,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,3.0,1.0,2.0,0.35,4.0,0.75,0.75,0.25,12,215,215,96,153,203,52.979736939760286,72.8133073629152,0.4367349508586387,56.35010569595136,3699.0,2702.687197542798,-26.934652675242013,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory1.00,3.0,1.0,2.0,0.35,4.0,1.0,0.75,0.25,12,215,215,90,149,204,52.82550746239346,73.69377382496552,0.439326588518551,57.34321705914052,3699.0,2744.4043335008782,-25.806857704761335,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory0.50,3.0,1.0,2.0,0.35,,0.5,0.75,0.25,12,215,215,100,155,205,53.97606021962867,71.34001654186356,0.44212666525613215,56.03350514650632,3699.0,2642.791793864269,-28.553884999614247,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory0.75,3.0,1.0,2.0,0.35,,0.75,0.75,0.25,12,215,215,101,156,203,52.94767468844316,71.5944370411658,0.4433086836580337,56.180658077473005,3699.0,2675.419795962124,-27.671808706079368,recurring_a
temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory1.00,3.0,1.0,2.0,0.35,,1.0,0.75,0.25,12,215,215,98,156,203,53.10335040283155,71.7195467471151,0.43562924029563865,56.70500503725083,3699.0,2708.0477980599794,-26.78973241254449,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__top2__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.00__top2__memory0.50,3.0,1.0,6.0,0.0,2.0,0.5,0.75,0.25,12,215,215,94,159,203,54.016636124422796,70.73889709999727,0.4459429409288181,55.93419774887545,3699.0,2635.278234220168,-28.757009077583994,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__top2__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.00__top2__memory0.75,3.0,1.0,6.0,0.0,2.0,0.75,0.75,0.25,12,215,215,96,155,204,53.42999140487239,71.79003992865151,0.43925335027518075,56.31185861768534,3699.0,2664.149456495973,-27.97649482303398,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__top2__memory1.00,temp3.00__decay1.00__shrink6.0__peer0.00__top2__memory1.00,3.0,1.0,6.0,0.0,2.0,1.0,0.75,0.25,12,215,215,96,154,204,52.804668795250485,72.40810640086224,0.44328698404321726,57.17753372841751,3699.0,2693.020678771776,-27.195980568484018,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__top4__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.00__top4__memory0.50,3.0,1.0,6.0,0.0,4.0,0.5,0.75,0.25,12,215,215,94,155,204,54.31235782897732,71.6619510502531,0.44555825344931294,55.64802152555831,3699.0,2640.8044546725596,-28.607611390306584,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__top4__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.00__top4__memory0.75,3.0,1.0,6.0,0.0,4.0,0.75,0.75,0.25,12,215,215,93,153,205,52.49799883481154,72.5462851933151,0.445522946049191,55.9707639084423,3699.0,2672.4387871745585,-27.752398292117913,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__top4__memory1.00,temp3.00__decay1.00__shrink6.0__peer0.00__top4__memory1.00,3.0,1.0,6.0,0.0,4.0,1.0,0.75,0.25,12,215,215,90,152,205,53.40574120104462,72.96476027909296,0.440598717158625,56.79258680157456,3699.0,2704.0731196765582,-26.897185193929218,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.50,3.0,1.0,6.0,0.0,,0.5,0.75,0.25,12,215,215,100,155,205,53.450685656858376,71.33160245373064,0.44207891441629754,55.968026733228776,3699.0,2644.225998277647,-28.515112239047127,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.75,3.0,1.0,6.0,0.0,,0.75,0.75,0.25,12,215,215,100,155,203,52.94499746731815,71.63450893163453,0.4433158147971217,56.092730451498944,3699.0,2677.5711025821893,-27.613649565228734,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory1.00,temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory1.00,3.0,1.0,6.0,0.0,,1.0,0.75,0.25,12,215,215,97,156,203,53.183824517990054,71.7731990868531,0.43520550191931856,56.617109484752184,3699.0,2710.9162068867336,-26.712186891410283,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__top2__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.35__top2__memory0.50,3.0,1.0,6.0,0.35,2.0,0.5,0.75,0.25,12,215,215,94,155,203,54.15913676163293,72.45876184934707,0.44347640299859103,56.52987240920405,3699.0,2609.381658171582,-29.45710575367446,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__top2__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.35__top2__memory0.75,3.0,1.0,6.0,0.35,2.0,0.75,0.75,0.25,12,215,215,98,151,204,52.862815758959194,72.68220395168782,0.439263583021404,56.93029554448172,3699.0,2625.304592423093,-29.0266398371697,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__top2__memory1.00,temp3.00__decay1.00__shrink6.0__peer0.35__top2__memory1.00,3.0,1.0,6.0,0.35,2.0,1.0,0.75,0.25,12,215,215,95,149,206,52.462773400022144,73.62074389832082,0.4344327826556067,57.815327036092896,3699.0,2641.227526674603,-28.596173920664967,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__top4__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.35__top4__memory0.50,3.0,1.0,6.0,0.35,4.0,0.5,0.75,0.25,12,215,215,94,156,203,54.393418181316875,71.89556232074113,0.44602880844922255,56.515902290520046,3699.0,2605.979999005851,-29.54906734236683,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__top4__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.35__top4__memory0.75,3.0,1.0,6.0,0.35,4.0,0.75,0.75,0.25,12,215,215,95,153,206,53.687995966638056,72.7125490600632,0.43568770644095767,56.97004124387069,3699.0,2620.202103674497,-29.164582220208253,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__top4__memory1.00,temp3.00__decay1.00__shrink6.0__peer0.35__top4__memory1.00,3.0,1.0,6.0,0.35,4.0,1.0,0.75,0.25,12,215,215,95,150,206,52.65348854134226,72.9958169235731,0.43691915118013164,57.93318550430742,3699.0,2634.4242083431427,-28.78009709804967,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,3.0,1.0,6.0,0.35,,0.5,0.75,0.25,12,215,215,100,156,205,53.389019830032595,71.36156730894805,0.4418123614289764,56.022787931605926,3699.0,2642.7700737823134,-28.554472187555735,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,3.0,1.0,6.0,0.35,,0.75,0.75,0.25,12,215,215,100,156,203,52.5793336109022,71.58315900610626,0.44314102581600084,56.1592151208241,3699.0,2675.3872158391896,-27.67268948799163,recurring_a
temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory1.00,temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory1.00,3.0,1.0,6.0,0.35,,1.0,0.75,0.25,12,215,215,99,156,203,52.9116958082649,71.79097832748786,0.43500063264132727,56.6597089878514,3699.0,2708.004357896066,-26.790906788427527,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory0.50,temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory0.50,6.0,0.5,2.0,0.0,2.0,0.5,0.75,0.25,12,215,215,93,153,204,54.554912731864874,72.26648767809631,0.4537455685406836,56.62670819884739,3699.0,2647.8990572769244,-28.41581353671467,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,6.0,0.5,2.0,0.0,2.0,0.75,0.75,0.25,12,215,215,93,154,204,54.49209783126879,73.0371618179654,0.44225427545950896,57.43305871609846,3699.0,2683.0806910811075,-27.464701511729995,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,6.0,0.5,2.0,0.0,2.0,1.0,0.75,0.25,12,215,215,93,151,205,54.464736429491204,73.6410146924238,0.44176623173522095,58.70392965343423,3699.0,2718.26232488529,-26.51358948674533,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory0.50,temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory0.50,6.0,0.5,2.0,0.0,4.0,0.5,0.75,0.25,12,215,215,94,154,204,54.435488579160584,71.93156137310342,0.45275575440606,56.10084869075395,3699.0,2664.5917607289775,-27.964537422844618,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,6.0,0.5,2.0,0.0,4.0,0.75,0.75,0.25,12,215,215,92,152,204,54.5752406096516,72.51033564191252,0.44427319330632975,56.538747641190966,3699.0,2708.1197462591863,-26.787787340924943,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,6.0,0.5,2.0,0.0,4.0,1.0,0.75,0.25,12,215,215,94,151,205,53.916098600282695,74.00972636632602,0.44991530448568334,57.604564602200284,3699.0,2751.6477317893955,-25.611037259005258,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__topall__memory0.50,temp6.00__decay0.50__shrink2.0__peer0.00__topall__memory0.50,6.0,0.5,2.0,0.0,,0.5,0.75,0.25,12,215,215,99,155,205,54.25242015181637,71.57228936588926,0.4361541339839569,55.960292814726884,3699.0,2643.1135692702132,-28.545186015944495,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__topall__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.00__topall__memory0.75,6.0,0.5,2.0,0.0,,0.75,0.75,0.25,12,215,215,102,156,204,53.77187241620528,71.61680551282606,0.4414478983263619,56.08039317194794,3699.0,2675.9024590710396,-27.65876023057476,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.00__topall__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.00__topall__memory1.00,6.0,0.5,2.0,0.0,,1.0,0.75,0.25,12,215,215,98,156,205,53.319125812875484,71.34144983964067,0.43699512813328945,56.747678132042836,3699.0,2708.6913488718665,-26.772334445205015,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory0.50,temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory0.50,6.0,0.5,2.0,0.35,2.0,0.5,0.75,0.25,12,215,215,96,156,204,54.16922502011574,71.33018796773854,0.44823283205570724,56.32466801498642,3699.0,2626.2470098703243,-29.00116220950732,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,6.0,0.5,2.0,0.35,2.0,0.75,0.75,0.25,12,215,215,94,156,205,52.61035279886737,71.30788093876849,0.44268818696551443,56.855296873532424,3699.0,2650.602619971207,-28.34272452091898,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,6.0,0.5,2.0,0.35,2.0,1.0,0.75,0.25,12,215,215,96,155,206,52.69468308165642,72.02414172629679,0.43714354187532156,57.86816769924765,3699.0,2674.9582300720895,-27.684286832330642,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.35__top4__memory0.50,temp6.00__decay0.50__shrink2.0__peer0.35__top4__memory0.50,6.0,0.5,2.0,0.35,4.0,0.5,0.75,0.25,12,215,215,94,153,204,53.95544620645858,71.6945631410124,0.44458959675158544,56.174198190850085,3699.0,2647.848084529107,-28.417191550983866,recurring_a
temp6.00__decay0.50__shrink2.0__peer0.35__top4__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.35__top4__memory0.75,6.0,0.5,2.0,0.35,4.0,0.75,0.75,0.25,12,215,215,94,153,204,52.80365850510729,72.25460512445332,0.4360445207998847,56.65233831217105,3699.0,2683.0042319593804,-27.46676853313381,recurring_a
