sku_id,candidate_source,candidate_model,mean_rolling_3m_wmape_percent,recommended_model,recommended_mean_rolling_3m_wmape_percent,delta_champion_minus_06
73841M68P60GJL,06_intermittent_tournament,SBA Croston,108.0813529863865,SBA Croston,108.0813529863865,0.0
73910M68P01000,06_intermittent_tournament,SBA Croston,95.72069791374126,SBA Croston,95.72069791374126,0.0
74120M74LA0000,08_tuned_capped_regression,Extra Trees log1p leaf10 sqrt,103.81239358644402,SBA Croston,104.2712635205713,-0.4588699341272786
74120M79G00000,06_intermittent_tournament,SBA Croston,125.9531538633032,SBA Croston,125.9531538633032,0.0
74461M74L00V6N,08_tuned_capped_regression,Extra Trees log1p leaf5 sqrt,91.95443663140726,SBA Croston,94.99904228631074,-3.044605654903478
74461M76M00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.15,79.35129967762239,SBA Croston,89.04835869924027,-9.697059021617875
75110M76T60R3F,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,73.14685413156181,Boosted SBA Hybrid,91.71958347738,-18.57272934581819
75139M70F005PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,94.5614269616293,SBA Croston,100.0,-5.438573038370706
75430M76M00000,06_intermittent_tournament,SBA Croston,97.65448675042704,SBA Croston,97.65448675042704,0.0
75463M75J00000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,96.23335628133066,SBA Croston,112.9651102448683,-16.731753963537642
75463M79G00000,06_intermittent_tournament,SBA Croston,127.48745654078546,SBA Croston,127.48745654078546,0.0
7552171L00000,06_intermittent_tournament,SBA Croston,98.3130518920495,SBA Croston,98.3130518920495,0.0
7594165J00000,06_intermittent_tournament,SBA Croston,105.69149874311744,SBA Croston,105.69149874311744,0.0
7615181A01P4Z,06_intermittent_tournament,SBA Croston,107.18679994864402,SBA Croston,107.18679994864402,0.0
7615181A01T01,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
76237M70F005PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.0,Recent Mean 6m,140.0,-40.0
76295M53M10P4Z,08_tuned_capped_regression,Hurdle Random Forest threshold 0.15,104.92063697889496,SBA Croston Tuned,126.9171196503898,-21.99648267149483
7666179P005PK,06_intermittent_tournament,SBA Croston,98.03089940408417,SBA Croston,98.03089940408417,0.0
76661M75L005PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.15,65.0669828821204,SBA Croston,102.36785631044631,-37.300873428325914
7672157L005PK,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,86.41660796034762,SBA Croston,109.04368412897,-22.62707616862238
77141M55T000CB,08_tuned_capped_regression,Extra Trees log1p leaf5 half features,91.69535632475865,SBA Croston,92.31254237055366,-0.6171860457950089
77146M50S000CB,06_intermittent_tournament,SBA Croston,113.47049998498645,SBA Croston,113.47049998498645,0.0
77171M68L00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,115.56260620550525,TSB,120.73040473438638,-5.167798528881136
77181M68K005PK,06_intermittent_tournament,SBA Croston,107.02889504315516,SBA Croston,107.02889504315516,0.0
77181M76M005PK,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,84.3928738478468,SBA Croston,108.32538470614654,-23.932510858299736
77210M76T015PK,06_intermittent_tournament,TSB,96.43347328814036,TSB,96.43347328814036,0.0
77220M74T005PK,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,67.37226408882162,TSB,93.08056333177316,-25.70829924295154
77221M55T00799,08_tuned_capped_regression,Extra Trees log1p leaf5 half features,88.6973948371736,TSB,88.94438238605537,-0.2469875488817621
77230M75L000PG,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,76.37899118130102,SBA Croston,94.65966139551692,-18.280670214215903
7724054P105PK,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,107.98721126827148,SBA Croston,130.97208636528865,-22.984875097017166
7724061M005PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,95.86909949652383,Hurdle Random Forest,111.72976094994732,-15.86066145342349
77250M74T005PK,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,68.81040280511584,TSB,97.56660525695426,-28.75620245183842
77250M79M100PG,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.0,TSB,115.23729791480883,-15.237297914808835
77510M73T005PK,08_tuned_capped_regression,Hist Poisson lr05 nodes31 reg05,75.26331654184779,Recent Mean 6m,98.84880315762668,-23.58548661577889
7752061M005PK,06_intermittent_tournament,SBA Croston,103.36874628750944,SBA Croston,103.36874628750944,0.0
77540M74T005PK,06_intermittent_tournament,TSB,89.18660934484903,TSB,89.18660934484903,0.0
7755078K000PG,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,60.73615698884625,SBA Croston Tuned,77.16681444121743,-16.43065745237118
7755365D00000,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
7756178R005PK,06_intermittent_tournament,Hurdle Random Forest,99.91166254998473,Hurdle Random Forest,99.91166254998473,0.0
7758064J10Z2S,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,81.7464285184807,SBA Croston,94.50386674917688,-12.75743823069618
7781163J200PG,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,66.55208338613707,Seasonal SBA Croston,83.15418172254284,-16.602098336405774
77811M58J100PG,06_intermittent_tournament,SBA Croston,100.7232677188592,SBA Croston,100.7232677188592,0.0
7783179J000PG,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.14951675615809,TSB,105.97042984374646,-5.820913087588366
77831M79M000PG,08_tuned_capped_regression,Extra Trees log1p leaf5 half features,106.75604584786866,TSB,111.24073251386515,-4.484686665996492
77831M80E50000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,105.4201414796494,TSB,110.15309494861478,-4.732953468965377
77831M80EC00PG,06_intermittent_tournament,SBA Croston,102.12291982306176,SBA Croston,102.12291982306176,0.0
7783278R000PG,08_tuned_capped_regression,Hurdle XGBoost threshold 0.20,91.49106681014659,SBA Croston,105.97257612677684,-14.481509316630252
77832M67P000PG,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,105.6580460147012,SBA Croston,117.1208983504166,-11.462852335715397
7784161M00A93,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,105.64222631750864,SBA Croston Tuned,115.5885057539171,-9.94627943640846
7813257L01000,06_intermittent_tournament,SBA Croston,120.31576696394362,SBA Croston,120.31576696394362,0.0
7821565J105PK,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,112.84999779293956,SBA Croston,115.79100000850524,-2.9410022155656748
7821965J105PK,08_tuned_capped_regression,Extra Trees log1p leaf5 half features,130.4762583288228,TSB,157.71933617702967,-27.243077848206866
7822565J105PK,06_intermittent_tournament,SBA Croston Tuned,134.05873718192032,SBA Croston Tuned,134.05873718192032,0.0
7877361M00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,100.0,TSB,108.622793042593,-8.622793042593003
8143061A00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.0,TSB,139.82222184402005,-39.82222184402005
8181065J02000,08_tuned_capped_regression,Random Forest log1p leaf4 sqrt,89.44769020520762,SBA Croston,92.12189283906324,-2.6742026338556144
8181086R00000,06_intermittent_tournament,SBA Croston,87.7961394139729,SBA Croston,87.7961394139729,0.0
81810M55T01000,07_clean_regression,Direct XGBoost Tweedie,82.88403162782335,Recent Mean 6m,88.1105911563658,-5.226559528542452
8183065J02000,08_tuned_capped_regression,Hurdle XGBoost threshold 0.30,96.69035078370091,TSB,127.94310657325816,-31.252755789557256
8185080G00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,98.542596050814,Seasonal SBA Croston,110.07899434522898,-11.53639829441498
81850M67P00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.15,100.0,TSB,104.10582089768104,-4.105820897681042
81850M74L00000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,89.4964551454314,SBA Croston,100.89773900634816,-11.401283860916763
81850M79G10000,06_intermittent_tournament,Recent Mean 6m,125.39983164983164,Recent Mean 6m,125.39983164983164,0.0
81850M79G20000,06_intermittent_tournament,SBA Croston,139.20425161208263,SBA Croston,139.20425161208263,0.0
