cohort,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,pct_below_50,pct_below_70,pct_below_100
rare_a,22,10,0,2,3,198.42947125434875,314.8398458957672,0.313281860616472,209.90052374582442,63.0,104.8850359916687,66.48418411375984,0.0,20.0,30.0
rare_b,11,3,0,0,0,100.0,100.0,0.0,100.0,22.0,0.0,-100.0,0.0,0.0,0.0
rare_c,23,20,0,2,8,111.8211095497297,142.48185017236128,0.7225717421508824,108.14115666318,77.0,18.750451181106357,-75.64876469986187,0.0,10.0,40.0
all_rare,56,33,0,4,11,110.62330307206464,193.04157495498657,0.4030645380219964,146.60865468550492,162.0,123.63548717277504,-23.681798041496886,0.0,12.121212121212121,33.333333333333336
