sku_id,recommended_model_key,recommended_model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,recommended_horizon_wmape_percent,recommended_mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,wmape_valid,recommended_selection_score,recommended_selection_metric,recommended_bias_percent,recommended_wmape_band,recommendation_quality
0940910313000,recent_mean_6,Recent Mean 6m,9,162,23.0,36.0,55.0,13.000000000000002,239.1304347826087,117.33333333333333,100.0,30,11,72,0,True,117.33333333333333,mean_rolling_3m_wmape_percent,56.521739130434796,100_to_200,under_200
5811077K00000,sba_croston,SBA Croston,9,162,58.0,70.02049699711138,86.58165627452325,12.020496997111373,149.27871771469526,117.46154328827542,128.54671280276818,110,49,162,0,True,117.46154328827542,mean_rolling_3m_wmape_percent,20.724994822605815,100_to_200,under_200
4171080J00000,sba_croston,SBA Croston,9,162,343.0,161.2585580440571,352.1042340750107,-181.74144195594286,102.65429564869116,117.49938326957927,99.17837023064945,136,81,162,90,True,117.49938326957927,mean_rolling_3m_wmape_percent,-52.9858431358434,100_to_200,under_200
7252261M00000,recent_mean_6,Recent Mean 6m,9,162,22.0,53.99999999999999,63.666666666666664,31.999999999999993,289.3939393939394,117.75067750677506,125.0,41,15,126,0,True,117.75067750677506,mean_rolling_3m_wmape_percent,145.4545454545454,100_to_200,under_200
7239071L00000,sba_croston,SBA Croston,9,162,66.0,69.13463938305496,88.13258448205875,3.134639383054963,133.5342189122102,117.79455252581951,141.26984126984127,115,55,162,0,True,117.79455252581951,mean_rolling_3m_wmape_percent,4.749453610689338,100_to_200,under_200
35650M60M00000,sba_croston,SBA Croston,9,162,64.0,58.11547547394332,82.31321303575699,-5.884524526056687,128.61439536837028,117.79756972803594,130.51215277777777,124,56,162,0,True,117.79756972803594,mean_rolling_3m_wmape_percent,-9.194569571963573,100_to_200,under_200
73630M76M01GJL,tsb,TSB,9,162,54.0,66.31196789296563,86.4827027419813,12.311967892965631,160.1531532258913,117.87708711260012,120.79585636511037,90,40,162,0,True,117.87708711260012,mean_rolling_3m_wmape_percent,22.799940542528947,100_to_200,under_200
8450373R00000,sba_croston,SBA Croston,9,162,49.0,69.05634806716304,86.38357869082499,20.05634806716304,176.29301773637755,117.91710769587984,122.66431629312517,88,37,162,0,True,117.91710769587984,mean_rolling_3m_wmape_percent,40.93132258604702,100_to_200,under_200
8392364J010CB,tsb,TSB,9,162,7.0,36.618665365982174,41.023455120813956,29.618665365982174,586.0493588687708,118.0849103850242,112.15608241628829,20,7,162,0,True,118.0849103850242,mean_rolling_3m_wmape_percent,423.1237909426025,100_to_200,under_200
43250M74L1027N,sba_croston,SBA Croston,9,162,67.0,119.88752155918779,113.63270317530666,52.887521559187775,169.60104951538307,118.16004768395089,117.77647918188458,93,49,162,0,True,118.16004768395089,mean_rolling_3m_wmape_percent,78.9365993420713,100_to_200,under_200
35750M68P00000,recent_mean_6,Recent Mean 6m,9,162,36.0,81.0,83.33333333333333,45.0,231.48148148148144,118.24212271973467,116.66666666666667,67,31,144,0,True,118.24212271973467,mean_rolling_3m_wmape_percent,125.0,100_to_200,under_200
7171284A10W07,sba_croston_tuned,SBA Croston Tuned,9,162,57.0,45.71309529445672,92.34632784016063,-11.286904705543279,162.01110147396602,118.34709330584231,110.04341964739046,53,22,162,0,True,118.34709330584231,mean_rolling_3m_wmape_percent,-19.80158720270751,100_to_200,under_200
1776071L00000,sba_croston,SBA Croston,9,162,39.0,52.63833503396281,66.91486877002583,13.638335033962813,171.57658658980984,118.78681156732965,131.34016515769574,91,39,162,0,True,118.78681156732965,mean_rolling_3m_wmape_percent,34.97008983067388,100_to_200,under_200
7175163J105PK,recent_mean_6,Recent Mean 6m,9,162,22.0,36.0,49.666666666666664,14.0,225.75757575757572,119.29012345679013,116.66666666666667,54,19,144,0,True,119.29012345679013,mean_rolling_3m_wmape_percent,63.63636363636363,100_to_200,under_200
35321M66L10000,sba_croston,SBA Croston,9,162,92.0,77.60246544639661,115.55998541720221,-14.397534553603375,125.60867980130675,119.31908019608491,119.66832789139028,117,60,144,0,True,119.31908019608491,mean_rolling_3m_wmape_percent,-15.649494080003668,100_to_200,under_200
84701M53M005PK,sba_croston,SBA Croston,9,162,58.0,44.44170112947057,84.48123943152603,-13.558298870529429,145.65730936470004,119.3532109205587,125.5621301775148,79,33,162,0,True,119.3532109205587,mean_rolling_3m_wmape_percent,-23.376377362981774,100_to_200,under_200
1711279P01000,sba_croston,SBA Croston,9,162,64.0,67.2096815693013,86.81084729631985,3.209681569301309,135.64194890049976,119.42473327498072,138.72452333990793,125,53,162,0,True,119.42473327498072,mean_rolling_3m_wmape_percent,5.015127452033295,100_to_200,under_200
11610M79G50000,sba_croston,SBA Croston,9,162,84.0,150.37212002239556,159.2812460971146,66.37212002239553,189.62053106799357,120.01803273629226,123.66840487453032,82,39,162,36,True,120.01803273629226,mean_rolling_3m_wmape_percent,79.01442859808992,100_to_200,under_200
82960M60G005ES,sba_croston,SBA Croston,9,162,183.0,104.58225837298527,225.29255756242856,-78.41774162701472,123.11068719258391,120.02055801320884,118.14595660749507,119,51,162,0,True,120.02055801320884,mean_rolling_3m_wmape_percent,-42.85122493279493,100_to_200,under_200
28300M55R42000,sba_croston,SBA Croston,9,162,112.0,86.12261718162138,145.3191570683359,-25.877382818378642,129.74924738244277,120.31043320702561,123.31021251475796,96,49,162,0,True,120.31043320702561,mean_rolling_3m_wmape_percent,-23.104806087838075,100_to_200,under_200
7813257L01000,sba_croston,SBA Croston,9,162,112.0,130.08166814803468,154.09997753852966,18.081668148034673,137.5892656594015,120.31576696394362,120.25828330326601,114,55,162,0,True,120.31576696394362,mean_rolling_3m_wmape_percent,16.144346560745245,100_to_200,under_200
4325261J0027S,recent_mean_6,Recent Mean 6m,9,162,52.0,60.0,98.66666666666667,7.999999999999998,189.74358974358978,120.4861111111111,100.0,48,17,54,36,True,120.4861111111111,mean_rolling_3m_wmape_percent,15.38461538461538,100_to_200,under_200
71751M67P005PK,sba_croston,SBA Croston,9,162,43.0,62.81378520598325,72.5304390431709,19.813785205983255,168.67543963528115,120.52009069272704,137.5,96,43,162,0,True,120.52009069272704,mean_rolling_3m_wmape_percent,46.07857024647269,100_to_200,under_200
77171M68L00000,tsb,TSB,9,162,36.0,52.36505841205693,67.02425287599533,16.365058412056925,186.17848021109816,120.73040473438638,121.26693296513076,77,31,162,0,True,120.73040473438638,mean_rolling_3m_wmape_percent,45.45849558904701,100_to_200,under_200
37145M56R20000,sba_croston,SBA Croston,9,162,49.0,65.22520725507567,86.12486893540975,16.225207255075695,175.76503864369337,120.73547704514708,125.11542012927053,96,39,162,0,True,120.73547704514708,mean_rolling_3m_wmape_percent,33.11266786750142,100_to_200,under_200
41710M76M00000,sba_croston,SBA Croston,9,162,116.0,133.17221117179162,168.82071066169834,17.17221117179163,145.5350953980158,120.74100354165876,121.6701352757544,104,49,162,0,True,120.74100354165876,mean_rolling_3m_wmape_percent,14.803630320510026,100_to_200,under_200
11710M68K10000,tsb,TSB,9,162,84.0,49.243215437214744,119.58382924008615,-34.756784562785256,142.36170147629304,121.0153581085094,127.74821709968407,53,19,162,0,True,121.0153581085094,mean_rolling_3m_wmape_percent,-41.37712447950626,100_to_200,under_200
1793161M10000,sba_croston,SBA Croston,9,162,62.0,56.784966916749454,85.3908635369772,-5.215033083250553,137.72719925318904,121.05036018100564,136.92407003953844,113,48,162,0,True,121.05036018100564,mean_rolling_3m_wmape_percent,-8.411343682662181,100_to_200,under_200
35603M79G30000,sba_croston,SBA Croston,9,162,59.0,74.58202178501182,90.87319116286181,15.582021785011818,154.02235790315564,121.16858607880539,134.8583877995643,101,48,162,0,True,121.16858607880539,mean_rolling_3m_wmape_percent,26.410206415274267,100_to_200,under_200
37736M79M00000,sba_croston,SBA Croston,9,162,48.0,71.58399901553611,93.36070553162517,23.583999015536115,194.50146985755245,121.26854589887641,130.46875,73,32,162,0,True,121.26854589887641,mean_rolling_3m_wmape_percent,49.1333312823669,100_to_200,under_200
4321079K510BK,sba_croston,SBA Croston,9,162,55.0,79.33763615063926,107.37030568073946,24.33763615063926,195.21873760134446,121.40960508539466,113.08864265927978,67,27,162,0,True,121.40960508539466,mean_rolling_3m_wmape_percent,44.25024754661683,100_to_200,under_200
71761M76MB0ZNZ,sba_croston,SBA Croston,9,162,47.0,117.21858742719353,104.80192447073932,70.21858742719354,222.9828180228496,121.48945361681463,160.9917355371901,82,42,162,0,True,121.48945361681463,mean_rolling_3m_wmape_percent,149.40124984509265,100_to_200,under_200
7178277KA05PK,sba_croston,SBA Croston,9,162,104.0,91.78715601429886,138.40021995789542,-12.212843985701149,133.07713457489945,121.66682823158479,130.29585798816566,108,51,162,0,True,121.66682823158479,mean_rolling_3m_wmape_percent,-11.743119217020336,100_to_200,under_200
4342386G01000,sba_croston,SBA Croston,9,162,347.0,210.2458692523994,335.5819447881204,-136.75413074760064,96.70949417525082,121.69045672081069,88.61715797430082,150,95,162,162,True,121.69045672081069,mean_rolling_3m_wmape_percent,-39.41041231919327,100_to_200,under_200
09471M12182000,tsb,TSB,9,162,134.0,69.30868596946516,170.59061881148864,-64.69131403053483,127.30643194887212,121.80537930492949,119.68783662766815,95,39,162,0,True,121.80537930492949,mean_rolling_3m_wmape_percent,-48.27710002278718,100_to_200,under_200
83401M55R01000,recent_mean_6,Recent Mean 6m,9,162,28.0,51.0,61.33333333333333,22.999999999999996,219.04761904761904,121.8599033816425,116.66666666666667,69,28,144,0,True,121.8599033816425,mean_rolling_3m_wmape_percent,82.14285714285712,100_to_200,under_200
2818084A20000,sba_croston,SBA Croston,9,162,41.0,49.16705581024165,71.267640457697,8.167055810241651,173.82351331145608,121.96390917834587,131.2174817898023,88,32,162,0,True,121.96390917834587,mean_rolling_3m_wmape_percent,19.919648317662563,100_to_200,under_200
09409M08308R8J,sba_croston_tuned,SBA Croston Tuned,9,162,106.0,276.6379686347367,369.06250433814773,170.63796863473667,348.17217390391295,121.9917162748228,104.69565217391305,14,5,162,126,True,121.9917162748228,mean_rolling_3m_wmape_percent,160.9792156931478,100_to_200,under_200
0938019004000,seasonal_sba_croston,Seasonal SBA Croston,9,162,48.0,82.27437450192691,89.386540497319,34.274374501926914,186.22195936941458,122.04080328296493,133.74691885701003,90,39,162,0,True,122.04080328296493,mean_rolling_3m_wmape_percent,71.4049468790144,100_to_200,under_200
38452M68K00000,recent_mean_6,Recent Mean 6m,9,162,36.0,48.0,67.33333333333334,11.999999999999996,187.03703703703707,122.26017943409249,125.0,69,28,126,0,True,122.26017943409249,mean_rolling_3m_wmape_percent,33.33333333333332,100_to_200,under_200
0915918022000,sba_croston,SBA Croston,9,162,190.0,171.72589364143033,215.75957825694564,-18.274106358569682,113.5576727668135,122.26869919503879,126.03305785123966,140,70,162,162,True,122.26869919503879,mean_rolling_3m_wmape_percent,-9.617950715036674,100_to_200,under_200
72111M8440009E,sba_croston,SBA Croston,9,162,103.0,106.47529467820183,181.82631648156465,3.4752946782018217,176.53040435103364,122.33604456917044,105.78845023289469,51,22,162,0,True,122.33604456917044,mean_rolling_3m_wmape_percent,3.3740725031085645,100_to_200,under_200
8285081A225PK,tsb,TSB,9,162,32.0,44.68501544659577,60.16751942947887,12.685015446595775,188.02349821712147,122.454913801672,127.8038394105785,74,26,162,0,True,122.454913801672,mean_rolling_3m_wmape_percent,39.6406732706118,100_to_200,under_200
