sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,wmape_valid,selection_score,selection_metric,bias_percent,wmape_band
77181M68K005PK,aggregate_allocation,Aggregate Allocation,9,162,68.0,328.1379905161988,277.22915786949363,260.1379905161988,407.689938043373,288.03151932327074,229.9335625582508,86,42,162,162,True,288.03151932327074,mean_rolling_3m_wmape_percent,382.5558684061747,over_200
77181M68K005PK,tsb,TSB,9,162,68.0,313.30516420636883,267.28731528958474,245.30516420636883,393.06958130821283,289.4281927185082,194.2630333273671,86,42,162,108,True,289.4281927185082,mean_rolling_3m_wmape_percent,360.74288853877766,over_200
77181M76M005PK,sba_croston,SBA Croston,9,162,102.0,46.28448528046522,114.46834226164341,-55.71551471953478,112.2238649623955,108.32538470614654,100.0,115,61,162,0,True,108.32538470614654,mean_rolling_3m_wmape_percent,-54.62305364660273,100_to_200
77181M76M005PK,seasonal_sba_croston,Seasonal SBA Croston,9,162,102.0,130.83510238438402,142.80614886441253,28.835102384384015,140.00602829844365,125.82694976214377,100.4621026738831,115,61,162,36,True,125.82694976214377,mean_rolling_3m_wmape_percent,28.26970821998433,100_to_200
77181M76M005PK,sba_croston_tuned,SBA Croston Tuned,9,162,102.0,130.83510238438402,142.24521078380656,28.835102384384022,139.45608900373193,126.2133458573611,100.0,115,61,162,36,True,126.2133458573611,mean_rolling_3m_wmape_percent,28.269708219984334,100_to_200
77181M76M005PK,boosted_sba_hybrid,Boosted SBA Hybrid,9,162,102.0,161.60504440821015,149.73272004466332,59.60504440821015,146.79678435751308,131.67536742779083,100.0,115,61,162,54,True,131.67536742779083,mean_rolling_3m_wmape_percent,58.436318047264855,100_to_200
77181M76M005PK,tsb,TSB,9,162,102.0,172.54350144644002,152.40071492185987,70.54350144644002,149.41246560966655,134.28245860043256,106.45986800048067,115,61,162,108,True,134.28245860043256,mean_rolling_3m_wmape_percent,69.16029553572551,100_to_200
77181M76M005PK,recent_mean_6,Recent Mean 6m,9,162,102.0,180.0,170.66666666666666,77.99999999999999,167.32026143790847,147.03122843340236,100.0,115,61,144,72,True,147.03122843340236,mean_rolling_3m_wmape_percent,76.4705882352941,100_to_200
77181M76M005PK,hurdle_random_forest,Hurdle Random Forest,9,162,102.0,240.58125648021118,200.58144677735055,138.58125648021115,196.6484772326966,188.3193408034519,139.84601380916865,115,61,162,141,True,188.3193408034519,mean_rolling_3m_wmape_percent,135.8639769413835,100_to_200
77181M76M005PK,aggregate_allocation,Aggregate Allocation,9,162,102.0,253.136825629566,205.77189523224166,151.13682562956603,201.7371521884722,199.47283712378533,159.79004355561005,115,61,162,159,True,199.47283712378533,mean_rolling_3m_wmape_percent,148.17335846035886,100_to_200
77210M76T015PK,tsb,TSB,9,132,188.0,36.811623780000005,178.48465915999998,-151.18837622,94.93864848936168,96.43347328814035,100.0,124,76,54,0,True,96.43347328814035,mean_rolling_3m_wmape_percent,-80.4193490531915,70_to_100
77210M76T015PK,recent_mean_6,Recent Mean 6m,9,132,188.0,24.000000000000004,181.66666666666669,-164.0,96.63120567375887,97.54244411502476,100.0,124,76,54,0,True,97.54244411502476,mean_rolling_3m_wmape_percent,-87.23404255319149,70_to_100
77210M76T015PK,boosted_sba_hybrid,Boosted SBA Hybrid,9,132,188.0,23.277174855437263,182.12767623492994,-164.7228251445627,96.87642352921804,97.81171196301356,100.0,124,76,54,0,True,97.81171196301356,mean_rolling_3m_wmape_percent,-87.61852401306527,70_to_100
77210M76T015PK,seasonal_sba_croston,Seasonal SBA Croston,9,132,188.0,19.991902834008098,182.95503297200287,-168.0080971659919,97.31650690000153,98.0929406265476,100.0,124,76,54,0,True,98.0929406265476,mean_rolling_3m_wmape_percent,-89.36600913084675,70_to_100
77210M76T015PK,sba_croston_tuned,SBA Croston Tuned,9,132,188.0,19.9919028340081,182.92577597840756,-168.0080971659919,97.30094466936572,98.10045897465905,100.0,124,76,54,0,True,98.10045897465905,mean_rolling_3m_wmape_percent,-89.36600913084675,70_to_100
77210M76T015PK,sba_croston,SBA Croston,9,132,188.0,8.82,185.56,-179.18,98.70212765957447,98.99295811715167,100.0,124,76,36,0,True,98.99295811715167,mean_rolling_3m_wmape_percent,-95.30851063829788,70_to_100
77210M76T015PK,aggregate_allocation,Aggregate Allocation,9,132,188.0,9.527153433295371,185.64710237435884,-178.47284656670462,98.74845870976534,99.06394281584572,100.0,124,76,54,0,True,99.06394281584572,mean_rolling_3m_wmape_percent,-94.93236519505564,70_to_100
77210M76T015PK,hurdle_random_forest,Hurdle Random Forest,9,132,188.0,197.38063236553973,219.4062811273576,9.380632365539718,116.70546868476468,182.73493007834415,108.31092313174463,124,76,132,84,True,182.73493007834415,mean_rolling_3m_wmape_percent,4.9896980667764455,100_to_200
77220M74T005PK,tsb,TSB,9,117,236.0,29.497212000000005,217.89266,-206.502788,92.32739830508474,93.08056333177315,100.0,117,86,36,0,True,93.08056333177315,mean_rolling_3m_wmape_percent,-87.5011813559322,70_to_100
77220M74T005PK,recent_mean_6,Recent Mean 6m,9,117,236.0,24.0,221.33333333333331,-212.0,93.78531073446327,94.45407678741012,100.0,117,86,36,0,True,94.45407678741012,mean_rolling_3m_wmape_percent,-89.83050847457628,70_to_100
77220M74T005PK,boosted_sba_hybrid,Boosted SBA Hybrid,9,117,236.0,25.25904653675317,221.13639970652352,-210.74095346324685,93.70186428242522,94.89025490933298,100.0,117,86,36,0,True,94.89025490933298,mean_rolling_3m_wmape_percent,-89.29701417934189,70_to_100
77220M74T005PK,sba_croston_tuned,SBA Croston Tuned,9,117,236.0,21.47727272727273,223.3181818181818,-214.52272727272725,94.62634822804314,95.59991975616977,100.0,117,86,36,0,True,95.59991975616977,mean_rolling_3m_wmape_percent,-90.89946070878273,70_to_100
77220M74T005PK,seasonal_sba_croston,Seasonal SBA Croston,9,117,236.0,21.477272727272727,223.36247066254396,-214.52272727272728,94.64511468751863,95.60093933281036,100.0,117,86,36,0,True,95.60093933281036,mean_rolling_3m_wmape_percent,-90.89946070878274,70_to_100
77220M74T005PK,sba_croston,SBA Croston,9,117,236.0,9.833333333333334,230.03703703703704,-226.16666666666666,97.47332077840552,97.78651352648266,100.0,117,86,36,0,True,97.78651352648266,mean_rolling_3m_wmape_percent,-95.83333333333333,70_to_100
77220M74T005PK,aggregate_allocation,Aggregate Allocation,9,117,236.0,7.082302844363484,231.87841806699134,-228.91769715563652,98.25356697753871,98.54905055671648,100.0,117,86,36,0,True,98.54905055671648,mean_rolling_3m_wmape_percent,-96.99902421849005,70_to_100
77220M74T005PK,hurdle_random_forest,Hurdle Random Forest,9,117,236.0,190.38988376400954,217.68727404907327,-45.61011623599048,92.24037035977682,126.12338536460912,90.40262841693021,117,86,117,93,True,126.12338536460912,mean_rolling_3m_wmape_percent,-19.326320438979018,100_to_200
77221M55T00799,tsb,TSB,9,150,234.0,64.34757808045494,202.99290344629773,-169.65242191954508,86.74910403687936,88.94438238605537,97.06249226236667,138,96,90,0,True,88.94438238605537,mean_rolling_3m_wmape_percent,-72.5010350083526,70_to_100
77221M55T00799,recent_mean_6,Recent Mean 6m,9,150,234.0,67.2,202.26666666666665,-166.8,86.43874643874643,89.40869181811212,97.77777777777777,138,96,90,18,True,89.40869181811212,mean_rolling_3m_wmape_percent,-71.28205128205128,70_to_100
77221M55T00799,boosted_sba_hybrid,Boosted SBA Hybrid,9,150,234.0,68.65063334370763,205.17794397583486,-165.34936665629237,87.68288204095506,90.51872636322527,98.47567974699928,138,96,90,18,True,90.51872636322527,mean_rolling_3m_wmape_percent,-70.66212250268904,70_to_100
77221M55T00799,seasonal_sba_croston,Seasonal SBA Croston,9,150,234.0,57.85403426360874,206.9988484484186,-176.14596573639125,88.46104634547804,90.95857762203318,97.48447874051354,138,96,90,18,True,90.95857762203318,mean_rolling_3m_wmape_percent,-75.27605373350055,70_to_100
77221M55T00799,sba_croston_tuned,SBA Croston Tuned,9,150,234.0,57.85403426360874,207.15577507598783,-176.14596573639125,88.52810900683241,91.05490244251216,97.91666666666666,138,96,90,18,True,91.05490244251216,mean_rolling_3m_wmape_percent,-75.27605373350055,70_to_100
77221M55T00799,aggregate_allocation,Aggregate Allocation,9,150,234.0,31.643557560481828,214.00665384341585,-202.35644243951816,91.45583497581873,93.28447421668015,99.04264511080802,138,96,90,0,True,93.28447421668015,mean_rolling_3m_wmape_percent,-86.47711215364025,70_to_100
77221M55T00799,sba_croston,SBA Croston,9,150,234.0,25.182692307692303,219.16346153846155,-208.81730769230768,93.65959894806049,94.96889426998123,100.0,138,96,72,0,True,94.96889426998123,mean_rolling_3m_wmape_percent,-89.23816568047337,70_to_100
77221M55T00799,hurdle_random_forest,Hurdle Random Forest,9,150,234.0,187.60881820602737,228.99536209858985,-46.39118179397268,97.86126585409824,117.53138798777407,85.68442695143986,138,96,150,78,True,117.53138798777407,mean_rolling_3m_wmape_percent,-19.82529136494559,100_to_200
77230M75L000PG,sba_croston,SBA Croston,9,162,172.0,46.943853125077595,156.23906055521675,-125.05614687492239,90.8366631134981,94.65966139551693,91.30864197530865,154,108,162,0,True,94.65966139551693,mean_rolling_3m_wmape_percent,-72.70706213658279,70_to_100
