model,demand_type,sku_id,sku_wmape
xgboost,smooth,71762M83P00PWJ,17.103401819864906
xgboost,smooth,7177062R105PK,
xgboost,smooth,7177080J005PK,3.9252916971842446
xgboost,smooth,7177154P00PSD,
xgboost,smooth,71771M74T00PER,6.173637935093471
xgboost,smooth,71771M81R005PK,10.47443151473999
xgboost,smooth,7177254P00PSD,
xgboost,smooth,7177286R000PG,7.108314832051595
xgboost,smooth,71773M55T00000,13.600850105285645
xgboost,smooth,7178080J005PK,5.609196424484253
xgboost,smooth,7178177KB05PK,29.71736060248481
xgboost,smooth,71781M50S00000,23.60450029373169
xgboost,smooth,71781M56R100PG,
xgboost,smooth,71781M75T00000,6.385183334350586
xgboost,smooth,7178277KB05PK,6.576180458068848
xgboost,smooth,71782M50S00000,
xgboost,smooth,71783M75T00000,
xgboost,smooth,7179164R005PK,2.875089645385742
xgboost,smooth,71791M52R00000,
xgboost,smooth,71810M55R10799,24.00803565979004
xgboost,smooth,7181153R00799,42.54377683003743
xgboost,smooth,7181153R50799,25.481891632080078
xgboost,smooth,7181154P13N49,0.3855618563565341
xgboost,smooth,7181161M00799,28.58365774154663
xgboost,smooth,7181161M10799,18.093236287434898
xgboost,smooth,7181164J00799,63.35713863372803
xgboost,smooth,7181171L11799,18.930681546529136
xgboost,smooth,7181173R10799,95.68910598754883
xgboost,smooth,7181177K10799,36.753692626953125
xgboost,smooth,7181178R115PK,0.3295421600341797
xgboost,smooth,7181180J00799,23.203539848327637
xgboost,smooth,71811M53M005PK,33.815741539001465
xgboost,smooth,71811M53T00799,12.264180183410645
xgboost,smooth,71811M54T005PK,15.436307589213053
xgboost,smooth,71811M55R00799,8.973312377929688
xgboost,smooth,71811M55T00799,24.822939359224762
xgboost,smooth,71811M68P10799,8.123051036487926
xgboost,smooth,71811M74L00799,16.58024787902832
xgboost,smooth,71811M76MA0799,3.404932022094727
xgboost,smooth,71811M81R00799,12.166190147399902
xgboost,smooth,71811M84P00799,11.895608901977539
xgboost,smooth,71820M74T00ASK,20.638680458068848
xgboost,smooth,7182153R00000,6.046227046421596
xgboost,smooth,7182161M005PK,14.10256794520787
xgboost,smooth,7182171L01000,5.377701350620815
xgboost,smooth,7182172SA05PK,51.08904838562012
xgboost,smooth,7182180J00000,3.5040974617004395
xgboost,smooth,71821M53M00000,9.067801066807338
xgboost,smooth,71821M55R00000,16.7179266611735
xgboost,smooth,71821M55T00000,10.499310493469238
xgboost,smooth,71821M56R00000,6.049149377005441
xgboost,smooth,71821M62S00799,46.598196029663086
xgboost,smooth,71821M68L00000,62.61783838272095
xgboost,smooth,71821M68P00000,4.7964436667306085
xgboost,smooth,71821M75L00000,46.478382746378585
xgboost,smooth,71821M76M00000,43.72730255126953
xgboost,smooth,71821M81R00000,
xgboost,smooth,7182253R00000,16.47216933114188
xgboost,smooth,7182271L01000,0.7617553075154622
xgboost,smooth,71822M53M00000,66.5595849355062
xgboost,smooth,71822M53T00000,51.25541687011719
xgboost,smooth,71822M55R00000,12.666027886526926
xgboost,smooth,71822M56R00000,66.8086846669515
xgboost,smooth,71822M62S00799,31.084879239400227
xgboost,smooth,71822M68L00000,7.492375373840332
xgboost,smooth,71822M68P00000,23.920693397521973
xgboost,smooth,71822M75L00000,20.54978609085083
xgboost,smooth,71822M76M00000,12.856829166412354
xgboost,smooth,71822M81R00000,12.818535168965658
xgboost,smooth,7182371L01000,1.1182188987731934
xgboost,smooth,7182471L01000,
xgboost,smooth,71824M68L00000,3.077526092529297
xgboost,smooth,7183064J00000,5.395221710205078
xgboost,smooth,7183065J00000,39.739201285622336
xgboost,smooth,7183154P00000,14.991957800728933
xgboost,smooth,7183161M00000,
xgboost,smooth,7183179M005PK,11.728674173355103
xgboost,smooth,71831M62S00000,31.1403751373291
xgboost,smooth,71831M79M005PK,
xgboost,smooth,7183254P00000,23.037495613098145
xgboost,smooth,7183261M00000,11.455233891805012
xgboost,smooth,7183279M005PK,21.851569414138794
xgboost,smooth,71832M62S00000,21.132675806681313
xgboost,smooth,71832M79M005PK,
xgboost,smooth,7183564J00000,13.179159164428711
xgboost,smooth,7183565J00000,37.337541580200195
xgboost,smooth,7184064J00000,
xgboost,smooth,7184065J00000,4.192709922790527
xgboost,smooth,7187154P00PSD,26.6301018851144
xgboost,smooth,7187161M10PER,21.967496871948242
xgboost,smooth,71871M76T00PER,0.10461807250976562
xgboost,smooth,7187354P005PK,21.823133741106307
xgboost,smooth,7211054P10H22,13.11338742574056
xgboost,smooth,7211054P20C48,4.0305495262146
xgboost,smooth,7211062R10ES5,3.3257901668548584
xgboost,smooth,7211078R01C48,64.03769254684448
xgboost,smooth,7211086RV0000,25.90169906616211
xgboost,smooth,72110M80T00JZG,20.126565297444664
xgboost,smooth,7211177KA038B,6.23319149017334
xgboost,smooth,7211277KA00PG,17.614425312389027
xgboost,smooth,7212177KA0000,6.25043511390686
xgboost,smooth,7232078R00000,7.87929892539978
xgboost,smooth,72320M55T00000,10.66768964131673
xgboost,smooth,7232153R01000,90.17257690429688
xgboost,smooth,7232164R00000,25.54992437362671
xgboost,smooth,7232179P00000,5.953061580657959
xgboost,smooth,72321M50S00000,1.3349469502766926
