model,external_mode,mean_wmape,std_wmape,min_wmape,max_wmape,final_rolling_3m,num_months
amazon/chronos-2,features,71.34873874551462,6.292169830123324,60.205932152361484,80.91937088078338,70.94026595150126,19
amazon/chronos-t5-tiny,features,75.67614919930291,7.619231589237664,62.13680368589735,87.81379726622572,77.37053728762207,19
