model,tuning_type,mean_wmape,monthly_mean_wmape,std_wmape,min_wmape,max_wmape,final_rolling_3m,num_months
chronos_2_erratic_features,Foundation Model,54.163435912825854,53.700707332467395,18.87778370728405,32.95216891390571,93.87986096419534,71.09596483537665,19
chronos_2_erratic_features_plus_external,Foundation Model,41.36856046976355,41.73931372646338,11.419570917902949,31.208661280945666,70.02157478494046,36.76225939538002,19
chronos_t5_tiny,Foundation Model,71.85417987585076,71.70077377830637,5.5504443893965165,61.80530219098886,81.9883969861158,70.89502209857541,19
