model,mean_wmape,std_wmape,min_wmape,max_wmape,final_rolling_3m,num_months
xgboost,98.13749773753905,0.6572665841487724,96.91548098073818,100.05649671394931,97.57831819603997,19
lightgbm,97.49707864774555,1.0716537393085588,95.3166318887903,99.599537996608,97.94246128744892,19
random_forest,98.1876576660616,1.5329918313798943,95.58913543066627,100.60937783748697,99.68926027285168,19
lumpy_hurdle,99.94458757782992,0.19906238799422815,99.11511357916628,100.0,100.0,19
