sku_id,variant,demand_type,model,wmape_percent
7733061M01000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,63.607857026249526
77330M81R00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,59.92628070286342
7781158J000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,82.31433245443529
77811M58J000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,59.24432236572792
77811M63T000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,84.71858940626446
7783154GB00PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,49.455649178961046
77831M68L000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,57.921293305187696
77851M54G000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,86.07088811695576
8185061J01000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,111.83228934964826
81850M68K00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.25933162556139
81850M68P10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,65.93966912000607
8186061J01000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,112.13465396847045
81860M68K00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.5282407155851
81860M79G20000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,86.26348033547401
8212177K00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,115.99015624899613
82801M66L015PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,80.88590725358709
82801M68K005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,71.15526469248645
82802M66L015PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,46.571616136311185
82802M68K5026U,all_sku_history,erratic,chronos_2_erratic_features_plus_external,45.73476153813051
82802M81A605PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,80.00054871663451
82850M76M005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,108.76241077497168
8392152R010CE,all_sku_history,erratic,chronos_2_erratic_features_plus_external,70.59340637463791
83921M68P000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,76.2897581470256
83922M55T000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,66.59267989255613
8392352R020CE,all_sku_history,erratic,chronos_2_erratic_features_plus_external,79.76141181485407
83923M68P000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,75.38575566544824
83924M55T000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.20182314166775
83924M62S000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,79.27699883778891
83924M68P100CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,43.84043057759603
83926M68P000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,80.71981862533924
8393061J005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,127.45033204555511
83932M68P000CB,all_sku_history,erratic,chronos_2_erratic_features_plus_external,72.1196106501988
83940M68P100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,73.09312908737748
83940M74L10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,91.2030291557312
83970M68P00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,77.72025962670645
84051M55T01000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,62.46075341989707
84051M55T11000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,53.05713676824803
8450152R02000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,84.7570361835616
84501M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,87.78655734555475
84501M68P00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.62158792359489
84502M68P00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,79.59416860189194
84510M74L01000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,88.10404580214927
84511M75T10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,90.20572838030363
84511M76M10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,102.85827300765298
8470171LVAZMT,all_sku_history,erratic,chronos_2_erratic_features_plus_external,73.9003618558248
84701M53M205PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,79.81274979455131
84701M55TB0ZHJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,46.28073787077879
84701M68P31ZHJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,57.42549591286238
84701M68P515PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,45.47207608819008
84701M74LC15PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,56.912431478500366
8470261J025PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,60.67685435215632
84702M53M205PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,70.51210535897148
84702M55TB0ZHJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,68.8837496218858
84702M56R92ZHJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,63.07804628654763
84702M62S20Z4Q,all_sku_history,erratic,chronos_2_erratic_features_plus_external,52.96698900369498
84702M68P31ZHJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.272342296207654
84702M68P515PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,65.58974412354556
84702M74LC15PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,111.22242336471875
84702M79G30000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,87.78035283088684
84703M79M02000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,55.42237583650361
8471852R20ZVR,all_sku_history,erratic,chronos_2_erratic_features_plus_external,63.5299022992452
8472852R20ZVR,all_sku_history,erratic,chronos_2_erratic_features_plus_external,75.37240791320801
8472865J00Z2S,all_sku_history,erratic,chronos_2_erratic_features_plus_external,61.85297679901123
8472880J00Z2S,all_sku_history,erratic,chronos_2_erratic_features_plus_external,71.86529263854027
84730M67P10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,89.14775524820601
84730M74LC0000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,68.68174788595616
84730M79M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,74.36308161965732
8474061M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,70.06414351255998
8474065J00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,92.85810694975012
84740M67P10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,89.45727471647591
84740M74LC0000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,78.22083009863799
84740M74LE0000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,97.60911652916356
84740M76M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,93.94254573555881
84740M79M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,99.1066032581115
84920M68PB1BHE,all_sku_history,erratic,chronos_2_erratic_features_plus_external,84.97123837471008
84940M68PC1BHE,all_sku_history,erratic,chronos_2_erratic_features_plus_external,77.73971632122993
95130M68K00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,107.31043530007203
95310M53T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,53.13471623005406
95310M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,43.39429749787308
95310M76M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,61.61107545675233
01550M0612A,all_sku_history,lumpy,online_expert_router,6.82679952033702
021620616A000,all_sku_history,lumpy,online_expert_router,53.9743609264562
083313124A000,all_sku_history,lumpy,online_expert_router,10.5337212673102
0911605023000,all_sku_history,lumpy,online_expert_router,4.73118095696197
0911912006XC0,all_sku_history,lumpy,online_expert_router,7.40740952943463
0911912007000,all_sku_history,lumpy,online_expert_router,108.039357251088
09136M05078000,all_sku_history,lumpy,online_expert_router,37.2221685677489
0914806007000,all_sku_history,lumpy,online_expert_router,90.7725080192684
09148M06022000,all_sku_history,lumpy,online_expert_router,5.19687187232725
0915912051000,all_sku_history,lumpy,online_expert_router,33.8616279750239
0915912L02000,all_sku_history,lumpy,online_expert_router,6.81712690128938
0915918022000,all_sku_history,lumpy,online_expert_router,61.0827754775399
0915924009000,all_sku_history,lumpy,online_expert_router,52.8062607064587
0916435003000,all_sku_history,lumpy,online_expert_router,40.3548868108266
0928017002000,all_sku_history,lumpy,online_expert_router,110.503690424099
0928022020000,all_sku_history,lumpy,online_expert_router,40.2118058514835
0928056004000,all_sku_history,lumpy,online_expert_router,55.2291707742085
0928326016000,all_sku_history,lumpy,online_expert_router,64.7488085498773
0928340021000,all_sku_history,lumpy,online_expert_router,88.7545214345935
0928340027000,all_sku_history,lumpy,online_expert_router,74.2629801701791
0928345012000,all_sku_history,lumpy,online_expert_router,70.8776541482788
0928906003000,all_sku_history,lumpy,online_expert_router,70.3402543893546
0928948004000,all_sku_history,lumpy,online_expert_router,38.4182539114734
0930508011000,all_sku_history,lumpy,online_expert_router,35.1272736338817
0931912047000,all_sku_history,lumpy,online_expert_router,47.7742913359171
0932010024000,all_sku_history,lumpy,online_expert_router,50.2785501141665
0938019004000,all_sku_history,lumpy,online_expert_router,38.1705632333228
0940307333000,all_sku_history,lumpy,online_expert_router,30.7868939312085
09403M07311000,all_sku_history,lumpy,online_expert_router,79.8122191804953
09409063095ES,all_sku_history,lumpy,online_expert_router,56.1130499864183
09409063145PK,all_sku_history,lumpy,online_expert_router,96.4183021834812
0940906322000,all_sku_history,lumpy,online_expert_router,173.922594269251
09409073255PK,all_sku_history,lumpy,online_expert_router,63.3918230376262
0940907332000,all_sku_history,lumpy,online_expert_router,63.0003302561877
0940908322000,all_sku_history,lumpy,online_expert_router,55.1473129580143
0940908327000,all_sku_history,lumpy,online_expert_router,82.119068255029
0940908352000,all_sku_history,lumpy,online_expert_router,119.005879757981
0940910318000,all_sku_history,lumpy,online_expert_router,71.5003649328831
0940915304000,all_sku_history,lumpy,online_expert_router,86.2549976279845
09409M06L05000,all_sku_history,lumpy,online_expert_router,78.8991284332406
09409M07308R8J,all_sku_history,lumpy,online_expert_router,5.08062135866481
09409M07L025PK,all_sku_history,lumpy,online_expert_router,31.8422044798433
09409M15L01000,all_sku_history,lumpy,online_expert_router,76.9766199442266
0944829004000,all_sku_history,lumpy,online_expert_router,7.57648568099535
09471M12182000,all_sku_history,lumpy,online_expert_router,30.6420824906879
1161054G30000,all_sku_history,lumpy,online_expert_router,69.2967200208252
1161060R00000,all_sku_history,lumpy,online_expert_router,59.1220724091192
1161061M01000,all_sku_history,lumpy,online_expert_router,44.5646352570481
1161073K00000,all_sku_history,lumpy,online_expert_router,12.6309803019383
11610M65L00000,all_sku_history,lumpy,online_expert_router,53.6271777138327
11610M67P10000,all_sku_history,lumpy,online_expert_router,58.7640968354484
11610M76M00000,all_sku_history,lumpy,online_expert_router,46.8837506094177
11610M79F30000,all_sku_history,lumpy,online_expert_router,23.54034733902
11610M79G50000,all_sku_history,lumpy,online_expert_router,67.4186107846471
11620M65L10000,all_sku_history,lumpy,online_expert_router,50.4522164481783
11620M67P00000,all_sku_history,lumpy,online_expert_router,26.7355341987406
11620M68K00000,all_sku_history,lumpy,online_expert_router,53.0012447969427
11620M76M00000,all_sku_history,lumpy,online_expert_router,47.3683153244856
11620M79F40000,all_sku_history,lumpy,online_expert_router,34.2265873697292
11710M65L00000,all_sku_history,lumpy,online_expert_router,51.8561889151489
11710M68K00000,all_sku_history,lumpy,online_expert_router,63.6623423862588
11710M68K10000,all_sku_history,lumpy,online_expert_router,84.8987451911762
11710M76M00000,all_sku_history,lumpy,online_expert_router,52.8597585103955
11710M79F70000,all_sku_history,lumpy,online_expert_router,36.4403440510594
11710M79F80000,all_sku_history,lumpy,online_expert_router,41.8766124907887
1172080JA0000,all_sku_history,lumpy,online_expert_router,32.3356162517014
1428180JA0000,all_sku_history,lumpy,online_expert_router,58.0439556284489
15910M79GB1000,all_sku_history,lumpy,online_expert_router,69.736873930837
15910M79GC0000,all_sku_history,lumpy,online_expert_router,72.6697878439134
1711279P01000,all_sku_history,lumpy,online_expert_router,28.0493001892158
1770054P30000,all_sku_history,lumpy,online_expert_router,42.7085608264729
1770079P21000,all_sku_history,lumpy,online_expert_router,30.739994043904
1770081P00000,all_sku_history,lumpy,online_expert_router,25.6462211351576
17700M50U00000,all_sku_history,lumpy,online_expert_router,57.1694245453248
17700M60M00000,all_sku_history,lumpy,online_expert_router,18.8766554830857
17700M67L00000,all_sku_history,lumpy,online_expert_router,47.0684649564818
17700M67P00000,all_sku_history,lumpy,online_expert_router,56.636571680993
17700M79F02000,all_sku_history,lumpy,online_expert_router,26.0798165233613
1776071L00000,all_sku_history,lumpy,online_expert_router,39.8691347173874
17760M67P00000,all_sku_history,lumpy,online_expert_router,39.3203682611602
1781254G00000,all_sku_history,lumpy,online_expert_router,58.6601118360868
17861M68P00000,all_sku_history,lumpy,online_expert_router,54.5686930462008
1787880G00000,all_sku_history,lumpy,online_expert_router,5.00500540181582
17878M74L00000,all_sku_history,lumpy,online_expert_router,62.8468466592667
17920M76M00000,all_sku_history,lumpy,online_expert_router,70.1114105562919
1793161M10000,all_sku_history,lumpy,online_expert_router,33.6783941481474
1793163J01000,all_sku_history,lumpy,online_expert_router,45.8253315928231
1793165D00000,all_sku_history,lumpy,online_expert_router,33.9304885734689
17931M71P00000,all_sku_history,lumpy,online_expert_router,36.8829505136991
1793276G00000,all_sku_history,lumpy,online_expert_router,58.9829526832102
27431M79F00000,all_sku_history,lumpy,online_expert_router,54.2873652045416
2811380J015PK,all_sku_history,lumpy,online_expert_router,46.5877614201065
28113M62S015PK,all_sku_history,lumpy,online_expert_router,70.2761373829677
2818084A20000,all_sku_history,lumpy,online_expert_router,38.4973160381603
2824178K00000,all_sku_history,lumpy,online_expert_router,31.5774598930766
28300M55R42000,all_sku_history,lumpy,online_expert_router,50.1035842246915
2961081A00000,all_sku_history,lumpy,online_expert_router,88.3246417467793
33690M60M00000,all_sku_history,lumpy,online_expert_router,49.7393278531101
3495561M00000,all_sku_history,lumpy,online_expert_router,765.125634648899
3512052R21000,all_sku_history,lumpy,online_expert_router,37.9713207028185
3512052S10000,all_sku_history,lumpy,online_expert_router,77.9489880146641
3512062R60000,all_sku_history,lumpy,online_expert_router,53.070365392572
3512065J12000,all_sku_history,lumpy,online_expert_router,28.4615435201256
3512080G21000,all_sku_history,lumpy,online_expert_router,21.1652426039485
35121M66L10000,all_sku_history,lumpy,online_expert_router,47.2978718877043
35121M73T10000,all_sku_history,lumpy,online_expert_router,137.438409526613
3515365J00000,all_sku_history,lumpy,online_expert_router,57.6663368118277
3515379P00000,all_sku_history,lumpy,online_expert_router,40.7942661080814
35153M59K20000,all_sku_history,lumpy,online_expert_router,67.6227118487215
35153M75L00000,all_sku_history,lumpy,online_expert_router,90.0369480883553
3532052R20000,all_sku_history,lumpy,online_expert_router,39.1987429481836
3532065D41000,all_sku_history,lumpy,online_expert_router,10.5843008389747
3532077R10000,all_sku_history,lumpy,online_expert_router,54.9126727381824
3532080G21000,all_sku_history,lumpy,online_expert_router,85.6080503173952
35321M60M10000,all_sku_history,lumpy,online_expert_router,55.7574810624417
35321M66L10000,all_sku_history,lumpy,online_expert_router,33.4694461793232
3550065P02000,all_sku_history,lumpy,online_expert_router,45.6855423929568
35501M75T00000,all_sku_history,lumpy,online_expert_router,63.5236585049401
35502M75T00000,all_sku_history,lumpy,online_expert_router,73.9133184777114
3552686R20000,all_sku_history,lumpy,online_expert_router,61.9109373574939
35601M74TA0000,all_sku_history,lumpy,online_expert_router,59.707332272569
35602M73T00000,all_sku_history,lumpy,online_expert_router,89.3201856978013
35603M79G30000,all_sku_history,lumpy,online_expert_router,22.0401205938221
3560461J10000,all_sku_history,lumpy,online_expert_router,60.2093319296029
35604M84400000,all_sku_history,lumpy,online_expert_router,23.5802859564622
3565050J10000,all_sku_history,lumpy,online_expert_router,14.4237872662078
35650M53T00000,all_sku_history,lumpy,online_expert_router,75.3612708336123
35650M60M00000,all_sku_history,lumpy,online_expert_router,26.1587085806653
35651M79G40000,all_sku_history,lumpy,online_expert_router,32.6285726365687
35651M79M00000,all_sku_history,lumpy,online_expert_router,37.2943282946605
35670M76T00000,all_sku_history,lumpy,online_expert_router,69.2631918553872
35671M79G30000,all_sku_history,lumpy,online_expert_router,45.3273602852485
35671M79G40000,all_sku_history,lumpy,online_expert_router,27.3359850227341
3570186R00000,all_sku_history,lumpy,online_expert_router,53.6062568712028
35701M76T00000,all_sku_history,lumpy,online_expert_router,51.5417875329634
3570273R10000,all_sku_history,lumpy,online_expert_router,28.2993675059123
35702M76T00000,all_sku_history,lumpy,online_expert_router,66.8590246807685
35750M53T01000,all_sku_history,lumpy,online_expert_router,143.972220790809
35750M68P00000,all_sku_history,lumpy,online_expert_router,35.0036602327185
35750M68P11000,all_sku_history,lumpy,online_expert_router,8.08910028082021
35750M68P20000,all_sku_history,lumpy,online_expert_router,18.9843143369606
35750M73T00000,all_sku_history,lumpy,online_expert_router,71.4376700484678
3591075F31000,all_sku_history,lumpy,online_expert_router,58.9171101566572
35910M74L01000,all_sku_history,lumpy,online_expert_router,57.8517547888757
3611050A30000,all_sku_history,lumpy,online_expert_router,67.1291884264561
3613050A30000,all_sku_history,lumpy,online_expert_router,28.9733544461878
36230M70CA1000,all_sku_history,lumpy,online_expert_router,34.2829347894146
36250M74T55000,all_sku_history,lumpy,online_expert_router,86.3446550370246
3627479P01000,all_sku_history,lumpy,online_expert_router,44.6255079626156
3641054G01000,all_sku_history,lumpy,online_expert_router,37.6706818509655
3641063J02000,all_sku_history,lumpy,online_expert_router,17.7350829913497
3641075F01000,all_sku_history,lumpy,online_expert_router,63.5761018481701
36410M67K10000,all_sku_history,lumpy,online_expert_router,63.5113277221179
3641275F00000,all_sku_history,lumpy,online_expert_router,21.6379974151313
36430M76M00000,all_sku_history,lumpy,online_expert_router,39.6649991315019
3658054P00000,all_sku_history,lumpy,online_expert_router,50.4395665403034
3658354P01000,all_sku_history,lumpy,online_expert_router,54.839986260956
37019M79MK0000,all_sku_history,lumpy,online_expert_router,51.3439411070437
37145M55B21000,all_sku_history,lumpy,online_expert_router,58.4533031215625
37145M56R20000,all_sku_history,lumpy,online_expert_router,65.1299563917145
37145M66L00000,all_sku_history,lumpy,online_expert_router,49.9783546887141
37736M58R00000,all_sku_history,lumpy,online_expert_router,34.4672272270947
37736M79M00000,all_sku_history,lumpy,online_expert_router,56.9214697028156
3773773R00Z2S,all_sku_history,lumpy,online_expert_router,25.1914613165147
38315M68K00000,all_sku_history,lumpy,online_expert_router,41.7909671301099
3834062R30000,all_sku_history,lumpy,online_expert_router,52.1142754827863
38340M51K42000,all_sku_history,lumpy,online_expert_router,71.7032283019033
3845062R00000,all_sku_history,lumpy,online_expert_router,51.9404303396233
3845065J10000,all_sku_history,lumpy,online_expert_router,69.8585469154785
3845071L10000,all_sku_history,lumpy,online_expert_router,54.0849529930137
38450M79M00000,all_sku_history,lumpy,online_expert_router,78.1581756051145
38450M80T10000,all_sku_history,lumpy,online_expert_router,52.7047171423387
38452M56R30000,all_sku_history,lumpy,online_expert_router,56.5034409908606
38452M65L00000,all_sku_history,lumpy,online_expert_router,47.4793784170065
38452M68K00000,all_sku_history,lumpy,online_expert_router,41.8819477860256
38480M68P01000,all_sku_history,lumpy,online_expert_router,41.947876338704
38500M55T01000,all_sku_history,lumpy,online_expert_router,39.2638799367085
3882151K02000,all_sku_history,lumpy,online_expert_router,45.9543859473771
3882165J00000,all_sku_history,lumpy,online_expert_router,45.0253954979119
38821M67P00000,all_sku_history,lumpy,online_expert_router,50.713205689865
3910268L01000,all_sku_history,lumpy,online_expert_router,39.7104059775972
39102M80T00000,all_sku_history,lumpy,online_expert_router,64.8284877774821
3925061J00000,all_sku_history,lumpy,online_expert_router,29.7024058447327
39321M56R00000,all_sku_history,lumpy,online_expert_router,24.3874524153524
39321M67P00000,all_sku_history,lumpy,online_expert_router,29.4767363891697
39322M56R00000,all_sku_history,lumpy,online_expert_router,16.2590054680888
39322M67P00000,all_sku_history,lumpy,online_expert_router,28.9000073401517
39322M67P10000,all_sku_history,lumpy,online_expert_router,44.8032905933443
3F11579S10ZWG,all_sku_history,lumpy,online_expert_router,41.7374165630611
4161552R00000,all_sku_history,lumpy,online_expert_router,57.350494849446
4171080J00000,all_sku_history,lumpy,online_expert_router,60.7514493929945
41710M68K00000,all_sku_history,lumpy,online_expert_router,54.9776396128617
41710M76M00000,all_sku_history,lumpy,online_expert_router,66.789368972553
41710M82000000,all_sku_history,lumpy,online_expert_router,53.5460950131934
4311052R71000,all_sku_history,lumpy,online_expert_router,22.1505066540635
4311078K00000,all_sku_history,lumpy,online_expert_router,34.5489027194137
43110M75J80000-OP,all_sku_history,lumpy,online_expert_router,62.3541593908646
4321052R5027N,all_sku_history,lumpy,online_expert_router,35.6078770864533
4321052S0039M,all_sku_history,lumpy,online_expert_router,65.1736887391621
4321053R100CE,all_sku_history,lumpy,online_expert_router,55.8092269233805
4321061J01ZBP,all_sku_history,lumpy,online_expert_router,36.4854449792388
4321064J01ZBP,all_sku_history,lumpy,online_expert_router,46.3374845950636
4321068LA0ZA8,all_sku_history,lumpy,online_expert_router,66.3196057460567
4321078K6027N,all_sku_history,lumpy,online_expert_router,6.36131844158941
4321079K510BK,all_sku_history,lumpy,online_expert_router,57.195855673595
4321080S6027N,all_sku_history,lumpy,online_expert_router,14.550686589371
43210M55R6027N,all_sku_history,lumpy,online_expert_router,53.9797601263575
43210M55RH1QC8,all_sku_history,lumpy,online_expert_router,61.6334276674758
43210M62S620CB,all_sku_history,lumpy,online_expert_router,52.9506721110452
43210M68K1109L,all_sku_history,lumpy,online_expert_router,51.7061389398142
43210M74T50QC8,all_sku_history,lumpy,online_expert_router,93.1066745038414
43210M76M5127N,all_sku_history,lumpy,online_expert_router,10.2114661004064
43210M76T50QC8,all_sku_history,lumpy,online_expert_router,43.5543860654858
43210M79G5339M,all_sku_history,lumpy,online_expert_router,86.8870107528882
43210M83P0027N,all_sku_history,lumpy,online_expert_router,19.0177185495325
4325065DA1C48,all_sku_history,lumpy,online_expert_router,158.652171210882
4325079P00ZH1,all_sku_history,lumpy,online_expert_router,38.2027255182253
43250M53T0027N,all_sku_history,lumpy,online_expert_router,69.762752545811
43250M68K1027N,all_sku_history,lumpy,online_expert_router,8.50021704343231
43250M68K2027N,all_sku_history,lumpy,online_expert_router,41.3401419717687
43250M74L0027N,all_sku_history,lumpy,online_expert_router,52.8366574319541
43250M74L1027N,all_sku_history,lumpy,online_expert_router,44.9354467909441
43250M79G6027N,all_sku_history,lumpy,online_expert_router,59.1531454246961
43250M79M0027N,all_sku_history,lumpy,online_expert_router,47.6406708410708
4325251K20DB7,all_sku_history,lumpy,online_expert_router,45.8607529945843
4325261J0027S,all_sku_history,lumpy,online_expert_router,27.7315830488077
4325283S00CZ2,all_sku_history,lumpy,online_expert_router,49.7751514199262
43402M74L21000,all_sku_history,lumpy,online_expert_router,45.469707292515
4342386G01000,all_sku_history,lumpy,online_expert_router,54.9867092555366
4345965J00000,all_sku_history,lumpy,online_expert_router,22.1425674969025
48150M68P00C48,all_sku_history,lumpy,online_expert_router,47.8982761482273
48150M69R00C48,all_sku_history,lumpy,online_expert_router,50.3195754495877
48150M79M11C48,all_sku_history,lumpy,online_expert_router,25.4289460498484
4982162A51000,all_sku_history,lumpy,online_expert_router,86.6986063758354
5730073R02000,all_sku_history,lumpy,online_expert_router,60.5313427945028
5730079P02000,all_sku_history,lumpy,online_expert_router,49.9910002945254
57300M66L00000,all_sku_history,lumpy,online_expert_router,50.3097205074858
57300M68K10000,all_sku_history,lumpy,online_expert_router,29.0826894548737
57300M74T00000,all_sku_history,lumpy,online_expert_router,41.1566925156683
57300M75T00000,all_sku_history,lumpy,online_expert_router,41.4080339327524
5741079P00000,all_sku_history,lumpy,online_expert_router,37.1389451023309
57410M67P00000,all_sku_history,lumpy,online_expert_router,44.4204699354313
5742071L01000,all_sku_history,lumpy,online_expert_router,39.967168859039
57611M68K10000,all_sku_history,lumpy,online_expert_router,52.7091653377539
57711M66L00000,all_sku_history,lumpy,online_expert_router,42.3902128676762
5811077K00000,all_sku_history,lumpy,online_expert_router,38.3346545245826
58110M74L00000,all_sku_history,lumpy,online_expert_router,43.9243593052221
5812165J00000,all_sku_history,lumpy,online_expert_router,34.6153605015272
5823054P00000,all_sku_history,lumpy,online_expert_router,8.42418935886856
5823065J00000,all_sku_history,lumpy,online_expert_router,54.6086306024941
58230M79G01000,all_sku_history,lumpy,online_expert_router,53.785083836128
58240M53M00000,all_sku_history,lumpy,online_expert_router,36.2574562324934
58240M67P00000,all_sku_history,lumpy,online_expert_router,60.0267182024131
58251M53M00000,all_sku_history,lumpy,online_expert_router,36.4140093674772
5827080J20000,all_sku_history,lumpy,online_expert_router,31.0841825234583
61513M56R01000,all_sku_history,lumpy,online_expert_router,42.9733603115484
64111M56R01P21,all_sku_history,lumpy,online_expert_router,15.0165312547645
65500M75L00000,all_sku_history,lumpy,online_expert_router,17.7841809728578
6570079P11000,all_sku_history,lumpy,online_expert_router,38.3811999241212
65700M72P00000,all_sku_history,lumpy,online_expert_router,56.4755103674675
6800153R00000,all_sku_history,lumpy,online_expert_router,57.2348627600217
6800164J01000,all_sku_history,lumpy,online_expert_router,28.9918474828421
68001M53M50000,all_sku_history,lumpy,online_expert_router,31.0882280289389
68001M74L21000,all_sku_history,lumpy,online_expert_router,45.3188046474195
68001M75T00000,all_sku_history,lumpy,online_expert_router,58.0513890581097
6800261M01000,all_sku_history,lumpy,online_expert_router,40.729852490512
6800271L00000,all_sku_history,lumpy,online_expert_router,43.0234888333588
6800280820000,all_sku_history,lumpy,online_expert_router,13.3835721949156
68002M53M00000,all_sku_history,lumpy,online_expert_router,46.1576795237286
68002M74L31000,all_sku_history,lumpy,online_expert_router,62.814845078369
68002M75T00000,all_sku_history,lumpy,online_expert_router,43.3624108808218
68002M79G01000,all_sku_history,lumpy,online_expert_router,34.6542829077501
68003M74L31000,all_sku_history,lumpy,online_expert_router,34.3956438100841
6910077R14000,all_sku_history,lumpy,online_expert_router,75.7280102113037
69100M66L01000,all_sku_history,lumpy,online_expert_router,15.0890458151205
69100M66L21000,all_sku_history,lumpy,online_expert_router,54.7908683745314
6932068LA0000,all_sku_history,lumpy,online_expert_router,31.4264488925564
69330M74L00000,all_sku_history,lumpy,online_expert_router,28.6956959141909
69410M74L00000,all_sku_history,lumpy,online_expert_router,43.8919567772439
6942063J00000,all_sku_history,lumpy,online_expert_router,97.0242369570821
69430M74L00000,all_sku_history,lumpy,online_expert_router,45.4251856250216
71074M79M00C48,all_sku_history,lumpy,online_expert_router,72.6917265524029
71091M843005PK,all_sku_history,lumpy,online_expert_router,20.5274135923986
7171152S005PK,all_sku_history,lumpy,online_expert_router,68.1162203340123
7171154L30799,all_sku_history,lumpy,online_expert_router,34.4403296313146
7171161J00799,all_sku_history,lumpy,online_expert_router,41.6941297354877
7171163T20799,all_sku_history,lumpy,online_expert_router,110.178580990069
7171171L00799,all_sku_history,lumpy,online_expert_router,32.599755557624
7171177K70799,all_sku_history,lumpy,online_expert_router,61.6922238605485
7171177KD0799,all_sku_history,lumpy,online_expert_router,58.3037440641688
7171181A405PK,all_sku_history,lumpy,online_expert_router,62.0136520224831
71711M53M005PK,all_sku_history,lumpy,online_expert_router,3.04536628328356
71711M53M00799,all_sku_history,lumpy,online_expert_router,26.9273738455005
71711M73T015PK,all_sku_history,lumpy,online_expert_router,94.551282554079
71711M76M00799,all_sku_history,lumpy,online_expert_router,34.1929479608487
71711M79G105PK,all_sku_history,lumpy,online_expert_router,39.416906636113
7171284A10W07,all_sku_history,lumpy,online_expert_router,47.3072397390393
71712M60MA05PK,all_sku_history,lumpy,online_expert_router,37.7601995311151
71712M69T005PK,all_sku_history,lumpy,online_expert_router,80.1258943568407
71712M74T005PK,all_sku_history,lumpy,online_expert_router,35.005910798701
