sku_id,variant,demand_type,model,wmape_percent,abs_error_sum,abs_actual_sum
71711M79M00799,all_sku_history,erratic,chronos_2_erratic_features_plus_external,66.63249135017395,15.991797924041748,24.0
71712M54T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,57.32436211485612,43.56651520729065,76.0
71712M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,65.74604001819579,76.92286682128906,117.0
71712M56R00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,67.19595577035632,28.222301423549652,42.0
71712M79M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,86.70815743652045,44.22116029262543,51.0
71720M76M005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,79.41777436963974,24.619510054588318,31.0
7172160K005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,75.04649965659432,34.521389842033386,46.0
7172161P005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,45.696040746327995,33.815070152282715,74.0
7172177MJ05PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,96.00196209820834,21.120431661605835,22.0
7172179P005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,62.513384222984314,25.005353689193726,40.0
7172186R105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,66.81617165313047,22.71749836206436,34.0
71721M56R005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,89.87585984998279,64.71061909198761,72.0
71721M60MA05PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,65.56348482767741,29.503568172454834,45.0
71721M74T005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,40.80021072836483,69.36035823822021,170.0
71721M75L005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,76.90395567868207,28.454463601112366,37.0
71721M75T005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,111.99619928995767,100.79657936096191,90.0
71721M78R005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,70.0906909324906,46.2598560154438,66.0
71721M84P005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,89.295344799757,14.28725516796112,16.0
7173154GA0000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,100.15376022883824,35.053816080093384,35.0
7173163J20000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,86.92531387011209,20.862075328826904,24.0
7173171L00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,57.85457985375517,53.80475926399231,93.0
71731M53M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,72.13923208049087,44.004931569099426,61.0
71731M53MB0000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,55.34347971873497,37.08013141155243,67.0
71731M66L005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,89.9461699568707,20.68761909008026,23.0
71731M67P00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,62.88879422041086,32.70217299461365,52.0
71731M68K00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,64.7492378185957,50.50440549850464,78.0
7173262R00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,56.587176356050705,20.371383488178253,36.0
7173263J20000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,109.06591415405273,19.631864547729492,18.0
7173271L00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,50.39561885468503,47.37188172340393,94.0
71732M53M00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,74.44257803366217,52.85423040390015,71.0
71732M66L005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,83.96214668949446,20.150915205478668,24.0
71732M67P00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,69.65174504688808,34.12935507297516,49.0
71732M68K00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,53.5048579176267,51.36466360092163,96.0
71732M74T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,68.45999596610902,43.12979745864868,63.0
71733M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,49.48099497910384,90.055410861969,182.0
71733M74L00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,88.92336943570305,15.116972804069519,17.0
71734M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,44.32598925844024,70.03506302833557,158.0
71734M68L00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,89.06537407920474,18.703728556632996,21.0
71734M74T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,99.28966905131485,32.7655907869339,33.0
7174054L10D2W,all_sku_history,erratic,chronos_2_erratic_features_plus_external,83.87272979902185,19.290727853775024,23.0
7174073R10CUG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,75.35739126412764,17.33219999074936,23.0
7174079P00C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,71.1727316562946,27.757365345954895,39.0
7174079S00C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,39.13599089080212,39.918710708618164,102.0
71740M55T10C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,61.04776287732059,178.25946760177612,292.0
71740M56R00C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,78.02613095922784,71.00377917289734,91.0
71740M68T00C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,28.296368083015818,172.60784530639648,610.0
71740M76MA0C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,36.66382592457991,76.26075792312622,208.0
71740M76T10KDJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,66.12196055150801,40.99561554193497,62.0
71740M81R00C48,all_sku_history,erratic,chronos_2_erratic_features_plus_external,41.92621516329901,23.47868049144745,56.0
7174160P005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,78.46159129529386,29.030788779258728,37.0
71741M53M005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,88.36521974631718,24.74226152896881,28.0
71741M53MA05PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,60.27453690767288,28.931777715682983,48.0
71741M74L005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,102.94635611421921,35.001761078834534,34.0
71741M75L005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,65.92950820922852,15.823081970214844,24.0
71741M75T00W9K,all_sku_history,erratic,chronos_2_erratic_features_plus_external,105.47431310017903,72.77727603912354,69.0
71741M76M105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,87.62568584302576,35.926531195640564,41.0
71741M83P005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,46.65440908620055,66.24926090240479,142.0
71743M76M100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,82.406485080719,14.009102463722229,17.0
71744M76M100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,120.96619009971619,15.725604712963104,13.0
71745M75T10000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,113.81024546348131,29.590663820505142,26.0
7175172S205PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,66.02405888693673,23.108420610427856,35.0
7175186R000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,53.50893261612103,49.763307332992554,93.0
71751M67P105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,72.50111345201731,23.20035630464554,32.0
71751M83P105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,84.31903227515842,38.786754846572876,46.0
71752M54T100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,48.974712384052765,38.20027565956116,78.0
71752M83P00PWJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,88.37423082441092,28.279753863811493,32.0
7176179P105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,73.42497954765955,17.621995091438293,24.0
71761M52R105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,82.46304769625608,71.7428514957428,87.0
71761M67P105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,59.134430763049004,23.06242799758911,39.0
71761M68K105PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,74.47092163151709,21.596567273139954,29.0
71761M74T20ZAM,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.316127737363175,43.737095803022385,75.0
71761M76MB0Z2S,all_sku_history,erratic,chronos_2_erratic_features_plus_external,91.38628619057792,31.98520016670227,35.0
71761M76MB0ZHJ,all_sku_history,erratic,chronos_2_erratic_features_plus_external,96.83127473382389,16.46131670475006,17.0
71762M54T100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,49.48236640070526,35.13248014450073,71.0
7177164R005PK,all_sku_history,erratic,chronos_2_erratic_features_plus_external,103.54623429236874,32.09933263063431,31.0
7177171L00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,116.77984416484833,17.51697662472725,15.0
7177186R000PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,52.86690689421989,19.56075555086136,37.0
71771M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,48.751210375419724,102.86505389213562,211.0
71771M56R100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,72.88807498084175,65.59926748275757,90.0
71771M76T00PER,all_sku_history,erratic,chronos_2_erratic_features_plus_external,58.36408079573603,38.520293325185776,66.0
71772M55T00000,all_sku_history,erratic,chronos_2_erratic_features_plus_external,52.925428399094585,58.747225522994995,111.0
71782M56R100PG,all_sku_history,erratic,chronos_2_erratic_features_plus_external,72.32531394277301,30.37663185596466,42.0
