sku_id,suzuki_model,mapping_method
3915357L00ZMU,,unmapped
3915372L00000,,unmapped
3915461MA1000,,unmapped
3915465J00Z2S,,unmapped
3915572L00000,,unmapped
39161M83K01000,,unmapped
39182M83K10000,,unmapped
3925065D10000,,unmapped
39251M68K00000,,unmapped
39253M75J00000,,unmapped
39253M76M01000,,unmapped
39271M68P10000,,unmapped
3932162R00000,,unmapped
39321M55R00000,,unmapped
3932273R00000,,unmapped
3F11563U405PK,,unmapped
3F900M55TA0000,,unmapped
3F900M74TB0000,,unmapped
4171052R00000,,unmapped
4185065D00000,,unmapped
4231168R00000,,unmapped
4321054P600BK,,unmapped
4321054P600CE,,unmapped
4321054P70ZMS,,unmapped
4321054P800BK,,unmapped
4321054P90ZMS,,unmapped
4321062R70QC8,,unmapped
4321072L52ZA8,,unmapped
4321073R70QC8,,unmapped
4321073RS0QC8,,unmapped
43210M81R51QC8,,unmapped
4325052R00ZH1,,unmapped
4325063J10ZGJ,,unmapped
4411981P01000,,unmapped
4815061P10C48,,unmapped
4815062R21C48,,unmapped
48150M55R20BJC,,unmapped
4840052R005PK,,unmapped
48526M82011000,,unmapped
53244M79GC0000,,unmapped
5611064JB2000,,unmapped
5622062J02000,,unmapped
5730062R01000,,unmapped
5730065G01000,,unmapped
5730078J00000,,unmapped
5730080810000,,unmapped
57300M76T00000,,unmapped
5741071L01000,,unmapped
5741080J00000,,unmapped
57410M79M00000,,unmapped
57420M79M00000,,unmapped
5761160G00000,,unmapped
5761161MB0000,,unmapped
5761162R00000,,unmapped
5761162R20000,,unmapped
5761173R00000,,unmapped
5761173R10000,,unmapped
57611M53T00000,,unmapped
57611M56R00000,,unmapped
57611M79M00000,,unmapped
5771161M00000,,unmapped
5771162R20000,,unmapped
5771173R00000,,unmapped
57711M55R00000,,unmapped
5810061J20000,,unmapped
5812057K00000,,unmapped
5812071L00000,,unmapped
58130M80T00000,,unmapped
5817178R00000,,unmapped
58171M78R00000,,unmapped
5821063J00000,,unmapped
58210B61J01N000,,unmapped
58210M79G00000,,unmapped
5823061J01000,,unmapped
58230M58R00000,,unmapped
58230M74T00000,,unmapped
58241M79G00000,,unmapped
58250M53MB0000,,unmapped
5827054L00000,,unmapped
5827073S00000,,unmapped
5828080J01000,,unmapped
5830057M00000,,unmapped
58315M74T00000,,unmapped
58316M68P00000,,unmapped
58322M55R00000,,unmapped
58322M55T00000,,unmapped
58416M55R00000,,unmapped
58420M80T00000,,unmapped
5861161J11000,,unmapped
58614M68P10000,,unmapped
5861868P10000,,unmapped
58618M68P10000,,unmapped
58650M68P10000,,unmapped
58700M54T10000,,unmapped
58700M62SB0000,,unmapped
58710M55T00000,,unmapped
58742M62S00000,,unmapped
58750M68P10000,,unmapped
5887052S30000,,unmapped
5889052S00000,,unmapped
5892052S11000,,unmapped
59710M55R00000,,unmapped
5991078R10000,,unmapped
5992278R00000,,unmapped
6151352R00000,,unmapped
61513M55R02000,,unmapped
61661M79G00000,,unmapped
63461M75J00000,,unmapped
63480M62S00000,,unmapped
6411165J01P41,,unmapped
6411173R00P31,,unmapped
64111M53M11P21,,unmapped
64111M56R01P41,,unmapped
64111M62S00P21,,unmapped
64111M68K00P41,,unmapped
64111M68PB0P41,,unmapped
6450081810P31,,unmapped
6451161MV0P31,,unmapped
6451162RV0P31,,unmapped
64511M56R00P41,,unmapped
64511M68PB0P41,,unmapped
64530M62S00000,,unmapped
64530M68P11000,,unmapped
64561M81R00000,,unmapped
64570M81R00000,,unmapped
64850M55R00000,,unmapped
64850M56R00000,,unmapped
64850M79M00000,,unmapped
65111M56R00000,,unmapped
65400M53M00000,,unmapped
65400M53M10000,,unmapped
65400M76M00000,,unmapped
65400M79G00000,,unmapped
65400M81R00000,,unmapped
6551065J11000,,unmapped
6554173R00000,,unmapped
65560M68K00000,,unmapped
65564M76M00000,,unmapped
65564M76MA0000,,unmapped
65832M79M00000,,unmapped
6800163T00000,,unmapped
6800171L00000,,unmapped
6800173R22000,,unmapped
6800177M00000,,unmapped
6800180820000,,unmapped
68001M53T21000,,unmapped
68001M76M31000,,unmapped
68001M79G51000,,unmapped
6800273R22000,,unmapped
6800277M00000,,unmapped
68002M53M40000,,unmapped
6800373R22000,,unmapped
6800380810000,,unmapped
68003M75L31000,,unmapped
68003M79M01000,,unmapped
68003M81R00000,,unmapped
6800463T00000,,unmapped
6800477M10000,,unmapped
6800480810000,,unmapped
68004M53M11000,,unmapped
68004M79M01000,,unmapped
6910063J23000,,unmapped
6910073R11000,,unmapped
6910081810000,,unmapped
69100M55T00000,,unmapped
69100M81R10000,,unmapped
6931052S00000,,unmapped
6931061J00000,,unmapped
6931068LA0000,,unmapped
6931077R00000,,unmapped
69320M74L00000,,unmapped
6933061J00000,,unmapped
69330M82S00000,,unmapped
6934062R00000,,unmapped
69340M58J00000,,unmapped
69340M74L00000,,unmapped
6941068L00000,,unmapped
69420M66R00000,,unmapped
6943062R00000,,unmapped
6944063J00000,,unmapped
69510M68K00000,,unmapped
7143161J00000,,unmapped
7143181A30000,,unmapped
7156061J00000,,unmapped
7171160K00799,,unmapped
7171165DD1799,,unmapped
7171184A00799,,unmapped
7171184A00W07,,unmapped
7171252R00ZNC,,unmapped
7171252R00ZVR,,unmapped
7171252R00ZWP,,unmapped
7171257L00000,,unmapped
7171260P00799,,unmapped
7171260P00ZMU,,unmapped
7171261J005PK,,unmapped
7171268L00ZMV,,unmapped
7171273R00000,,unmapped
7171363T005PK,,unmapped
7172155KA05PK,,unmapped
7172165J00000,,unmapped
7172173K005PK,,unmapped
7173357L00000,,unmapped
7173372SA0000,,unmapped
7173461M00000,,unmapped
7173463T00000,,unmapped
7173473R00000,,unmapped
7173564R00000,,unmapped
71735M74T00000,,unmapped
7173661P00000,,unmapped
71740M76MA0-DB8,,unmapped
7174154LA05PK,,unmapped
7174157L00ZNE,,unmapped
7174175K100CE,,unmapped
7174180G010CB,,unmapped
71742M66L000PG,,unmapped
71742M67P000PG,,unmapped
7174365J00000,,unmapped
71746M76M005PK,,unmapped
7175061P00AVF,,unmapped
7175152R205PK,,unmapped
7175160MB05PK,,unmapped
7175171L005PK,,unmapped
7175173R105PK,,unmapped
71751M60MA05PK,,unmapped
71751M60MB05PK,,unmapped
7175265J00000,,unmapped
7175273R005PK,,unmapped
71752M55T000PG,,unmapped
71752M83P005PK,,unmapped
7175355KA05PK,,unmapped
71760M58RC0C48,,unmapped
71760M84P00N1V,,unmapped
7176152R005PK,,unmapped
7176161M005PK,,unmapped
7176162R105PK,,unmapped
71761M53T0026U,,unmapped
71761M55T005PK,,unmapped
71761M76T005PK,,unmapped
7176262R200PG,,unmapped
7176273R005PK,,unmapped
7177063J00000,,unmapped
7177172SA0Z2S,,unmapped
7177179S105PK,,unmapped
7177262R00000,,unmapped
7179161M00000,,unmapped
7180055830T2G,,unmapped
7180057830799,,unmapped
7180065832T2G,,unmapped
7181157L00799,,unmapped
7181161J005PK,,unmapped
7181162R10ZMV,,unmapped
7181163T00799,,unmapped
7181165DC1799,,unmapped
7181165J10799,,unmapped
7181168R50N49,,unmapped
7181175K00799,,unmapped
7181181A105PK,,unmapped
7181181A10W07,,unmapped
71811M79M10799,,unmapped
7181263T00799,,unmapped
7181268R005PK,,unmapped
7181278R00000,,unmapped
7181378R00000,,unmapped
7182065D32000,,unmapped
71821M53T00000,,unmapped
7182375K00000,,unmapped
7182457L00000,,unmapped
7183168R00000,,unmapped
7183362R005PK,,unmapped
7187163T00PER,,unmapped
7211177KA0ZKP,,unmapped
7211278R00000,,unmapped
72211M56R005PK,,unmapped
7224173R005PK,,unmapped
7231052S105PK,,unmapped
7231074L00000,,unmapped
72312M76M00000,,unmapped
7231654GA0000,,unmapped
7232057M00000,,unmapped
7232157L00000,,unmapped
72321M60B10000,,unmapped
7232252S005PK,,unmapped
7232254L00000,,unmapped
7232261M01000,,unmapped
72322M66L00000,,unmapped
72322M76T00000,,unmapped
72322M81R00000,,unmapped
72324M74T00000,,unmapped
7233054P105PK,,unmapped
72330M62S105PK,,unmapped
72330M68P105PK,,unmapped
72331M53M105PK,,unmapped
72331M76G105PK,,unmapped
7233378R105PK,,unmapped
7234061M105PK,,unmapped
7234080J115PK,,unmapped
7234262R005PK,,unmapped
72350M66L00000,,unmapped
72350M79F01000,,unmapped
7236164R00000,,unmapped
72361M68L00000,,unmapped
7237072SA05PK,,unmapped
7237161J01000,,unmapped
7237250E00000,,unmapped
72380M62S10000,,unmapped
7238157L00000,,unmapped
7239061M00000,,unmapped
72390M67P005PK,,unmapped
7239178R00000,,unmapped
7239280J00000,,unmapped
72393M53T00000,,unmapped
72393M69R00000,,unmapped
72395M68K00000,,unmapped
7239763J10000,,unmapped
7241062R005PK,,unmapped
7241157M00000,,unmapped
7241179S00000,,unmapped
7242078R00000,JIMNY,description_keyword_exact
7242179P00000,,unmapped
7243268R00000,,unmapped
7243352R10000,,unmapped
7243372SA0000,,unmapped
7243379M00000,,unmapped
7244063J00000,,unmapped
7244063T00000,,unmapped
72440M55R01000,,unmapped
72440M68P00000,,unmapped
7246060M00000,,unmapped
7246068R00000,,unmapped
7246072SA0000,,unmapped
7247072SA05PK,,unmapped
7248184A00000,,unmapped
72481M55R00000,,unmapped
7248272SA0000,,unmapped
7248284A00000,,unmapped
7248372SA0000,,unmapped
72511M78000000,,unmapped
7261054P10C48,,unmapped
7281161M00000,,unmapped
72811M76MA0000,,unmapped
72811M79M00000,,unmapped
7281252R00000,,unmapped
7282154P10000,,unmapped
7282165J00ZJ3,,unmapped
7311063U105PK,,unmapped
7311176J11P4Z,,unmapped
73121M68P505PK,,unmapped
7331061M115PK,,unmapped
73410M76M505PK,,unmapped
7343063J02P4Z,,unmapped
73430M75J00V6F,,unmapped
7361061M00BB6,,unmapped
7361061M00C48,,unmapped
7361071L005PK,,unmapped
73610M68K005PK,,unmapped
73620M55T005PK,,unmapped
7362157M005PK,,unmapped
73621M62S005PK,,unmapped
7363054P005PK,,unmapped
7363077R005PK,,unmapped
73630M81R00GJL,,unmapped
73640M68P00DVV,,unmapped
73811M62S505PK,,unmapped
7382052R50PF4,,unmapped
7382052R70QJZ,,unmapped
73820M55R60QMC,,unmapped
73820M56R60PSG,,unmapped
7382176J005PK,,unmapped
73821M53M005PK,,unmapped
7382286R30QMC,,unmapped
7382477R005PK,,unmapped
73831M81R10GJL,,unmapped
73852M79M10PPL,,unmapped
7386173R60WMH,,unmapped
7391063J10P4Z,,unmapped
7391079P00000,,unmapped
73910M76M505PK,,unmapped
7392071L40000,,unmapped
73940M59K00P4Z,,unmapped
73940M59K00R8J,,unmapped
7412054G11000,,unmapped
7412061MA0000,,unmapped
7412073R00000,,unmapped
7412081A00000,,unmapped
74120M55RA0000,,unmapped
75110M55R30R3F,,unmapped
7513071L10R3F,,unmapped
75130M72P10R3F,,unmapped
75252M79G00000,,unmapped
75440M53M01R3F,,unmapped
75460M68P00R3F,,unmapped
75470M79M00000,,unmapped
75471M75J00000,,unmapped
7548252R10000,,unmapped
75591M67P00000,,unmapped
7567165J00000,,unmapped
7581154P21QMC,,unmapped
7584152R505PK,,unmapped
7584152R605PK,,unmapped
75842M68P005PK,,unmapped
7613052R105PK,,unmapped
76130M68P115PK,,unmapped
7614064J005PK,,unmapped
7615161M005PK,,unmapped
76161M53M00P4Z,,unmapped
76161M66R005PK,,unmapped
76161M68P015PK,,unmapped
7617052R005PK,,unmapped
76180M56R005PK,,unmapped
7618173R005PK,,unmapped
76191M68K10P4Z,,unmapped
7619261M005PK,,unmapped
7622065J145PK,,unmapped
76241M76M015PK,,unmapped
76250M55R016GS,,unmapped
76250M62S206GS,,unmapped
7627052R105PK,,unmapped
7627054P115PK,,unmapped
76270M55R015PK,,unmapped
76270M76M00P4Z,,unmapped
7628052R105PK,,unmapped
7628073RA05PK,,unmapped
76280M62S205PK,,unmapped
76291M74L00000,,unmapped
7629552R00000,,unmapped
7629571L01000,,unmapped
76295M53M105PK,,unmapped
76295M68P01000,,unmapped
76310M56R11V6N,,unmapped
7631164J015PK,,unmapped
7631264J015PK,,unmapped
7632165J005PK,,unmapped
7643079J10000,,unmapped
76430M68P10000,,unmapped
76480M68P11000,,unmapped
7649077R00000,JIMNY,description_keyword_exact
7652063J11000,,unmapped
7669179M00000,,unmapped
7713163J10000,,unmapped
7713180J00000,,unmapped
7714152R010CE,,unmapped
7714168L000CE,,unmapped
7714662R015PK,,unmapped
7714668L000CE,,unmapped
7716063J00000,,unmapped
77161M74T00000,,unmapped
7717152R00000,,unmapped
7717171L00000,,unmapped
7718052R015PK,,unmapped
77181M55T005PK,,unmapped
7719261M005PK,,unmapped
7721080J005PK,,unmapped
77211M55R00000,,unmapped
77221M74L00000,,unmapped
7724061M10ASK,,unmapped
77240M74T10ASK,,unmapped
77240M76T005PK,,unmapped
77242M81R00000,,unmapped
7725054L005PK,,unmapped
7731057M115PK,,unmapped
7731065J005PK,,unmapped
7733073R00000,,unmapped
77330M74L11000,,unmapped
77330M76M00000,,unmapped
77330M78R00000,,unmapped
7753061M005PK,,unmapped
77530M67P005PK,,unmapped
7753165J01000,,unmapped
77535M78R00000,,unmapped
7754078K000PG,,unmapped
7754081A0026U,,unmapped
7755052D01Z2S,,unmapped
7755073R005PK,,unmapped
7755081A00Z2S,,unmapped
77550M80T005PK,,unmapped
7755178R005PK,JIMNY,description_keyword_exact
77551M79G00000,,unmapped
7756078K000PG,,unmapped
7756081A005PK,,unmapped
7756081A00W07,,unmapped
7759065J12ZJ3,,unmapped
775A063T00000,,unmapped
7764165J115PK,,unmapped
7783154P000PG,,unmapped
7783173R000PG,,unmapped
7783179M000PG,,unmapped
77833M53M000PG,ALTO,description_keyword_exact
77840M66L00000,,unmapped
7811078R606GS,,unmapped
7811079S616GS,,unmapped
78110M68P616GS,,unmapped
7813152R01000,,unmapped
78131M62S01000,,unmapped
7814061M01000,,unmapped
78140M68P00000,,unmapped
78140M74L00000,,unmapped
7821054P10PNG,,unmapped
7824160002000,,unmapped
7872865J00000,,unmapped
7877154P00000,,unmapped
7877561M00000,,unmapped
8173054P00000,,unmapped
8173064J00000,,unmapped
81730M55R00000,,unmapped
8174052R00000,,unmapped
8174077R00000,,unmapped
81740M68P01000,,unmapped
8177052R00000,,unmapped
8177071L00000,,unmapped
81780M68P00000,,unmapped
8181059S03000,,unmapped
81810M59K00000,,unmapped
81830M75L01000,,unmapped
81850M55T00000,,unmapped
81850M73R01000,,unmapped
81850M76M10000,,unmapped
8186080J02000,,unmapped
81860M75T00000,,unmapped
81860M76T00000,,unmapped
8211062J10000,,unmapped
82110M62S30000,,unmapped
82110M79G00000,,unmapped
82110M81R30000,,unmapped
82160M68P01000,,unmapped
8220180J45000,,unmapped
82201M53M70000,,unmapped
82201M55R54000,,unmapped
82201M68P56000,,unmapped
8220254P11000,,unmapped
8220280J35000,,unmapped
82202M53M60000,,unmapped
82202M55R45000,,unmapped
82202M55T11000,,unmapped
82202M62S20000,,unmapped
82202M68K00000,,unmapped
82202M68P14000,,unmapped
8225076M42000,,unmapped
8225077R15000,,unmapped
8227061810000,,unmapped
8228052850000,,unmapped
8228054845000,,unmapped
8228063820000,,unmapped
8228080840000,,unmapped
82280M55820000,,unmapped
82301M75LA3000,,unmapped
8230254P02000,,unmapped
8230271LA4000,,unmapped
82302M68K01000,,unmapped
82302M81R10000,,unmapped
82500M68850000,,unmapped
8251077R10000,,unmapped
8261063J00000,,unmapped
82610M82P00000,,unmapped
8265079J10000,,unmapped
82650M53M00000,,unmapped
82683M81R00000,,unmapped
8268472M00000,,unmapped
8281057810000,,unmapped
8281062832ZMW,,unmapped
82810M66R30ZAM,,unmapped
8281379P300PG,,unmapped
8282062832ZVR,,unmapped
82820M70F20000,,unmapped
8283052R035PK,,unmapped
82830M68P200PG,,unmapped
8283357L00000,,unmapped
8284062R12ZVR,,unmapped
82840M68P200PG,,unmapped
82841M55K20000,,unmapped
8285077A00000,,unmapped
82850M72R10000,,unmapped
82960M60G005PK,,unmapped
83101M53M00P4Z,,unmapped
83101M77G00T01,,unmapped
8310261J00P4Z,,unmapped
8340171L02000,,unmapped
83401M79G50000,,unmapped
8340277R10000,,unmapped
83402M53T00000,,unmapped
83402M68P41000,,unmapped
83402M81R10000,,unmapped
83410M55R00000,,unmapped
83440M68K10000,,unmapped
83501M68P11000,,unmapped
83501M81R10000,,unmapped
83502M55R01000,,unmapped
83502M75J12000,,unmapped
8354062JA0000,,unmapped
83540M68K00000,,unmapped
83540M79G50000,,unmapped
8366162R01000,,unmapped
8366552R01000,,unmapped
8367152R00000,,unmapped
8367173R00000,,unmapped
83671M53M00000,,unmapped
83671M56R00000,,unmapped
8367554P02000,,unmapped
8368064J01000,,unmapped
8369163J00000,,unmapped
83691M76G00000,,unmapped
8370161M12EE3,,unmapped
83710M62S205PK,,unmapped
83720M81R105PK,,unmapped
8373054P20C8J,,unmapped
8373071L02HZF,,unmapped
83730M55T10EPW,,unmapped
83730M76M00FL5,,unmapped
8374052RA05PK,,unmapped
83740M55RA05PK,,unmapped
8375568L005PK,,unmapped
83756M74L005PK,,unmapped
8377061J00P4Z,,unmapped
8377063T005PK,,unmapped
8377073R005PK,,unmapped
8377086R005PK,,unmapped
83770M53T005PK,,unmapped
83770M76M00P4Z,,unmapped
83770M79G00T01,,unmapped
8378065D006GS,,unmapped
8378073R005PK,,unmapped
8381164J00000,,unmapped
83811M55T00000,,unmapped
83811M68K00000,,unmapped
8382161MA1000,,unmapped
8382164J00000,,unmapped
8382173R00000,,unmapped
8382177R00000,JIMNY,description_keyword_exact
8382179P10000,,unmapped
83821M68P00000,,unmapped
8383171L03000,,unmapped
8383179P10000,,unmapped
83831M56R00000,,unmapped
83831M75L00000,,unmapped
83831M81R00000,,unmapped
8384161J10000,,unmapped
8384161M01000,,unmapped
8384171L02000,,unmapped
83841M55T00000,,unmapped
83841M56R00000,,unmapped
83851M55T00000,,unmapped
83871M55R00000,,unmapped
83881M56R00000,,unmapped
83881M74T00000,,unmapped
8391865J010CB,,unmapped
83921M76T100CB,,unmapped
8392271L200CE,,unmapped
8392280J000CB,,unmapped
8392361M000CB,,unmapped
8392373R000CB,,unmapped
8392380J000CB,,unmapped
8392464J010CB,,unmapped
8392464J100CB,,unmapped
8392554P000CE,,unmapped
83926M76T100CB,,unmapped
8392762R015PK,,unmapped
8392765J100CB,,unmapped
8393261M000CB,,unmapped
8393277M000CB,,unmapped
8393279P000CB,,unmapped
83932M60M000CB,,unmapped
83933M75T000CB,,unmapped
83934M74T000CB,,unmapped
8394054P01ZNL,,unmapped
8394054P11ZNL,,unmapped
8394054P31ZNL,,unmapped
8394061M10ZNL,,unmapped
8394063T00EKQ,,unmapped
8394065D105PK,,unmapped
8394073R10DCK,,unmapped
83940M55R10000,,unmapped
83940M76M00ZNZ,,unmapped
8394154P21799,,unmapped
8394154P31799,,unmapped
8394477M110PG,,unmapped
83951M76M00000,,unmapped
8396061M00000,,unmapped
8396081A100CE,,unmapped
83970M55T10000,,unmapped
83970M62S00000,,unmapped
8398054P02000,,unmapped
8450152S00000,,unmapped
8450252S00000,,unmapped
8450254P03000,,unmapped
8450271L02000,,unmapped
8450277R02000,,unmapped
8450279P02000,,unmapped
84502M56R00000,,unmapped
84502M76T00000,,unmapped
84502M76T10000,,unmapped
8450365J01000,,unmapped
84503M53T00000,,unmapped
84504M55T20000,,unmapped
84511M53MB0000,,unmapped
8451254G00000,,unmapped
8451478R00000,,unmapped
8454152R01000,,unmapped
8454661M10000,,unmapped
8454671L02000,,unmapped
84546M76M00000,,unmapped
84546M79G21000,,unmapped
8455162R10000,,unmapped
8455165J01000,,unmapped
84551M68K00000,,unmapped
84551M75T00000,,unmapped
8455661M00000,,unmapped
8455661M10000,,unmapped
8455665J20000,,unmapped
8457052R01000,,unmapped
8457061M00000,,unmapped
8457062R00000,,unmapped
8457062R10000,,unmapped
8457065J01000,,unmapped
8457077M10000,,unmapped
84570M56R11000,,unmapped
8457176J01000,,unmapped
84572M75L00000,,unmapped
8459054P11000,,unmapped
84590M76T00000,,unmapped
8461152R02000,,unmapped
84611M60M00000,,unmapped
8461561M00000,,unmapped
84623M79G00000,,unmapped
8464152R02000,,unmapped
8464173R00000,,unmapped
84641M68P00000,,unmapped
84641M74L00000,,unmapped
84651M53M00000,,unmapped
84651M77G00000,,unmapped
84661M80T00000,,unmapped
8466265J04000,,unmapped
84665M53M00000,,unmapped
8467154P01000,,unmapped
84675M56R00000,,unmapped
8468171L10000,,unmapped
8468179P11000,,unmapped
8468181A00000,,unmapped
84681M53M00000,,unmapped
84681M53T00000,,unmapped
84681M62S00000,,unmapped
84681M75L00000,,unmapped
84681M81R00000,,unmapped
8470154P92000,,unmapped
8470163JA05PK,,unmapped
8470163TE126U,,unmapped
8470173RB1000,,unmapped
8470173RC1000,,unmapped
8470173RD3000,,unmapped
84701M55R92Z2S,,unmapped
84701M56R105PK,,unmapped
84701M76M205PK,,unmapped
84701M79MA0ZQM,,unmapped
8470252S005PK,,unmapped
8470261M33ZCE,,unmapped
8470266D02ZJ3,,unmapped
8470273RB1000,,unmapped
8470273RD3000,,unmapped
8470277MB2000,,unmapped
8470278K00ZJ3,,unmapped
84702M68P105PK,,unmapped
84702M81R005PK,,unmapped
8470365J00000,,unmapped
84703M68K006GS,,unmapped
84703M84340V12,,unmapped
8471073S80000,,unmapped
8471871L005PK,,unmapped
8471873R10000,,unmapped
8471880J00Z2S,,unmapped
84718M80T005PK,,unmapped
8471A63JA0ZDF,,unmapped
8472852R005PK,,unmapped
8472852R40ZMW,,unmapped
8473061M20000,,unmapped
8474068H00000,,unmapped
8474073S00000,,unmapped
84781M55R016GS,,unmapped
8480161M216GS,,unmapped
8480161M456GS,,unmapped
84801M76M406GS,,unmapped
84801M76M916GS,,unmapped
84801M76MB16GS,,unmapped
8480261M206GS,,unmapped
84802M62S006GS,,unmapped
84802M79G016GS,,unmapped
84901M53M515PK,,unmapped
84901M78G70ED3,,unmapped
84901M79M20HLK,,unmapped
8490265J14BHE,,unmapped
84902M53M615PK,,unmapped
84902M56R63BHE,,unmapped
84904M76M00BHE,,unmapped
84905M53M10LA5,,unmapped
84906M53M025PK,,unmapped
84908M56R015PK,,unmapped
8492071L03BHE,,unmapped
84920M74L21BHE,,unmapped
8494054P13BHE,,unmapped
8494061M10BHE,,unmapped
8496061M025PK,,unmapped
84960M68K025PK,,unmapped
84960M68PA05PK,,unmapped
8497073R005PK,,unmapped
8498077R015PK,JIMNY,description_keyword_exact
85101M75T50FCP,,unmapped
85211M76T005PK,,unmapped
85306M68K11000,,unmapped
85360M62SA0000,,unmapped
8568054PA2EAR,,unmapped
85721M62R205PK,,unmapped
8640177R00S7S,,unmapped
86401M68P70PWC,,unmapped
87206M79G51000,,unmapped
87211M76G00P4Z,,unmapped
87982M68P005PK,,unmapped
8799168P025PK,,unmapped
88910M62S00GMY,,unmapped
88910M68K00R3F,,unmapped
89100M68830000,,unmapped
8910161MA0000,,unmapped
89241M79G00000,,unmapped
8926077K01000,,unmapped
8931181P00000,,unmapped
8991071L00000,,unmapped
89910M68K00000,,unmapped
8996178R00000,,unmapped
8996952R00000,,unmapped
9531062M00000,,unmapped
9542381A01000,,unmapped
95720M55T00000,,unmapped
9961160A01000,,unmapped
GMM169970C75,,unmapped
015511025A000,,unmapped
0911912016000,,unmapped
0913708004000,,unmapped
0915920009000,,unmapped
0920914001000,,unmapped
0925030003000,,unmapped
0928325088000,,unmapped
0938025011000,,unmapped
0940908010000,,unmapped
0982400017000,,unmapped
0982700004000,,unmapped
1134151K00000,,unmapped
1161059R00000,,unmapped
1162061M10000,,unmapped
1162073R02000,,unmapped
11620M74LA0000,,unmapped
1171069D00000,,unmapped
1172062G00000,,unmapped
11740M79F00000,,unmapped
1191052R00000,,unmapped
11910M62S00000,,unmapped
11910M72R00000,,unmapped
1282158J10000,,unmapped
13118M68P00000,,unmapped
1362052R40000,,unmapped
13765M53M30000,,unmapped
13765M76M00000,,unmapped
13766M76M01000,,unmapped
1419060K00000,,unmapped
14231M74L00000,,unmapped
1428161P00000,,unmapped
17211M76M00000,,unmapped
1770078R10000,,unmapped
17700M79F60000,,unmapped
1776052R01000,,unmapped
17760M74L00000,,unmapped
1781165J00000,,unmapped
1781354G01000,,unmapped
17830M76M00000,,unmapped
1786172R00000,,unmapped
1787958M00000,,unmapped
1793160G00000,,unmapped
17932M53T00000,,unmapped
1793569L01000,,unmapped
23710M62S40000,,unmapped
23856M79M00000,,unmapped
2440277R00000,,unmapped
24730M75J00000,,unmapped
2810052R21000,,unmapped
28100M76T70HLF,,unmapped
28130M67P00GJL,,unmapped
33690M77M10000,,unmapped
34102M76TC0000,,unmapped
34112M62S00000,,unmapped
3495559J00000,,unmapped
3512052R70000,,unmapped
3512054P70000,,unmapped
3512065D41000,,unmapped
3512077R10000,JIMNY,description_keyword_exact
3512080J51000,,unmapped
35121M53MA0000,,unmapped
35121M67P00000,,unmapped
35121M75L10000,,unmapped
35121M79G50000,,unmapped
35125M79F00000,,unmapped
3514150A00000,,unmapped
3515354G00000,,unmapped
3515363G00000,,unmapped
3515368R00000,,unmapped
3526772L50000,,unmapped
3532052S10000,,unmapped
3532063J30000,,unmapped
3532065J12000,,unmapped
3532073R21000,,unmapped
3532073RB1000,,unmapped
3532081A11000,,unmapped
35320M79G30000,,unmapped
35321M73T10000,,unmapped
3534150A00000,,unmapped
3550077M00000,,unmapped
3550265D30000,,unmapped
3560361J10000,,unmapped
3560373R00000,,unmapped
35618M55K00000,,unmapped
3565054G10000,,unmapped
3565062R00000,,unmapped
3565063G00000,,unmapped
3565064R00000,,unmapped
3565065D10000,,unmapped
3565072L01000,,unmapped
3565081A11000,,unmapped
3565085521000,,unmapped
35650M76T00000,,unmapped
3567057L10000,,unmapped
3567062R00000,,unmapped
3567064R00000,,unmapped
3567073K00000,,unmapped
3568077M00000,,unmapped
3570173R00000,,unmapped
35750M81R00000,,unmapped
3581052R00000,,unmapped
35810M53M005PK,,unmapped
35810M53T005PK,,unmapped
35810M68P11000,,unmapped
35810M74T10000,,unmapped
35821M62S00000,,unmapped
3591068L01000,,unmapped
35910M67L03000,,unmapped
35910M83K03000,,unmapped
3595065J01000,,unmapped
36210M55K006GS,,unmapped
3641061M01000,,unmapped
3641072M11000,,unmapped
3643061M01000,,unmapped
3658468L00000,,unmapped
3690278R90000,,unmapped
37019M53M91000,,unmapped
37019M53MK0000,,unmapped
37019M56R11000,,unmapped
37019M56R20000,,unmapped
37019M74L63000,,unmapped
37019M79M41000,,unmapped
37019M80T10000,,unmapped
3710057L12000,,unmapped
3710078881000,,unmapped
3710171L00000,,unmapped
37145M55R10000,,unmapped
3715259R00000,,unmapped
37175M68P10000,,unmapped
37178M55T00000,,unmapped
3717971L00000,,unmapped
38274M60M00000,,unmapped
38310M81R00000,,unmapped
3833052R00000,,unmapped
3840261M00000,,unmapped
3845073R00000,,unmapped
38450M53M00000,,unmapped
38450M53T10000,,unmapped
38450M74L00000,,unmapped
38450M76M10000,,unmapped
3845273R00000,,unmapped
3845277M00000,,unmapped
38452M53T00000,,unmapped
3845961M00000,,unmapped
38480M55R00000,,unmapped
38480M55T10000,,unmapped
3882152R00000,,unmapped
38821M69R00000,,unmapped
38840M55R00000,,unmapped
38840M55T00000,,unmapped
3891079J02000,,unmapped
38910M54T40000,,unmapped
38930M55R10000,,unmapped
38930M57L00000,,unmapped
38930M68P00000,,unmapped
38930M68PB0000,,unmapped
3910277R00000,,unmapped
39105M56R005PK,,unmapped
3915177R00000,,unmapped
3915472L00000,,unmapped
3915657L00000,,unmapped
3932154P00000,,unmapped
3932176J00000,,unmapped
39321M76M20000,,unmapped
39321M80T20000,,unmapped
3932254P00000,,unmapped
39331M53M00000,,unmapped
