date,year,month,avg_temperature,max_temperature,min_temperature,avg_precipitation_sum,avg_rain_sum,avg_snowfall_sum,avg_precipitation_hours,max_wind_speed,max_wind_gust,avg_rain_days,weather_locations,days_in_month,weekend_days,public_holidays,working_days,conaset_available_asof_year,conaset_available_expected5y_collisions,conaset_available_expected3y_collisions,conaset_available_last_collisions,conaset_available_expected5y_fatalities,conaset_available_expected3y_fatalities,conaset_available_last_fatalities,conaset_available_expected5y_total_injuries,conaset_available_expected3y_total_injuries,conaset_available_last_total_injuries,conaset_available_expected5y_serious_injuries,conaset_available_expected3y_serious_injuries,conaset_available_last_serious_injuries,conaset_available_expected5y_weekend_collision_share,conaset_available_expected3y_weekend_collision_share,conaset_available_last_weekend_collision_share,conaset_available_expected5y_weekend_fatality_share,conaset_available_expected3y_weekend_fatality_share,conaset_available_last_weekend_fatality_share,conaset_available_expected5y_night_collision_share,conaset_available_expected3y_night_collision_share,conaset_available_last_night_collision_share,conaset_available_expected5y_night_fatality_share,conaset_available_expected3y_night_fatality_share,conaset_available_last_night_fatality_share,conaset_available_expected5y_peak_collision_share,conaset_available_expected3y_peak_collision_share,conaset_available_last_peak_collision_share,conaset_available_expected5y_injuries_per_collision,conaset_available_expected3y_injuries_per_collision,conaset_available_last_injuries_per_collision,conaset_available_expected5y_fatalities_per_collision,conaset_available_expected3y_fatalities_per_collision,conaset_available_last_fatalities_per_collision,conaset_available_collision_yoy,mop_available_last_total_passages,mop_available_expected3y_total_passages,mop_available_last_light_passages,mop_available_expected3y_light_passages,mop_available_last_heavy_passages,mop_available_expected3y_heavy_passages,mop_available_last_light_share,mop_available_expected3y_light_share,mop_available_last_plazas_used,mop_available_expected3y_plazas_used,mop_available_last_yoy,mop_available_expected3y_yoy,mop_available_last_rolling3,mop_available_expected3y_rolling3,anac_available_last_market_units,anac_available_expected3y_market_units,anac_available_last_suzuki_top20_units,anac_available_expected3y_suzuki_top20_units,anac_available_last_suzuki_top20_model_count,anac_available_expected3y_suzuki_top20_model_count,anac_available_last_suzuki_top20_market_share,anac_available_expected3y_suzuki_top20_market_share,anac_available_last_fleet_proxy_age_0_12m,anac_available_expected3y_fleet_proxy_age_0_12m,anac_available_last_fleet_proxy_age_13_36m,anac_available_expected3y_fleet_proxy_age_13_36m,anac_available_last_fleet_proxy_age_37_60m,anac_available_expected3y_fleet_proxy_age_37_60m,cmf_available_damaged_insured_vehicles,cmf_available_insured_vehicles,cmf_available_claim_rate,cmf_available_repair_delay_days,cmf_available_report_age_months
2023-11-01,2023,11,13.801111111111112,30.9,0.2,51.55555555555556,50.24444444444444,0.917777777777778,90.0,56.4,103.3,11.88888888888889,9.0,30,8,1,21,2022,6885.6,6773.0,6535.0,126.0,134.66666666666666,132.0,4431.4,4368.666666666667,4002.0,654.2,688.3333333333334,645.0,0.2685149645130005,0.2680397707853989,0.2538638102524866,0.3715310236622698,0.4081072616593387,0.5378787878787878,0.1506828751655907,0.1539490338842438,0.1534812547819433,0.3321004211521972,0.3178169412365679,0.3181818181818182,0.4135884726143503,0.4113365111334247,0.4226472838561591,0.6438287824809181,0.6453526693449544,0.6123947972456006,0.0183599935048635,0.0199171751499595,0.0201989288446824,-0.1588364010812202,228684.0,269808.5,172916.0,206830.5,55768.0,62978.0,0.7561351034615452,0.7667617344286789,4.0,4.0,-0.1047062001573823,-0.07326435008640764,230244.0,267896.3333333334,25503.0,31708.0,1047.0,1258.0,4.0,1.0,0.0410539936478061,0.0,2275.56,8843.52,16965.12,4609.29,0.0,0.0,95921.0,2002125.0,0.04790959605419242,74.0,1.0
2023-12-01,2023,12,15.998924731182797,34.1,2.5,20.8,20.77777777777778,0.0155555555555555,50.44444444444444,58.7,103.3,9.0,9.0,31,10,2,19,2022,7585.4,7382.666666666667,7073.0,145.2,148.33333333333334,130.0,4918.2,4637.0,4352.0,731.2,733.3333333333334,730.0,0.2717588709512155,0.2504290271826863,0.2766859889721476,0.3836236676019785,0.3431334630973146,0.3153846153846154,0.1592168367834848,0.1565684647878053,0.1673971440689947,0.3287035803062093,0.3113606680317163,0.3615384615384615,0.3950588096435526,0.3985082585287066,0.3945991799802064,0.6473916120621928,0.6277492692234092,0.6152976106319807,0.0191189473000434,0.0199920090355373,0.0183797539940619,-0.1254945598417408,257050.0,296944.5,198338.0,232909.0,58712.0,64035.5,0.7715930752771835,0.7845738168124197,4.0,4.0,-0.03253366654873646,-0.05388852661002008,234893.33333333334,279128.1111111111,25503.0,31708.0,1316.0,1188.5,4.0,1.5,0.0410539936478061,0.0,3565.24,8843.52,16965.12,5726.48,0.0,0.0,95921.0,2002125.0,0.04790959605419242,74.0,2.0
2024-01-01,2024,1,18.05913978494624,36.7,3.2,15.133333333333333,15.133333333333333,0.0,44.333333333333336,63.1,110.2,7.444444444444445,9.0,31,8,1,22,2022,7055.4,6853.0,7180.0,154.2,150.0,178.0,4894.4,4757.666666666667,4927.0,709.0,700.6666666666666,768.0,0.2663636844405236,0.2778511905022298,0.3416434540389972,0.3700898603614685,0.3842182614836051,0.4887640449438202,0.1623559146355778,0.1547528029045286,0.1805013927576601,0.3302439918082843,0.3172907616312387,0.297752808988764,0.3954886419213238,0.3969606709030103,0.3896935933147632,0.6934242709534015,0.69405590769115,0.6862116991643454,0.0217720121899726,0.0217305813771481,0.0247910863509749,0.1861886667768049,239563.0,305962.0,180327.0,250811.66666666666,59236.0,55150.333333333336,0.7527331015223553,0.8146448339218896,4.0,4.0,-0.07700280101252555,0.28151337111598307,241765.66666666666,277722.8888888888,25630.0,24984.0,1228.0,0.0,4.0,0.0,0.0479126024190401,0.0,4768.68,5895.68,16965.12,3817.653333333333,0.0,0.0,95921.0,2002125.0,0.04790959605419242,74.0,3.0
2024-02-01,2024,2,18.807279693486592,35.9,3.8,23.177777777777777,23.177777777777777,0.0,47.55555555555556,60.5,106.6,8.333333333333334,9.0,29,8,0,21,2022,6394.4,6137.0,6334.0,138.6,144.66666666666666,148.0,4567.0,4292.666666666667,4332.0,664.6,643.3333333333334,683.0,0.2891526707055523,0.2875378375689545,0.292863909062204,0.3696419658229689,0.3766145663736025,0.3918918918918919,0.1607658341779013,0.1555629995686134,0.1697189769497947,0.334547060261546,0.3412397337096132,0.3918918918918919,0.3863077820014998,0.3857453713754193,0.3817492895484686,0.7123873128381952,0.6977743426822164,0.6839280075781496,0.0217396991790577,0.0235002583957497,0.0233659614777391,0.1946435307431158,283683.5,267030.0,224326.5,214293.66666666666,59357.0,52736.333333333336,0.785644655970388,0.8043116472460055,4.0,4.0,-0.017451042871689748,-0.08181151195620823,260098.83333333334,284459.7777777778,25630.0,24492.0,1281.0,428.6666666666667,4.0,1.6666666666666667,0.0479126024190401,0.0166176710762698,6024.06,5895.68,16965.12,4220.599999999999,0.0,0.0,95921.0,2002125.0,0.04790959605419242,74.0,4.0
2024-03-01,2024,3,16.655913978494624,32.1,0.3,48.62222222222223,48.388888888888886,0.1633333333333333,66.22222222222223,65.5,114.5,9.11111111111111,9.0,31,10,2,20,2022,7271.2,6652.666666666667,8172.0,138.2,145.33333333333334,149.0,4598.6,4103.0,4856.0,671.8,633.6666666666666,766.0,0.2475617721274634,0.2269299039868831,0.2369065100342633,0.3710951509845339,0.3267534302504278,0.3288590604026846,0.1370567542126696,0.1317494669654182,0.1430494371023005,0.298698465644446,0.2835773081269372,0.3288590604026846,0.421823286901431,0.4180853618947091,0.429637787567303,0.6323937504401014,0.6196276700122763,0.5942241801272639,0.0196022687063552,0.022303329902713,0.018232990699951,0.3976398152898923,327804.0,261360.33333333334,268326.0,192944.33333333334,59478.0,68416.0,0.8185562104184207,0.73617189098723,4.0,4.0,-0.08150622175273825,0.08679962914007894,283683.5,278117.44444444444,25117.0,41467.0,1076.0,471.3333333333333,4.0,1.0,0.0428395110881076,0.0267200424433887,7078.54,5895.68,16965.12,4663.653333333333,0.0,0.0,95921.0,2002125.0,0.04790959605419242,74.0,5.0
2024-04-01,2024,4,14.185555555555556,29.6,-0.9,69.16666666666667,68.52222222222221,0.4511111111111112,94.11111111111111,62.2,113.8,10.666666666666666,9.0,30,8,0,22,2022,6418.4,5570.0,7978.0,119.6,110.0,133.0,4043.4,3448.6666666666665,4796.0,603.2,569.0,775.0,0.2444708764878641,0.2406793726943538,0.2780145399849586,0.3515539896183931,0.3447861922848358,0.4135338345864661,0.1194922516001207,0.1109993736220435,0.1415141639508648,0.2514486716740131,0.2379960209802857,0.3684210526315789,0.4388758255992681,0.4390793825444901,0.4524943594885936,0.6308595007064625,0.6236152639655893,0.6011531712208573,0.0194870423539215,0.0208632731736936,0.0166708448232639,0.6036180904522612,340232.0,235275.66666666666,279404.0,174305.33333333334,60828.0,60970.333333333336,0.8212161113593077,0.7335208626357724,4.0,4.0,0.6416422598684686,0.19714346777393954,317239.8333333333,254555.33333333334,22450.0,41467.0,1131.0,443.3333333333333,5.0,1.0,0.0503786191536748,0.0267200424433887,8186.92,5895.679999999999,16582.54,5080.386666666666,345.95,0.0,95921.0,2002125.0,0.04790959605419242,74.0,6.0
2024-05-01,2024,5,10.387096774193548,23.7,-2.3,80.87777777777778,79.80000000000001,0.7544444444444445,97.33333333333331,55.8,103.0,10.88888888888889,9.0,31,8,2,21,2022,6894.4,6053.0,7664.0,138.2,142.33333333333334,168.0,4224.0,3637.3333333333335,4463.0,647.4,601.0,762.0,0.2659309444216601,0.2805899498497607,0.2721816283924843,0.3563932245124905,0.3566149701470802,0.3511904761904761,0.1238095855257723,0.1162299039738854,0.1463987473903966,0.2013075181699034,0.2117751565457987,0.2142857142857142,0.4318625912675433,0.4256421176505746,0.4402400835073068,0.6110989214464259,0.6013180306199047,0.5823329853862212,0.0208652472931842,0.02398634817754,0.0219206680584551,0.1986237097278698,264303.0,230993.0,206989.0,173859.0,57314.0,57134.0,0.7831503993522586,0.7518828473685696,4.0,4.0,-0.021516761379412497,0.03784295301104318,310779.6666666667,242543.0,22450.0,34130.0,1153.0,426.0,5.0,0.6666666666666666,0.0503786191536748,0.0,9316.86,5895.679999999999,16294.899999999998,5480.826666666667,606.05,0.0,91840.0,2179187.0,0.04214415743118879,63.0,1.0
2024-06-01,2024,6,10.535185185185185,22.8,-9.1,209.36666666666667,205.92222222222225,2.418888888888889,168.88888888888889,52.9,95.4,14.333333333333334,9.0,30,10,3,18,2022,6706.2,5959.0,7302.0,138.0,135.0,154.0,4122.4,3588.0,4195.0,599.6,577.0,682.0,0.2666887572245036,0.2449818862086869,0.2648589427554095,0.3399537684101706,0.3263013934655726,0.3246753246753247,0.1327746657121431,0.1237627369123479,0.1598192276088743,0.2881137976974584,0.2709164798717038,0.3571428571428571,0.4343922512208354,0.4282019089387638,0.4224869898657902,0.6147166180911691,0.6050669180795247,0.5745001369487811,0.021383566945732,0.0235117947935463,0.0210901122980005,0.1182235834609495,248159.0,213131.33333333334,190450.0,159657.0,57709.0,53474.333333333336,0.7674515129412998,0.7494588464859002,4.0,4.0,-0.05262213535005711,-0.05258729314723648,284231.3333333333,226466.66666666666,22450.0,34130.0,1230.0,771.3333333333334,5.0,1.6666666666666667,0.0503786191536748,0.0,10522.259999999998,5895.68,16230.98,6205.88,663.85,0.0,91840.0,2179187.0,0.04214415743118879,63.0,2.0
2024-07-01,2024,7,9.171326164874552,23.9,-6.0,35.44444444444444,31.77777777777778,2.566666666666667,63.0,62.0,110.9,7.888888888888889,9.0,31,8,1,22,2023,6547.0,7016.666666666667,6600.0,137.2,149.33333333333334,132.0,3996.8,4248.333333333333,3763.0,596.4,651.0,567.0,0.2793888892712794,0.3035653193170918,0.3304545454545454,0.3728286183596512,0.3893907986091866,0.3636363636363636,0.1354040149805783,0.1498876361407226,0.1537878787878787,0.2745814282917772,0.2718690994815858,0.3409090909090909,0.4268200948278709,0.4246998047404447,0.4307575757575758,0.6053236652677471,0.604103475978079,0.5701515151515152,0.0209998898838697,0.0212114543389659,0.02,-0.0635641316685584,225025.0,244144.33333333334,169476.0,189470.33333333334,55549.0,54674.0,0.7531429841128764,0.7769169130581431,4.0,4.0,-0.026594801295999115,-0.03511006863172961,245829.0,229422.88888888888,23337.0,23051.0,1296.0,437.3333333333333,5.0,0.6666666666666666,0.0555341303509448,0.0,11792.34,5895.68,16230.98,6616.973333333332,663.85,0.0,91840.0,2179187.0,0.04214415743118879,63.0,3.0
2024-08-01,2024,8,9.843727598566309,23.0,-4.9,94.63333333333333,90.82222222222222,2.6755555555555555,107.33333333333331,61.2,110.2,12.0,9.0,31,9,1,21,2023,6708.4,7042.333333333333,6631.0,131.0,141.66666666666666,124.0,3987.4,4101.666666666667,3617.0,612.0,647.6666666666666,536.0,0.2779769426302161,0.2709026629012701,0.2516965766852662,0.3904685838638472,0.3742750716005105,0.4274193548387097,0.1338898678412678,0.1417932352701741,0.138742271150656,0.2355732172187868,0.26462040069635,0.25,0.4319032978737086,0.4333365936811298,0.4513648016890363,0.5969514255633568,0.5811107392837234,0.5454682551651334,0.01966755994768,0.0200676757433951,0.0187000452420449,-0.0603655944452317,152739.0,237596.0,120789.0,180696.66666666666,31950.0,56899.333333333336,0.7908196334924282,0.7595061045336712,4.0,4.0,-0.23784075088696277,-0.09202772866061903,208641.0,231623.88888888888,22567.0,28314.0,727.0,772.6666666666666,4.0,2.0,0.0322151814596534,0.0450307268489086,12504.8,6312.18,15312.6,6943.779999999999,1494.3,0.0,91840.0,2179187.0,0.04214415743118879,63.0,4.0
