sku_id,history_months,history_total_demand,positive_months,positive_months_last12,positive_blocks_last18,months_since_positive,positive_mean,positive_median,positive_cv2,average_demand_interval,recent_3m_total,recent_6m_total,recent_12m_total,recent_vs_prior_6m_ratio,stock_observation_share,potential_stock_constraint_share,trailing_12m_units,trailing_12m_value,FAMILY_DESCRIPTION,SUBFAMILY_DESCRIPTION,MATERIAL_DESCRIPTION,Brand,Channel,REGION,lifecycle_tier,frequency_tier,recency_tier,size_tier,potential_stock_status,abc_units_tier,abc_value_tier,classification_cutoff,product_master_assumption
35750M68P20000,42,26.0,10,1,1,2.0,2.6,2.0,0.5088757396449705,4.333333333333333,2.0,2.0,2.0,3.0,0.23809523809523808,,2.0,592588.0,CARROCERIA,IMPACTO PRIMARIO,FOCO TRAS IZQ [GLX],SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,multi_unit_stable,stock_data_limited,C,B,2024-07-01,True
35750M73T00000,3,2.0,2,2,1,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.6666666666666666,,2.0,52226.0,CARROCERIA,IMPACTO PRIMARIO B,FOCO TRAS IZQ,SUZUKI,DISTRIBUTION,AMERICAS,new,rare_0_1,recent_0_2,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
3591075F31000,41,63.0,24,5,4,0.0,2.625,2.0,0.6266061980347694,1.7391304347826086,8.0,8.0,16.0,1.0,0.5853658536585366,,16.0,418284.0,CARROCERIA,IMPACTO PRIMARIO,FOCO PATENTE,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,B,2024-07-01,True
3591075F61000,41,13.0,6,0,1,12.0,2.1666666666666665,1.5,0.6686390532544381,5.6,0.0,0.0,0.0,1.0,0.14634146341463414,,0.0,0.0,CARROCERIA,IMPACTO PRIMARIO,FOCO PATENTE,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
35910M74L01000,43,94.0,28,6,4,0.0,3.357142857142857,2.5,0.46401086464463537,1.5555555555555556,3.0,6.0,11.0,1.1666666666666667,0.6511627906976745,,11.0,0.0,CARROCERIA,IMPACTO PRIMARIO,FOCO PATENTE,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
3611050A30000,43,144.0,21,1,2,0.0,6.857142857142857,4.0,0.7783564814814815,2.1,1.0,1.0,1.0,2.0,0.4883720930232558,,1.0,23773.0,CARROCERIA,IMPACTO PRIMARIO,FOCO DEL DER POSICION,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,multi_unit_stable,stock_generally_available,C,C,2024-07-01,True
3613050A30000,43,128.0,18,1,2,0.0,7.111111111111111,5.0,0.828125,2.4705882352941178,2.0,2.0,2.0,3.0,0.4186046511627907,,2.0,47546.0,CARROCERIA,IMPACTO PRIMARIO,FOCO DEL IZQ POSICION,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,multi_unit_stable,stock_generally_available,C,C,2024-07-01,True
36230M70CA1000,42,21.0,14,6,6,2.0,1.5,1.0,1.0634920634920637,3.0,1.0,2.0,6.0,0.6,0.3333333333333333,,6.0,39646.0,CARROCERIA,IMPACTO PRIMARIO,LUZ BAUL.,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,stock_generally_available,B,C,2024-07-01,True
36250M74T55000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,IMPACTO PRIMARIO,FOCO PORTALON CENTRAL,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
3627479P01000,43,99.0,36,7,5,3.0,2.75,2.0,0.494949494949495,1.1142857142857143,0.0,4.0,9.0,0.8333333333333334,0.8372093023255814,,9.0,2344906.0,CARROCERIA,IMPACTO PRIMARIO,FARO MALETERA POST IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,stock_generally_available,A,A,2024-07-01,True
3641054G01000,43,83.0,27,5,5,1.0,3.074074074074074,2.0,0.6656989403396719,1.5769230769230769,4.0,7.0,13.0,1.1428571428571428,0.627906976744186,,13.0,310489.0,CARROCERIA,IMPACTO PRIMARIO,FOCO INTERMITENTE DEL TAP,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,B,2024-07-01,True
3641063J02000,43,85.0,32,9,6,2.0,2.65625,2.0,0.6520415224913495,1.2903225806451613,1.0,8.0,22.0,0.6,0.7441860465116279,,22.0,379630.0,CARROCERIA,IMPACTO PRIMARIO,FOCO INTERMITENTE DEL TAP,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,B,2024-07-01,True
3641075F01000,42,38.0,21,1,3,3.0,1.8095238095238095,1.0,0.8033240997229916,1.9,0.0,1.0,1.0,2.0,0.5,,1.0,20076.0,CARROCERIA,IMPACTO PRIMARIO,FOCO INTERMITENTE DEL TAP,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_3_5,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
36410M60B30000,35,14.0,3,1,1,1.0,4.666666666666667,1.0,1.2346938775510203,16.5,12.0,12.0,12.0,13.0,0.08571428571428572,,12.0,24096.0,CARROCERIA,IMPACTO PRIMARIO,FOCO INTERMITENTE LAT DER,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,mostly_single_unit,stock_data_limited,A,C,2024-07-01,True
36410M67K10000,43,97.0,29,6,6,0.0,3.3448275862068964,2.0,0.7784036560739717,1.5,2.0,4.0,14.0,0.45454545454545453,0.6976744186046512,1.0,14.0,189696.0,CARROCERIA,IMPACTO PRIMARIO,FOCO SENALIZADOR,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
3641275F00000,38,9.0,4,1,2,9.0,2.25,1.0,0.9259259259259262,9.333333333333334,0.0,0.0,1.0,0.5,0.10526315789473684,,1.0,1406.0,CARROCERIA,IMPACTO PRIMARIO,MICA FOCO LATERAL INT,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
36430M76M00000,38,15.0,5,1,1,0.0,3.0,1.0,1.7777777777777777,9.25,11.0,11.0,11.0,12.0,0.13157894736842105,,11.0,426965.0,CARROCERIA,IMPACTO PRIMARIO,FOCO SENALIZADOR IZQ  [GLX],SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,mostly_single_unit,stock_data_limited,A,B,2024-07-01,True
3658054P00000,31,16.0,15,3,4,1.0,1.0666666666666667,1.0,0.054687500000000014,2.0714285714285716,1.0,1.0,3.0,0.6666666666666666,0.5161290322580645,1.0,3.0,186950.0,CARROCERIA,IMPACTO PRIMARIO A,FARO NEBLINERO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,potentially_stock_constrained,C,C,2024-07-01,True
3658354P01000,42,72.0,30,7,5,0.0,2.4,2.0,0.9097222222222222,1.4137931034482758,4.0,9.0,16.0,1.25,0.7619047619047619,1.0,16.0,0.0,CARROCERIA,IMPACTO PRIMARIO,DRL DER,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
37019M79MK0000,32,51.0,22,6,6,0.0,2.3181818181818183,2.0,0.6324490580545945,1.4761904761904763,1.0,2.0,7.0,0.5,0.6875,,7.0,1554266.0,CARROCERIA,ESTRUCTURA,CHAPA CONTACTO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,B,A,2024-07-01,True
37145M55B21000,43,106.0,36,9,6,0.0,2.9444444444444446,2.5,0.3969384122463508,1.2,6.0,9.0,23.0,0.6666666666666666,0.8604651162790697,1.0,23.0,1472042.0,CARROCERIA,SEGURIDAD,PALETA LLAVE,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,A,2024-07-01,True
37145M56R20000,43,58.0,26,4,5,0.0,2.230769230769231,2.0,0.5766944114149819,1.68,1.0,2.0,4.0,1.0,0.627906976744186,1.0,4.0,238301.0,CARROCERIA,ESTRUCTURA,LLAVE SZK DZIRE A2N,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,B,C,2024-07-01,True
37145M66L00000,43,71.0,30,6,6,1.0,2.3666666666666667,2.0,0.5770680420551476,1.4137931034482758,2.0,4.0,8.0,1.0,0.7674418604651163,1.0,8.0,437178.0,CARROCERIA,SEGURIDAD,PALETA LLAVE,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,B,2024-07-01,True
37736M58R00000,41,52.0,20,5,5,1.0,2.6,2.0,0.44970414201183434,2.0526315789473686,1.0,3.0,8.0,0.6666666666666666,0.4878048780487805,,8.0,28657.0,CARROCERIA,ESTRUCTURA,ABRAZADERA SENSOR RETROCESO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
37736M79M00000,42,26.0,13,2,4,5.0,2.0,1.0,0.6153846153846154,3.0,0.0,1.0,2.0,1.0,0.30952380952380953,,2.0,11217.0,CARROCERIA,ESTRUCTURA,ABRAZADERA SENSOR TRAS,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
3773773R00Z2S,35,45.0,21,6,6,0.0,2.142857142857143,1.0,0.5451851851851853,1.7,1.0,5.0,9.0,1.2,0.6,,9.0,163881.0,CARROCERIA,ESTRUCTURA,SOPORTE DE SENSOR POST,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,stock_generally_available,A,C,2024-07-01,True
38315M68K00000,43,38.0,20,3,4,7.0,1.9,1.0,0.7451523545706374,1.8421052631578947,0.0,0.0,5.0,0.16666666666666666,0.46511627906976744,,5.0,2170.0,CARROCERIA,ESTRUCTURA,TAPA BRAZO LIMPIA PARABRISAS,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,stale_6_11,mostly_single_unit,stock_generally_available,B,C,2024-07-01,True
38330M68K01000,39,15.0,9,1,2,11.0,1.6666666666666667,1.0,0.5599999999999999,3.375,0.0,0.0,1.0,0.5,0.23076923076923078,,1.0,19589.0,CARROCERIA,ESTRUCTURA,BRAZO LIMPIA PARABRISAS DEL DER,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
3834062R30000,42,6.0,6,2,3,0.0,1.0,1.0,0.0,8.2,1.0,2.0,2.0,3.0,0.14285714285714285,,2.0,55782.0,CARROCERIA,ESTRUCTURA,PLUMILLA IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
38340M51K42000,42,44.0,19,8,5,1.0,2.3157894736842106,2.0,0.609504132231405,2.2222222222222223,8.0,18.0,25.0,2.375,0.4523809523809524,,25.0,446589.0,CARROCERIA,ESTRUCTURA,ESCOBILLA L/PARABRISAS TRAS,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,B,2024-07-01,True
3834651K42000,41,39.0,20,0,2,12.0,1.95,1.0,0.6173570019723864,1.4736842105263157,0.0,0.0,0.0,1.0,0.6341463414634146,1.0,0.0,0.0,CARROCERIA,ESTRUCTURA,PLUMILLA DEL,SUZUKI,DISTRIBUTION,AMERICAS,dormant,occasional_2_3,dormant_12_plus,mostly_single_unit,potentially_stock_constrained,C,C,2024-07-01,True
3845061J12000,42,9.0,6,0,2,13.0,1.5,1.0,0.5555555555555556,5.6,0.0,0.0,0.0,1.0,0.14285714285714285,,0.0,0.0,CARROCERIA,ESTRUCTURA,ESTANQUE LAVA PARABRISA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,occasional_2_3,dormant_12_plus,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
3845062R00000,43,26.0,19,4,5,3.0,1.368421052631579,1.0,0.18047337278106515,2.1666666666666665,0.0,1.0,5.0,0.4,0.4418604651162791,,5.0,276415.0,CARROCERIA,ESTRUCTURA,ESTANQUE AGUA LIMPIAPARABRISA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,mostly_single_unit,stock_generally_available,B,B,2024-07-01,True
3845065J10000,43,35.0,15,2,4,2.0,2.3333333333333335,1.0,2.244897959183673,2.857142857142857,1.0,2.0,2.0,3.0,0.3488372093023256,,2.0,214100.0,CARROCERIA,ESTRUCTURA,ESTANQUE LAVA PARABR,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
3845071L10000,43,105.0,35,10,5,0.0,3.0,2.0,0.4380952380952382,1.2352941176470589,4.0,8.0,18.0,0.8181818181818182,0.813953488372093,,18.0,1769707.0,CARROCERIA,ESTRUCTURA,ESTANQUE  LAVA PARAB,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,A,2024-07-01,True
38450M79M00000,43,42.0,23,7,5,1.0,1.826086956521739,1.0,0.48639455782312935,1.8636363636363635,3.0,3.0,11.0,0.4444444444444444,0.5348837209302325,,11.0,267943.0,CARROCERIA,IMPACTO PRIMARIO,ESTANQUE LAVAPARABRISA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,stock_generally_available,A,B,2024-07-01,True
38450M80T10000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,ESTRUCTURA,ESTANQUE LIMPIA PARABRISAS,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
38452M56R30000,23,10.0,9,6,5,0.0,1.1111111111111112,1.0,0.08,2.75,2.0,3.0,7.0,0.8,0.43478260869565216,1.0,7.0,5350.0,CARROCERIA,ESTRUCTURA,TAPA DEPOSITO LIMPIAPARABRISA,SUZUKI,DISTRIBUTION,AMERICAS,developing,recurring_4_6,recent_0_2,mostly_single_unit,potentially_stock_constrained,B,C,2024-07-01,True
38452M65L00000,43,75.0,33,11,6,0.0,2.272727272727273,2.0,0.5311999999999997,1.3125,8.0,11.0,23.0,0.9230769230769231,0.7674418604651163,,23.0,64283.0,CARROCERIA,ESTRUCTURA,TAPA ESTANQUE LIMPIA PARABRISAS,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
38452M68K00000,43,34.0,16,1,3,2.0,2.125,1.0,0.9377162629757788,2.6666666666666665,1.0,1.0,1.0,2.0,0.4186046511627907,1.0,1.0,580.0,CARROCERIA,ESTRUCTURA,TAPA ESTANQUE LAVAPARABRISA,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,potentially_stock_constrained,C,C,2024-07-01,True
38480M68P01000,38,17.0,10,3,3,0.0,1.7,1.0,0.5570934256055363,4.111111111111111,1.0,1.0,3.0,0.6666666666666666,0.2631578947368421,,3.0,0.0,CARROCERIA,ESTRUCTURA,LANZA AGUA DEL 1,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
38500M55T01000,17,4.0,3,2,2,9.0,1.3333333333333333,1.0,0.12500000000000003,3.5,0.0,0.0,3.0,0.25,0.17647058823529413,,3.0,57936.0,CARROCERIA,ESTRUCTURA,BOCINA,SUZUKI,DISTRIBUTION,AMERICAS,developing,occasional_2_3,stale_6_11,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
3882151K02000,42,30.0,22,2,3,6.0,1.3636363636363635,1.0,0.12444444444444445,1.6666666666666667,0.0,0.0,2.0,0.3333333333333333,0.5238095238095238,,2.0,97456.0,CARROCERIA,ESTRUCTURA,BRAZO PLUMILLA TRAS,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
3882165J00000,43,27.0,12,3,2,1.0,2.25,1.5,0.5308641975308642,3.727272727272727,3.0,3.0,4.0,2.0,0.27906976744186046,,4.0,251280.0,CARROCERIA,ESTRUCTURA,BRAZO PLUMILLA,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,multi_unit_stable,stock_generally_available,B,C,2024-07-01,True
38821M67P00000,43,79.0,34,7,6,0.0,2.323529411764706,2.0,0.5199487261656786,1.2727272727272727,3.0,4.0,9.0,0.8333333333333334,0.7906976744186046,,9.0,175830.0,CARROCERIA,ESTRUCTURA,BRAZO LIMPIA PARABRIZAS,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
3910268L01000,43,16.0,11,1,3,7.0,1.4545454545454546,1.0,0.4609375,3.5,0.0,0.0,1.0,0.5,0.2558139534883721,,1.0,62140.0,CARROCERIA,ESTRUCTURA,PARLANTE,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
39102M80T00000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,ESTRUCTURA,PARLANTE DELANT,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
3925061J00000,43,48.0,25,6,5,0.0,1.92,1.0,0.6710069444444444,1.75,2.0,4.0,8.0,1.0,0.5813953488372093,,8.0,313500.0,CARROCERIA,ESTRUCTURA,ANTENA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,stock_generally_available,A,B,2024-07-01,True
39321M56R00000,43,80.0,29,4,4,6.0,2.7586206896551726,1.0,0.7309374999999999,1.2857142857142858,0.0,0.0,4.0,0.2,0.6744186046511628,,4.0,26896.0,CARROCERIA,ESTRUCTURA,SOPORTE RADIO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,stale_6_11,mostly_single_unit,stock_generally_available,B,C,2024-07-01,True
39321M67P00000,43,170.0,37,7,6,2.0,4.594594594594595,2.0,1.3326643598615913,1.1111111111111112,2.0,4.0,8.0,1.0,0.8604651162790697,,8.0,38598.0,CARROCERIA,ESTRUCTURA,SOPORTE DER RADIO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,B,C,2024-07-01,True
39322M56R00000,43,81.0,26,2,3,9.0,3.1153846153846154,2.0,0.8585581466239904,1.32,0.0,0.0,2.0,0.3333333333333333,0.627906976744186,1.0,2.0,13448.0,CARROCERIA,ESTRUCTURA,SOPORTE RADIO,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,multi_unit_stable,potentially_stock_constrained,C,C,2024-07-01,True
39322M67P00000,43,173.0,38,7,6,2.0,4.552631578947368,2.5,1.3450833639613755,1.0810810810810811,2.0,4.0,8.0,1.0,0.8837209302325582,,8.0,26581.0,CARROCERIA,ESTRUCTURA,SOPORTE DE RADIO IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,B,C,2024-07-01,True
39322M67P10000,43,113.0,34,5,6,0.0,3.323529411764706,3.0,0.5683295481243635,1.2727272727272727,4.0,5.0,8.0,1.5,0.7906976744186046,,8.0,32605.0,CARROCERIA,ESTRUCTURA,SOPORTE RADIO IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,B,C,2024-07-01,True
3F11579S10ZWG,33,5.0,5,2,3,1.0,1.0,1.0,0.0,7.75,1.0,1.0,2.0,1.0,0.15151515151515152,,2.0,113709.0,CARROCERIA,ESTRUCTURA,SENSOR ESTACIONAMIENTO TRAS,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
3F11779S00000,32,6.0,3,0,1,15.0,2.0,1.0,0.5000000000000001,8.0,0.0,0.0,0.0,1.0,0.09375,,0.0,0.0,CARROCERIA,ESTRUCTURA,SOPORTE SENSOR ESTACIONAMIENTO,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
4161552R00000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,ESTRUCTURA,PERNO,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
4171080J00000,42,110.0,22,5,5,2.0,5.0,2.0,6.905454545454545,1.8571428571428572,1.0,1.0,8.0,0.25,0.5238095238095238,,8.0,976076.0,CARROCERIA,ESTRUCTURA,SOPORTE AMORTIGUADOR DEL,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,B,B,2024-07-01,True
41710M68K00000,43,496.0,32,5,6,1.0,15.5,5.5,1.54630593132154,1.3225806451612903,8.0,10.0,44.0,0.3142857142857143,0.7441860465116279,,44.0,1121404.0,CARROCERIA,ESTRUCTURA,SOPORTE AMORTIGUADOR,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,A,A,2024-07-01,True
41710M76M00000,41,64.0,19,3,3,4.0,3.3684210526315788,2.0,0.5400390625000001,2.0,0.0,1.0,4.0,0.5,0.4634146341463415,,4.0,251228.0,CARROCERIA,ESTRUCTURA,SOPORTE AMORTIGUADOR DEL,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_3_5,multi_unit_stable,stock_generally_available,B,C,2024-07-01,True
41710M82000000,43,93.0,28,6,4,3.0,3.3214285714285716,2.0,0.5442247658688865,1.4444444444444444,0.0,6.0,12.0,1.0,0.6976744186046512,0.5,12.0,164755.0,CARROCERIA,ESTRUCTURA,SOPORTE AMORTIGUADOR,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
4311052R71000,43,144.0,14,1,2,2.0,10.285714285714286,6.5,1.0619212962962963,3.076923076923077,1.0,1.0,1.0,2.0,0.32558139534883723,,1.0,0.0,CARROCERIA,IMPACTO PRIMARIO,NEUM BS ECOPIA EP150 185/55R16 83V,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,volatile_positive_size,stock_generally_available,C,C,2024-07-01,True
4311078K00000,43,12.0,6,1,1,3.0,2.0,1.0,0.5000000000000001,7.8,0.0,1.0,1.0,2.0,0.16279069767441862,1.0,1.0,0.0,CARROCERIA,ESTRUCTURA,BRIDGESTONE DUELER 225/65R17 102H,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_3_5,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
43110M75J80000-OP,24,25.0,9,2,4,7.0,2.7777777777777777,2.0,0.45439999999999997,2.0,0.0,0.0,3.0,0.25,0.4166666666666667,1.0,3.0,37090200.0,CARROCERIA,IMPACTO PRIMARIO,NEU PCR COM 165/80R14 85T CF620,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,stale_6_11,multi_unit_stable,potentially_stock_constrained,C,A,2024-07-01,True
432006682227S,31,1.0,1,0,0,30.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0,1.0,0.03225806451612903,,0.0,0.0,CARROCERIA,ESTRUCTURA,LLANTA ALUMINIO 17 X 6 1/2,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
4321052R5027N,43,103.0,32,5,5,0.0,3.21875,3.0,0.43274578188330654,1.3548387096774193,1.0,2.0,8.0,0.42857142857142855,0.8837209302325582,1.0,8.0,1640277.0,CARROCERIA,IMPACTO PRIMARIO,LLANTA ALUMINIO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,B,A,2024-07-01,True
4321052S0039M,33,33.0,16,9,4,3.0,2.0625,1.5,0.5133149678604224,1.9333333333333333,0.0,6.0,22.0,0.4117647058823529,0.5151515151515151,0.0,22.0,1048192.0,CARROCERIA,IMPACTO PRIMARIO,LLANTA FIERRO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,stock_generally_available,A,A,2024-07-01,True
4321053R100CE,43,67.0,25,6,6,0.0,2.68,2.0,0.7877032746714189,1.75,1.0,7.0,21.0,0.5333333333333333,0.6744186046511628,1.0,21.0,5000226.0,CARROCERIA,IMPACTO PRIMARIO,LLANTA DE ALUMINIO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,A,2024-07-01,True
4321057M100BK,40,10.0,5,1,2,0.0,2.0,1.0,1.0,9.75,6.0,6.0,6.0,7.0,0.125,,6.0,1324488.0,CARROCERIA,ESTRUCTURA,LLANTA ALUMINIO (15X5 1/2J) (GRAY),SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,stock_data_limited,B,A,2024-07-01,True
4321061J01ZBP,43,40.0,15,2,4,3.0,2.6666666666666665,2.0,0.5187500000000002,2.7857142857142856,0.0,2.0,5.0,0.75,0.3953488372093023,1.0,5.0,263511.0,CARROCERIA,IMPACTO PRIMARIO,LLANTA 14 X 5,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,potentially_stock_constrained,B,C,2024-07-01,True
4321064J01ZBP,43,17.0,13,3,5,4.0,1.3076923076923077,1.0,0.6643598615916958,3.1666666666666665,0.0,1.0,3.0,0.6666666666666666,0.3488372093023256,1.0,3.0,203531.0,CARROCERIA,IMPACTO PRIMARIO,LLANTA DE ALUMINIO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,mostly_single_unit,potentially_stock_constrained,C,C,2024-07-01,True
4321068LA0ZA8,43,93.0,30,8,6,2.0,3.1,2.0,0.42559833506763783,1.3448275862068966,2.0,7.0,14.0,1.0,0.7209302325581395,1.0,14.0,2461438.0,CARROCERIA,IMPACTO PRIMARIO,LLANTA DE ALUMINIO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,A,2024-07-01,True
