sku_id,history_months,history_total_demand,positive_months,positive_months_last12,positive_blocks_last18,months_since_positive,positive_mean,positive_median,positive_cv2,average_demand_interval,recent_3m_total,recent_6m_total,recent_12m_total,recent_vs_prior_6m_ratio,stock_observation_share,potential_stock_constraint_share,trailing_12m_units,trailing_12m_value,FAMILY_DESCRIPTION,SUBFAMILY_DESCRIPTION,MATERIAL_DESCRIPTION,Brand,Channel,REGION,lifecycle_tier,frequency_tier,recency_tier,size_tier,potential_stock_status,abc_units_tier,abc_value_tier,classification_cutoff,product_master_assumption
01550M0612A,39,70.0,3,0,0,20.0,23.333333333333332,14.0,0.5697959183673471,9.0,0.0,0.0,0.0,1.0,0.07692307692307693,,0.0,0.0,CARROCERIA,ESTRUCTURA,BOLT,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
021620616A000,37,22.0,5,2,3,0.0,4.4,6.0,0.4256198347107437,9.0,6.0,12.0,12.0,13.0,0.13513513513513514,,12.0,0.0,CARROCERIA,ESTRUCTURA,PERNO,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,multi_unit_stable,stock_data_limited,A,C,2024-07-01,True
083100012A000,37,11.0,5,0,1,12.0,2.2,1.0,0.7768595041322314,6.0,0.0,0.0,0.0,1.0,0.13513513513513514,,0.0,0.0,CARROCERIA,ESTRUCTURA,TUERC.12M(4C10),SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
083161010A000,36,12.0,2,0,0,30.0,6.0,6.0,0.6944444444444445,5.0,0.0,0.0,0.0,1.0,0.05555555555555555,,0.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
083313124A000,24,10.0,5,3,4,4.0,2.0,1.0,0.4,4.75,0.0,3.0,5.0,1.3333333333333333,0.20833333333333334,,5.0,0.0,CARROCERIA,ESTRUCTURA,SEGURO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,mostly_single_unit,stock_data_limited,B,C,2024-07-01,True
0911605023000,17,12.0,2,1,2,4.0,6.0,6.0,0.4444444444444444,12.0,0.0,2.0,2.0,3.0,0.11764705882352941,,2.0,0.0,CARROCERIA,ESTRUCTURA,PERNO TUBO LLENADO DE COMBUSTIBLE,SUZUKI,DISTRIBUTION,AMERICAS,developing,occasional_2_3,recent_3_5,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0911912006XC0,38,15.0,3,0,0,22.0,5.0,4.0,0.5599999999999999,7.5,0.0,0.0,0.0,1.0,0.07894736842105263,,0.0,0.0,CARROCERIA,ESTRUCTURA,PERNO MAZA RUEDA DEL,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0911912007000,39,108.0,7,4,3,1.0,15.428571428571429,10.0,1.4305555555555554,6.166666666666667,1.0,61.0,78.0,3.4444444444444446,0.1794871794871795,,78.0,0.0,CARROCERIA,ESTRUCTURA,PERNO RUEDA(3D6),SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,volatile_positive_size,stock_data_limited,A,C,2024-07-01,True
09136M05078000,23,10.0,2,0,0,18.0,5.0,5.0,0.6400000000000001,4.0,0.0,0.0,0.0,1.0,0.08695652173913043,,0.0,0.0,CARROCERIA,ESTRUCTURA,TORNILLO,SUZUKI,DISTRIBUTION,AMERICAS,developing,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0914016023000,21,10.0,3,1,2,4.0,3.3333333333333335,2.0,0.6199999999999999,8.0,0.0,7.0,7.0,8.0,0.14285714285714285,,7.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA STD,SUZUKI,DISTRIBUTION,AMERICAS,developing,occasional_2_3,recent_3_5,multi_unit_stable,stock_data_limited,B,C,2024-07-01,True
0914806007000,43,24.0,9,2,2,3.0,2.6666666666666665,2.0,0.25,4.875,0.0,5.0,7.0,2.0,0.20930232558139536,,7.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA TAPABARRO,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_3_5,multi_unit_stable,stock_data_limited,B,C,2024-07-01,True
09148M06022000,39,24.0,5,1,1,3.0,4.8,2.0,0.5277777777777778,8.75,0.0,2.0,2.0,3.0,0.1282051282051282,,2.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_3_5,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0915912024000,42,105.0,2,0,0,31.0,52.5,52.5,0.7184580498866213,7.0,0.0,0.0,0.0,1.0,0.09523809523809523,1.0,0.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA RUED(4C6),SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0915912051000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA RUEDA,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
0915912079000,39,86.0,6,1,2,1.0,14.333333333333334,9.0,1.3445105462412115,7.4,18.0,18.0,18.0,19.0,0.15384615384615385,,18.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA RUEDA,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,volatile_positive_size,stock_data_limited,A,C,2024-07-01,True
0915912L02000,40,28.0,5,2,1,1.0,5.6,6.0,0.32653061224489793,9.5,8.0,8.0,8.0,9.0,0.15,1.0,8.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,multi_unit_stable,stock_data_limited,A,C,2024-07-01,True
0915918022000,43,106.0,25,6,5,0.0,4.24,3.0,0.917942328230687,1.75,4.0,7.0,17.0,0.7272727272727273,0.5813953488372093,,17.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0915918024000,43,23.0,8,1,2,10.0,2.875,2.0,0.5576559546313798,4.571428571428571,0.0,0.0,2.0,0.3333333333333333,0.20930232558139536,1.0,2.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0915924009000,36,10.0,6,3,3,0.0,1.6666666666666667,1.0,0.43999999999999995,7.0,1.0,3.0,3.0,4.0,0.16666666666666666,,3.0,0.0,CARROCERIA,ESTRUCTURA,TUERCA,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
0916435003000,35,15.0,6,3,2,3.0,2.5,2.0,0.41333333333333333,6.2,0.0,10.0,10.0,11.0,0.17142857142857143,,10.0,0.0,CARROCERIA,ESTRUCTURA,GOLILLA AJUSTE,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_3_5,multi_unit_stable,stock_data_limited,A,C,2024-07-01,True
0924130010000,43,10.0,5,0,0,20.0,2.0,1.0,0.4,5.5,0.0,0.0,0.0,1.0,0.11627906976744186,,0.0,0.0,CARROCERIA,ESTRUCTURA,TAP.AGUA (7C12),SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
0928017002000,43,244.0,26,9,5,0.0,9.384615384615385,6.5,0.8516527815103466,1.68,11.0,25.0,48.0,1.0833333333333333,0.6046511627906976,,48.0,0.0,CARROCERIA,ESTRUCTURA,O RING TUBO CHUPADOR,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0928022020000,40,16.0,9,4,4,0.0,1.7777777777777777,1.0,0.47656250000000006,4.875,2.0,3.0,5.0,1.3333333333333333,0.225,,5.0,0.0,CARROCERIA,ESTRUCTURA,O RING,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,stock_data_limited,B,C,2024-07-01,True
0928056004000,43,203.0,25,7,6,2.0,8.12,3.0,1.28651508165692,1.6666666666666667,1.0,5.0,61.0,0.10526315789473684,0.5813953488372093,,61.0,0.0,CARROCERIA,ESTRUCTURA,O RING  CAJA DISTRIB,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,A,C,2024-07-01,True
0928314005000,42,15.0,11,1,2,11.0,1.3636363636363635,1.0,0.41777777777777786,3.0,0.0,0.0,1.0,0.5,0.2619047619047619,,1.0,0.0,CARROCERIA,ESTRUCTURA,RETEN,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,mostly_single_unit,stock_generally_available,C,C,2024-07-01,True
0928326016000,43,240.0,33,6,6,0.0,7.2727272727272725,6.0,0.8619791666666667,1.3125,2.0,7.0,27.0,0.38095238095238093,0.7906976744186046,1.0,27.0,0.0,CARROCERIA,ESTRUCTURA,RETEN  INT  EJE DELA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
0928335036000,42,70.0,11,2,1,1.0,6.363636363636363,4.0,0.5848979591836735,4.0,30.0,30.0,30.0,31.0,0.2619047619047619,,30.0,0.0,CARROCERIA,ESTRUCTURA,RETEN LA.C(5C8).,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0928340021000,43,209.0,33,6,6,1.0,6.333333333333333,4.0,0.741374968521783,1.28125,1.0,21.0,48.0,0.7857142857142857,0.7674418604651163,,48.0,0.0,CARROCERIA,ESTRUCTURA,RETEN AC.DEL.Y TR.C.,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0928340027000,43,156.0,34,8,6,0.0,4.588235294117647,4.0,0.5563773833004603,1.2727272727272727,11.0,15.0,36.0,0.7272727272727273,0.813953488372093,1.0,36.0,0.0,CARROCERIA,ESTRUCTURA,RETEN PINON ATAQUE,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
0928345012000,43,103.0,33,8,6,0.0,3.121212121212121,2.0,0.7325855405787539,1.3125,1.0,8.0,28.0,0.42857142857142855,0.7674418604651163,,28.0,0.0,CARROCERIA,ESTRUCTURA,RETEN CIGEQAL DEL,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0928906003000,43,1461.0,31,8,5,0.0,47.12903225806452,38.0,0.7011708950157907,1.4,16.0,40.0,144.0,0.3904761904761905,0.7209302325581395,,144.0,0.0,CARROCERIA,ESTRUCTURA,SELLO VALVULA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0928948004000,39,30.0,11,2,3,2.0,2.727272727272727,2.0,0.54,3.6,4.0,4.0,12.0,0.5555555555555556,0.3076923076923077,1.0,12.0,0.0,CARROCERIA,ESTRUCTURA,RETEN INT.RUEDA DELA,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
0930508011000,34,20.0,1,0,0,33.0,20.0,20.0,0.0,34.0,0.0,0.0,0.0,1.0,0.029411764705882353,,0.0,0.0,CARROCERIA,ESTRUCTURA,BUJE EJE PI(6E2),SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0931912047000,28,120.0,5,2,1,0.0,24.0,12.0,1.2694444444444444,6.75,88.0,88.0,88.0,89.0,0.17857142857142858,,88.0,0.0,CARROCERIA,ESTRUCTURA,BUJE SUSPENSION TRAS,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,volatile_positive_size,stock_data_limited,A,C,2024-07-01,True
0932010024000,43,133.0,17,3,4,0.0,7.823529411764706,4.0,0.404092939114704,2.625,4.0,4.0,12.0,0.5555555555555556,0.3953488372093023,,12.0,0.0,CARROCERIA,ESTRUCTURA,GOMA SUP  SOP BARRA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0938019004000,42,47.0,20,4,5,5.0,2.35,1.0,1.761430511543685,1.894736842105263,0.0,1.0,5.0,0.4,0.47619047619047616,,5.0,0.0,CARROCERIA,ESTRUCTURA,SEGUR.PIN,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,mostly_single_unit,stock_generally_available,B,C,2024-07-01,True
0938168001000,39,10.0,8,1,2,10.0,1.25,1.0,0.12,4.0,0.0,0.0,1.0,0.5,0.20512820512820512,,1.0,0.0,CARROCERIA,ESTRUCTURA,SEGURO  MAZA RUEDA D,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,mostly_single_unit,stock_data_limited,C,C,2024-07-01,True
0940307333000,43,70.0,22,4,5,4.0,3.1818181818181817,1.5,2.169795918367348,1.8095238095238095,0.0,1.0,6.0,0.3333333333333333,0.5116279069767442,,6.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,volatile_positive_size,stock_generally_available,B,C,2024-07-01,True
09403M07311000,43,92.0,37,10,6,1.0,2.4864864864864864,2.0,0.7136105860113424,1.1388888888888888,2.0,7.0,13.0,1.1428571428571428,0.8604651162790697,,13.0,0.0,CARROCERIA,ESTRUCTURA,SOPORTE VARILLA CAPOT,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
09409063095ES,34,87.0,5,1,2,9.0,17.4,16.0,0.5570088518958912,6.0,0.0,0.0,16.0,0.058823529411764705,0.14705882352941177,,16.0,0.0,CARROCERIA,ESTRUCTURA,CLIP FUNDA INT.CAP(,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,multi_unit_stable,stock_data_limited,A,C,2024-07-01,True
09409063145PK,41,154.0,12,2,4,0.0,12.833333333333334,4.0,1.483386743127003,3.6363636363636362,5.0,5.0,7.0,2.0,0.2926829268292683,,7.0,0.0,CARROCERIA,ESTRUCTURA,REMACHE CUBIERTA FR.,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,B,C,2024-07-01,True
0940906322000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
09409073255PK,40,40.0,4,1,1,2.0,10.0,7.5,0.37499999999999994,12.333333333333334,5.0,5.0,5.0,6.0,0.125,1.0,5.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,recent_0_2,multi_unit_stable,stock_data_limited,B,C,2024-07-01,True
0940907332000,43,2487.0,37,9,6,0.0,67.21621621621621,40.0,1.7206430414431688,1.1666666666666667,10.0,36.0,174.0,0.26618705035971224,0.8837209302325582,1.0,174.0,0.0,CARROCERIA,ESTRUCTURA,CLIP.,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,potentially_stock_constrained,A,C,2024-07-01,True
0940908322000,27,19.0,2,0,0,20.0,9.5,9.5,0.22437673130193903,6.0,0.0,0.0,0.0,1.0,0.07407407407407407,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0940908327000,43,1380.0,38,9,6,0.0,36.31578947368421,31.5,0.6595568157950009,1.135135135135135,12.0,28.0,160.0,0.21804511278195488,0.8837209302325582,,160.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
0940908352000,0,0.0,0,0,0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CARROCERIA,ESTRUCTURA,BROCHE BISEL DE RADIO,SUZUKI,DISTRIBUTION,AMERICAS,cold_start,rare_0_1,no_history,no_history,stock_data_limited,C,C,2024-07-01,True
0940909309000,36,33.0,6,0,2,12.0,5.5,5.0,0.4049586776859504,4.6,0.0,0.0,0.0,1.0,0.16666666666666666,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,dormant,occasional_2_3,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0940910313000,37,36.0,4,0,1,13.0,9.0,7.5,0.6234567901234567,7.666666666666667,0.0,0.0,0.0,1.0,0.10810810810810811,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0940910318000,43,137.0,8,1,2,7.0,17.125,9.0,1.433374180830092,5.0,0.0,0.0,4.0,0.2,0.20930232558139536,1.0,4.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,volatile_positive_size,stock_data_limited,B,C,2024-07-01,True
0940915304000,27,20.0,5,1,1,7.0,4.0,3.0,0.6250000000000001,4.75,0.0,0.0,10.0,0.09090909090909091,0.18518518518518517,,10.0,0.0,CARROCERIA,IMPACTO PRIMARIO,SEGURO ZOCALO,SUZUKI,DISTRIBUTION,AMERICAS,established,rare_0_1,stale_6_11,multi_unit_stable,stock_data_limited,A,C,2024-07-01,True
09409M06L05000,43,146.0,7,0,0,20.0,20.857142857142858,16.0,0.8225745918558829,3.6666666666666665,0.0,0.0,0.0,1.0,0.16279069767441862,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP CARROCERIA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
09409M07308P4Z,35,24.0,3,0,0,20.0,8.0,2.0,1.1249999999999998,7.0,0.0,0.0,0.0,1.0,0.08571428571428572,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP CARROCERIA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,volatile_positive_size,stock_data_limited,C,C,2024-07-01,True
09409M07308R8J,43,30.0,2,0,1,14.0,15.0,15.0,0.1111111111111111,28.0,0.0,0.0,0.0,1.0,0.046511627906976744,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP MOLDURA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
09409M07L025PK,41,422.0,16,5,4,1.0,26.375,13.5,1.0987848431077467,2.6,25.0,25.0,145.0,0.21487603305785125,0.3902439024390244,,145.0,0.0,CARROCERIA,ESTRUCTURA,CLIP,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,A,C,2024-07-01,True
09409M08308R8J,42,85.0,6,0,1,13.0,14.166666666666666,12.5,0.6700346020761245,5.6,0.0,0.0,0.0,1.0,0.14285714285714285,,0.0,0.0,CARROCERIA,ESTRUCTURA,CLIP MOLDURA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
09409M15L01000,42,778.0,30,7,6,0.0,25.933333333333334,18.0,1.314913329940986,1.4137931034482758,35.0,50.0,82.0,1.5454545454545454,0.7142857142857143,,82.0,0.0,CARROCERIA,ESTRUCTURA,BROCHE MOLDURA,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,stock_generally_available,A,C,2024-07-01,True
0944829004000,28,10.0,1,0,0,27.0,10.0,10.0,0.0,28.0,0.0,0.0,0.0,1.0,0.03571428571428571,,0.0,0.0,CARROCERIA,ESTRUCTURA,RESORTE  PEDAL EMBRA,SUZUKI,DISTRIBUTION,AMERICAS,dormant,rare_0_1,dormant_12_plus,multi_unit_stable,stock_data_limited,C,C,2024-07-01,True
0947112236000,28,32.0,14,6,6,0.0,2.2857142857142856,2.0,0.14843749999999997,2.076923076923077,4.0,10.0,16.0,1.5714285714285714,0.5357142857142857,1.0,16.0,0.0,CARROCERIA,IMPACTO PRIMARIO,FOCO NEBLINERO,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
09471M12182000,43,41.0,14,4,4,0.0,2.9285714285714284,2.0,0.8405710886377157,3.230769230769231,2.0,10.0,16.0,1.5714285714285714,0.32558139534883723,,16.0,0.0,CARROCERIA,IMPACTO PRIMARIO,FOCO 12V-60/55W,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,C,2024-07-01,True
1161054G30000,33,16.0,9,2,4,3.0,1.7777777777777777,1.0,1.53125,3.625,0.0,1.0,2.0,1.0,0.2727272727272727,,2.0,364485.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,mostly_single_unit,stock_generally_available,C,B,2024-07-01,True
1161060R00000,26,3.0,3,2,3,2.0,1.0,1.0,0.0,5.5,1.0,1.0,2.0,1.0,0.15384615384615385,1.0,2.0,476558.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_0_2,mostly_single_unit,stock_data_limited,C,B,2024-07-01,True
1161061M01000,40,17.0,8,1,3,7.0,2.125,1.5,0.46712802768166084,4.571428571428571,0.0,0.0,4.0,0.2,0.225,1.0,4.0,1030940.0,CARROCERIA,IMPACTO PRIMARIO,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,multi_unit_stable,stock_data_limited,B,B,2024-07-01,True
1161073K00000,42,62.0,19,1,2,7.0,3.263157894736842,3.0,0.9771071800208116,1.8888888888888888,0.0,0.0,16.0,0.058823529411764705,0.4523809523809524,,16.0,2360240.0,CARROCERIA,ESTRUCTURA,SOPORTE DE MOTOR RH,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,stale_6_11,multi_unit_stable,stock_generally_available,A,A,2024-07-01,True
11610M65L00000,43,202.0,35,6,6,1.0,5.771428571428571,5.0,0.5594059405940595,1.2058823529411764,3.0,8.0,17.0,0.9,0.813953488372093,,17.0,764731.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,B,2024-07-01,True
11610M67P10000,43,120.0,36,9,6,1.0,3.3333333333333335,2.0,1.0650000000000002,1.1714285714285715,4.0,6.0,16.0,0.6363636363636364,0.8604651162790697,1.0,16.0,1763514.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,volatile_positive_size,potentially_stock_constrained,A,A,2024-07-01,True
11610M76M00000,43,72.0,28,5,6,1.0,2.5714285714285716,2.0,0.5123456790123457,1.5185185185185186,1.0,2.0,9.0,0.375,0.6511627906976745,,9.0,1052491.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,stock_generally_available,A,A,2024-07-01,True
11610M79F30000,43,59.0,21,3,4,3.0,2.8095238095238093,2.0,0.4056305659293307,1.95,0.0,1.0,3.0,0.6666666666666666,0.4883720930232558,,3.0,102592.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,stock_generally_available,C,C,2024-07-01,True
11610M79G50000,43,103.0,26,4,5,4.0,3.9615384615384617,2.5,0.5758318408898104,1.52,0.0,4.0,10.0,0.7142857142857143,0.627906976744186,1.0,10.0,0.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR DER,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,potentially_stock_constrained,A,C,2024-07-01,True
11620M65L10000,41,80.0,22,2,4,1.0,3.6363636363636362,3.0,0.945625,1.8571428571428572,1.0,2.0,2.0,3.0,0.5853658536585366,1.0,2.0,163680.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,multi_unit_stable,potentially_stock_constrained,C,C,2024-07-01,True
11620M67P00000,43,41.0,18,2,3,4.0,2.2777777777777777,1.5,0.5098155859607377,2.235294117647059,0.0,1.0,2.0,1.0,0.4418604651162791,1.0,2.0,142322.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,occasional_2_3,recent_3_5,multi_unit_stable,potentially_stock_constrained,C,C,2024-07-01,True
11620M68K00000,43,224.0,31,4,4,6.0,7.225806451612903,5.0,1.0388233418367347,1.2,0.0,0.0,4.0,0.2,0.7209302325581395,,4.0,448411.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR IZ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,stale_6_11,volatile_positive_size,stock_generally_available,B,B,2024-07-01,True
11620M76M00000,43,52.0,25,2,4,0.0,2.08,1.0,0.6642011834319527,1.7083333333333333,1.0,1.0,3.0,0.6666666666666666,0.6046511627906976,1.0,3.0,273686.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_0_2,mostly_single_unit,potentially_stock_constrained,C,B,2024-07-01,True
11620M79F40000,42,144.0,30,5,5,4.0,4.8,3.0,0.9010416666666671,1.2758620689655173,0.0,2.0,9.0,0.375,0.7142857142857143,,9.0,304623.0,CARROCERIA,ESTRUCTURA,SOPORTE MOTOR IZQ,SUZUKI,DISTRIBUTION,AMERICAS,established,recurring_4_6,recent_3_5,multi_unit_stable,stock_generally_available,A,B,2024-07-01,True
