locked_strategy,best_single_candidate,locked_memory_config,selection_basis
best_single,c_only__hurdle_d1_sqrt_log__w36__soft__p1.25__t0.00__s0.75__none__b0.00,temp6.00__decay1.00__shrink6.0__peer0.00__top2__memory1.00,origins_6_7_validation
