candidate_id,config_id,temperature,decay,shrink,neighbor_weight,top_k,memory_weight,shift_threshold,shift_decay,neighbors,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
temp6.00__decay1.00__shrink2.0__peer0.35__top4__memory1.00,temp6.00__decay1.00__shrink2.0__peer0.35__top4__memory1.00,6.0,1.0,2.0,0.35,4.0,1.0,0.75,0.25,12,35,35,5,12,24,80.3667076309864,116.51346713245802,0.3115664562208235,84.57825083133679,139.0,127.54397524663779,-8.241744426879292,8.241744426879292
temp6.00__decay0.80__shrink2.0__peer0.35__top4__memory1.00,temp6.00__decay0.80__shrink2.0__peer0.35__top4__memory1.00,6.0,0.8,2.0,0.35,4.0,1.0,0.75,0.25,12,35,35,5,12,24,80.84043613038163,116.36863307389032,0.3114413684227998,84.56848930174723,139.0,127.29319923717152,-8.422158822178762,8.422158822178762
temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,1.0,0.8,2.0,0.35,4.0,0.75,0.75,0.25,12,35,35,5,12,24,80.97828480075175,113.66804028283423,0.3203710161258515,85.02527573283933,139.0,131.83139776648625,-5.1572677938947855,5.1572677938947855
temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,3.0,0.8,2.0,0.35,4.0,0.75,0.75,0.25,12,35,35,5,12,24,80.98805963150815,113.58912479790897,0.32119059879809536,84.98124045080182,139.0,131.68510817504412,-5.262512104284805,5.262512104284805
temp6.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,temp6.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,6.0,0.8,2.0,0.35,4.0,0.75,0.75,0.25,12,35,35,5,12,24,81.00266779837547,113.47112721300128,0.3223902210537825,84.90770749191961,139.0,131.47674879570576,-5.41241093834118,5.41241093834118
temp1.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,temp1.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,1.0,1.0,2.0,0.35,4.0,0.75,0.75,0.25,12,35,35,5,12,24,81.21688784740788,113.68112199763692,0.32701183397266204,85.01658153904096,139.0,132.06270199338704,-4.990861875261125,4.990861875261125
temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,3.0,1.0,2.0,0.35,4.0,0.75,0.75,0.25,12,35,35,5,12,24,81.24284280321714,113.62832899320676,0.3291017133631591,84.99282749244415,139.0,131.899538006388,-5.108246038569774,5.108246038569774
temp6.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,temp6.00__decay1.00__shrink2.0__peer0.35__top4__memory0.75,6.0,1.0,2.0,0.35,4.0,0.75,0.75,0.25,12,35,35,5,12,24,81.28172058486756,113.54925651411313,0.3319189372191462,84.95003122465516,139.0,131.66483080280545,-5.27710014186658,5.27710014186658
temp6.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,temp6.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,6.0,0.8,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,24,84.75260505121405,112.98290292988585,0.3245139898003217,87.58699570090282,139.0,128.82644366987032,-7.319105273474594,7.319105273474594
temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,1.0,0.5,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,24,85.00684439869242,109.50211876188611,0.31902279153826846,87.68349089776139,139.0,130.23894675183095,-6.302916005877013,6.302916005877013
temp3.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,temp3.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,3.0,0.5,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,24,85.23407777037744,109.94807405829033,0.319052551094229,87.82720113816625,139.0,130.17358576577726,-6.3499382980019705,6.3499382980019705
temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,6.0,0.5,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,24,85.56721738495021,110.58378986156079,0.3190959110469045,88.01753908544046,139.0,130.0867857819284,-6.412384329547915,6.412384329547915
temp6.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,temp6.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,6.0,1.0,2.0,0.0,4.0,0.5,0.75,0.25,12,35,35,5,12,23,86.36039312838439,115.87601942510739,0.36900260103782784,86.76502237472184,139.0,136.9214362560022,-1.4953695999984105,1.4953695999984105
temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,3.0,1.0,2.0,0.0,4.0,0.5,0.75,0.25,12,35,35,5,12,23,86.48341147603692,115.92866581364986,0.36725333366113405,86.71118366789109,139.0,137.05651012079002,-1.3981941577050196,1.3981941577050196
temp1.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,temp1.00__decay1.00__shrink2.0__peer0.00__top4__memory0.50,1.0,1.0,2.0,0.0,4.0,0.5,0.75,0.25,12,35,35,5,12,23,86.56585586128021,115.96302853733118,0.3660188864086875,86.66991308633088,139.0,137.15169092869195,-1.3297187563367276,1.3297187563367276
temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,1.0,0.5,2.0,0.35,2.0,1.0,0.75,0.25,12,35,35,7,11,26,83.08620401831655,98.20862375822554,0.3142799457948423,83.80807171955095,139.0,121.52508287034686,-12.571882827088587,12.571882827088587
temp3.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,temp3.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,3.0,0.5,2.0,0.35,2.0,1.0,0.75,0.25,12,35,35,7,11,26,83.09969990686918,98.20472270803879,0.31424274238864375,83.80761468259956,139.0,121.52721306273837,-12.570350314576713,12.570350314576713
temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,6.0,0.5,2.0,0.35,2.0,1.0,0.75,0.25,12,35,35,7,11,26,83.11993878400948,98.19887161997966,0.3141869503980633,83.80692940895814,139.0,121.53040741825659,-12.568052217081593,12.568052217081593
temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,1.0,1.0,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,7,11,25,89.45493294950606,100.91979459807948,0.31120925695856516,87.77199539804938,139.0,126.22324310907429,-9.191911432320655,9.191911432320655
temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,3.0,1.0,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,7,11,25,89.45493294950606,100.96940643521506,0.31120925695856516,87.77268646256445,139.0,126.22018584574597,-9.194110902341027,9.194110902341027
temp6.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,temp6.00__decay1.00__shrink2.0__peer0.00__top2__memory1.00,6.0,1.0,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,7,11,25,89.45493294950606,101.04381651806011,0.31120925695856516,87.77372789912732,139.0,126.21561134135592,-9.197401912693579,9.197401912693579
temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,1.0,0.8,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,7,11,24,89.45493294950606,108.68505092759298,0.3259157415451036,89.11716103527,139.0,125.14228932296075,-9.969576026646942,9.969576026646942
temp3.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,temp3.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,3.0,0.8,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,7,11,24,89.45493294950606,108.63731733280231,0.326143402569761,89.12030511349461,139.0,125.14329545345144,-9.96885219176155,9.96885219176155
temp6.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,temp6.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,6.0,0.8,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,7,11,24,89.45493294950606,108.5657451520264,0.32648334969218695,89.12500703471787,139.0,125.14478905352725,-9.967777659332915,9.967777659332915
temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,6.0,0.5,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,11,24,82.67646488184432,104.41734266167353,0.31858779599563924,83.77367336214598,139.0,127.15465493151956,-8.521830984518303,8.521830984518303
temp3.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,temp3.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,3.0,0.5,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,11,24,82.67646488184432,104.42173097771789,0.3185779279502778,83.77418731737704,139.0,127.15225916488089,-8.523554557639649,8.523554557639649
temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,1.0,0.5,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,11,24,82.67646488184432,104.42465676535792,0.3185713485237244,83.77453009509061,139.0,127.15066152058728,-8.52470394202354,8.52470394202354
temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,1.0,0.8,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,6,11,22,84.62839377041526,111.92503814040684,0.344485270341018,87.89087347823343,139.0,129.86356636004768,-6.572973841692313,6.572973841692313
temp3.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,3.0,0.8,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,6,11,22,84.62839377041526,111.93268632213454,0.344485270341018,87.8932315369019,139.0,129.8643209579157,-6.572430965528267,6.572430965528267
temp6.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,temp6.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,6.0,0.8,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,6,11,22,84.62839377041526,111.94415854474923,0.344485270341018,87.8967579778193,139.0,129.86544115797255,-6.571625066206795,6.571625066206795
temp6.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,temp6.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,6.0,1.0,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,11,25,82.28718386696232,112.88982719110177,0.30708908586206124,87.35819091184662,139.0,129.81547504069596,-6.607571913168376,6.607571913168376
temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,1.0,0.5,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,5,11,25,88.94470429408865,113.9425443051131,0.325886454063815,90.56332658169525,139.0,127.76660363867136,-8.081580116063773,8.081580116063773
temp3.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,temp3.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,3.0,0.5,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,5,11,25,88.96067301207265,113.93525699409244,0.32605568644343935,90.56404158401257,139.0,127.76597676875232,-8.082031101617032,8.082031101617032
temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,6.0,0.5,2.0,0.0,2.0,1.0,0.75,0.25,12,35,35,5,11,25,88.98462568221193,113.9243316165807,0.32630890016371705,90.5651138292795,139.0,127.76503871109178,-8.082705963243326,8.082705963243326
temp1.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,temp1.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,1.0,1.0,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,11,24,82.1242025035442,110.79639463693158,0.326871674368843,86.74953351455727,139.0,133.7138376573837,-3.802994491090869,3.802994491090869
temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,3.0,1.0,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,11,24,82.3192665095448,110.77611981671654,0.3287233452475128,86.82281839814877,139.0,133.57106644553085,-3.9057075931432763,3.9057075931432763
temp6.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,temp6.00__decay1.00__shrink2.0__peer0.00__top4__memory0.75,6.0,1.0,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,11,24,82.60340830161165,110.74684846098,0.33134724631255347,86.9196535350618,139.0,133.3684556483491,-4.051470756583373,4.051470756583373
temp6.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,temp6.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,6.0,0.8,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,11,24,83.09794061305656,110.56660479052478,0.3295330154449145,87.07026672818598,139.0,132.62668212022987,-4.585120776813041,4.585120776813041
temp3.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,3.0,0.8,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,11,24,83.3414486203518,110.68473932360689,0.3276917281561437,86.94742206089036,139.0,132.77507291572724,-4.478364808829326,4.478364808829326
temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,1.0,0.8,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,11,24,83.50500738007531,110.76565579872354,0.32650649886394323,86.85659719254288,139.0,132.88233625293637,-4.401196940333548,4.401196940333548
temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,1.0,0.5,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,5,11,24,85.49983413250798,113.80857819000752,0.32504085861285487,88.97149484836481,139.0,131.83180209683064,-5.156976908754933,5.156976908754933
temp3.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,temp3.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,3.0,0.5,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,5,11,24,85.49983413250798,113.80857819000752,0.32504085861285487,88.9720311001028,139.0,131.83133194439137,-5.15731514791988,5.15731514791988
temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,6.0,0.5,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,5,11,24,85.49983413250798,113.80857819000752,0.32504085861285487,88.97283528405302,139.0,131.83062840114596,-5.157821294139598,5.157821294139598
