candidate_id,config_id,temperature,decay,shrink,neighbor_weight,top_k,memory_weight,shift_threshold,shift_decay,neighbors,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
temp3.00__decay0.50__shrink2.0__peer0.35__topall__memory0.50,temp3.00__decay0.50__shrink2.0__peer0.35__topall__memory0.50,3.0,0.5,2.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,24,83.44910603678042,116.60836006761188,0.34838928880540965,87.34534416727863,139.0,140.5426418939186,1.1098143121716644,1.1098143121716644
temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,3.0,0.8,2.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,24,83.4632822948072,116.4575030096382,0.34820054532287253,87.50111674066093,139.0,140.66905218040074,1.2007569643170795,1.2007569643170795
temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory1.00,1.0,0.5,2.0,0.35,,1.0,0.75,0.25,12,35,35,6,12,24,83.4679158632468,116.78959072006953,0.3502641611885818,87.4612622706005,139.0,141.03876286889343,1.4667358769017471,1.4667358769017471
temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.35__topall__memory0.50,3.0,1.0,2.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,24,83.4710525473737,116.37920379779612,0.3481161071691616,87.5834208898523,139.0,140.73960002869603,1.2515108120115335,1.2515108120115335
temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory1.00,1.0,0.8,2.0,0.35,,1.0,0.75,0.25,12,35,35,6,12,24,83.47713881653725,116.60670165341004,0.3500794529728242,87.59326923595265,139.0,141.1412789153641,1.5404884283194944,1.5404884283194944
temp1.00__decay1.00__shrink2.0__peer0.35__topall__memory1.00,temp1.00__decay1.00__shrink2.0__peer0.35__topall__memory1.00,1.0,1.0,2.0,0.35,,1.0,0.75,0.25,12,35,35,6,12,24,83.48232118227699,116.5059900768083,0.3499946612507159,87.65752058208945,139.0,141.19086810030612,1.5761641009396539,1.5761641009396539
temp3.00__decay0.50__shrink6.0__peer0.00__topall__memory0.50,temp3.00__decay0.50__shrink6.0__peer0.00__topall__memory0.50,3.0,0.5,6.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,24,83.49997159988905,118.62784176291309,0.34782017254905534,87.23537539963051,139.0,140.52311227517475,1.095764226744427,1.095764226744427
temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.75,1.0,0.5,2.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.50603722621055,118.36038198674093,0.34945380863539693,87.5489274196159,139.0,141.7859215194972,2.0042600859692143,2.0042600859692143
temp3.00__decay0.50__shrink6.0__peer0.35__topall__memory0.50,temp3.00__decay0.50__shrink6.0__peer0.35__topall__memory0.50,3.0,0.5,6.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,24,83.50874503733348,118.1137177180722,0.3481876211614477,87.1612949838077,139.0,140.80885515911513,1.3013346468454143,1.3013346468454143
temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory1.00,1.0,0.5,6.0,0.35,,1.0,0.75,0.25,12,35,35,6,12,24,83.51286775428126,118.10176559309409,0.3500170041277388,87.32185866487282,139.0,141.4494547315788,1.7621976486178497,1.7621976486178497
temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.75,1.0,0.8,2.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.5129544411784,118.22321518674632,0.34931527747357877,87.64793264362999,139.0,141.8628085543502,2.0595744995325247,2.0595744995325247
temp1.00__decay1.00__shrink2.0__peer0.35__topall__memory0.75,temp1.00__decay1.00__shrink2.0__peer0.35__topall__memory0.75,1.0,1.0,2.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.5168412154832,118.14768150429501,0.3492516836819975,87.69612115323257,139.0,141.9000004430567,2.0863312539976344,2.0863312539976344
temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,3.0,1.0,6.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.53406557343747,115.4559587885345,0.3483945566848176,87.11283023416134,139.0,139.51341735583986,0.3693650042013402,0.3693650042013402
temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory1.00,1.0,0.8,6.0,0.35,,1.0,0.75,0.25,12,35,35,6,12,24,83.53759909926849,118.04223913882414,0.34986837847624996,87.41471468478942,139.0,141.55944945319126,1.841330541864218,1.841330541864218
temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.75,1.0,0.5,6.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.5397511444864,119.34451314150932,0.34926844083976466,87.56780893683018,139.0,142.0939404165112,2.2258564147562607,2.2258564147562607
temp1.00__decay1.00__shrink2.0__peer0.00__topall__memory1.00,temp1.00__decay1.00__shrink2.0__peer0.00__topall__memory1.00,1.0,1.0,2.0,0.0,,1.0,0.75,0.25,12,35,35,6,12,24,83.5438534910619,115.78422469216784,0.34968037604129915,87.85065620898084,139.0,140.7063101084058,1.2275612290689222,1.2275612290689222
temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,3.0,0.8,6.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,24,83.54402784035821,118.03545390100751,0.3480058656189284,87.27914739919557,139.0,140.9451271770077,1.399372069789706,1.399372069789706
temp1.00__decay1.00__shrink6.0__peer0.35__topall__memory1.00,temp1.00__decay1.00__shrink6.0__peer0.35__topall__memory1.00,1.0,1.0,6.0,0.35,,1.0,0.75,0.25,12,35,35,6,12,24,83.55079278874732,118.00794514250612,0.34980835209488337,87.46234671813299,139.0,141.61651124758885,1.8823821925099613,1.8823821925099613
temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory1.00,1.0,0.8,2.0,0.0,,1.0,0.75,0.25,12,35,35,6,12,24,83.55507632246754,116.00415425031056,0.34980747587185435,87.76922166018589,139.0,140.68313309408168,1.210887118044376,1.210887118044376
temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.75,1.0,0.8,6.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.55829965322683,119.29986830080688,0.34915697160114806,87.63745095176763,139.0,142.17643645772057,2.2852060846910573,2.2852060846910573
temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,3.0,1.0,6.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,24,83.56284415399226,117.9948911212747,0.34793728811515917,87.33947314357923,139.0,141.0180773943294,1.4518542405247452,1.4518542405247452
temp1.00__decay1.00__shrink2.0__peer0.00__topall__memory0.75,temp1.00__decay1.00__shrink2.0__peer0.00__topall__memory0.75,1.0,1.0,2.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.56299044707188,117.60635746581465,0.34901596977493493,87.83575757072445,139.0,141.53658194913152,1.824879100094616,1.824879100094616
temp1.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,temp1.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,1.0,1.0,6.0,0.35,,0.75,0.75,0.25,12,35,35,6,12,24,83.56819492033594,119.27414780356838,0.3491119518151231,87.6731749767753,139.0,142.21923280351876,2.31599482267537,2.31599482267537
temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.75,1.0,0.8,2.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.57140757062612,117.77130463442168,0.34911129464785134,87.77989696180492,139.0,141.51919918838837,1.8123735168261657,1.8123735168261657
temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.00__topall__memory0.50,3.0,1.0,2.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,24,83.57414449956563,116.0286525205656,0.3475113348870989,87.66534627128559,139.0,140.54251136626186,1.1097204073826352,1.1097204073826352
temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory1.00,1.0,0.5,2.0,0.0,,1.0,0.75,0.25,12,35,35,6,12,24,83.57723603169654,116.4164585799696,0.3501088426931332,87.61702718928044,139.0,140.63544636167552,1.1765801163133236,1.1765801163133236
temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.75,1.0,0.5,2.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.58802735254788,118.08053288166599,0.3493373197638105,87.66575110862584,139.0,141.48343413908373,1.786643265527861,1.786643265527861
temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,3.0,0.8,2.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,24,83.59065920712662,116.16955679826017,0.34764955814091386,87.5656620111836,139.0,140.48327754594644,1.0671061481629034,1.0671061481629034
temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.50,1.0,0.5,2.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,24,83.59881867339921,119.74460718336235,0.34856579683448774,87.71825832795847,139.0,142.33142191649196,2.3967064147424186,2.3967064147424186
temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.75,1.0,0.5,6.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.64020069117883,119.56096252362161,0.34907710365050854,87.45333893419028,139.0,141.8987669419733,2.0854438431462534,2.0854438431462534
temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.75,1.0,0.8,6.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.6413415538714,119.3713454687804,0.34889103794758336,87.52757647389306,139.0,141.9457876244354,2.1192716722556915,2.1192716722556915
temp1.00__decay1.00__shrink6.0__peer0.00__topall__memory0.75,temp1.00__decay1.00__shrink6.0__peer0.00__topall__memory0.75,1.0,1.0,6.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.6421676770375,119.26822580648889,0.3488228922393415,87.56741416673776,139.0,141.97200060250833,2.1381299298621084,2.1381299298621084
temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory1.00,1.0,0.5,6.0,0.0,,1.0,0.75,0.25,12,35,35,6,12,24,83.6468004832045,118.39036476924377,0.34976188787539725,87.32020060052095,139.0,141.1892234321949,1.5749808864711463,1.5749808864711463
temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory1.00,1.0,0.8,6.0,0.0,,1.0,0.75,0.25,12,35,35,6,12,24,83.64832163346126,118.1375420294555,0.34951380027149703,87.41358177572928,139.0,141.2519176754777,1.6200846586170499,1.6200846586170499
temp1.00__decay1.00__shrink6.0__peer0.00__topall__memory1.00,temp1.00__decay1.00__shrink6.0__peer0.00__topall__memory1.00,1.0,1.0,6.0,0.0,,1.0,0.75,0.25,12,35,35,6,12,24,83.64942313101606,118.00004914640013,0.34942293932717455,87.46374307115165,139.0,141.28686831290827,1.6452290020922793,1.6452290020922793
temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,temp3.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,3.0,0.8,6.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,24,83.71588906779972,118.37409440644456,0.3474735789914452,87.34549607933182,139.0,140.59600267957256,1.1482033665989668,1.1482033665989668
temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.50,temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.50,3.0,1.0,6.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,24,83.71659337345538,118.24121470518017,0.34735222027110985,87.40768463396554,139.0,140.6440751571331,1.1827878828295697,1.1827878828295697
temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.75,temp3.00__decay1.00__shrink6.0__peer0.00__topall__memory0.75,3.0,1.0,6.0,0.0,,0.75,0.75,0.25,12,35,35,6,12,24,83.76468940263216,116.17402636796228,0.3475169549187436,87.23928913054581,139.0,138.9524140000454,-0.034234532341443163,0.034234532341443163
temp1.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,temp1.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,1.0,1.0,2.0,0.35,2.0,0.5,0.75,0.25,12,35,35,6,12,23,82.43766511674673,111.40528061151522,0.3505707324198462,84.46420542855827,139.0,133.98177386660043,-3.6102346283450113,3.6102346283450113
temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,3.0,1.0,2.0,0.35,2.0,0.5,0.75,0.25,12,35,35,6,12,23,82.43766511674673,111.41703709295945,0.35056809286886476,84.46531692521383,139.0,133.98444460779643,-3.608313231801127,3.608313231801127
temp6.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,temp6.00__decay1.00__shrink2.0__peer0.35__top2__memory0.50,6.0,1.0,2.0,0.35,2.0,0.5,0.75,0.25,12,35,35,6,12,23,82.43766511674673,111.4346620739212,0.3505641335768141,84.4669798783136,139.0,133.98844435916268,-3.605435712832601,3.605435712832601
temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,1.0,0.8,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,12,23,82.67646488184432,111.07314480844876,0.33137957784259575,83.07163923488932,139.0,128.67382747845477,-7.428901094636857,7.428901094636857
temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,temp3.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,3.0,0.8,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,12,23,82.67646488184432,111.07314480844876,0.3313710155628721,83.07223411343489,139.0,128.6764853150931,-7.426988981947418,7.426988981947418
temp6.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,temp6.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,6.0,0.8,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,12,23,82.67646488184432,111.07314480844876,0.33135817292859665,83.07312398174425,139.0,128.68046722135088,-7.424124301186416,7.424124301186416
temp1.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,temp1.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,1.0,1.0,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,12,23,82.67646488184432,111.07314480844876,0.33138187937791913,83.64982771417189,139.0,128.95896206424638,-7.223768299103325,7.223768299103325
temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,3.0,1.0,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,12,23,82.67646488184432,111.07314480844876,0.33137792005144695,83.65149495915524,139.0,128.96296817604042,-7.220886204287468,7.220886204287468
temp6.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,temp6.00__decay1.00__shrink2.0__peer0.35__top2__memory0.75,6.0,1.0,2.0,0.35,2.0,0.75,0.75,0.25,12,35,35,6,12,23,82.67646488184432,111.07314480844876,0.3313719811133709,83.65398938880492,139.0,128.96896780308978,-7.216569925834689,7.216569925834689
temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,1.0,1.0,2.0,0.0,2.0,0.5,0.75,0.25,12,35,35,6,12,23,83.0041153793041,116.38701996443429,0.35305808034909886,86.74282183712428,139.0,135.1253202901914,-2.7875393595745246,2.7875393595745246
temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,3.0,1.0,2.0,0.0,2.0,0.5,0.75,0.25,12,35,35,6,12,23,83.0041153793041,116.4036158502276,0.35310188874224296,86.74316736938181,139.0,135.1237916585272,-2.788639094584741,2.788639094584741
temp6.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,temp6.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,6.0,1.0,2.0,0.0,2.0,0.5,0.75,0.25,12,35,35,6,12,23,83.0041153793041,116.4284110939161,0.35316758379167085,86.74368808766324,139.0,135.1215044063322,-2.7902845997610024,2.7902845997610024
temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.50,1.0,0.5,2.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,23,83.54415858917432,119.93117325341233,0.3486434560822121,87.66967853053076,139.0,142.53308017010096,2.541784295036661,2.541784295036661
temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,1.0,0.8,2.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,23,83.54877006581955,119.83972872008255,0.3485511019743332,87.73616444121588,139.0,142.5843381933363,2.578660570745535,2.578660570745535
temp1.00__decay1.00__shrink2.0__peer0.35__topall__memory0.50,temp1.00__decay1.00__shrink2.0__peer0.35__topall__memory0.50,1.0,1.0,2.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,23,83.55136124868942,119.7893729317817,0.34850870611327905,87.76872554652054,139.0,142.60913278580728,2.596498407055594,2.596498407055594
temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.50,1.0,0.5,6.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,23,83.56663453469154,120.58726068992458,0.3485198775517904,87.82056451103114,139.0,142.73842610144362,2.689515180894692,2.689515180894692
temp1.00__decay1.00__shrink2.0__peer0.00__topall__memory0.50,temp1.00__decay1.00__shrink2.0__peer0.00__topall__memory0.50,1.0,1.0,2.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,23,83.58212740308188,119.42849023946145,0.34835156350857077,87.82926498416637,139.0,142.36685378985712,2.4221969711202282,2.4221969711202282
temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,1.0,0.8,2.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,23,83.5877388187847,119.53845501853283,0.3484151134238483,87.79272645650904,139.0,142.35526528269511,2.413859915607996,2.413859915607996
temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,1.0,1.0,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,6,12,23,84.62839377041526,111.93981894488523,0.344485270341018,87.00415430396114,139.0,130.67428169963284,-5.989725395947595,5.989725395947595
temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,temp3.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,3.0,1.0,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,6,12,23,84.62839377041526,111.97702782273691,0.344485270341018,87.00467260234744,139.0,130.6719887521366,-5.991374998462878,5.991374998462878
temp6.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,temp6.00__decay1.00__shrink2.0__peer0.00__top2__memory0.75,6.0,1.0,2.0,0.0,2.0,0.75,0.75,0.25,12,35,35,6,12,23,84.62839377041526,112.03283538487071,0.344485270341018,87.00545367976957,139.0,130.66855787384407,-5.993843256227291,5.993843256227291
temp6.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,temp6.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,6.0,0.8,2.0,0.0,4.0,0.5,0.75,0.25,12,35,35,6,12,23,86.26771365298602,115.80543797304784,0.36779311379273516,86.7442889585906,139.0,136.4269205705894,-1.851136280151509,1.851136280151509
temp3.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,3.0,0.8,2.0,0.0,4.0,0.5,0.75,0.25,12,35,35,6,12,23,86.43660355144374,115.91414063092725,0.3665655889335546,86.67300631205838,139.0,136.52584776758766,-1.7799656348290191,1.7799656348290191
temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,1.0,0.8,2.0,0.0,4.0,0.5,0.75,0.25,12,35,35,6,12,23,86.55016026607187,115.97201972911664,0.36577543607208773,86.61991860262172,139.0,136.5973566590604,-1.728520389165173,1.728520389165173
temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,1.0,0.8,2.0,0.0,2.0,0.5,0.75,0.25,12,35,35,6,12,22,83.0041153793041,116.28169727589082,0.35305453582695767,87.21251860501624,139.0,134.58484339713462,-3.176371656737684,3.176371656737684
temp3.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,temp3.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,3.0,0.8,2.0,0.0,2.0,0.5,0.75,0.25,12,35,35,6,12,22,83.0041153793041,116.29552392163006,0.35309125590524104,87.21409064412852,139.0,134.58534646237996,-3.1760097392949933,3.1760097392949933
temp6.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,temp6.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,6.0,0.8,2.0,0.0,2.0,0.5,0.75,0.25,12,35,35,6,12,22,83.0041153793041,116.31622325330864,0.35314632304057475,87.21644160474015,139.0,134.58609326241785,-3.1754724730806854,3.1754724730806854
temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,1.0,0.8,6.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,22,83.57900020718516,120.55749746278963,0.3484455647260462,87.86651961470999,139.0,142.7934234622499,2.729081627517917,2.729081627517917
temp1.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,temp1.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,1.0,1.0,6.0,0.35,,0.5,0.75,0.25,12,35,35,6,12,22,83.58559705192458,120.54035046463062,0.3484155515353628,87.89026289757055,139.0,142.82195435944868,2.749607452840779,2.749607452840779
temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.50,1.0,0.5,6.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,22,83.63360089915318,120.73156027799942,0.34839231942561977,87.74688937960082,139.0,142.6083104517517,2.595906799821361,2.595906799821361
temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,1.0,0.8,6.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,22,83.63436147428156,120.60514890810529,0.34826827562366963,87.79554216775043,139.0,142.6396575733931,2.6184586858943124,2.6184586858943124
temp1.00__decay1.00__shrink6.0__peer0.00__topall__memory0.50,temp1.00__decay1.00__shrink6.0__peer0.00__topall__memory0.50,1.0,1.0,6.0,0.0,,0.5,0.75,0.25,12,35,35,6,12,22,83.63491222305895,120.53640246657761,0.34822284515150836,87.82166758763525,139.0,142.65713289210836,2.631030857631917,2.631030857631917
temp1.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,temp1.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,1.0,1.0,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,25,80.66095274828575,112.24829976882734,0.303581369596969,87.09315795682026,139.0,130.27598438607546,-6.27627022584499,6.27627022584499
temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,temp3.00__decay1.00__shrink2.0__peer0.00__top4__memory1.00,3.0,1.0,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,25,81.31579183403547,112.51789686658728,0.3050601531229379,87.2062227193285,139.0,130.0856227702716,-6.413221028581574,6.413221028581574
temp6.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,temp6.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,6.0,0.5,2.0,0.35,4.0,1.0,0.75,0.25,12,35,35,5,12,25,82.6667048777172,110.71499565485732,0.31218988475093473,85.79069864820647,139.0,127.2202695825448,-8.474626199608057,8.474626199608057
temp3.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,temp3.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,3.0,0.5,2.0,0.35,4.0,1.0,0.75,0.25,12,35,35,5,12,25,82.69839868359263,111.13741800176226,0.3128563372060697,85.8664167901968,139.0,127.55056018286051,-8.237007062690282,8.237007062690282
temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,1.0,0.5,2.0,0.35,4.0,1.0,0.75,0.25,12,35,35,5,12,25,82.7194617884625,111.4141469434735,0.31328653342001483,85.90767775988184,139.0,127.78432894870652,-8.068828094455744,8.068828094455744
temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,1.0,0.5,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,12,25,82.89345775129485,114.23205982239156,0.31953118401875036,87.1529994336628,139.0,133.68605943170036,-3.8229788261148507,3.8229788261148507
temp3.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,temp3.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,3.0,0.5,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,12,25,83.06388278005862,114.56652629469473,0.31955350368572083,87.25162099592407,139.0,133.63703869216008,-3.858245545208579,3.858245545208579
temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,temp6.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,6.0,0.5,2.0,0.0,4.0,0.75,0.75,0.25,12,35,35,5,12,25,83.31373749098819,115.04331314714756,0.3195860236502275,87.38090875084652,139.0,133.57193870427344,-3.905080068868032,3.905080068868032
temp3.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,temp3.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,3.0,0.8,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,25,85.07728239427435,112.56478024389544,0.32988042233347,87.40409897067194,139.0,129.02429806386684,-7.1767639828296135,7.1767639828296135
temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,1.0,0.8,2.0,0.0,4.0,1.0,0.75,0.25,12,35,35,5,12,25,85.29536074057236,112.26395782357835,0.33347356263387906,87.27002729976235,139.0,129.1673158468123,-7.073873491501942,7.073873491501942
