cohort,correction_model,input_candidates,candidate_id,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
recurring_a,ridge_01,hurdle_d1_sqrt_log__w24__soft__p0.50__t0.00__s0.75__none__b0.00 | hurdle_d2_none_log__w24__soft__p0.75__t0.00__s0.75__none__b0.00 | direct_d2_fast_p135__w48__direct__p1.00__t0.00__s0.75__none__b0.00 | direct_d2_long_p150__w48__direct__p1.00__t0.00__s0.75__none__b0.00 | direct_d2_base_p120__w48__direct__p1.00__t0.00__s0.75__none__b0.00,ridge_01,215,215,95,137,182,57.66178770532018,89.46674561019012,0.4266291600789292,66.8726946174486,1725.0,1667.4148567646112,-3.3382691730660197,3.3382691730660197
recurring_b,rf_d4_l5,hurdle_d2_full_log__w18__soft__p0.75__t0.00__s0.75__none__b0.00 | hurdle_d3_sqrt_log__w18__expected__p1.00__t0.00__s0.75__none__b0.00 | hurdle_d2_sqrt_tweedie__w48__soft__p1.25__t0.00__s0.75__none__b0.00 | hurdle_d2_sqrt_log__w48__expected__p1.00__t0.00__s0.75__none__b0.00 | hurdle_d3_sqrt_log__w48__expected__p1.00__t0.00__s0.75__none__b0.00,rf_d4_l5,110,104,35,40,59,94.05451467020059,176.08083540708577,0.4589881989827235,95.82449234800606,274.0,463.65039353845197,69.21547209432553,69.21547209432553
