model_key,model,all_sku_count,valid_positive_sku_count,under_50_skus,under_70_skus,under_100_skus,under_50_share,under_70_share,median_sku_block_wmape,p75_sku_block_wmape,median_sku_block_mase,portfolio_block_wmape,actual_total,forecast_total,bias_pct
block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,650,602,55,171,365,0.09136212624584718,0.2840531561461794,86.37788238463463,145.000771433115,0.4062004555706625,91.36228007684514,8336.0,5411.412136852741,-35.08382753295656
block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,650,602,54,160,364,0.08970099667774087,0.26578073089701,86.95305622713539,133.7163084745407,0.37673005479754823,88.20473879500652,8336.0,4772.265692517161,-42.75113132776918
block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,650,602,52,164,369,0.08637873754152824,0.2724252491694352,86.29447615572384,134.3593928962946,0.38083092440930455,88.69137974034086,8336.0,4797.917275831103,-42.443410798571215
block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,650,602,46,162,359,0.07641196013289037,0.2691029900332226,88.25830004417611,133.97257265808818,0.36957056663538285,87.53260394215097,8336.0,4735.129699632525,-43.19662068579024
block_recent6,Block recent 6-month mean,650,602,45,135,241,0.07475083056478406,0.22425249169435216,100.0,133.33333333333334,0.45138888888888884,114.68330134357005,8336.0,9386.4,12.600767754318614
block_tsb,Block TSB,650,602,45,126,259,0.07475083056478406,0.20930232558139536,100.50931855923794,176.9478745940084,0.508113624765126,107.42771932079097,8336.0,9765.580837235764,17.149482212521164
block_sba,Block SBA Croston,650,602,35,115,248,0.05813953488372093,0.19102990033222592,110.51832040721638,244.8295709255718,0.5538265306122448,115.44660268733256,8336.0,10840.921728422763,30.049444918699177
block_seasonal,Block historical month-of-year mean,650,602,16,43,122,0.026578073089700997,0.07142857142857142,202.43055555555554,466.40625,0.9916666666666667,203.07501599488162,8336.0,19528.766666666666,134.27023352527192
