sku_id,selected_model_key,selected_model,score,policy
84702M67P30000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,108.44059094550117,required_18m_gap3
84702M67P4026U,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,50.659698684041096,required_18m_gap3
84702M68K1026U,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,83.96847203925803,required_18m_gap3
84702M74L215PK,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,35.54247981972165,required_18m_gap3
84702M84320000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,44.57029641514093,required_18m_gap3
8470381A14V12,block_tsb,Block TSB,116.37583319120229,required_18m_gap3
8471573K00RX0OTS,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,128.46797452204757,required_18m_gap3
8473077MB1000,block_tsb,Block TSB,114.68891762092403,required_18m_gap3
84730M55T00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,60.02876656029814,required_18m_gap3
84730M56R00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,59.80924001106849,required_18m_gap3
84730M67P00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,266.62364261490956,required_18m_gap3
84730M74L20000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,62.88876039225881,required_18m_gap3
84730M74T00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,48.58737587928772,required_18m_gap3
84730M76T00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,88.01082393952778,required_18m_gap3
84740M74L20000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,70.2210193095,required_18m_gap3
84740M74T00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,60.473570227622986,required_18m_gap3
84740M76T00000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,82.59262570313045,required_18m_gap3
8480254P446GS,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,116.33840447122401,required_18m_gap3
8485165D006GS,block_seasonal,Block historical month-of-year mean,91.95402298850576,required_18m_gap3
8485177K006GS,block_sba,Block SBA Croston,51.952057274636374,required_18m_gap3
84901M56R63HLK,block_recent6,Block recent 6-month mean,88.23529411764706,required_18m_gap3
84901M62S51BHE,block_hurdle_d2_sqrt_log,Block hurdle XGB depth2 sqrt-weight log-size,57.80044240180892,required_18m_gap3
84902M62S43BHE,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,55.34777841648134,required_18m_gap3
85355M68PA1000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,117.32384865744072,required_18m_gap3
8687761JA0000,block_recent6,Block recent 6-month mean,137.5,required_18m_gap3
87205M79G51000,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,137.5683207064867,required_18m_gap3
8721174G10P4Z,block_recent6,Block recent 6-month mean,141.50943396226415,required_18m_gap3
8721176G11T01,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,261.79182529449463,required_18m_gap3
87211M76G00T01,block_direct_d2_tweedie,Block direct XGB depth2 Tweedie,201.8087251484394,required_18m_gap3
87286M81P00000,block_seasonal,Block historical month-of-year mean,67.36842105263158,required_18m_gap3
87491M68P105PK,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,55.48560431709996,required_18m_gap3
87991M68P105PK,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,54.193066798888886,required_18m_gap3
88912M76M00000,block_recent6,Block recent 6-month mean,100.0,required_18m_gap3
88921M68P01000,block_seasonal,Block historical month-of-year mean,61.986301369863014,required_18m_gap3
8926050J00000,block_hurdle_d2_full_log,Block hurdle XGB depth2 full-weight log-size,65.54625601995559,required_18m_gap3
89969M52R00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,43.56029744100089,required_18m_gap3
89969M63J00000,block_tsb,Block TSB,53.69070735043977,required_18m_gap3
9531071L01000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,43.63680570975117,required_18m_gap3
95310M68K00000,block_hurdle_d3_sqrt_log,Block hurdle XGB depth3 sqrt-weight log-size,61.29544576009115,required_18m_gap3
